Exit stations,Entry stations->,,SATURDAY,,,Aug 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
RM, 	8 , 	59 , 	53 , 	36 , 	196 , 	51 , 	64 , 	41 , 	65 , 	16 , 	49 , 	89 , 	20 , 	18 , 	16 , 	11 , 	8 , 	21 , 	14 , 	4 , 	11 , 	2 , 	5 , 	13 , 	16 , 	132 , 	109 , 	268 , 	122 , 	96 , 	105 , 	22 , 	38 , 	26 , 	5 , 	5 , 	10 , 	4 , 	22 , 	7 , 	14 , 	40 , 	10 , 	2 , 	12 , 	5 ," 	1,936 ",,,,,,,,,,
EN, 	65 , 	16 , 	59 , 	53 , 	378 , 	84 , 	88 , 	89 , 	188 , 	34 , 	96 , 	280 , 	36 , 	27 , 	24 , 	13 , 	19 , 	33 , 	21 , 	14 , 	20 , 	5 , 	9 , 	24 , 	25 , 	295 , 	240 , 	630 , 	237 , 	112 , 	129 , 	39 , 	58 , 	50 , 	22 , 	5 , 	13 , 	4 , 	24 , 	13 , 	18 , 	101 , 	22 , 	8 , 	24 , 	13 ," 	3,754 ",,,,,,,,,,
EP, 	58 , 	63 , 	11 , 	38 , 	358 , 	54 , 	52 , 	62 , 	108 , 	23 , 	37 , 	127 , 	17 , 	12 , 	12 , 	5 , 	7 , 	25 , 	14 , 	9 , 	17 , 	3 , 	5 , 	20 , 	13 , 	197 , 	113 , 	298 , 	148 , 	76 , 	55 , 	25 , 	14 , 	14 , 	6 , 	3 , 	7 , 	1 , 	10 , 	4 , 	7 , 	65 , 	16 , 	4 , 	19 , 	10 ," 	2,235 ",,,,,,,,,,
NB, 	42 , 	51 , 	35 , 	16 , 	102 , 	37 , 	32 , 	61 , 	92 , 	34 , 	48 , 	98 , 	24 , 	11 , 	12 , 	5 , 	9 , 	25 , 	10 , 	12 , 	12 , 	6 , 	6 , 	12 , 	12 , 	264 , 	190 , 	288 , 	238 , 	105 , 	94 , 	32 , 	17 , 	24 , 	5 , 	3 , 	10 , 	2 , 	9 , 	5 , 	4 , 	89 , 	18 , 	5 , 	32 , 	11 ," 	2,244 ",,,,,,,,,,
BK, 	214 , 	412 , 	359 , 	125 , 	54 , 	197 , 	206 , 	226 , 	261 , 	131 , 	166 , 	159 , 	76 , 	73 , 	48 , 	32 , 	59 , 	135 , 	45 , 	57 , 	63 , 	41 , 	31 , 	18 , 	61 , 	641 , 	471 , 	882 , 	516 , 	280 , 	208 , 	91 , 	46 , 	85 , 	19 , 	23 , 	89 , 	14 , 	45 , 	15 , 	23 , 	175 , 	91 , 	30 , 	70 , 	95 ," 	7,152 ",,,,,,,,,,
AS, 	61 , 	83 , 	54 , 	27 , 	153 , 	14 , 	53 , 	95 , 	119 , 	36 , 	74 , 	96 , 	30 , 	25 , 	23 , 	12 , 	11 , 	19 , 	12 , 	8 , 	13 , 	6 , 	4 , 	9 , 	30 , 	209 , 	145 , 	275 , 	252 , 	143 , 	98 , 	26 , 	25 , 	20 , 	5 , 	5 , 	13 , 	3 , 	10 , 	4 , 	5 , 	61 , 	14 , 	7 , 	19 , 	15 ," 	2,416 ",,,,,,,,,,
MA, 	67 , 	102 , 	55 , 	48 , 	197 , 	59 , 	23 , 	74 , 	126 , 	26 , 	91 , 	184 , 	50 , 	42 , 	34 , 	13 , 	21 , 	36 , 	46 , 	26 , 	48 , 	18 , 	13 , 	32 , 	29 , 	398 , 	289 , 	543 , 	444 , 	258 , 	181 , 	51 , 	40 , 	32 , 	10 , 	9 , 	19 , 	10 , 	75 , 	6 , 	14 , 	93 , 	30 , 	9 , 	21 , 	14 ," 	4,000 ",,,,,,,,,,
19, 	46 , 	80 , 	69 , 	72 , 	222 , 	104 , 	80 , 	15 , 	20 , 	13 , 	73 , 	127 , 	52 , 	43 , 	36 , 	24 , 	27 , 	31 , 	32 , 	38 , 	59 , 	23 , 	28 , 	60 , 	43 , 	300 , 	250 , 	460 , 	371 , 	267 , 	173 , 	56 , 	40 , 	46 , 	12 , 	13 , 	24 , 	8 , 	38 , 	10 , 	13 , 	69 , 	30 , 	10 , 	20 , 	17 ," 	3,641 ",,,,,,,,,,
12, 	69 , 	197 , 	110 , 	101 , 	259 , 	122 , 	112 , 	17 , 	23 , 	17 , 	110 , 	201 , 	108 , 	113 , 	83 , 	40 , 	49 , 	76 , 	67 , 	65 , 	69 , 	43 , 	29 , 	90 , 	65 , 	385 , 	299 , 	594 , 	392 , 	178 , 	155 , 	70 , 	67 , 	69 , 	17 , 	13 , 	28 , 	12 , 	72 , 	18 , 	25 , 	103 , 	49 , 	11 , 	21 , 	49 ," 	4,853 ",,,,,,,,,,
LM, 	14 , 	37 , 	29 , 	29 , 	116 , 	36 , 	32 , 	15 , 	21 , 	19 , 	103 , 	262 , 	140 , 	148 , 	58 , 	29 , 	39 , 	69 , 	8 , 	11 , 	18 , 	9 , 	7 , 	17 , 	23 , 	305 , 	256 , 	509 , 	327 , 	186 , 	145 , 	47 , 	48 , 	52 , 	3 , 	64 , 	93 , 	4 , 	17 , 	5 , 	7 , 	25 , 	12 , 	49 , 	22 , 	27 ," 	3,487 ",,,,,,,,,,
