Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,May 05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	67 , 	70 , 	27 , 	119 , 	62 , 	59 , 	19 , 	44 , 	15 , 	82 , 	69 , 	11 , 	16 , 	20 , 	10 , 	7 , 	17 , 	12 , 	6 , 	3 , 	3 , 	2 , 	7 , 	12 , 	69 , 	45 , 	128 , 	71 , 	78 , 	110 , 	12 , 	25 , 	18 , 	5 , 	2 , 	10 , 	3 , 	20 , 	5 , 	3 , 	14 , 	6 ," 	1,392 ",,,Eastbay," 	27,901 ",,SF CBD," 	69,130 ",60.7%,,,
EN, 	73 , 	10 , 	49 , 	36 , 	176 , 	85 , 	82 , 	35 , 	94 , 	31 , 	80 , 	166 , 	23 , 	26 , 	16 , 	10 , 	16 , 	44 , 	24 , 	7 , 	13 , 	4 , 	6 , 	15 , 	15 , 	199 , 	135 , 	321 , 	158 , 	109 , 	105 , 	22 , 	35 , 	32 , 	16 , 	4 , 	9 , 	2 , 	24 , 	5 , 	6 , 	37 , 	14 ," 	2,369 ",,,Westbay," 	37,742 ",,non-CBD," 	47,388 ",41.6%,,,
EP, 	71 , 	39 , 	3 , 	28 , 	196 , 	40 , 	38 , 	30 , 	53 , 	17 , 	32 , 	91 , 	10 , 	13 , 	9 , 	5 , 	7 , 	23 , 	9 , 	5 , 	11 , 	4 , 	5 , 	12 , 	5 , 	123 , 	78 , 	195 , 	107 , 	53 , 	47 , 	8 , 	6 , 	11 , 	3 , 	1 , 	6 , 	1 , 	5 , 	2 , 	2 , 	33 , 	7 ," 	1,441 ",,,Transbay," 	54,417 ",,,,,,,
NB, 	35 , 	33 , 	28 , 	5 , 	52 , 	38 , 	29 , 	32 , 	57 , 	17 , 	40 , 	94 , 	11 , 	14 , 	7 , 	6 , 	6 , 	21 , 	9 , 	7 , 	8 , 	5 , 	4 , 	7 , 	4 , 	153 , 	96 , 	207 , 	166 , 	96 , 	67 , 	14 , 	8 , 	9 , 	3 , 	2 , 	8 , 	0 , 	4 , 	2 , 	2 , 	44 , 	8 ," 	1,458 ",,,SFO Ext," 	11,041 ",,,,,,,
BK, 	127 , 	176 , 	193 , 	54 , 	16 , 	126 , 	111 , 	109 , 	162 , 	57 , 	104 , 	200 , 	45 , 	40 , 	35 , 	15 , 	40 , 	135 , 	27 , 	23 , 	30 , 	20 , 	11 , 	21 , 	22 , 	269 , 	180 , 	521 , 	330 , 	133 , 	104 , 	39 , 	20 , 	39 , 	9 , 	12 , 	38 , 	6 , 	15 , 	5 , 	4 , 	78 , 	53 ," 	3,755 ",,,Extensions," 	13,656 ",,,,,,,
AS, 	69 , 	75 , 	43 , 	32 , 	102 , 	6 , 	63 , 	52 , 	74 , 	28 , 	78 , 	100 , 	17 , 	23 , 	22 , 	8 , 	16 , 	25 , 	6 , 	6 , 	11 , 	3 , 	3 , 	7 , 	22 , 	113 , 	76 , 	192 , 	156 , 	121 , 	79 , 	15 , 	10 , 	10 , 	2 , 	4 , 	9 , 	2 , 	11 , 	3 , 	0 , 	24 , 	11 ," 	1,733 ",,,,,,,,,,,
MA, 	60 , 	64 , 	31 , 	29 , 	105 , 	65 , 	14 , 	26 , 	48 , 	18 , 	90 , 	126 , 	37 , 	46 , 	27 , 	21 , 	16 , 	26 , 	28 , 	16 , 	23 , 	11 , 	9 , 	24 , 	30 , 	202 , 	130 , 	316 , 	226 , 	173 , 	109 , 	19 , 	20 , 	16 , 	5 , 	7 , 	11 , 	4 , 	38 , 	2 , 	2 , 	47 , 	10 ," 	2,328 ",,,,,,,,,,,
19, 	15 , 	37 , 	27 , 	33 , 	108 , 	51 , 	29 , 	6 , 	12 , 	13 , 	50 , 	53 , 	16 , 	31 , 	16 , 	10 , 	16 , 	21 , 	14 , 	10 , 	20 , 	9 , 	6 , 	20 , 	19 , 	98 , 	74 , 	185 , 	131 , 	77 , 	46 , 	10 , 	14 , 	10 , 	4 , 	4 , 	13 , 	2 , 	23 , 	3 , 	2 , 	21 , 	5 ," 	1,365 ",,,,,,,,,,,
12, 	46 , 	78 , 	45 , 	45 , 	143 , 	62 , 	45 , 	10 , 	8 , 	11 , 	86 , 	109 , 	63 , 	73 , 	48 , 	22 , 	29 , 	67 , 	31 , 	29 , 	37 , 	14 , 	19 , 	38 , 	38 , 	191 , 	162 , 	408 , 	207 , 	101 , 	72 , 	24 , 	38 , 	22 , 	19 , 	6 , 	17 , 	8 , 	41 , 	4 , 	7 , 	59 , 	22 ," 	2,602 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	19 , 	30 , 	13 , 	17 , 	54 , 	29 , 	20 , 	10 , 	13 , 	6 , 	91 , 	113 , 	84 , 	74 , 	31 , 	18 , 	25 , 	46 , 	7 , 	6 , 	8 , 	5 , 	3 , 	11 , 	22 , 	141 , 	125 , 	298 , 	157 , 	95 , 	76 , 	17 , 	21 , 	19 , 	1 , 	29 , 	44 , 	1 , 	10 , 	1 , 	0 , 	17 , 	3 ," 	1,812 ",,,Dtwn SF," 	1,324 "," 	4,162 "," 	11,930 "," 	4,090 "," 	4,767 "," 	6,708 "," 	2,722 "," 	32,980 "
