Exit stations,Entry stations->,,WEEKDAY,,,Oct 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,,,
RM, 	13 , 	125 , 	86 , 	79 , 	450 , 	103 , 	153 , 	158 , 	193 , 	49 , 	92 , 	72 , 	36 , 	24 , 	36 , 	22 , 	17 , 	34 , 	24 , 	15 , 	20 , 	7 , 	8 , 	22 , 	22 , 	375 , 	409 , 	465 , 	347 , 	189 , 	197 , 	50 , 	78 , 	114 , 	15 , 	7 , 	14 , 	5 , 	41 , 	16 , 	21 , 	59 , 	26 , 	6 , 	14 , 	8 ," 	4,318 ",,,,,,,,,,,,,
EN, 	153 , 	22 , 	100 , 	99 ," 	1,018 ", 	155 , 	272 , 	500 , 	578 , 	110 , 	123 , 	141 , 	55 , 	47 , 	88 , 	26 , 	38 , 	64 , 	36 , 	17 , 	37 , 	8 , 	13 , 	35 , 	42 , 	944 ," 	1,069 ", 	915 , 	825 , 	290 , 	217 , 	85 , 	124 , 	208 , 	33 , 	9 , 	28 , 	6 , 	28 , 	43 , 	47 , 	124 , 	74 , 	11 , 	45 , 	21 ," 	8,920 ",,,,,,,,,,,,,
EP, 	87 , 	89 , 	13 , 	53 , 	786 , 	90 , 	140 , 	301 , 	332 , 	75 , 	57 , 	50 , 	29 , 	13 , 	29 , 	8 , 	15 , 	42 , 	19 , 	17 , 	27 , 	8 , 	6 , 	32 , 	14 , 	590 , 	677 , 	422 , 	439 , 	132 , 	81 , 	34 , 	45 , 	67 , 	4 , 	4 , 	17 , 	4 , 	12 , 	9 , 	15 , 	75 , 	35 , 	8 , 	31 , 	12 ," 	5,045 ",,,,,,,,,,,,,
NB, 	88 , 	95 , 	54 , 	15 , 	221 , 	69 , 	95 , 	281 , 	245 , 	61 , 	61 , 	49 , 	32 , 	18 , 	30 , 	10 , 	23 , 	34 , 	25 , 	20 , 	27 , 	8 , 	9 , 	18 , 	16 , 	650 , 	747 , 	412 , 	519 , 	165 , 	100 , 	34 , 	38 , 	57 , 	8 , 	6 , 	15 , 	4 , 	15 , 	10 , 	9 , 	95 , 	40 , 	10 , 	40 , 	14 ," 	4,594 ",,,,,,,,,,,,,
BK, 	514 ," 	1,105 ", 	791 , 	246 , 	59 , 	397 , 	419 , 	627 , 	581 , 	296 , 	343 , 	196 , 	215 , 	172 , 	158 , 	93 , 	165 , 	241 , 	153 , 	191 , 	146 , 	83 , 	54 , 	49 , 	91 ," 	1,135 "," 	1,121 ", 	842 , 	895 , 	372 , 	300 , 	163 , 	138 , 	157 , 	43 , 	59 , 	133 , 	60 , 	132 , 	42 , 	47 , 	162 , 	177 , 	55 , 	88 , 	100 ," 	13,606 ",,,,,,,,,,,,,
AS, 	113 , 	140 , 	90 , 	63 , 	359 , 	16 , 	95 , 	265 , 	248 , 	83 , 	109 , 	72 , 	51 , 	38 , 	38 , 	22 , 	35 , 	41 , 	26 , 	30 , 	24 , 	10 , 	9 , 	14 , 	31 , 	709 , 	790 , 	480 , 	571 , 	236 , 	133 , 	37 , 	44 , 	61 , 	10 , 	12 , 	23 , 	8 , 	28 , 	11 , 	16 , 	63 , 	47 , 	9 , 	29 , 	20 ," 	5,358 ",,,,,,,,,,,,,
MA, 	174 , 	283 , 	128 , 	87 , 	408 , 	96 , 	38 , 	209 , 	231 , 	84 , 	186 , 	164 , 	126 , 	105 , 	116 , 	57 , 	94 , 	119 , 	161 , 	192 , 	162 , 	50 , 	44 , 	62 , 	53 ," 	1,065 "," 	1,264 ", 	865 , 	937 , 	416 , 	233 , 	87 , 	95 , 	113 , 	22 , 	27 , 	70 , 	58 , 	282 , 	33 , 	38 , 	129 , 	72 , 	23 , 	35 , 	33 ," 	9,323 ",,,,,,,,,,,,,
19, 	175 , 	519 , 	311 , 	292 , 	577 , 	269 , 	203 , 	38 , 	77 , 	44 , 	180 , 	171 , 	229 , 	212 , 	218 , 	154 , 	220 , 	340 , 	325 , 	394 , 	343 , 	152 , 	118 , 	182 , 	67 ," 	1,426 "," 	1,596 ", 	971 ," 	1,120 ", 	481 , 	359 , 	185 , 	143 , 	173 , 	75 , 	63 , 	237 , 	172 , 	288 , 	77 , 	73 , 	104 , 	150 , 	97 , 	40 , 	113 ," 	13,749 ",,,,,,,,,,,,,
12, 	216 , 	590 , 	321 , 	246 , 	509 , 	245 , 	227 , 	70 , 	38 , 	42 , 	219 , 	297 , 	349 , 	322 , 	273 , 	176 , 	208 , 	296 , 	324 , 	413 , 	300 , 	141 , 	111 , 	153 , 	96 ," 	1,328 "," 	1,347 ", 	996 ," 	1,042 ", 	361 , 	328 , 	178 , 	191 , 	220 , 	135 , 	116 , 	234 , 	167 , 	359 , 	90 , 	89 , 	152 , 	163 , 	114 , 	64 , 	79 ," 	13,936 ",,,,,,,,,,,,,
LM, 	47 , 	109 , 	81 , 	63 , 	283 , 	87 , 	84 , 	48 , 	41 , 	22 , 	207 , 	285 , 	319 , 	279 , 	180 , 	98 , 	122 , 	131 , 	39 , 	28 , 	28 , 	8 , 	10 , 	37 , 	41 , 	861 ," 	1,016 ", 	732 , 	668 , 	251 , 	165 , 	65 , 	102 , 	134 , 	7 , 	127 , 	183 , 	14 , 	66 , 	17 , 	16 , 	43 , 	21 , 	80 , 	30 , 	97 ," 	7,371 ",,,,,,,,,,,,,
FV, 	92 , 	117 , 	57 , 	68 , 	314 , 	100 , 	185 , 	182 , 	233 , 	171 , 	30 , 	273 , 	231 , 	223 , 	218 , 	90 , 	75 , 	133 , 	48 , 	28 , 	38 , 	19 , 	28 , 	49 , 	105 , 	873 , 	987 , 	860 , 	867 , 	315 , 	220 , 	77 , 	105 , 	162 , 	11 , 	61 , 	125 , 	10 , 	58 , 	21 , 	26 , 	75 , 	24 , 	67 , 	15 , 	60 ," 	8,126 ",,,,,,,,,,,,,
CL, 	73 , 	153 , 	52 , 	52 , 	187 , 	73 , 	173 , 	191 , 	330 , 	238 , 	278 , 	23 , 	188 , 	210 , 	181 , 	100 , 	133 , 	178 , 	69 , 	54 , 	62 , 	31 , 	22 , 	45 , 	102 , 	616 , 	589 , 	575 , 	471 , 	168 , 	143 , 	82 , 	89 , 	165 , 	16 , 	74 , 	232 , 	27 , 	115 , 	27 , 	29 , 	46 , 	37 , 	109 , 	41 , 	133 ," 	6,984 ",,,,,,,,,,,,,
SL, 	40 , 	65 , 	32 , 	35 , 	209 , 	51 , 	131 , 	246 , 	351 , 	324 , 	245 , 	192 , 	16 , 	130 , 	189 , 	74 , 	88 , 	147 , 	33 , 	21 , 	28 , 	6 , 	7 , 	24 , 	43 , 	744 , 	843 , 	614 , 	550 , 	169 , 	104 , 	43 , 	83 , 	131 , 	13 , 	50 , 	108 , 	10 , 	46 , 	15 , 	15 , 	49 , 	11 , 	57 , 	11 , 	53 ," 	6,446 ",,,,,,,,,,,,,
BF, 	24 , 	44 , 	14 , 	18 , 	169 , 	33 , 	104 , 	219 , 	314 , 	267 , 	221 , 	206 , 	126 , 	19 , 	132 , 	74 , 	105 , 	202 , 	22 , 	11 , 	12 , 	3 , 	2 , 	15 , 	33 , 	710 , 	695 , 	572 , 	500 , 	139 , 	88 , 	43 , 	59 , 	103 , 	9 , 	57 , 	148 , 	6 , 	22 , 	10 , 	18 , 	33 , 	12 , 	84 , 	8 , 	57 ," 	5,763 ",,,,,,,,,,,,,
HY, 	45 , 	93 , 	29 , 	30 , 	149 , 	39 , 	116 , 	226 , 	269 , 	165 , 	240 , 	198 , 	207 , 	138 , 	18 , 	110 , 	230 , 	329 , 	34 , 	24 , 	26 , 	7 , 	6 , 	22 , 	36 , 	496 , 	548 , 	365 , 	343 , 	95 , 	60 , 	31 , 	48 , 	76 , 	6 , 	23 , 	69 , 	12 , 	63 , 	12 , 	13 , 	27 , 	8 , 	37 , 	12 , 	74 ," 	5,201 ",,,,,,,,,,,,,
SH, 	21 , 	30 , 	9 , 	12 , 	83 , 	22 , 	57 , 	149 , 	161 , 	84 , 	96 , 	91 , 	73 , 	72 , 	100 , 	12 , 	108 , 	164 , 	10 , 	10 , 	14 , 	1 , 	3 , 	6 , 	16 , 	428 , 	401 , 	235 , 	244 , 	78 , 	48 , 	15 , 	27 , 	63 , 	4 , 	18 , 	34 , 	3 , 	16 , 	6 , 	8 , 	16 , 	7 , 	22 , 	8 , 	41 ," 	3,124 ",,,,,,,,,,,,,
UC, 	20 , 	38 , 	17 , 	21 , 	165 , 	39 , 	95 , 	225 , 	201 , 	119 , 	82 , 	135 , 	94 , 	109 , 	225 , 	125 , 	23 , 	236 , 	16 , 	18 , 	20 , 	4 , 	3 , 	10 , 	11 , 	953 , 	821 , 	351 , 	332 , 	85 , 	39 , 	13 , 	24 , 	75 , 	5 , 	17 , 	58 , 	4 , 	22 , 	6 , 	6 , 	27 , 	5 , 	22 , 	19 , 	43 ," 	4,975 ",,,,,,,,,,,,,
FM, 	35 , 	71 , 	45 , 	38 , 	246 , 	38 , 	119 , 	343 , 	288 , 	132 , 	144 , 	175 , 	147 , 	220 , 	326 , 	213 , 	237 , 	47 , 	25 , 	29 , 	23 , 	8 , 	14 , 	22 , 	16 ," 	1,528 "," 	1,194 ", 	478 , 	382 , 	112 , 	35 , 	32 , 	36 , 	71 , 	10 , 	36 , 	97 , 	8 , 	38 , 	5 , 	6 , 	40 , 	6 , 	35 , 	33 , 	48 ," 	7,230 ",,,,,,,,,,,,,
CN, 	26 , 	36 , 	20 , 	25 , 	150 , 	30 , 	163 , 	319 , 	323 , 	37 , 	47 , 	71 , 	31 , 	23 , 	33 , 	10 , 	17 , 	28 , 	28 , 	113 , 	259 , 	90 , 	43 , 	105 , 	21 , 	916 , 	958 , 	563 , 	516 , 	148 , 	86 , 	52 , 	67 , 	126 , 	25 , 	7 , 	10 , 	53 , 	332 , 	30 , 	23 , 	138 , 	34 , 	5 , 	37 , 	12 ," 	6,185 ",,,,,,,,,,,,,
PH, 	15 , 	18 , 	21 , 	23 , 	185 , 	30 , 	190 , 	377 , 	398 , 	25 , 	25 , 	53 , 	21 , 	12 , 	24 , 	10 , 	16 , 	24 , 	112 , 	31 , 	124 , 	44 , 	38 , 	135 , 	12 ," 	1,698 "," 	1,729 ", 	702 , 	614 , 	173 , 	87 , 	99 , 	50 , 	83 , 	13 , 	4 , 	4 , 	37 , 	167 , 	23 , 	29 , 	176 , 	24 , 	3 , 	52 , 	11 ," 	7,741 ",,,,,,,,,,,,,
WC, 	23 , 	40 , 	26 , 	32 , 	148 , 	23 , 	165 , 	348 , 	321 , 	26 , 	39 , 	58 , 	30 , 	12 , 	27 , 	15 , 	18 , 	26 , 	289 , 	129 , 	25 , 	68 , 	50 , 	163 , 	22 ," 	1,428 "," 	1,450 ", 	543 , 	516 , 	131 , 	75 , 	56 , 	53 , 	78 , 	20 , 	5 , 	4 , 	62 , 	255 , 	22 , 	25 , 	208 , 	27 , 	2 , 	53 , 	7 ," 	7,148 ",,,,,,,,,,,,,
