Exit stations,Entry stations->,,SUNDAY,,,Sep 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	9 , 	44 , 	64 , 	28 , 	140 , 	59 , 	58 , 	32 , 	45 , 	27 , 	49 , 	77 , 	11 , 	20 , 	17 , 	9 , 	10 , 	17 , 	10 , 	3 , 	9 , 	5 , 	2 , 	9 , 	16 , 	69 , 	40 , 	167 , 	68 , 	54 , 	58 , 	15 , 	33 , 	22 , 	5 , 	2 , 	8 , 	3 , 	27 , 	11 , 	5 , 	24 , 	9 ," 	1,387 ",,,Eastbay," 	35,229 ",,SF CBD," 	76,419 ",56.5%,,,
EN, 	49 , 	7 , 	52 , 	39 , 	224 , 	75 , 	81 , 	58 , 	82 , 	28 , 	69 , 	251 , 	27 , 	27 , 	27 , 	14 , 	16 , 	38 , 	19 , 	9 , 	13 , 	6 , 	4 , 	14 , 	16 , 	162 , 	107 , 	353 , 	142 , 	55 , 	65 , 	24 , 	40 , 	28 , 	19 , 	6 , 	12 , 	2 , 	25 , 	8 , 	14 , 	50 , 	23 ," 	2,379 ",,,Westbay," 	39,950 ",,non-CBD," 	53,871 ",39.8%,,,
EP, 	69 , 	46 , 	6 , 	35 , 	265 , 	63 , 	41 , 	58 , 	59 , 	36 , 	31 , 	118 , 	12 , 	16 , 	8 , 	7 , 	6 , 	25 , 	10 , 	7 , 	11 , 	7 , 	5 , 	21 , 	9 , 	116 , 	70 , 	213 , 	130 , 	36 , 	25 , 	13 , 	15 , 	12 , 	2 , 	4 , 	12 , 	2 , 	9 , 	4 , 	4 , 	43 , 	9 ," 	1,687 ",,,Transbay," 	60,050 ",,,,,,,
NB, 	31 , 	38 , 	34 , 	9 , 	68 , 	47 , 	54 , 	63 , 	62 , 	30 , 	34 , 	105 , 	20 , 	19 , 	9 , 	4 , 	12 , 	27 , 	18 , 	11 , 	13 , 	9 , 	4 , 	18 , 	12 , 	195 , 	108 , 	312 , 	219 , 	91 , 	66 , 	13 , 	17 , 	15 , 	6 , 	4 , 	10 , 	1 , 	7 , 	3 , 	3 , 	77 , 	12 ," 	1,903 ",,,,,,,,,,,
BK, 	132 , 	227 , 	254 , 	73 , 	19 , 	138 , 	164 , 	178 , 	172 , 	84 , 	120 , 	234 , 	54 , 	48 , 	44 , 	28 , 	49 , 	215 , 	35 , 	29 , 	53 , 	41 , 	22 , 	33 , 	36 , 	403 , 	261 , 	824 , 	437 , 	186 , 	134 , 	57 , 	49 , 	74 , 	9 , 	18 , 	65 , 	6 , 	25 , 	13 , 	13 , 	162 , 	91 ," 	5,306 ",,,,,,,,,,,
AS, 	66 , 	62 , 	56 , 	41 , 	108 , 	6 , 	64 , 	109 , 	78 , 	45 , 	68 , 	118 , 	26 , 	28 , 	14 , 	13 , 	15 , 	31 , 	10 , 	9 , 	15 , 	8 , 	6 , 	12 , 	23 , 	125 , 	95 , 	213 , 	199 , 	118 , 	80 , 	16 , 	15 , 	15 , 	3 , 	7 , 	17 , 	1 , 	17 , 	3 , 	3 , 	39 , 	10 ," 	2,002 ",,,,,,,,,,,
MA, 	64 , 	84 , 	45 , 	40 , 	149 , 	64 , 	8 , 	100 , 	69 , 	29 , 	68 , 	188 , 	36 , 	57 , 	40 , 	18 , 	15 , 	39 , 	34 , 	22 , 	36 , 	16 , 	16 , 	53 , 	38 , 	240 , 	163 , 	446 , 	377 , 	163 , 	123 , 	30 , 	31 , 	25 , 	9 , 	5 , 	22 , 	8 , 	60 , 	4 , 	6 , 	80 , 	20 ," 	3,135 ",,,,,,,,,,,
19, 	32 , 	63 , 	50 , 	71 , 	163 , 	105 , 	111 , 	8 , 	19 , 	27 , 	76 , 	105 , 	47 , 	53 , 	52 , 	15 , 	19 , 	47 , 	33 , 	23 , 	38 , 	17 , 	14 , 	93 , 	32 , 	172 , 	121 , 	327 , 	339 , 	177 , 	115 , 	49 , 	22 , 	26 , 	5 , 	16 , 	21 , 	8 , 	35 , 	7 , 	6 , 	43 , 	25 ," 	2,822 ",,,,,,,,,,,
12, 	42 , 	70 , 	45 , 	46 , 	143 , 	74 , 	59 , 	13 , 	14 , 	11 , 	49 , 	178 , 	52 , 	70 , 	46 , 	25 , 	25 , 	51 , 	38 , 	22 , 	36 , 	14 , 	27 , 	39 , 	42 , 	202 , 	173 , 	480 , 	213 , 	92 , 	65 , 	28 , 	43 , 	35 , 	17 , 	10 , 	21 , 	4 , 	40 , 	6 , 	10 , 	86 , 	24 ," 	2,774 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	26 , 	33 , 	35 , 	32 , 	90 , 	47 , 	38 , 	20 , 	15 , 	7 , 	130 , 	172 , 	89 , 	90 , 	39 , 	26 , 	32 , 	61 , 	9 , 	8 , 	10 , 	7 , 	9 , 	21 , 	25 , 	177 , 	136 , 	397 , 	235 , 	108 , 	97 , 	27 , 	36 , 	27 , 	5 , 	30 , 	64 , 	3 , 	16 , 	2 , 	7 , 	22 , 	8 ," 	2,464 ",,,Dtwn SF," 	1,525 "," 	5,375 "," 	10,573 "," 	4,890 "," 	4,721 "," 	6,864 "," 	4,520 "," 	38,467 "
