Exit stations,Entry stations->,,TOTAL,,,Mar 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	438 ," 	2,727 "," 	2,286 "," 	1,719 "," 	10,138 "," 	2,194 "," 	3,259 "," 	3,695 "," 	4,034 "," 	1,107 "," 	2,076 "," 	1,773 ", 	953 , 	575 , 	718 , 	428 , 	463 , 	613 , 	421 , 	358 , 	593 , 	158 , 	186 , 	599 , 	637 ," 	9,340 "," 	9,598 "," 	11,990 "," 	8,354 "," 	4,367 "," 	4,873 "," 	1,117 "," 	1,805 "," 	2,173 ", 	394 , 	123 , 	343 , 	59 , 	438 , 	299 , 	480 ," 	1,378 ", 	634 , 	135 , 	351 , 	439 , 	-   , 	-   , 	239 , 	259 ," 	101,336 ",,,,,,,,,,,,,
EN," 	2,772 ", 	637 ," 	2,003 "," 	2,092 "," 	19,092 "," 	3,292 "," 	5,798 "," 	9,828 "," 	12,602 "," 	2,489 "," 	2,663 "," 	3,234 "," 	1,388 ", 	941 ," 	1,739 ", 	521 , 	747 , 	961 , 	725 , 	476 , 	695 , 	209 , 	315 , 	720 , 	878 ," 	20,152 "," 	21,427 "," 	22,135 "," 	17,245 "," 	6,768 "," 	4,972 "," 	2,032 "," 	2,694 "," 	3,362 ", 	769 , 	213 , 	601 , 	153 , 	311 , 	657 , 	842 ," 	3,165 "," 	1,562 ", 	258 , 	957 ," 	1,033 ", 	-   , 	-   , 	214 , 	237 ," 	188,576 ",,,,,,,,,,,,,
EP," 	2,299 "," 	2,032 ", 	392 ," 	1,504 "," 	17,587 "," 	1,915 "," 	3,101 "," 	7,069 "," 	7,986 "," 	1,754 "," 	1,159 "," 	1,570 ", 	779 , 	399 , 	692 , 	239 , 	447 , 	738 , 	483 , 	381 , 	651 , 	251 , 	156 , 	793 , 	319 ," 	13,936 "," 	14,847 "," 	11,727 "," 	11,154 "," 	3,915 "," 	1,989 ", 	844 , 	967 ," 	1,389 ", 	184 , 	107 , 	319 , 	92 , 	148 , 	144 , 	291 ," 	1,850 ", 	795 , 	190 , 	791 , 	654 , 	-   , 	-   , 	63 , 	122 ," 	121,214 ",,,,,,,,,,,,,
NB," 	1,774 "," 	2,122 "," 	1,365 ", 	458 ," 	5,366 "," 	1,421 "," 	2,087 "," 	5,901 "," 	5,902 "," 	1,358 "," 	1,681 "," 	1,336 ", 	691 , 	519 , 	732 , 	191 , 	524 , 	536 , 	466 , 	472 , 	578 , 	132 , 	199 , 	390 , 	366 ," 	15,017 "," 	16,246 "," 	10,344 "," 	11,790 "," 	4,333 "," 	2,526 ", 	888 , 	943 , 	913 , 	172 , 	152 , 	351 , 	118 , 	240 , 	164 , 	248 ," 	2,202 ", 	911 , 	166 , 	968 , 	708 , 	-   , 	-   , 	90 , 	122 ," 	106,179 ",,,,,,,,,,,,,
BK," 	10,654 "," 	20,400 "," 	17,506 "," 	5,719 "," 	1,539 "," 	8,600 "," 	8,841 "," 	13,120 "," 	12,875 "," 	6,190 "," 	7,157 "," 	4,534 "," 	4,341 "," 	3,261 "," 	3,024 "," 	1,816 "," 	3,601 "," 	3,867 "," 	2,483 "," 	3,457 "," 	3,226 "," 	1,416 "," 	1,188 "," 	1,083 "," 	2,004 "," 	23,901 "," 	22,736 "," 	20,493 "," 	18,757 "," 	8,821 "," 	6,475 "," 	3,357 "," 	2,762 "," 	3,320 ", 	912 ," 	1,196 "," 	2,721 ", 	707 ," 	1,535 ", 	948 ," 	1,080 "," 	5,369 "," 	3,607 "," 	1,182 "," 	2,322 "," 	4,489 ", 	-   , 	-   , 	713 ," 	1,040 "," 	290,345 ",,,,,,,,,,,,,
AS," 	2,193 "," 	3,116 "," 	1,995 "," 	1,603 "," 	8,060 ", 	506 ," 	2,160 "," 	6,255 "," 	5,996 "," 	1,683 "," 	2,362 "," 	1,983 "," 	1,014 ", 	796 , 	759 , 	494 , 	820 , 	644 , 	629 , 	546 , 	548 , 	228 , 	164 , 	296 , 	645 ," 	16,589 "," 	17,507 "," 	11,198 "," 	12,001 "," 	6,179 "," 	3,070 ", 	889 , 	986 ," 	1,007 ", 	230 , 	200 , 	357 , 	141 , 	266 , 	194 , 	342 ," 	1,582 ", 	767 , 	281 , 	673 , 	895 , 	-   , 	-   , 	107 , 	210 ," 	121,166 ",,,,,,,,,,,,,
MA," 	3,473 "," 	5,796 "," 	2,762 "," 	2,051 "," 	8,383 "," 	2,323 "," 	1,058 "," 	5,204 "," 	5,263 "," 	1,599 "," 	3,950 "," 	3,801 "," 	2,626 "," 	2,199 "," 	2,237 "," 	1,284 "," 	1,439 "," 	1,928 "," 	3,308 "," 	3,755 "," 	3,381 "," 	1,367 ", 	953 ," 	1,446 "," 	1,323 "," 	25,902 "," 	28,402 "," 	20,640 "," 	21,020 "," 	9,823 "," 	5,633 "," 	1,964 "," 	2,038 "," 	1,996 ", 	571 , 	586 ," 	1,650 "," 	1,003 "," 	3,085 ", 	574 , 	719 ," 	2,847 "," 	1,409 ", 	533 , 	732 ," 	1,579 ", 	-   , 	-   ," 	1,169 "," 	2,666 "," 	209,450 ",,,,,,,,,,,,,
19," 	4,000 "," 	10,365 "," 	6,901 "," 	6,179 "," 	11,784 "," 	6,093 "," 	4,957 "," 	1,158 "," 	1,323 "," 	1,150 "," 	4,256 "," 	4,638 "," 	5,244 "," 	4,682 "," 	4,791 "," 	3,188 "," 	4,556 "," 	5,831 "," 	6,565 "," 	8,571 "," 	7,289 "," 	3,810 "," 	2,575 "," 	3,922 "," 	1,685 "," 	34,222 "," 	36,465 "," 	23,837 "," 	25,807 "," 	12,019 "," 	8,779 "," 	3,905 "," 	3,436 "," 	3,530 "," 	1,723 "," 	1,592 "," 	4,962 "," 	2,750 "," 	3,841 "," 	1,534 "," 	1,631 "," 	2,656 "," 	3,058 "," 	2,386 ", 	881 ," 	4,739 ", 	-   , 	-   ," 	1,248 "," 	2,844 "," 	313,358 ",,,,,,,,,,,,,
12," 	4,601 "," 	13,037 "," 	7,785 "," 	6,166 "," 	10,911 "," 	5,710 "," 	5,160 "," 	1,244 "," 	1,165 ", 	979 ," 	4,930 "," 	6,340 "," 	8,110 "," 	7,325 "," 	6,637 "," 	3,972 "," 	5,505 "," 	6,213 "," 	7,222 "," 	9,964 "," 	7,127 "," 	3,341 "," 	2,714 "," 	3,926 "," 	2,241 "," 	32,189 "," 	31,255 "," 	25,467 "," 	23,916 "," 	9,242 "," 	7,940 "," 	4,512 "," 	4,760 "," 	5,459 "," 	2,954 "," 	2,756 "," 	5,843 "," 	3,199 "," 	5,013 "," 	2,117 "," 	2,031 "," 	3,589 "," 	3,527 "," 	3,710 "," 	1,388 "," 	4,386 ", 	-   , 	-   ," 	1,311 "," 	4,096 "," 	332,985 ",,,,,,,,,,,,,
LM," 	1,058 "," 	2,302 "," 	1,679 "," 	1,411 "," 	6,004 "," 	1,628 "," 	1,541 "," 	1,165 ", 	925 , 	596 ," 	4,069 "," 	7,005 "," 	7,415 "," 	6,168 "," 	3,721 "," 	1,964 "," 	2,656 "," 	2,573 "," 	1,022 ", 	485 , 	707 , 	207 , 	222 , 	829 , 	957 ," 	21,235 "," 	24,132 "," 	17,951 "," 	15,761 "," 	6,625 "," 	3,968 "," 	1,591 "," 	1,947 "," 	2,464 ", 	180 ," 	2,845 "," 	4,312 ", 	192 , 	540 , 	286 , 	425 , 	875 , 	447 ," 	2,194 ", 	637 ," 	2,476 ", 	-   , 	-   , 	222 , 	520 ," 	170,134 ",,,,,,,,,,,,,
