Exit stations,Entry stations->,,SUNDAY,,,Mar 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	40 , 	45 , 	27 , 	31 , 	95 , 	47 , 	71 , 	61 , 	69 , 	94 , 	18 , 	201 , 	82 , 	106 , 	63 , 	27 , 	27 , 	31 , 	18 , 	12 , 	21 , 	7 , 	4 , 	23 , 	34 , 	165 , 	120 , 	309 , 	165 , 	81 , 	69 , 	17 , 	23 , 	28 , 	3 , 	20 , 	44 , 	2 , 	13 , 	5 , 	6 , 	40 , 	6 , 	34 , 	11 , 	35 , 	-   , 	-   , 	4 , 	8 ," 	2,459 ",,,,,,,,,,,
CL, 	50 , 	136 , 	91 , 	70 , 	86 , 	56 , 	108 , 	89 , 	95 , 	148 , 	190 , 	20 , 	215 , 	171 , 	111 , 	76 , 	127 , 	140 , 	57 , 	80 , 	63 , 	50 , 	40 , 	51 , 	42 , 	250 , 	142 , 	355 , 	159 , 	68 , 	73 , 	54 , 	38 , 	92 , 	11 , 	102 , 	347 , 	30 , 	41 , 	17 , 	19 , 	25 , 	24 , 	149 , 	41 , 	214 , 	-   , 	-   , 	5 , 	35 ," 	4,654 ",,,,,,,,,,,
SL, 	13 , 	20 , 	11 , 	13 , 	44 , 	16 , 	27 , 	38 , 	54 , 	102 , 	85 , 	214 , 	11 , 	59 , 	32 , 	18 , 	26 , 	29 , 	6 , 	8 , 	9 , 	3 , 	1 , 	8 , 	16 , 	107 , 	82 , 	236 , 	88 , 	36 , 	31 , 	14 , 	15 , 	23 , 	3 , 	19 , 	26 , 	2 , 	5 , 	3 , 	4 , 	34 , 	4 , 	29 , 	7 , 	21 , 	-   , 	-   , 	1 , 	7 ," 	1,660 ",,,,,,,,,,,
BF, 	13 , 	14 , 	6 , 	8 , 	44 , 	11 , 	29 , 	41 , 	47 , 	97 , 	108 , 	180 , 	52 , 	10 , 	40 , 	20 , 	31 , 	42 , 	9 , 	3 , 	4 , 	3 , 	2 , 	5 , 	17 , 	94 , 	88 , 	200 , 	78 , 	35 , 	25 , 	10 , 	17 , 	17 , 	5 , 	21 , 	54 , 	2 , 	6 , 	2 , 	7 , 	20 , 	5 , 	37 , 	8 , 	30 , 	-   , 	-   , 	1 , 	3 ," 	1,604 ",,,,,,,,,,,
HY, 	15 , 	16 , 	7 , 	8 , 	34 , 	13 , 	22 , 	20 , 	36 , 	38 , 	68 , 	109 , 	31 , 	38 , 	10 , 	31 , 	39 , 	49 , 	8 , 	3 , 	4 , 	2 , 	2 , 	4 , 	9 , 	65 , 	42 , 	109 , 	46 , 	20 , 	17 , 	9 , 	8 , 	9 , 	3 , 	7 , 	20 , 	1 , 	5 , 	2 , 	4 , 	14 , 	1 , 	19 , 	10 , 	29 , 	-   , 	-   , 	2 , 	9 ," 	1,067 ",,,,,,,,,,,
SH, 	7 , 	12 , 	5 , 	4 , 	14 , 	5 , 	13 , 	9 , 	17 , 	19 , 	31 , 	75 , 	18 , 	27 , 	30 , 	7 , 	15 , 	27 , 	5 , 	2 , 	3 , 	-   , 	1 , 	2 , 	4 , 	43 , 	29 , 	73 , 	32 , 	15 , 	12 , 	2 , 	4 , 	13 , 	2 , 	5 , 	10 , 	1 , 	3 , 	3 , 	5 , 	10 , 	2 , 	10 , 	5 , 	24 , 	-   , 	-   , 	0 , 	2 , 	656 ,,,,,,,,,,,
UC, 	6 , 	13 , 	6 , 	9 , 	40 , 	12 , 	12 , 	14 , 	25 , 	33 , 	34 , 	118 , 	23 , 	33 , 	41 , 	17 , 	11 , 	29 , 	4 , 	4 , 	4 , 	1 , 	1 , 	3 , 	4 , 	71 , 	55 , 	124 , 	53 , 	26 , 	12 , 	8 , 	9 , 	11 , 	3 , 	5 , 	20 , 	1 , 	3 , 	2 , 	3 , 	14 , 	2 , 	11 , 	16 , 	27 , 	-   , 	-   , 	1 , 	6 , 	977 ,,,,,,,,,,,
FM, 	7 , 	17 , 	10 , 	7 , 	57 , 	14 , 	18 , 	20 , 	31 , 	33 , 	36 , 	138 , 	29 , 	35 , 	49 , 	28 , 	29 , 	17 , 	5 , 	5 , 	5 , 	1 , 	1 , 	5 , 	6 , 	86 , 	60 , 	125 , 	64 , 	26 , 	17 , 	6 , 	9 , 	13 , 	2 , 	5 , 	20 , 	2 , 	3 , 	2 , 	3 , 	21 , 	1 , 	7 , 	19 , 	36 , 	-   , 	-   , 	1 , 	4 ," 	1,136 ",,,,,,,,,,,
CN, 	6 , 	13 , 	11 , 	6 , 	31 , 	8 , 	23 , 	28 , 	33 , 	11 , 	18 , 	55 , 	7 , 	6 , 	8 , 	5 , 	3 , 	7 , 	11 , 	32 , 	107 , 	44 , 	11 , 	27 , 	6 , 	93 , 	71 , 	159 , 	78 , 	37 , 	21 , 	12 , 	13 , 	19 , 	7 , 	2 , 	5 , 	14 , 	66 , 	9 , 	9 , 	86 , 	10 , 	1 , 	22 , 	9 , 	-   , 	-   , 	29 , 	28 ," 	1,319 ",,,,,,,,,,,
PH, 	4 , 	8 , 	5 , 	5 , 	30 , 	10 , 	22 , 	26 , 	37 , 	6 , 	11 , 	74 , 	6 , 	3 , 	3 , 	2 , 	6 , 	7 , 	32 , 	10 , 	51 , 	21 , 	12 , 	29 , 	7 , 	154 , 	82 , 	188 , 	97 , 	35 , 	24 , 	9 , 	10 , 	16 , 	4 , 	2 , 	3 , 	8 , 	27 , 	3 , 	7 , 	116 , 	8 , 	1 , 	29 , 	11 , 	-   , 	-   , 	8 , 	15 ," 	1,282 ",,,,,,,,,,,
WC, 	10 , 	8 , 	11 , 	14 , 	43 , 	10 , 	33 , 	37 , 	42 , 	9 , 	17 , 	64 , 	8 , 	6 , 	4 , 	3 , 	7 , 	6 , 	112 , 	57 , 	14 , 	20 , 	12 , 	54 , 	8 , 	168 , 	113 , 	242 , 	156 , 	46 , 	29 , 	14 , 	11 , 	21 , 	3 , 	2 , 	2 , 	11 , 	44 , 	6 , 	5 , 	138 , 	7 , 	1 , 	32 , 	6 , 	-   , 	-   , 	17 , 	27 ," 	1,710 ",,,,,,,,,,,
LF, 	3 , 	3 , 	5 , 	3 , 	22 , 	5 , 	12 , 	23 , 	22 , 	5 , 	7 , 	48 , 	3 , 	2 , 	1 , 	0 , 	1 , 	1 , 	45 , 	18 , 	26 , 	7 , 	7 , 	32 , 	3 , 	99 , 	65 , 	150 , 	104 , 	26 , 	15 , 	5 , 	3 , 	9 , 	1 , 	1 , 	1 , 	5 , 	10 , 	1 , 	3 , 	65 , 	5 , 	0 , 	17 , 	4 , 	-   , 	-   , 	10 , 	5 , 	908 ,,,,,,,,,,,
OR, 	3 , 	3 , 	2 , 	3 , 	17 , 	1 , 	14 , 	15 , 	19 , 	3 , 	3 , 	39 , 	1 , 	1 , 	3 , 	-   , 	1 , 	2 , 	11 , 	13 , 	14 , 	5 , 	5 , 	23 , 	2 , 	88 , 	50 , 	130 , 	87 , 	24 , 	14 , 	10 , 	4 , 	7 , 	2 , 	1 , 	2 , 	0 , 	6 , 	2 , 	2 , 	56 , 	5 , 	1 , 	16 , 	2 , 	-   , 	-   , 	1 , 	3 , 	717 ,,,,,,,,,,,
RR, 	10 , 	10 , 	14 , 	9 , 	17 , 	6 , 	26 , 	57 , 	47 , 	11 , 	22 , 	52 , 	6 , 	4 , 	4 , 	3 , 	4 , 	6 , 	26 , 	32 , 	52 , 	31 , 	26 , 	16 , 	15 , 	218 , 	148 , 	306 , 	215 , 	117 , 	70 , 	31 , 	13 , 	17 , 	4 , 	3 , 	4 , 	5 , 	12 , 	4 , 	7 , 	141 , 	14 , 	2 , 	20 , 	14 , 	-   , 	-   , 	4 , 	14 ," 	1,887 ",,,,,,,,,,,
OW, 	12 , 	14 , 	4 , 	7 , 	30 , 	12 , 	21 , 	25 , 	35 , 	10 , 	25 , 	35 , 	11 , 	8 , 	6 , 	2 , 	3 , 	3 , 	7 , 	7 , 	11 , 	2 , 	2 , 	12 , 	29 , 	392 , 	290 , 	698 , 	341 , 	223 , 	145 , 	43 , 	32 , 	26 , 	6 , 	2 , 	5 , 	2 , 	6 , 	8 , 	11 , 	106 , 	13 , 	2 , 	7 , 	4 , 	-   , 	-   , 	2 , 	8 ," 	2,705 ",,,,,,,,,,,
EM, 	112 , 	177 , 	125 , 	180 , 	420 , 	161 , 	253 , 	310 , 	328 , 	164 , 	217 , 	313 , 	134 , 	122 , 	75 , 	56 , 	95 , 	111 , 	128 , 	175 , 	208 , 	128 , 	90 , 	254 , 	542 , 	132 , 	17 , 	105 , 	78 , 	205 , 	272 , 	151 , 	207 , 	161 , 	55 , 	83 , 	290 , 	42 , 	85 , 	37 , 	61 , 	209 , 	107 , 	92 , 	105 , 	105 , 	-   , 	-   , 	18 , 	58 ," 	7,553 ",,,,,,,,,,,
MT, 	73 , 	123 , 	92 , 	106 , 	260 , 	116 , 	191 , 	191 , 	234 , 	123 , 	141 , 	156 , 	103 , 	102 , 	55 , 	34 , 	64 , 	69 , 	80 , 	106 , 	124 , 	69 , 	49 , 	145 , 	353 , 	19 , 	112 , 	32 , 	44 , 	236 , 	255 , 	173 , 	461 , 	194 , 	69 , 	46 , 	116 , 	28 , 	69 , 	48 , 	59 , 	242 , 	94 , 	41 , 	51 , 	64 , 	-   , 	-   , 	17 , 	37 ," 	5,665 ",,,,,,,,,,,
PL, 	156 , 	255 , 	141 , 	148 , 	326 , 	137 , 	258 , 	265 , 	335 , 	189 , 	286 , 	350 , 	182 , 	160 , 	85 , 	58 , 	88 , 	101 , 	130 , 	142 , 	193 , 	129 , 	121 , 	232 , 	640 , 	114 , 	21 , 	299 , 	114 , 	731 , 	821 , 	495 , 	818 , 	620 , 	168 , 	88 , 	253 , 	61 , 	139 , 	129 , 	166 , 	770 , 	290 , 	88 , 	68 , 	99 , 	-   , 	-   , 	23 , 	69 ," 	11,553 ",,,,,,,,,,,
CC, 	67 , 	109 , 	122 , 	133 , 	243 , 	101 , 	196 , 	192 , 	184 , 	96 , 	177 , 	128 , 	76 , 	67 , 	46 , 	24 , 	42 , 	64 , 	66 , 	87 , 	150 , 	99 , 	85 , 	190 , 	354 , 	52 , 	31 , 	87 , 	147 , 	269 , 	310 , 	190 , 	277 , 	221 , 	77 , 	46 , 	129 , 	28 , 	43 , 	58 , 	90 , 	361 , 	227 , 	45 , 	40 , 	55 , 	-   , 	-   , 	11 , 	45 ," 	5,938 ",,,,,,,,,,,
16, 	46 , 	61 , 	47 , 	65 , 	163 , 	81 , 	134 , 	157 , 	141 , 	77 , 	82 , 	87 , 	31 , 	29 , 	21 , 	14 , 	27 , 	28 , 	33 , 	36 , 	46 , 	22 , 	21 , 	97 , 	229 , 	210 , 	180 , 	752 , 	256 , 	114 , 	92 , 	124 , 	186 , 	149 , 	54 , 	15 , 	46 , 	11 , 	30 , 	44 , 	71 , 	167 , 	114 , 	14 , 	21 , 	29 , 	-   , 	-   , 	4 , 	12 ," 	4,472 ",,,,,,,,,,,
24, 	61 , 	52 , 	35 , 	56 , 	108 , 	62 , 	109 , 	129 , 	105 , 	60 , 	80 , 	78 , 	30 , 	25 , 	18 , 	12 , 	14 , 	20 , 	29 , 	21 , 	32 , 	14 , 	13 , 	70 , 	159 , 	284 , 	206 , 	925 , 	337 , 	88 , 	100 , 	153 , 	205 , 	163 , 	60 , 	12 , 	34 , 	8 , 	32 , 	40 , 	68 , 	186 , 	105 , 	11 , 	28 , 	14 , 	-   , 	-   , 	7 , 	13 ," 	4,475 ",,,,,,,,,,,
GP, 	16 , 	17 , 	13 , 	20 , 	47 , 	17 , 	28 , 	34 , 	43 , 	17 , 	21 , 	49 , 	16 , 	7 , 	5 , 	3 , 	10 , 	8 , 	12 , 	13 , 	16 , 	6 , 	9 , 	31 , 	41 , 	139 , 	133 , 	584 , 	182 , 	127 , 	119 , 	41 , 	25 , 	28 , 	20 , 	6 , 	18 , 	5 , 	9 , 	12 , 	42 , 	91 , 	35 , 	5 , 	14 , 	5 , 	-   , 	-   , 	3 , 	8 ," 	2,151 ",,,,,,,,,,,
BP, 	23 , 	23 , 	7 , 	10 , 	31 , 	14 , 	23 , 	25 , 	44 , 	24 , 	22 , 	39 , 	12 , 	17 , 	7 , 	4 , 	6 , 	6 , 	13 , 	8 , 	14 , 	3 , 	5 , 	11 , 	34 , 	206 , 	220 ," 	1,058 ", 	238 , 	182 , 	170 , 	30 , 	48 , 	23 , 	27 , 	6 , 	17 , 	3 , 	14 , 	15 , 	56 , 	107 , 	45 , 	5 , 	9 , 	10 , 	-   , 	-   , 	3 , 	13 ," 	2,930 ",,,,,,,,,,,
DC, 	24 , 	31 , 	10 , 	11 , 	43 , 	11 , 	17 , 	23 , 	33 , 	17 , 	22 , 	88 , 	21 , 	14 , 	10 , 	5 , 	10 , 	12 , 	16 , 	16 , 	22 , 	7 , 	8 , 	13 , 	21 , 	162 , 	156 , 	723 , 	210 , 	156 , 	142 , 	27 , 	27 , 	28 , 	21 , 	8 , 	35 , 	8 , 	18 , 	19 , 	65 , 	185 , 	59 , 	13 , 	12 , 	12 , 	-   , 	-   , 	5 , 	16 ," 	2,610 ",,,,,,,,,,,
CM, 	5 , 	12 , 	4 , 	3 , 	10 , 	4 , 	9 , 	6 , 	13 , 	4 , 	4 , 	17 , 	4 , 	4 , 	2 , 	1 , 	5 , 	3 , 	6 , 	6 , 	6 , 	1 , 	2 , 	4 , 	10 , 	57 , 	62 , 	246 , 	68 , 	46 , 	55 , 	20 , 	30 , 	15 , 	5 , 	1 , 	6 , 	2 , 	10 , 	4 , 	23 , 	105 , 	17 , 	2 , 	5 , 	1 , 	-   , 	-   , 	1 , 	5 , 	930 ,,,,,,,,,,,
CV, 	2 , 	2 , 	1 , 	1 , 	11 , 	5 , 	5 , 	12 , 	10 , 	42 , 	20 , 	102 , 	17 , 	26 , 	7 , 	6 , 	4 , 	4 , 	3 , 	3 , 	2 , 	1 , 	1 , 	3 , 	5 , 	69 , 	40 , 	100 , 	42 , 	17 , 	7 , 	5 , 	7 , 	8 , 	2 , 	6 , 	41 , 	-   , 	1 , 	2 , 	3 , 	14 , 	1 , 	45 , 	5 , 	6 , 	-   , 	-   , 	1 , 	1 , 	716 ,,,,,,,,,,,
ED, 	6 , 	9 , 	7 , 	6 , 	46 , 	10 , 	17 , 	21 , 	29 , 	49 , 	46 , 	320 , 	28 , 	40 , 	16 , 	12 , 	21 , 	17 , 	2 , 	3 , 	4 , 	1 , 	2 , 	4 , 	9 , 	237 , 	109 , 	333 , 	133 , 	39 , 	23 , 	20 , 	17 , 	32 , 	4 , 	34 , 	16 , 	1 , 	3 , 	3 , 	5 , 	83 , 	6 , 	25 , 	70 , 	18 , 	-   , 	-   , 	-   , 	1 ," 	1,939 ",,,,,,,,,,,
NC, 	0 , 	1 , 	1 , 	1 , 	8 , 	2 , 	7 , 	6 , 	9 , 	1 , 	3 , 	26 , 	3 , 	1 , 	1 , 	1 , 	1 , 	0 , 	12 , 	8 , 	14 , 	2 , 	0 , 	5 , 	2 , 	31 , 	24 , 	63 , 	26 , 	7 , 	9 , 	5 , 	3 , 	7 , 	2 , 	-   , 	0 , 	6 , 	8 , 	2 , 	1 , 	33 , 	4 , 	0 , 	9 , 	3 , 	-   , 	-   , 	4 , 	5 , 	369 ,,,,,,,,,,,
WP, 	9 , 	6 , 	3 , 	2 , 	10 , 	5 , 	20 , 	14 , 	20 , 	3 , 	7 , 	33 , 	5 , 	6 , 	5 , 	4 , 	3 , 	2 , 	56 , 	25 , 	39 , 	8 , 	4 , 	14 , 	8 , 	68 , 	54 , 	152 , 	42 , 	24 , 	28 , 	8 , 	17 , 	16 , 	9 , 	3 , 	2 , 	7 , 	13 , 	5 , 	5 , 	61 , 	4 , 	1 , 	11 , 	4 , 	-   , 	-   , 	6 , 	10 , 	862 ,,,,,,,,,,,
SS, 	8 , 	6 , 	3 , 	2 , 	10 , 	2 , 	5 , 	6 , 	10 , 	3 , 	6 , 	15 , 	3 , 	2 , 	1 , 	3 , 	3 , 	1 , 	8 , 	5 , 	4 , 	1 , 	2 , 	4 , 	8 , 	43 , 	36 , 	171 , 	57 , 	40 , 	35 , 	11 , 	13 , 	18 , 	7 , 	1 , 	3 , 	2 , 	8 , 	7 , 	15 , 	52 , 	10 , 	2 , 	3 , 	2 , 	-   , 	-   , 	1 , 	4 , 	665 ,,,,,,,,,,,
SB, 	10 , 	12 , 	4 , 	4 , 	18 , 	3 , 	8 , 	9 , 	12 , 	5 , 	8 , 	18 , 	3 , 	9 , 	3 , 	4 , 	3 , 	2 , 	11 , 	6 , 	8 , 	5 , 	2 , 	6 , 	10 , 	64 , 	49 , 	212 , 	102 , 	80 , 	67 , 	38 , 	68 , 	65 , 	24 , 	2 , 	3 , 	2 , 	8 , 	14 , 	11 , 	50 , 	15 , 	1 , 	2 , 	1 , 	-   , 	-   , 	2 , 	6 ," 	1,073 ",,,,,,,,,,,
SO, 	27 , 	51 , 	40 , 	59 , 	120 , 	31 , 	74 , 	34 , 	62 , 	15 , 	22 , 	24 , 	15 , 	12 , 	6 , 	6 , 	7 , 	10 , 	63 , 	73 , 	91 , 	59 , 	45 , 	82 , 	70 , 	178 , 	151 , 	646 , 	196 , 	109 , 	88 , 	42 , 	52 , 	102 , 	66 , 	7 , 	44 , 	20 , 	46 , 	27 , 	25 , 	38 , 	105 , 	16 , 	16 , 	4 , 	-   , 	-   , 	6 , 	41 ," 	3,121 ",,,,,,,,,,,
MB, 	8 , 	10 , 	8 , 	9 , 	53 , 	9 , 	13 , 	15 , 	21 , 	5 , 	7 , 	22 , 	4 , 	4 , 	2 , 	3 , 	2 , 	2 , 	7 , 	10 , 	9 , 	4 , 	5 , 	16 , 	19 , 	99 , 	82 , 	315 , 	204 , 	100 , 	73 , 	26 , 	41 , 	49 , 	12 , 	1 , 	9 , 	2 , 	4 , 	10 , 	11 , 	230 , 	27 , 	2 , 	3 , 	0 , 	-   , 	-   , 	3 , 	6 ," 	1,574 ",,,,,,,,,,,
WD, 	2 , 	4 , 	4 , 	2 , 	30 , 	3 , 	7 , 	10 , 	9 , 	26 , 	32 , 	150 , 	31 , 	40 , 	19 , 	11 , 	12 , 	8 , 	1 , 	1 , 	1 , 	0 , 	0 , 	2 , 	3 , 	81 , 	45 , 	122 , 	45 , 	16 , 	9 , 	6 , 	6 , 	11 , 	0 , 	42 , 	19 , 	0 , 	-   , 	0 , 	1 , 	33 , 	3 , 	7 , 	30 , 	8 , 	-   , 	-   , 	1 , 	0 , 	897 ,,,,,,,,,,,
OA, 	6 , 	10 , 	11 , 	14 , 	43 , 	8 , 	10 , 	10 , 	35 , 	6 , 	2 , 	26 , 	3 , 	3 , 	2 , 	3 , 	6 , 	5 , 	12 , 	12 , 	11 , 	8 , 	6 , 	8 , 	3 , 	40 , 	30 , 	71 , 	23 , 	10 , 	13 , 	8 , 	3 , 	6 , 	1 , 	4 , 	32 , 	3 , 	8 , 	2 , 	1 , 	15 , 	1 , 	10 , 	9 , 	2 , 	-   , 	-   , 	2 , 	9 , 	565 ,,,,,,,,,,,
WS, 	11 , 	32 , 	18 , 	15 , 	100 , 	19 , 	17 , 	28 , 	31 , 	35 , 	37 , 	216 , 	22 , 	30 , 	30 , 	24 , 	32 , 	29 , 	10 , 	9 , 	7 , 	3 , 	1 , 	7 , 	6 , 	92 , 	56 , 	131 , 	55 , 	33 , 	11 , 	5 , 	8 , 	11 , 	2 , 	8 , 	16 , 	2 , 	7 , 	2 , 	1 , 	9 , 	1 , 	9 , 	8 , 	11 , 	-   , 	-   , 	3 , 	9 ," 	1,259 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	3 , 	5 , 	1 , 	2 , 	6 , 	1 , 	13 , 	5 , 	3 , 	1 , 	6 , 	9 , 	2 , 	2 , 	4 , 	2 , 	2 , 	0 , 	28 , 	11 , 	15 , 	7 , 	2 , 	3 , 	3 , 	12 , 	12 , 	36 , 	14 , 	5 , 	6 , 	5 , 	3 , 	4 , 	2 , 	1 , 	0 , 	5 , 	6 , 	2 , 	3 , 	8 , 	2 , 	0 , 	2 , 	3 , 	-   , 	-   , 	4 , 	10 , 	283 ,,,,,,,,,,,
