Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Sep 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	97 , 	104 , 	43 , 	47 , 	241 , 	93 , 	102 , 	85 , 	147 , 	119 , 	15 , 	227 , 	162 , 	234 , 	184 , 	76 , 	62 , 	94 , 	40 , 	21 , 	29 , 	17 , 	23 , 	28 , 	87 , 	217 , 	237 , 	624 , 	247 , 	146 , 	199 , 	35 , 	57 , 	43 , 	26 , 	41 , 	111 , 	5 , 	40 ," 	4,407 ",,,CM line," 	14,312 "," 	1,528 "," 	5,532 "," 	2,089 "," 	1,120 "," 	1,785 "," 	26,366 "
CL, 	300 , 	116 , 	67 , 	55 , 	145 , 	62 , 	118 , 	68 , 	157 , 	71 , 	624 , 	7 , 	130 , 	138 , 	139 , 	65 , 	98 , 	180 , 	61 , 	62 , 	43 , 	31 , 	22 , 	40 , 	47 , 	625 , 	99 , 	312 , 	129 , 	65 , 	75 , 	32 , 	36 , 	43 , 	25 , 	62 , 	290 , 	19 , 	54 ," 	4,713 ",,,RM line," 	6,086 "," 	2,602 "," 	2,135 "," 	5,525 "," 	1,025 "," 	3,006 "," 	20,378 "
SL, 	23 , 	37 , 	10 , 	15 , 	121 , 	33 , 	45 , 	37 , 	142 , 	115 , 	155 , 	156 , 	7 , 	105 , 	105 , 	46 , 	32 , 	65 , 	11 , 	6 , 	11 , 	4 , 	5 , 	10 , 	23 , 	121 , 	100 , 	308 , 	93 , 	32 , 	45 , 	16 , 	26 , 	24 , 	19 , 	28 , 	50 , 	4 , 	20 ," 	2,204 ",,,WP line," 	5,225 ", 	910 ," 	1,214 "," 	1,151 "," 	3,342 "," 	1,114 "," 	12,956 "
BF, 	28 , 	35 , 	12 , 	14 , 	128 , 	29 , 	59 , 	55 , 	121 , 	99 , 	232 , 	234 , 	98 , 	7 , 	112 , 	86 , 	86 , 	117 , 	22 , 	5 , 	5 , 	4 , 	3 , 	9 , 	34 , 	111 , 	100 , 	269 , 	87 , 	25 , 	41 , 	14 , 	18 , 	30 , 	12 , 	52 , 	106 , 	1 , 	13 ," 	2,513 ",,,FT/ED line," 	7,480 "," 	2,679 "," 	1,747 "," 	3,221 ", 	993 ," 	9,182 "," 	25,301 "
HY, 	39 , 	32 , 	8 , 	18 , 	121 , 	25 , 	45 , 	36 , 	79 , 	35 , 	174 , 	170 , 	113 , 	123 , 	6 , 	104 , 	97 , 	164 , 	18 , 	7 , 	8 , 	4 , 	3 , 	8 , 	13 , 	86 , 	55 , 	172 , 	62 , 	26 , 	41 , 	10 , 	16 , 	17 , 	12 , 	14 , 	52 , 	4 , 	18 ," 	2,032 ",,,Entries," 	42,344 "," 	14,362 "," 	27,368 "," 	21,112 "," 	12,489 "," 	25,667 "," 	143,343 "
SH, 	10 , 	18 , 	2 , 	6 , 	41 , 	13 , 	17 , 	18 , 	48 , 	24 , 	69 , 	102 , 	42 , 	90 , 	106 , 	4 , 	49 , 	91 , 	11 , 	3 , 	6 , 	1 , 	2 , 	4 , 	8 , 	55 , 	39 , 	119 , 	37 , 	14 , 	30 , 	7 , 	14 , 	14 , 	10 , 	8 , 	21 , 	1 , 	11 ," 	1,164 ",,,,,,,,,,
UC, 	12 , 	25 , 	10 , 	8 , 	107 , 	16 , 	20 , 	30 , 	66 , 	44 , 	61 , 	127 , 	43 , 	96 , 	113 , 	61 , 	10 , 	110 , 	12 , 	7 , 	6 , 	1 , 	2 , 	5 , 	8 , 	99 , 	83 , 	212 , 	63 , 	13 , 	21 , 	9 , 	17 , 	16 , 	11 , 	6 , 	19 , 	1 , 	10 ," 	1,579 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	21 , 	51 , 	27 , 	23 , 	393 , 	30 , 	43 , 	45 , 	100 , 	64 , 	87 , 	285 , 	68 , 	122 , 	162 , 	94 , 	110 , 	27 , 	22 , 	19 , 	18 , 	5 , 	7 , 	13 , 	9 , 	196 , 	179 , 	458 , 	171 , 	30 , 	30 , 	16 , 	33 , 	30 , 	21 , 	15 , 	45 , 	3 , 	29 ," 	3,098 ",,,Dtwn SF," 	3,979 ",,,,,,
CN, 	40 , 	17 , 	8 , 	7 , 	113 , 	12 , 	31 , 	23 , 	71 , 	8 , 	75 , 	64 , 	10 , 	11 , 	32 , 	6 , 	8 , 	24 , 	15 , 	291 , 	141 , 	39 , 	19 , 	52 , 	4 , 	319 , 	101 , 	202 , 	95 , 	89 , 	58 , 	20 , 	31 , 	40 , 	38 , 	2 , 	9 , 	19 , 	123 ," 	2,265 ",,,OAK," 	11,051 ", 	855 ,,,,,
PH, 	6 , 	11 , 	7 , 	8 , 	116 , 	10 , 	22 , 	29 , 	57 , 	6 , 	16 , 	84 , 	6 , 	5 , 	8 , 	3 , 	7 , 	16 , 	90 , 	9 , 	80 , 	28 , 	12 , 	62 , 	3 , 	210 , 	133 , 	312 , 	111 , 	19 , 	29 , 	14 , 	12 , 	28 , 	27 , 	1 , 	6 , 	13 , 	56 ," 	1,670 ",,,CM line," 	29,575 "," 	3,007 "," 	5,532 ",,,,
WC, 	14 , 	19 , 	12 , 	14 , 	140 , 	11 , 	29 , 	37 , 	61 , 	6 , 	20 , 	72 , 	12 , 	5 , 	8 , 	3 , 	7 , 	13 , 	434 , 	113 , 	11 , 	52 , 	26 , 	100 , 	4 , 	232 , 	149 , 	341 , 	122 , 	23 , 	30 , 	18 , 	16 , 	23 , 	31 , 	4 , 	6 , 	35 , 	93 ," 	2,346 ",,,RM line," 	12,697 "," 	5,116 "," 	4,224 "," 	5,525 ",,,
LF, 	6 , 	9 , 	7 , 	6 , 	94 , 	4 , 	13 , 	17 , 	38 , 	4 , 	13 , 	41 , 	3 , 	4 , 	3 , 	0 , 	2 , 	5 , 	103 , 	34 , 	58 , 	4 , 	13 , 	61 , 	3 , 	138 , 	88 , 	165 , 	71 , 	13 , 	17 , 	6 , 	7 , 	9 , 	14 , 	1 , 	3 , 	8 , 	17 ," 	1,101 ",,,WP line," 	10,345 "," 	1,799 "," 	2,333 "," 	2,177 "," 	3,342 ",,
OR, 	7 , 	9 , 	6 , 	4 , 	85 , 	5 , 	14 , 	13 , 	38 , 	5 , 	20 , 	38 , 	3 , 	3 , 	1 , 	2 , 	2 , 	7 , 	39 , 	16 , 	23 , 	12 , 	3 , 	67 , 	1 , 	135 , 	90 , 	178 , 	54 , 	14 , 	12 , 	8 , 	7 , 	10 , 	13 , 	-   , 	3 , 	4 , 	7 , 	957 ,,,FT/ED line," 	15,385 "," 	5,353 "," 	3,532 "," 	6,227 "," 	2,107 "," 	9,182 "," 	143,343 "
RR, 	29 , 	26 , 	22 , 	27 , 	59 , 	9 , 	23 , 	26 , 	78 , 	13 , 	34 , 	46 , 	12 , 	14 , 	4 , 	1 , 	4 , 	5 , 	80 , 	36 , 	69 , 	40 , 	41 , 	7 , 	10 , 	274 , 	232 , 	462 , 	214 , 	83 , 	47 , 	17 , 	11 , 	19 , 	16 , 	3 , 	6 , 	8 , 	24 ," 	2,133 ",,,,,,,,,,
OW, 	30 , 	26 , 	6 , 	9 , 	48 , 	31 , 	43 , 	21 , 	50 , 	14 , 	79 , 	68 , 	21 , 	31 , 	14 , 	8 , 	6 , 	9 , 	8 , 	4 , 	4 , 	2 , 	1 , 	5 , 	3 , 	231 , 	226 , 	522 , 	158 , 	86 , 	75 , 	16 , 	22 , 	10 , 	12 , 	4 , 	8 , 	2 , 	12 ," 	1,926 ",,,,,,,,,Transbay," 	62,573 "
EM, 	75 , 	240 , 	139 , 	175 , 	626 , 	152 , 	245 , 	184 , 	321 , 	154 , 	221 , 	244 , 	137 , 	141 , 	91 , 	68 , 	121 , 	227 , 	171 , 	266 , 	274 , 	166 , 	164 , 	297 , 	267 , 	54 , 	47 , 	198 , 	99 , 	373 , 	465 , 	217 , 	321 , 	203 , 	153 , 	103 , 	541 , 	59 , 	166 ," 	8,166 ",,,,,,,,,,
MT, 	160 , 	240 , 	146 , 	172 , 	353 , 	109 , 	179 , 	118 , 	338 , 	161 , 	376 , 	265 , 	205 , 	264 , 	43 , 	28 , 	69 , 	127 , 	109 , 	117 , 	117 , 	60 , 	65 , 	219 , 	209 , 	792 , 	344 , 	426 , 	925 , 	305 , 	392 , 	322 , 	675 , 	258 , 	201 , 	53 , 	218 , 	34 , 	82 ," 	9,276 ",,,,,,,,,,
PL, 	204 , 	525 , 	262 , 	320 ," 	1,221 ", 	331 , 	540 , 	345 , 	664 , 	387 , 	542 , 	499 , 	291 , 	247 , 	163 , 	112 , 	212 , 	424 , 	229 , 	305 , 	358 , 	190 , 	181 , 	455 , 	616 , 	187 , 	91 , 	146 , 	206 ," 	1,347 "," 	1,852 "," 	1,082 "," 	1,881 ", 	966 , 	690 , 	148 , 	580 , 	78 , 	241 ," 	19,119 ",,,,,,,,,,
CC, 	105 , 	169 , 	94 , 	159 , 	490 , 	142 , 	256 , 	193 , 	262 , 	166 , 	212 , 	172 , 	101 , 	101 , 	53 , 	31 , 	64 , 	202 , 	94 , 	101 , 	117 , 	66 , 	51 , 	181 , 	183 , 	83 , 	76 , 	213 , 	92 , 	687 , 	921 , 	393 , 	865 , 	369 , 	326 , 	47 , 	162 , 	24 , 	83 ," 	8,107 ",,,,,,,,,,
16, 	84 , 	74 , 	61 , 	137 , 	220 , 	142 , 	205 , 	83 , 	113 , 	63 , 	131 , 	82 , 	36 , 	26 , 	28 , 	14 , 	12 , 	26 , 	36 , 	23 , 	20 , 	14 , 	15 , 	119 , 	84 , 	261 , 	331 ," 	1,215 ", 	569 , 	56 , 	256 , 	209 , 	415 , 	178 , 	134 , 	13 , 	38 , 	5 , 	36 ," 	5,564 ",,,,,,,,,,
24, 	126 , 	110 , 	23 , 	51 , 	166 , 	71 , 	88 , 	64 , 	101 , 	64 , 	192 , 	108 , 	46 , 	36 , 	36 , 	25 , 	21 , 	29 , 	62 , 	23 , 	29 , 	13 , 	9 , 	63 , 	87 , 	341 , 	405 ," 	1,674 ", 	772 , 	253 , 	70 , 	194 , 	451 , 	247 , 	206 , 	9 , 	28 , 	12 , 	62 ," 	6,371 ",,,,,,,,,,
GP, 	20 , 	31 , 	10 , 	13 , 	95 , 	15 , 	22 , 	17 , 	43 , 	18 , 	30 , 	45 , 	16 , 	12 , 	6 , 	8 , 	10 , 	13 , 	21 , 	14 , 	19 , 	7 , 	7 , 	28 , 	16 , 	198 , 	257 ," 	1,202 ", 	277 , 	175 , 	168 , 	29 , 	86 , 	33 , 	66 , 	5 , 	17 , 	5 , 	25 ," 	3,081 ",,,,,,,,,,
BP, 	36 , 	48 , 	9 , 	15 , 	60 , 	16 , 	29 , 	24 , 	55 , 	30 , 	50 , 	48 , 	20 , 	22 , 	13 , 	16 , 	17 , 	21 , 	28 , 	9 , 	14 , 	5 , 	6 , 	16 , 	26 , 	262 , 	402 ," 	2,521 ", 	634 , 	363 , 	434 , 	77 , 	45 , 	59 , 	107 , 	4 , 	18 , 	6 , 	41 ," 	5,607 ",,,,,,,,,,
DC, 	20 , 	45 , 	14 , 	18 , 	155 , 	16 , 	28 , 	28 , 	64 , 	25 , 	49 , 	66 , 	24 , 	25 , 	17 , 	14 , 	17 , 	31 , 	30 , 	18 , 	19 , 	6 , 	9 , 	16 , 	14 , 	202 , 	244 , 	934 , 	303 , 	174 , 	250 , 	41 , 	73 , 	8 , 	54 , 	14 , 	40 , 	4 , 	32 ," 	3,140 ",,,,,,,,,,
CM, 	20 , 	37 , 	13 , 	15 , 	90 , 	14 , 	20 , 	28 , 	67 , 	10 , 	28 , 	39 , 	17 , 	12 , 	12 , 	9 , 	9 , 	13 , 	41 , 	28 , 	30 , 	11 , 	11 , 	18 , 	12 , 	145 , 	194 , 	698 , 	268 , 	134 , 	221 , 	68 , 	121 , 	63 , 	14 , 	5 , 	18 , 	8 , 	44 ," 	2,604 ",,,,,,,,,,
CV, 	5 , 	4 , 	4 , 	3 , 	45 , 	3 , 	6 , 	6 , 	16 , 	29 , 	43 , 	83 , 	28 , 	48 , 	20 , 	8 , 	9 , 	17 , 	4 , 	2 , 	3 , 	1 , 	-   , 	2 , 	4 , 	83 , 	58 , 	144 , 	43 , 	14 , 	11 , 	7 , 	5 , 	13 , 	8 , 	2 , 	73 , 	1 , 	4 , 	856 ,,,,,,,,,,
ED, 	10 , 	16 , 	8 , 	13 , 	184 , 	14 , 	21 , 	24 , 	38 , 	43 , 	99 , 	302 , 	48 , 	108 , 	49 , 	22 , 	23 , 	45 , 	9 , 	5 , 	5 , 	3 , 	3 , 	8 , 	11 , 	470 , 	210 , 	559 , 	149 , 	25 , 	28 , 	15 , 	21 , 	41 , 	16 , 	62 , 	16 , 	3 , 	6 ," 	2,735 ",,,,,,,,,,
NC, 	6 , 	5 , 	2 , 	1 , 	22 , 	2 , 	7 , 	8 , 	16 , 	3 , 	4 , 	27 , 	2 , 	1 , 	4 , 	1 , 	2 , 	3 , 	34 , 	12 , 	30 , 	5 , 	3 , 	8 , 	2 , 	57 , 	32 , 	79 , 	30 , 	4 , 	11 , 	7 , 	5 , 	6 , 	11 , 	1 , 	2 , 	5 , 	36 , 	498 ,,,,,,,,,,
WP, 	24 , 	28 , 	7 , 	8 , 	59 , 	11 , 	55 , 	28 , 	74 , 	14 , 	42 , 	83 , 	19 , 	20 , 	13 , 	15 , 	10 , 	27 , 	262 , 	53 , 	95 , 	18 , 	7 , 	28 , 	16 , 	148 , 	101 , 	261 , 	91 , 	39 , 	76 , 	31 , 	52 , 	41 , 	61 , 	5 , 	7 , 	41 , 	15 ," 	1,986 ",,,,,,,,,,
Entries," 	2,519 "," 	3,528 "," 	1,999 "," 	1,985 "," 	8,630 "," 	2,452 "," 	3,166 "," 	2,331 "," 	4,529 "," 	2,247 "," 	4,710 "," 	5,001 "," 	2,249 "," 	2,596 "," 	1,968 "," 	1,127 "," 	1,482 "," 	2,840 "," 	2,389 "," 	1,876 "," 	1,965 ", 	993 , 	889 ," 	2,214 "," 	2,090 "," 	8,076 "," 	6,447 "," 	19,498 "," 	8,323 "," 	5,811 "," 	6,790 "," 	3,229 "," 	5,676 "," 	3,238 "," 	2,624 ", 	837 ," 	2,856 ", 	480 ," 	1,683 "," 	143,343 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
