Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Sep 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	71 , 	66 , 	33 , 	31 , 	146 , 	78 , 	83 , 	52 , 	120 , 	75 , 	15 , 	276 , 	134 , 	175 , 	130 , 	50 , 	53 , 	66 , 	32 , 	10 , 	19 , 	10 , 	15 , 	18 , 	62 , 	193 , 	148 , 	450 , 	199 , 	111 , 	147 , 	29 , 	45 , 	35 , 	28 , 	30 , 	79 , 	4 , 	29 ," 	3,349 ",,,CM line," 	10,740 ", 	991 ," 	3,812 "," 	1,147 ", 	952 ," 	1,463 "," 	19,105 "
CL, 	382 , 	116 , 	72 , 	65 , 	130 , 	67 , 	93 , 	51 , 	178 , 	92 , 	687 , 	6 , 	278 , 	203 , 	159 , 	56 , 	151 , 	188 , 	73 , 	88 , 	84 , 	65 , 	52 , 	62 , 	48 , 	655 , 	104 , 	332 , 	145 , 	65 , 	71 , 	43 , 	28 , 	66 , 	28 , 	137 , 	334 , 	45 , 	95 ," 	5,594 ",,,RM line," 	4,136 "," 	1,661 "," 	1,278 "," 	3,067 ", 	471 ," 	2,047 "," 	12,659 "
SL, 	13 , 	21 , 	7 , 	10 , 	49 , 	22 , 	27 , 	26 , 	81 , 	85 , 	104 , 	341 , 	8 , 	72 , 	68 , 	29 , 	27 , 	47 , 	10 , 	4 , 	5 , 	1 , 	1 , 	8 , 	15 , 	105 , 	80 , 	218 , 	81 , 	19 , 	31 , 	12 , 	22 , 	20 , 	11 , 	27 , 	38 , 	1 , 	17 ," 	1,762 ",,,WP line," 	4,410 ", 	622 , 	941 , 	545 ," 	2,016 "," 	1,245 "," 	9,778 "
BF, 	19 , 	17 , 	8 , 	8 , 	44 , 	25 , 	37 , 	28 , 	90 , 	62 , 	176 , 	307 , 	80 , 	5 , 	73 , 	59 , 	56 , 	76 , 	12 , 	4 , 	3 , 	3 , 	1 , 	6 , 	20 , 	82 , 	54 , 	173 , 	68 , 	16 , 	36 , 	9 , 	18 , 	16 , 	8 , 	32 , 	74 , 	0 , 	12 ," 	1,815 ",,,FT/ED line," 	5,923 "," 	1,968 "," 	1,412 "," 	2,114 "," 	1,035 "," 	8,477 "," 	20,928 "
HY, 	30 , 	20 , 	9 , 	12 , 	34 , 	19 , 	27 , 	19 , 	50 , 	27 , 	126 , 	205 , 	66 , 	88 , 	5 , 	63 , 	62 , 	108 , 	11 , 	3 , 	5 , 	1 , 	3 , 	4 , 	6 , 	66 , 	37 , 	102 , 	42 , 	16 , 	18 , 	6 , 	11 , 	10 , 	7 , 	11 , 	35 , 	2 , 	11 ," 	1,377 ",,,Entries," 	31,833 "," 	10,182 "," 	19,342 "," 	12,692 "," 	9,335 "," 	21,487 "," 	104,871 "
SH, 	10 , 	11 , 	5 , 	3 , 	17 , 	10 , 	14 , 	12 , 	26 , 	15 , 	44 , 	109 , 	24 , 	64 , 	64 , 	5 , 	40 , 	60 , 	7 , 	2 , 	1 , 	0 , 	1 , 	3 , 	4 , 	43 , 	24 , 	76 , 	28 , 	12 , 	16 , 	4 , 	8 , 	8 , 	11 , 	5 , 	18 , 	2 , 	11 , 	815 ,,,,,,,,,,
UC, 	9 , 	14 , 	8 , 	5 , 	45 , 	8 , 	14 , 	14 , 	44 , 	40 , 	53 , 	169 , 	28 , 	60 , 	74 , 	49 , 	6 , 	78 , 	12 , 	4 , 	6 , 	0 , 	3 , 	4 , 	5 , 	90 , 	59 , 	138 , 	42 , 	12 , 	13 , 	5 , 	13 , 	15 , 	10 , 	5 , 	16 , 	2 , 	9 ," 	1,182 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	18 , 	33 , 	22 , 	17 , 	124 , 	20 , 	28 , 	27 , 	82 , 	53 , 	63 , 	288 , 	52 , 	80 , 	114 , 	63 , 	68 , 	15 , 	17 , 	9 , 	11 , 	6 , 	9 , 	10 , 	5 , 	179 , 	95 , 	307 , 	92 , 	28 , 	26 , 	11 , 	14 , 	26 , 	15 , 	8 , 	30 , 	3 , 	22 ," 	2,089 ",,,Dtwn SF," 	2,725 ",,,,,,
CN, 	33 , 	11 , 	7 , 	6 , 	58 , 	5 , 	18 , 	14 , 	57 , 	2 , 	75 , 	80 , 	7 , 	9 , 	23 , 	3 , 	12 , 	13 , 	13 , 	202 , 	83 , 	23 , 	8 , 	30 , 	6 , 	249 , 	55 , 	151 , 	71 , 	57 , 	41 , 	18 , 	21 , 	32 , 	32 , 	0 , 	9 , 	10 , 	61 ," 	1,605 ",,,OAK," 	8,291 ", 	550 ,,,,,
PH, 	5 , 	10 , 	4 , 	6 , 	31 , 	6 , 	15 , 	11 , 	38 , 	3 , 	12 , 	132 , 	6 , 	3 , 	2 , 	1 , 	3 , 	15 , 	62 , 	7 , 	60 , 	16 , 	11 , 	24 , 	2 , 	208 , 	111 , 	201 , 	89 , 	16 , 	21 , 	12 , 	19 , 	20 , 	27 , 	2 , 	4 , 	4 , 	32 ," 	1,255 ",,,CM line," 	21,704 "," 	1,925 "," 	3,812 ",,,,
WC, 	8 , 	10 , 	8 , 	9 , 	40 , 	9 , 	19 , 	23 , 	43 , 	7 , 	12 , 	118 , 	6 , 	4 , 	4 , 	2 , 	6 , 	11 , 	297 , 	60 , 	6 , 	28 , 	13 , 	51 , 	3 , 	240 , 	125 , 	227 , 	117 , 	14 , 	22 , 	21 , 	16 , 	20 , 	25 , 	1 , 	4 , 	16 , 	59 ," 	1,700 ",,,RM line," 	8,428 "," 	3,187 "," 	2,425 "," 	3,067 ",,,
LF, 	5 , 	5 , 	5 , 	6 , 	21 , 	5 , 	9 , 	11 , 	27 , 	2 , 	10 , 	84 , 	1 , 	2 , 	1 , 	0 , 	1 , 	2 , 	63 , 	19 , 	27 , 	4 , 	10 , 	28 , 	1 , 	145 , 	76 , 	119 , 	76 , 	6 , 	10 , 	8 , 	6 , 	10 , 	11 , 	1 , 	4 , 	7 , 	11 , 	837 ,,,WP line," 	8,682 "," 	1,211 "," 	1,894 "," 	1,016 "," 	2,016 ",,
OR, 	3 , 	3 , 	3 , 	5 , 	18 , 	3 , 	7 , 	11 , 	16 , 	1 , 	11 , 	71 , 	2 , 	1 , 	2 , 	3 , 	1 , 	8 , 	28 , 	12 , 	15 , 	7 , 	4 , 	27 , 	1 , 	174 , 	77 , 	125 , 	56 , 	6 , 	8 , 	7 , 	9 , 	7 , 	7 , 	0 , 	1 , 	3 , 	6 , 	749 ,,,FT/ED line," 	12,211 "," 	3,936 "," 	2,875 "," 	4,161 "," 	2,280 "," 	8,477 "," 	104,871 "
RR, 	18 , 	15 , 	22 , 	18 , 	22 , 	7 , 	13 , 	17 , 	59 , 	7 , 	20 , 	88 , 	8 , 	12 , 	3 , 	1 , 	2 , 	6 , 	44 , 	12 , 	27 , 	15 , 	18 , 	5 , 	7 , 	309 , 	209 , 	351 , 	220 , 	35 , 	32 , 	11 , 	9 , 	18 , 	20 , 	2 , 	4 , 	3 , 	16 ," 	1,705 ",,,,,,,,,,
OW, 	21 , 	20 , 	6 , 	5 , 	31 , 	23 , 	33 , 	12 , 	43 , 	12 , 	60 , 	66 , 	11 , 	17 , 	7 , 	5 , 	3 , 	3 , 	6 , 	4 , 	4 , 	0 , 	1 , 	8 , 	5 , 	216 , 	135 , 	354 , 	130 , 	46 , 	53 , 	10 , 	15 , 	9 , 	6 , 	3 , 	8 , 	1 , 	9 ," 	1,401 ",,,,,,,,,Transbay," 	46,731 "
EM, 	63 , 	203 , 	116 , 	181 , 	339 , 	136 , 	219 , 	148 , 	251 , 	135 , 	200 , 	298 , 	121 , 	109 , 	67 , 	44 , 	95 , 	211 , 	154 , 	238 , 	272 , 	165 , 	209 , 	330 , 	269 , 	48 , 	35 , 	160 , 	70 , 	267 , 	334 , 	204 , 	236 , 	219 , 	164 , 	108 , 	569 , 	66 , 	162 ," 	7,215 ",,,,,,,,,,
MT, 	95 , 	134 , 	99 , 	109 , 	162 , 	58 , 	100 , 	70 , 	228 , 	118 , 	224 , 	219 , 	143 , 	152 , 	24 , 	17 , 	40 , 	77 , 	70 , 	83 , 	95 , 	53 , 	47 , 	138 , 	117 , 	471 , 	216 , 	276 , 	654 , 	169 , 	229 , 	162 , 	386 , 	155 , 	117 , 	35 , 	157 , 	26 , 	60 ," 	5,786 ",,,,,,,,,,
PL, 	142 , 	331 , 	148 , 	219 , 	700 , 	226 , 	381 , 	240 , 	525 , 	304 , 	433 , 	421 , 	236 , 	164 , 	102 , 	71 , 	135 , 	301 , 	165 , 	216 , 	234 , 	132 , 	122 , 	334 , 	424 , 	132 , 	52 , 	144 , 	120 , 	958 ," 	1,300 ", 	758 ," 	1,271 ", 	672 , 	494 , 	118 , 	512 , 	53 , 	187 ," 	13,477 ",,,,,,,,,,
CC, 	61 , 	112 , 	77 , 	135 , 	303 , 	143 , 	227 , 	172 , 	195 , 	124 , 	177 , 	198 , 	78 , 	63 , 	45 , 	21 , 	33 , 	97 , 	79 , 	89 , 	110 , 	61 , 	49 , 	185 , 	143 , 	76 , 	45 , 	126 , 	99 , 	576 , 	828 , 	336 , 	612 , 	276 , 	241 , 	43 , 	135 , 	19 , 	66 ," 	6,455 ",,,,,,,,,,
16, 	57 , 	49 , 	25 , 	36 , 	90 , 	63 , 	83 , 	44 , 	72 , 	42 , 	91 , 	78 , 	18 , 	19 , 	16 , 	11 , 	13 , 	24 , 	27 , 	14 , 	14 , 	10 , 	7 , 	56 , 	43 , 	195 , 	205 , 	858 , 	480 , 	55 , 	191 , 	122 , 	258 , 	133 , 	83 , 	6 , 	20 , 	5 , 	30 ," 	3,645 ",,,,,,,,,,
24, 	80 , 	62 , 	22 , 	42 , 	84 , 	63 , 	81 , 	43 , 	67 , 	48 , 	126 , 	123 , 	34 , 	30 , 	20 , 	16 , 	12 , 	22 , 	53 , 	20 , 	26 , 	11 , 	10 , 	55 , 	54 , 	291 , 	296 ," 	1,256 ", 	695 , 	184 , 	76 , 	106 , 	312 , 	159 , 	158 , 	7 , 	26 , 	6 , 	61 ," 	4,839 ",,,,,,,,,,
GP, 	16 , 	16 , 	10 , 	13 , 	40 , 	12 , 	22 , 	15 , 	28 , 	13 , 	23 , 	60 , 	10 , 	10 , 	6 , 	6 , 	7 , 	12 , 	18 , 	13 , 	13 , 	7 , 	6 , 	18 , 	13 , 	184 , 	165 , 	871 , 	252 , 	125 , 	100 , 	27 , 	44 , 	29 , 	50 , 	4 , 	19 , 	3 , 	17 ," 	2,296 ",,,,,,,,,,
BP, 	27 , 	38 , 	8 , 	10 , 	23 , 	13 , 	27 , 	16 , 	46 , 	20 , 	43 , 	45 , 	21 , 	15 , 	9 , 	7 , 	12 , 	17 , 	23 , 	19 , 	19 , 	7 , 	9 , 	17 , 	18 , 	223 , 	251 ," 	1,862 ", 	464 , 	236 , 	300 , 	40 , 	47 , 	38 , 	84 , 	6 , 	31 , 	11 , 	36 ," 	4,135 ",,,,,,,,,,
DC, 	17 , 	25 , 	12 , 	12 , 	53 , 	13 , 	20 , 	15 , 	40 , 	23 , 	29 , 	89 , 	20 , 	15 , 	14 , 	9 , 	16 , 	28 , 	25 , 	19 , 	24 , 	8 , 	8 , 	20 , 	14 , 	212 , 	138 , 	633 , 	248 , 	117 , 	172 , 	29 , 	51 , 	12 , 	43 , 	10 , 	41 , 	5 , 	34 ," 	2,312 ",,,,,,,,,,
CM, 	19 , 	24 , 	10 , 	9 , 	45 , 	7 , 	20 , 	12 , 	39 , 	9 , 	19 , 	40 , 	9 , 	7 , 	6 , 	5 , 	5 , 	9 , 	32 , 	17 , 	22 , 	9 , 	8 , 	18 , 	6 , 	157 , 	116 , 	497 , 	192 , 	96 , 	149 , 	54 , 	82 , 	36 , 	14 , 	4 , 	16 , 	11 , 	52 ," 	1,878 ",,,,,,,,,,
CV, 	2 , 	3 , 	1 , 	3 , 	10 , 	8 , 	3 , 	5 , 	7 , 	21 , 	25 , 	158 , 	21 , 	38 , 	13 , 	7 , 	8 , 	10 , 	3 , 	1 , 	0 , 	2 , 	1 , 	2 , 	3 , 	82 , 	43 , 	101 , 	45 , 	9 , 	8 , 	5 , 	7 , 	7 , 	6 , 	5 , 	43 , 	1 , 	3 , 	720 ,,,,,,,,,,
ED, 	5 , 	10 , 	8 , 	10 , 	40 , 	13 , 	12 , 	8 , 	26 , 	35 , 	63 , 	398 , 	39 , 	74 , 	30 , 	16 , 	18 , 	29 , 	7 , 	6 , 	7 , 	5 , 	2 , 	6 , 	7 , 	437 , 	161 , 	414 , 	130 , 	21 , 	24 , 	16 , 	27 , 	36 , 	17 , 	47 , 	13 , 	0 , 	9 ," 	2,224 ",,,,,,,,,,
NC, 	1 , 	2 , 	1 , 	3 , 	6 , 	1 , 	5 , 	4 , 	11 , 	0 , 	4 , 	46 , 	1 , 	0 , 	2 , 	2 , 	2 , 	4 , 	20 , 	6 , 	14 , 	5 , 	2 , 	6 , 	1 , 	51 , 	25 , 	50 , 	24 , 	4 , 	8 , 	6 , 	7 , 	4 , 	13 , 	1 , 	1 , 	2 , 	28 , 	371 ,,,,,,,,,,
WP, 	23 , 	25 , 	6 , 	6 , 	15 , 	9 , 	51 , 	28 , 	54 , 	8 , 	29 , 	122 , 	12 , 	14 , 	14 , 	11 , 	12 , 	26 , 	166 , 	32 , 	65 , 	13 , 	7 , 	19 , 	10 , 	147 , 	73 , 	186 , 	73 , 	32 , 	62 , 	21 , 	44 , 	33 , 	52 , 	3 , 	10 , 	33 , 	14 ," 	1,557 ",,,,,,,,,,
Entries," 	1,888 "," 	2,156 "," 	1,272 "," 	1,357 "," 	4,220 "," 	1,799 "," 	2,177 "," 	1,569 "," 	3,276 "," 	1,650 "," 	3,657 "," 	5,896 "," 	1,795 "," 	1,819 "," 	1,330 ", 	759 ," 	1,100 "," 	1,996 "," 	1,716 "," 	1,320 "," 	1,449 ", 	754 , 	703 ," 	1,667 "," 	1,510 "," 	7,087 "," 	4,339 "," 	13,782 "," 	6,625 "," 	3,899 "," 	4,940 "," 	2,288 "," 	3,876 "," 	2,346 "," 	1,992 ", 	720 ," 	2,415 ", 	374 ," 	1,351 "," 	104,871 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
