Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Sep 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	93 , 	81 , 	44 , 	247 , 	88 , 	69 , 	51 , 	78 , 	19 , 	80 , 	72 , 	26 , 	18 , 	24 , 	15 , 	10 , 	13 , 	18 , 	10 , 	6 , 	7 , 	5 , 	13 , 	18 , 	73 , 	68 , 	212 , 	86 , 	76 , 	115 , 	22 , 	32 , 	19 , 	7 , 	3 , 	13 , 	5 , 	29 , 	4 , 	5 , 	7 , 	4 ," 	1,886 ",,,Eastbay," 	39,648 ",,SF CBD," 	89,354 ",61.6%,,,
EN, 	81 , 	9 , 	68 , 	52 , 	450 , 	98 , 	90 , 	70 , 	122 , 	34 , 	109 , 	173 , 	47 , 	48 , 	39 , 	21 , 	27 , 	41 , 	21 , 	5 , 	19 , 	7 , 	6 , 	17 , 	19 , 	225 , 	215 , 	515 , 	241 , 	71 , 	107 , 	34 , 	59 , 	43 , 	22 , 	4 , 	18 , 	4 , 	28 , 	26 , 	32 , 	42 , 	8 ," 	3,362 ",,,Westbay," 	43,087 ",,non-CBD," 	58,257 ",40.2%,,,
EP, 	81 , 	62 , 	5 , 	43 , 	473 , 	72 , 	51 , 	43 , 	84 , 	30 , 	34 , 	78 , 	34 , 	9 , 	13 , 	8 , 	10 , 	20 , 	12 , 	4 , 	9 , 	9 , 	5 , 	16 , 	4 , 	141 , 	106 , 	258 , 	126 , 	30 , 	32 , 	13 , 	12 , 	14 , 	3 , 	5 , 	7 , 	4 , 	9 , 	2 , 	3 , 	19 , 	5 ," 	1,994 ",,,Transbay," 	67,523 ",,,,,,,
NB, 	56 , 	52 , 	36 , 	12 , 	185 , 	42 , 	37 , 	42 , 	79 , 	34 , 	40 , 	75 , 	22 , 	18 , 	7 , 	7 , 	7 , 	21 , 	16 , 	9 , 	10 , 	8 , 	5 , 	10 , 	10 , 	167 , 	151 , 	302 , 	177 , 	63 , 	54 , 	15 , 	8 , 	10 , 	2 , 	4 , 	15 , 	1 , 	9 , 	2 , 	2 , 	20 , 	5 ," 	1,843 ",,,SFO Ext," 	9,553 ",,,,,,,
BK, 	251 , 	599 , 	507 , 	191 , 	29 , 	303 , 	293 , 	206 , 	333 , 	147 , 	179 , 	209 , 	122 , 	106 , 	83 , 	47 , 	89 , 	295 , 	83 , 	75 , 	113 , 	93 , 	100 , 	52 , 	43 , 	642 , 	441 ," 	1,387 ", 	592 , 	180 , 	175 , 	96 , 	48 , 	119 , 	32 , 	47 , 	161 , 	15 , 	60 , 	13 , 	11 , 	47 , 	89 ," 	8,698 ",,,Extensions," 	17,000 ",,,,,,,
AS, 	92 , 	108 , 	72 , 	37 , 	236 , 	8 , 	79 , 	79 , 	113 , 	51 , 	75 , 	104 , 	28 , 	31 , 	27 , 	10 , 	14 , 	29 , 	11 , 	7 , 	15 , 	9 , 	4 , 	10 , 	32 , 	138 , 	129 , 	283 , 	191 , 	93 , 	72 , 	14 , 	14 , 	14 , 	7 , 	5 , 	15 , 	5 , 	15 , 	2 , 	5 , 	17 , 	10 ," 	2,301 ",,,,,,,,,,,
MA, 	73 , 	103 , 	45 , 	43 , 	276 , 	81 , 	14 , 	48 , 	79 , 	28 , 	85 , 	132 , 	43 , 	55 , 	49 , 	17 , 	16 , 	38 , 	39 , 	19 , 	25 , 	13 , 	12 , 	32 , 	28 , 	224 , 	205 , 	470 , 	260 , 	120 , 	85 , 	27 , 	26 , 	22 , 	8 , 	6 , 	21 , 	5 , 	59 , 	5 , 	4 , 	26 , 	12 ," 	2,975 ",,,,,,,,,,,
19, 	58 , 	77 , 	42 , 	41 , 	206 , 	95 , 	55 , 	11 , 	27 , 	13 , 	54 , 	66 , 	45 , 	51 , 	38 , 	16 , 	26 , 	44 , 	31 , 	13 , 	22 , 	13 , 	13 , 	36 , 	32 , 	109 , 	121 , 	272 , 	194 , 	66 , 	62 , 	23 , 	23 , 	27 , 	10 , 	7 , 	18 , 	8 , 	37 , 	4 , 	3 , 	5 , 	12 ," 	2,124 ",,,,,,,,,,,
12, 	66 , 	134 , 	86 , 	70 , 	288 , 	117 , 	73 , 	22 , 	16 , 	22 , 	102 , 	160 , 	90 , 	120 , 	75 , 	43 , 	62 , 	86 , 	51 , 	43 , 	51 , 	33 , 	33 , 	43 , 	58 , 	228 , 	248 , 	619 , 	278 , 	86 , 	73 , 	42 , 	58 , 	63 , 	31 , 	10 , 	23 , 	18 , 	58 , 	5 , 	8 , 	27 , 	24 ," 	3,838 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	24 , 	38 , 	34 , 	39 , 	136 , 	49 , 	33 , 	11 , 	25 , 	7 , 	70 , 	103 , 	114 , 	132 , 	45 , 	26 , 	53 , 	58 , 	13 , 	6 , 	8 , 	6 , 	6 , 	11 , 	21 , 	162 , 	172 , 	402 , 	175 , 	60 , 	53 , 	19 , 	36 , 	25 , 	9 , 	49 , 	54 , 	2 , 	10 , 	4 , 	2 , 	21 , 	5 ," 	2,323 ",,,Dtwn SF," 	1,773 "," 	5,610 "," 	15,002 "," 	7,058 "," 	5,817 "," 	8,836 "," 	2,599 "," 	44,095 "
FV, 	76 , 	97 , 	33 , 	47 , 	190 , 	83 , 	82 , 	59 , 	112 , 	70 , 	15 , 	167 , 	160 , 	223 , 	154 , 	66 , 	61 , 	85 , 	30 , 	19 , 	17 , 	10 , 	21 , 	32 , 	88 , 	199 , 	188 , 	468 , 	222 , 	120 , 	145 , 	37 , 	44 , 	42 , 	15 , 	35 , 	91 , 	6 , 	42 , 	5 , 	4 , 	29 , 	8 ," 	3,692 ",,,OAK," 	5,337 ", 	772 ," 	1,242 "," 	2,345 ", 	814 ," 	2,541 ", 	184 ," 	13,050 "
CL, 	75 , 	177 , 	89 , 	83 , 	199 , 	115 , 	144 , 	84 , 	160 , 	100 , 	169 , 	7 , 	164 , 	211 , 	146 , 	82 , 	116 , 	248 , 	60 , 	96 , 	20 , 	48 , 	48 , 	61 , 	63 , 	258 , 	174 , 	512 , 	230 , 	96 , 	107 , 	57 , 	52 , 	62 , 	20 , 	85 , 	471 , 	28 , 	92 , 	11 , 	16 , 	40 , 	26 ," 	5,097 ",,,CM line," 	14,181 "," 	1,267 "," 	5,153 "," 	1,712 ", 	952 ," 	1,655 ", 	958 ," 	24,918 "
