Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Jun 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	11 , 	116 , 	91 , 	36 , 	178 , 	75 , 	68 , 	35 , 	78 , 	13 , 	73 , 	62 , 	17 , 	23 , 	29 , 	11 , 	9 , 	24 , 	24 , 	6 , 	12 , 	6 , 	9 , 	21 , 	22 , 	100 , 	82 , 	227 , 	107 , 	87 , 	116 , 	22 , 	32 , 	23 , 	9 , 	4 , 	12 , 	5 , 	26 , 	11 , 	8 , 	20 , 	7 ," 	1,942 ",,,Eastbay," 	39,879 ",,SF CBD," 	102,204 ",62.9%,,,
EN, 	122 , 	13 , 	83 , 	50 , 	336 , 	118 , 	122 , 	75 , 	142 , 	35 , 	113 , 	192 , 	37 , 	41 , 	34 , 	13 , 	25 , 	53 , 	35 , 	21 , 	20 , 	7 , 	9 , 	19 , 	24 , 	289 , 	222 , 	630 , 	255 , 	110 , 	147 , 	47 , 	65 , 	61 , 	16 , 	11 , 	22 , 	5 , 	35 , 	13 , 	10 , 	38 , 	20 ," 	3,731 ",,,Westbay," 	49,948 ",,non-CBD," 	63,784 ",39.2%,,,
EP, 	112 , 	71 , 	8 , 	50 , 	306 , 	66 , 	56 , 	41 , 	92 , 	25 , 	38 , 	71 , 	13 , 	12 , 	18 , 	5 , 	11 , 	23 , 	15 , 	9 , 	15 , 	4 , 	4 , 	21 , 	7 , 	167 , 	129 , 	296 , 	155 , 	59 , 	37 , 	18 , 	16 , 	19 , 	3 , 	5 , 	11 , 	4 , 	12 , 	3 , 	2 , 	30 , 	12 ," 	2,067 ",,,Transbay," 	80,136 ",,,,,,,
NB, 	49 , 	55 , 	50 , 	4 , 	103 , 	49 , 	43 , 	44 , 	80 , 	21 , 	58 , 	83 , 	17 , 	19 , 	11 , 	7 , 	9 , 	25 , 	11 , 	7 , 	16 , 	9 , 	11 , 	13 , 	6 , 	229 , 	172 , 	345 , 	262 , 	115 , 	76 , 	32 , 	19 , 	28 , 	5 , 	6 , 	12 , 	3 , 	9 , 	2 , 	3 , 	34 , 	13 ," 	2,160 ",,,,,,,,,,,
BK, 	180 , 	334 , 	310 , 	104 , 	12 , 	236 , 	200 , 	157 , 	268 , 	86 , 	169 , 	191 , 	83 , 	69 , 	58 , 	34 , 	53 , 	162 , 	47 , 	53 , 	83 , 	39 , 	23 , 	34 , 	38 , 	467 , 	362 , 	985 , 	515 , 	240 , 	210 , 	91 , 	44 , 	84 , 	9 , 	32 , 	71 , 	11 , 	31 , 	9 , 	16 , 	93 , 	63 ," 	6,353 ",,,,,,,,,,,
AS, 	77 , 	119 , 	70 , 	54 , 	195 , 	4 , 	87 , 	81 , 	130 , 	45 , 	93 , 	111 , 	32 , 	35 , 	31 , 	14 , 	19 , 	28 , 	15 , 	9 , 	19 , 	5 , 	6 , 	15 , 	31 , 	167 , 	154 , 	333 , 	255 , 	154 , 	111 , 	23 , 	20 , 	15 , 	6 , 	8 , 	16 , 	5 , 	18 , 	2 , 	3 , 	31 , 	9 ," 	2,647 ",,,,,,,,,,,
MA, 	79 , 	119 , 	60 , 	45 , 	196 , 	94 , 	14 , 	53 , 	82 , 	27 , 	98 , 	138 , 	49 , 	62 , 	56 , 	31 , 	24 , 	39 , 	48 , 	29 , 	50 , 	20 , 	16 , 	28 , 	44 , 	321 , 	299 , 	625 , 	387 , 	243 , 	181 , 	40 , 	36 , 	34 , 	6 , 	10 , 	24 , 	7 , 	63 , 	4 , 	8 , 	38 , 	12 ," 	3,838 ",,,,,,,,,,,
19, 	42 , 	71 , 	49 , 	42 , 	154 , 	81 , 	53 , 	8 , 	18 , 	15 , 	65 , 	77 , 	41 , 	51 , 	36 , 	19 , 	26 , 	36 , 	30 , 	33 , 	42 , 	11 , 	16 , 	35 , 	28 , 	126 , 	130 , 	283 , 	210 , 	99 , 	77 , 	26 , 	25 , 	34 , 	7 , 	10 , 	23 , 	6 , 	34 , 	5 , 	6 , 	13 , 	7 ," 	2,193 ",,,,,,,,,,,
12, 	74 , 	136 , 	90 , 	68 , 	242 , 	136 , 	82 , 	18 , 	7 , 	15 , 	103 , 	169 , 	100 , 	119 , 	86 , 	37 , 	62 , 	98 , 	59 , 	51 , 	67 , 	29 , 	36 , 	57 , 	66 , 	275 , 	256 , 	644 , 	325 , 	122 , 	93 , 	47 , 	61 , 	55 , 	14 , 	12 , 	40 , 	13 , 	65 , 	6 , 	9 , 	25 , 	18 ," 	4,079 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	17 , 	30 , 	30 , 	23 , 	85 , 	43 , 	24 , 	12 , 	16 , 	7 , 	58 , 	111 , 	101 , 	114 , 	41 , 	19 , 	49 , 	67 , 	11 , 	7 , 	13 , 	4 , 	5 , 	12 , 	21 , 	242 , 	201 , 	497 , 	222 , 	108 , 	94 , 	26 , 	37 , 	30 , 	11 , 	67 , 	87 , 	1 , 	9 , 	9 , 	9 , 	33 , 	11 ," 	2,607 ",,,Dtwn SF," 	1,954 "," 	6,808 "," 	16,234 "," 	6,971 "," 	7,474 "," 	9,830 "," 	3,451 "," 	49,271 "
