Exit stations,Entry stations->,,SATURDAY,,,Sep 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	12 , 	43 , 	44 , 	24 , 	172 , 	25 , 	42 , 	25 , 	35 , 	14 , 	33 , 	34 , 	9 , 	9 , 	9 , 	5 , 	3 , 	1 , 	8 , 	8 , 	5 , 	4 , 	5 , 	6 , 	13 , 	98 , 	58 , 	178 , 	64 , 	60 , 	65 , 	12 , 	20 , 	17 , 	5 , 	3 , 	3 , 	1 , 	3 , 	8 , 	5 , 	30 , 	7 , 	3 , 	3 , 	10 , 	5 , 	9 , 	5 , 	4 ," 	1,257 ",,,,,,,,,,
CL, 	30 , 	36 , 	25 , 	28 , 	54 , 	33 , 	55 , 	47 , 	64 , 	59 , 	88 , 	14 , 	75 , 	72 , 	57 , 	38 , 	15 , 	33 , 	24 , 	30 , 	23 , 	13 , 	10 , 	21 , 	29 , 	115 , 	74 , 	172 , 	82 , 	44 , 	49 , 	18 , 	19 , 	24 , 	2 , 	27 , 	122 , 	8 , 	16 , 	4 , 	6 , 	16 , 	7 , 	43 , 	36 , 	33 , 	22 , 	43 , 	6 , 	19 ," 	1,972 ",,,,,,,,,,
SL, 	11 , 	18 , 	6 , 	10 , 	56 , 	14 , 	27 , 	28 , 	39 , 	81 , 	77 , 	81 , 	18 , 	59 , 	49 , 	31 , 	10 , 	30 , 	8 , 	3 , 	6 , 	3 , 	2 , 	7 , 	15 , 	145 , 	97 , 	235 , 	92 , 	44 , 	36 , 	10 , 	15 , 	17 , 	2 , 	19 , 	27 , 	1 , 	5 , 	3 , 	3 , 	25 , 	4 , 	23 , 	6 , 	15 , 	10 , 	17 , 	2 , 	4 ," 	1,542 ",,,,,,,,,,
BF, 	9 , 	15 , 	7 , 	5 , 	56 , 	9 , 	16 , 	26 , 	43 , 	73 , 	99 , 	78 , 	59 , 	17 , 	49 , 	34 , 	14 , 	19 , 	7 , 	4 , 	6 , 	3 , 	2 , 	4 , 	17 , 	135 , 	91 , 	228 , 	60 , 	38 , 	20 , 	9 , 	17 , 	9 , 	4 , 	22 , 	43 , 	0 , 	6 , 	2 , 	3 , 	13 , 	3 , 	29 , 	6 , 	17 , 	9 , 	14 , 	2 , 	3 ," 	1,448 ",,,,,,,,,,
HY, 	11 , 	15 , 	5 , 	5 , 	61 , 	12 , 	23 , 	26 , 	39 , 	35 , 	60 , 	56 , 	44 , 	48 , 	18 , 	37 , 	20 , 	35 , 	6 , 	2 , 	3 , 	4 , 	1 , 	2 , 	12 , 	62 , 	40 , 	96 , 	36 , 	23 , 	23 , 	6 , 	10 , 	10 , 	2 , 	8 , 	19 , 	1 , 	5 , 	2 , 	4 , 	8 , 	2 , 	16 , 	6 , 	31 , 	25 , 	23 , 	2 , 	6 ," 	1,038 ",,,,,,,,,,
SH, 	9 , 	12 , 	7 , 	10 , 	66 , 	9 , 	11 , 	18 , 	21 , 	22 , 	42 , 	36 , 	29 , 	31 , 	34 , 	12 , 	9 , 	19 , 	5 , 	4 , 	6 , 	1 , 	2 , 	3 , 	7 , 	101 , 	53 , 	99 , 	43 , 	23 , 	19 , 	6 , 	11 , 	8 , 	2 , 	4 , 	10 , 	1 , 	1 , 	2 , 	2 , 	7 , 	3 , 	9 , 	7 , 	18 , 	16 , 	14 , 	0 , 	3 , 	882 ,,,,,,,,,,
UC, 	4 , 	4 , 	3 , 	2 , 	32 , 	7 , 	6 , 	11 , 	8 , 	18 , 	15 , 	18 , 	11 , 	13 , 	22 , 	9 , 	15 , 	33 , 	2 , 	3 , 	3 , 	1 , 	1 , 	3 , 	2 , 	49 , 	33 , 	56 , 	24 , 	10 , 	6 , 	3 , 	4 , 	4 , 	1 , 	3 , 	7 , 	1 , 	2 , 	1 , 	1 , 	10 , 	1 , 	3 , 	5 , 	35 , 	38 , 	41 , 	1 , 	1 , 	580 ,,,,,,,,,,
FM, 	4 , 	5 , 	6 , 	5 , 	48 , 	5 , 	9 , 	9 , 	12 , 	23 , 	28 , 	34 , 	23 , 	20 , 	41 , 	17 , 	32 , 	36 , 	4 , 	2 , 	2 , 	1 , 	1 , 	4 , 	3 , 	92 , 	41 , 	73 , 	34 , 	16 , 	9 , 	4 , 	4 , 	9 , 	3 , 	4 , 	8 , 	1 , 	3 , 	2 , 	1 , 	13 , 	1 , 	3 , 	8 , 	28 , 	48 , 	42 , 	2 , 	4 , 	819 ,,,,,,,,,,
CN, 	10 , 	10 , 	6 , 	4 , 	21 , 	4 , 	20 , 	22 , 	23 , 	6 , 	10 , 	24 , 	6 , 	6 , 	6 , 	5 , 	1 , 	4 , 	25 , 	31 , 	91 , 	67 , 	15 , 	26 , 	7 , 	124 , 	59 , 	141 , 	63 , 	42 , 	32 , 	9 , 	12 , 	14 , 	4 , 	2 , 	3 , 	12 , 	57 , 	9 , 	5 , 	56 , 	6 , 	1 , 	13 , 	2 , 	3 , 	7 , 	33 , 	37 ," 	1,195 ",,,,,,,,,,
PH, 	9 , 	1 , 	4 , 	3 , 	37 , 	7 , 	20 , 	21 , 	22 , 	8 , 	9 , 	28 , 	3 , 	3 , 	2 , 	2 , 	2 , 	1 , 	31 , 	14 , 	42 , 	60 , 	6 , 	39 , 	4 , 	157 , 	78 , 	142 , 	73 , 	30 , 	14 , 	11 , 	12 , 	9 , 	2 , 	1 , 	1 , 	6 , 	25 , 	3 , 	5 , 	64 , 	4 , 	1 , 	20 , 	2 , 	3 , 	4 , 	10 , 	17 ," 	1,067 ",,,,,,,,,,
WC, 	6 , 	6 , 	10 , 	8 , 	47 , 	4 , 	30 , 	34 , 	34 , 	8 , 	11 , 	21 , 	7 , 	6 , 	3 , 	5 , 	1 , 	2 , 	116 , 	48 , 	11 , 	62 , 	12 , 	53 , 	9 , 	183 , 	91 , 	152 , 	92 , 	41 , 	20 , 	10 , 	10 , 	13 , 	5 , 	2 , 	2 , 	13 , 	43 , 	7 , 	4 , 	74 , 	5 , 	1 , 	17 , 	1 , 	3 , 	3 , 	16 , 	26 ," 	1,384 ",,,,,,,,,,
LF, 	3 , 	3 , 	4 , 	6 , 	34 , 	4 , 	18 , 	15 , 	17 , 	7 , 	5 , 	11 , 	3 , 	4 , 	4 , 	2 , 	1 , 	1 , 	93 , 	74 , 	67 , 	15 , 	36 , 	52 , 	3 , 	116 , 	50 , 	94 , 	44 , 	20 , 	11 , 	8 , 	5 , 	6 , 	1 , 	1 , 	1 , 	8 , 	14 , 	4 , 	3 , 	42 , 	2 , 	1 , 	12 , 	-   , 	1 , 	2 , 	5 , 	11 , 	939 ,,,,,,,,,,
OR, 	4 , 	1 , 	3 , 	3 , 	34 , 	2 , 	16 , 	16 , 	15 , 	2 , 	6 , 	11 , 	3 , 	1 , 	1 , 	2 , 	1 , 	1 , 	18 , 	8 , 	11 , 	39 , 	9 , 	28 , 	1 , 	112 , 	41 , 	88 , 	41 , 	27 , 	13 , 	5 , 	6 , 	5 , 	1 , 	1 , 	0 , 	1 , 	3 , 	0 , 	1 , 	24 , 	2 , 	0 , 	6 , 	0 , 	0 , 	1 , 	1 , 	2 , 	615 ,,,,,,,,,,
RR, 	10 , 	10 , 	11 , 	6 , 	19 , 	3 , 	27 , 	47 , 	51 , 	17 , 	18 , 	21 , 	7 , 	5 , 	3 , 	3 , 	2 , 	3 , 	24 , 	38 , 	47 , 	46 , 	28 , 	15 , 	13 , 	212 , 	124 , 	210 , 	128 , 	112 , 	62 , 	24 , 	22 , 	16 , 	4 , 	2 , 	2 , 	7 , 	15 , 	2 , 	3 , 	55 , 	8 , 	0 , 	7 , 	1 , 	2 , 	4 , 	3 , 	12 ," 	1,506 ",,,,,,,,,,
OW, 	10 , 	8 , 	3 , 	4 , 	20 , 	12 , 	17 , 	21 , 	36 , 	16 , 	44 , 	26 , 	13 , 	16 , 	12 , 	3 , 	1 , 	2 , 	5 , 	5 , 	9 , 	1 , 	1 , 	15 , 	16 , 	368 , 	211 , 	474 , 	226 , 	176 , 	119 , 	20 , 	32 , 	19 , 	6 , 	4 , 	10 , 	1 , 	5 , 	5 , 	6 , 	61 , 	10 , 	4 , 	5 , 	7 , 	3 , 	6 , 	3 , 	5 ," 	2,096 ",,,,,,,,,,
EM, 	122 , 	205 , 	134 , 	183 , 	495 , 	159 , 	290 , 	327 , 	309 , 	197 , 	198 , 	138 , 	172 , 	155 , 	84 , 	118 , 	46 , 	102 , 	152 , 	194 , 	227 , 	149 , 	132 , 	258 , 	454 , 	151 , 	21 , 	153 , 	80 , 	268 , 	288 , 	157 , 	221 , 	169 , 	57 , 	82 , 	410 , 	41 , 	110 , 	57 , 	64 , 	295 , 	129 , 	119 , 	58 , 	40 , 	89 , 	92 , 	14 , 	94 ," 	8,252 ",,,,,,,,,,
MT, 	86 , 	132 , 	81 , 	107 , 	327 , 	107 , 	173 , 	194 , 	208 , 	137 , 	134 , 	88 , 	117 , 	108 , 	53 , 	61 , 	27 , 	42 , 	79 , 	105 , 	106 , 	54 , 	57 , 	164 , 	287 , 	21 , 	71 , 	22 , 	39 , 	167 , 	219 , 	136 , 	323 , 	182 , 	69 , 	59 , 	165 , 	23 , 	58 , 	54 , 	58 , 	329 , 	86 , 	42 , 	49 , 	19 , 	40 , 	44 , 	14 , 	37 ," 	5,355 ",,,,,,,,,,
PL, 	147 , 	232 , 	117 , 	118 , 	397 , 	114 , 	221 , 	238 , 	267 , 	190 , 	228 , 	166 , 	187 , 	186 , 	86 , 	98 , 	47 , 	64 , 	119 , 	130 , 	157 , 	91 , 	97 , 	188 , 	463 , 	154 , 	23 , 	124 , 	86 , 	559 , 	591 , 	333 , 	599 , 	491 , 	161 , 	78 , 	265 , 	45 , 	132 , 	107 , 	145 ," 	1,142 ", 	203 , 	70 , 	86 , 	27 , 	58 , 	83 , 	24 , 	78 ," 	10,006 ",,,,,,,,,,
CC, 	72 , 	86 , 	61 , 	80 , 	232 , 	81 , 	175 , 	180 , 	169 , 	99 , 	168 , 	85 , 	87 , 	67 , 	34 , 	37 , 	20 , 	32 , 	65 , 	77 , 	74 , 	47 , 	44 , 	115 , 	250 , 	95 , 	40 , 	90 , 	68 , 	175 , 	235 , 	134 , 	171 , 	199 , 	78 , 	34 , 	110 , 	20 , 	40 , 	50 , 	75 , 	358 , 	139 , 	45 , 	31 , 	16 , 	33 , 	43 , 	8 , 	34 ," 	4,749 ",,,,,,,,,,
16, 	50 , 	72 , 	48 , 	66 , 	162 , 	71 , 	157 , 	166 , 	128 , 	92 , 	93 , 	53 , 	44 , 	44 , 	28 , 	20 , 	12 , 	14 , 	34 , 	34 , 	37 , 	24 , 	26 , 	115 , 	190 , 	235 , 	164 , 	606 , 	220 , 	50 , 	89 , 	125 , 	170 , 	186 , 	74 , 	19 , 	81 , 	10 , 	22 , 	42 , 	67 , 	201 , 	116 , 	16 , 	9 , 	11 , 	14 , 	23 , 	4 , 	15 ," 	4,343 ",,,,,,,,,,
24, 	67 , 	75 , 	28 , 	42 , 	115 , 	55 , 	101 , 	115 , 	73 , 	64 , 	88 , 	45 , 	42 , 	16 , 	24 , 	25 , 	3 , 	9 , 	21 , 	18 , 	26 , 	12 , 	16 , 	59 , 	129 , 	279 , 	175 , 	678 , 	269 , 	70 , 	32 , 	119 , 	147 , 	158 , 	65 , 	11 , 	33 , 	4 , 	26 , 	54 , 	60 , 	115 , 	76 , 	17 , 	9 , 	4 , 	12 , 	15 , 	8 , 	17 ," 	3,713 ",,,,,,,,,,
GP, 	11 , 	12 , 	13 , 	15 , 	74 , 	15 , 	23 , 	29 , 	31 , 	26 , 	19 , 	14 , 	9 , 	10 , 	5 , 	5 , 	3 , 	5 , 	9 , 	10 , 	7 , 	9 , 	6 , 	21 , 	26 , 	149 , 	101 , 	370 , 	128 , 	119 , 	105 , 	19 , 	28 , 	29 , 	23 , 	5 , 	9 , 	2 , 	11 , 	16 , 	27 , 	66 , 	41 , 	5 , 	7 , 	1 , 	4 , 	8 , 	1 , 	7 ," 	1,682 ",,,,,,,,,,
BP, 	15 , 	19 , 	6 , 	7 , 	34 , 	10 , 	17 , 	26 , 	28 , 	19 , 	25 , 	14 , 	12 , 	14 , 	11 , 	8 , 	2 , 	4 , 	8 , 	7 , 	8 , 	4 , 	3 , 	17 , 	26 , 	172 , 	140 , 	675 , 	145 , 	136 , 	129 , 	21 , 	20 , 	31 , 	35 , 	4 , 	12 , 	1 , 	11 , 	16 , 	37 , 	68 , 	36 , 	3 , 	5 , 	4 , 	7 , 	12 , 	2 , 	8 ," 	2,068 ",,,,,,,,,,
DC, 	17 , 	26 , 	9 , 	7 , 	56 , 	7 , 	12 , 	23 , 	25 , 	22 , 	28 , 	20 , 	17 , 	9 , 	10 , 	6 , 	5 , 	8 , 	10 , 	12 , 	15 , 	5 , 	3 , 	14 , 	20 , 	169 , 	128 , 	574 , 	220 , 	182 , 	160 , 	34 , 	38 , 	37 , 	19 , 	7 , 	21 , 	3 , 	10 , 	26 , 	57 , 	157 , 	66 , 	6 , 	6 , 	5 , 	11 , 	11 , 	5 , 	12 ," 	2,343 ",,,,,,,,,,
CM, 	4 , 	8 , 	2 , 	4 , 	8 , 	2 , 	5 , 	6 , 	13 , 	6 , 	7 , 	3 , 	2 , 	4 , 	1 , 	2 , 	0 , 	2 , 	4 , 	4 , 	4 , 	1 , 	2 , 	3 , 	4 , 	47 , 	40 , 	192 , 	82 , 	60 , 	55 , 	25 , 	38 , 	21 , 	9 , 	1 , 	1 , 	2 , 	10 , 	6 , 	19 , 	89 , 	18 , 	1 , 	-   , 	-   , 	1 , 	1 , 	2 , 	5 , 	818 ,,,,,,,,,,
CV, 	3 , 	3 , 	1 , 	1 , 	15 , 	3 , 	4 , 	4 , 	2 , 	33 , 	19 , 	25 , 	22 , 	21 , 	9 , 	4 , 	2 , 	2 , 	2 , 	1 , 	2 , 	0 , 	1 , 	2 , 	5 , 	80 , 	41 , 	88 , 	38 , 	18 , 	10 , 	6 , 	7 , 	10 , 	0 , 	12 , 	34 , 	-   , 	-   , 	1 , 	4 , 	9 , 	2 , 	33 , 	5 , 	1 , 	2 , 	3 , 	0 , 	1 , 	585 ,,,,,,,,,,
ED, 	4 , 	6 , 	5 , 	3 , 	71 , 	5 , 	8 , 	13 , 	9 , 	42 , 	45 , 	127 , 	28 , 	39 , 	19 , 	12 , 	5 , 	9 , 	4 , 	2 , 	2 , 	2 , 	0 , 	4 , 	11 , 	345 , 	145 , 	266 , 	119 , 	74 , 	32 , 	15 , 	12 , 	26 , 	2 , 	34 , 	33 , 	0 , 	1 , 	2 , 	2 , 	51 , 	5 , 	13 , 	31 , 	8 , 	13 , 	13 , 	-   , 	1 ," 	1,710 ",,,,,,,,,,
NC, 	1 , 	1 , 	1 , 	3 , 	4 , 	-   , 	4 , 	6 , 	4 , 	2 , 	1 , 	8 , 	1 , 	0 , 	2 , 	1 , 	0 , 	1 , 	10 , 	8 , 	11 , 	8 , 	2 , 	6 , 	1 , 	32 , 	18 , 	49 , 	19 , 	13 , 	2 , 	4 , 	3 , 	5 , 	3 , 	1 , 	1 , 	5 , 	9 , 	0 , 	2 , 	23 , 	2 , 	-   , 	3 , 	0 , 	-   , 	1 , 	5 , 	5 , 	286 ,,,,,,,,,,
WP, 	5 , 	7 , 	2 , 	4 , 	11 , 	4 , 	18 , 	11 , 	13 , 	3 , 	9 , 	16 , 	5 , 	8 , 	4 , 	2 , 	1 , 	2 , 	57 , 	26 , 	43 , 	15 , 	4 , 	20 , 	7 , 	85 , 	43 , 	156 , 	41 , 	29 , 	27 , 	11 , 	18 , 	12 , 	8 , 	0 , 	0 , 	8 , 	16 , 	4 , 	9 , 	47 , 	4 , 	0 , 	10 , 	3 , 	2 , 	2 , 	8 , 	9 , 	844 ,,,,,,,,,,
SS, 	7 , 	4 , 	1 , 	2 , 	14 , 	1 , 	3 , 	4 , 	7 , 	5 , 	4 , 	3 , 	2 , 	2 , 	2 , 	1 , 	1 , 	-   , 	8 , 	4 , 	7 , 	3 , 	1 , 	5 , 	4 , 	51 , 	46 , 	120 , 	55 , 	44 , 	46 , 	13 , 	21 , 	27 , 	6 , 	1 , 	3 , 	1 , 	6 , 	9 , 	13 , 	45 , 	10 , 	2 , 	1 , 	-   , 	1 , 	-   , 	2 , 	3 , 	613 ,,,,,,,,,,
SB, 	6 , 	19 , 	3 , 	1 , 	14 , 	4 , 	6 , 	12 , 	10 , 	6 , 	8 , 	6 , 	4 , 	5 , 	4 , 	3 , 	1 , 	1 , 	8 , 	5 , 	4 , 	4 , 	1 , 	6 , 	10 , 	61 , 	39 , 	176 , 	95 , 	66 , 	69 , 	26 , 	42 , 	58 , 	23 , 	4 , 	4 , 	2 , 	7 , 	14 , 	16 , 	67 , 	12 , 	2 , 	1 , 	-   , 	1 , 	1 , 	5 , 	4 , 	939 ,,,,,,,,,,
SO, 	22 , 	38 , 	28 , 	36 , 	73 , 	27 , 	46 , 	39 , 	51 , 	18 , 	15 , 	10 , 	16 , 	10 , 	7 , 	6 , 	4 , 	9 , 	44 , 	50 , 	61 , 	38 , 	26 , 	47 , 	52 , 	204 , 	171 , 	781 , 	231 , 	145 , 	77 , 	59 , 	62 , 	131 , 	70 , 	4 , 	42 , 	18 , 	37 , 	34 , 	38 , 	89 , 	180 , 	12 , 	12 , 	4 , 	4 , 	5 , 	6 , 	44 ," 	3,225 ",,,,,,,,,,
MB, 	8 , 	10 , 	8 , 	12 , 	74 , 	8 , 	14 , 	15 , 	17 , 	5 , 	6 , 	5 , 	3 , 	3 , 	1 , 	2 , 	1 , 	1 , 	8 , 	5 , 	5 , 	1 , 	2 , 	7 , 	8 , 	91 , 	59 , 	202 , 	129 , 	99 , 	61 , 	32 , 	54 , 	76 , 	18 , 	1 , 	4 , 	1 , 	2 , 	9 , 	9 , 	215 , 	44 , 	1 , 	1 , 	0 , 	1 , 	1 , 	0 , 	4 ," 	1,338 ",,,,,,,,,,
WD, 	3 , 	3 , 	2 , 	1 , 	14 , 	2 , 	4 , 	4 , 	5 , 	28 , 	31 , 	40 , 	22 , 	31 , 	12 , 	10 , 	3 , 	6 , 	2 , 	1 , 	1 , 	1 , 	-   , 	0 , 	5 , 	109 , 	45 , 	95 , 	39 , 	18 , 	9 , 	7 , 	5 , 	9 , 	1 , 	34 , 	15 , 	1 , 	1 , 	1 , 	3 , 	20 , 	1 , 	16 , 	11 , 	1 , 	4 , 	5 , 	-   , 	0 , 	676 ,,,,,,,,,,
OA, 	5 , 	11 , 	9 , 	10 , 	43 , 	7 , 	10 , 	11 , 	12 , 	10 , 	4 , 	29 , 	2 , 	4 , 	3 , 	5 , 	2 , 	5 , 	7 , 	12 , 	12 , 	5 , 	5 , 	4 , 	3 , 	45 , 	22 , 	51 , 	26 , 	10 , 	10 , 	6 , 	2 , 	6 , 	-   , 	6 , 	13 , 	2 , 	8 , 	1 , 	1 , 	15 , 	1 , 	6 , 	6 , 	4 , 	4 , 	6 , 	0 , 	6 , 	483 ,,,,,,,,,,
WS, 	8 , 	6 , 	2 , 	2 , 	33 , 	6 , 	6 , 	8 , 	6 , 	14 , 	19 , 	25 , 	11 , 	13 , 	19 , 	10 , 	26 , 	22 , 	3 , 	2 , 	2 , 	0 , 	-   , 	3 , 	4 , 	32 , 	14 , 	34 , 	17 , 	10 , 	5 , 	3 , 	3 , 	4 , 	0 , 	1 , 	4 , 	1 , 	3 , 	1 , 	-   , 	4 , 	-   , 	1 , 	3 , 	17 , 	28 , 	28 , 	2 , 	1 , 	462 ,,,,,,,,,,
ML, 	2 , 	6 , 	6 , 	7 , 	66 , 	6 , 	10 , 	16 , 	13 , 	16 , 	13 , 	20 , 	12 , 	11 , 	25 , 	10 , 	32 , 	48 , 	3 , 	4 , 	2 , 	-   , 	1 , 	3 , 	4 , 	76 , 	32 , 	71 , 	32 , 	14 , 	10 , 	3 , 	8 , 	9 , 	0 , 	2 , 	15 , 	-   , 	1 , 	2 , 	0 , 	7 , 	-   , 	3 , 	8 , 	32 , 	21 , 	18 , 	1 , 	2 , 	694 ,,,,,,,,,,
BE, 	9 , 	15 , 	6 , 	12 , 	97 , 	14 , 	15 , 	19 , 	13 , 	31 , 	26 , 	38 , 	23 , 	18 , 	28 , 	16 , 	41 , 	56 , 	6 , 	4 , 	4 , 	3 , 	1 , 	6 , 	7 , 	77 , 	42 , 	96 , 	52 , 	20 , 	16 , 	8 , 	10 , 	16 , 	1 , 	3 , 	16 , 	1 , 	4 , 	1 , 	1 , 	4 , 	1 , 	4 , 	9 , 	35 , 	13 , 	34 , 	0 , 	5 , 	970 ,,,,,,,,,,
