Exit stations,Entry stations->,,SUNDAY,,,Sep 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	22 , 	31 , 	30 , 	16 , 	100 , 	17 , 	24 , 	17 , 	21 , 	16 , 	26 , 	24 , 	8 , 	4 , 	6 , 	6 , 	1 , 	2 , 	5 , 	2 , 	3 , 	3 , 	1 , 	6 , 	7 , 	73 , 	36 , 	118 , 	52 , 	38 , 	34 , 	9 , 	11 , 	7 , 	5 , 	1 , 	2 , 	1 , 	3 , 	3 , 	5 , 	26 , 	8 , 	1 , 	4 , 	7 , 	3 , 	7 , 	4 , 	4 , 	855 ,,,,,,,,,,,
CC, 	44 , 	68 , 	50 , 	77 , 	177 , 	81 , 	152 , 	183 , 	135 , 	93 , 	142 , 	70 , 	62 , 	60 , 	39 , 	44 , 	11 , 	24 , 	52 , 	56 , 	69 , 	44 , 	38 , 	105 , 	250 , 	51 , 	36 , 	71 , 	83 , 	161 , 	210 , 	121 , 	141 , 	178 , 	60 , 	32 , 	80 , 	14 , 	29 , 	41 , 	64 , 	309 , 	128 , 	31 , 	26 , 	16 , 	36 , 	38 , 	5 , 	27 ," 	4,108 ",,,,,,,,,,,
16, 	40 , 	41 , 	23 , 	41 , 	103 , 	51 , 	85 , 	100 , 	81 , 	67 , 	61 , 	36 , 	24 , 	19 , 	13 , 	18 , 	5 , 	12 , 	23 , 	19 , 	29 , 	13 , 	17 , 	50 , 	119 , 	142 , 	110 , 	413 , 	166 , 	36 , 	62 , 	70 , 	122 , 	137 , 	59 , 	6 , 	49 , 	5 , 	13 , 	20 , 	52 , 	211 , 	91 , 	15 , 	9 , 	4 , 	13 , 	18 , 	3 , 	11 ," 	2,918 ",,,,,,,,,,,
24, 	39 , 	42 , 	14 , 	31 , 	73 , 	35 , 	56 , 	68 , 	49 , 	54 , 	51 , 	38 , 	15 , 	16 , 	15 , 	12 , 	3 , 	6 , 	22 , 	11 , 	15 , 	7 , 	6 , 	36 , 	80 , 	158 , 	122 , 	470 , 	209 , 	52 , 	38 , 	66 , 	84 , 	92 , 	44 , 	5 , 	19 , 	6 , 	19 , 	32 , 	40 , 	135 , 	55 , 	9 , 	15 , 	2 , 	10 , 	7 , 	3 , 	12 ," 	2,489 ",,,,,,,,,,,
GP, 	8 , 	13 , 	8 , 	9 , 	35 , 	11 , 	22 , 	23 , 	19 , 	13 , 	18 , 	16 , 	5 , 	6 , 	4 , 	5 , 	1 , 	2 , 	7 , 	8 , 	11 , 	5 , 	6 , 	14 , 	15 , 	81 , 	48 , 	243 , 	108 , 	68 , 	59 , 	18 , 	12 , 	23 , 	15 , 	4 , 	10 , 	1 , 	4 , 	13 , 	17 , 	95 , 	30 , 	3 , 	8 , 	2 , 	3 , 	3 , 	1 , 	6 ," 	1,150 ",,,,,,,,,,,
BP, 	11 , 	18 , 	7 , 	7 , 	25 , 	7 , 	11 , 	17 , 	14 , 	15 , 	14 , 	15 , 	9 , 	10 , 	4 , 	6 , 	2 , 	3 , 	9 , 	6 , 	5 , 	2 , 	1 , 	9 , 	19 , 	96 , 	86 , 	441 , 	121 , 	87 , 	76 , 	13 , 	25 , 	18 , 	24 , 	4 , 	8 , 	2 , 	9 , 	11 , 	23 , 	86 , 	23 , 	4 , 	3 , 	3 , 	4 , 	4 , 	2 , 	5 ," 	1,418 ",,,,,,,,,,,
DC, 	10 , 	13 , 	6 , 	5 , 	33 , 	6 , 	10 , 	25 , 	12 , 	12 , 	17 , 	19 , 	9 , 	6 , 	7 , 	10 , 	3 , 	6 , 	10 , 	6 , 	9 , 	5 , 	3 , 	8 , 	20 , 	102 , 	81 , 	384 , 	191 , 	128 , 	109 , 	23 , 	17 , 	26 , 	14 , 	2 , 	21 , 	2 , 	8 , 	16 , 	32 , 	160 , 	49 , 	6 , 	10 , 	3 , 	5 , 	8 , 	4 , 	10 ," 	1,676 ",,,,,,,,,,,
CM, 	5 , 	7 , 	1 , 	1 , 	5 , 	3 , 	3 , 	7 , 	9 , 	3 , 	2 , 	2 , 	2 , 	3 , 	1 , 	-   , 	1 , 	2 , 	2 , 	3 , 	2 , 	1 , 	0 , 	2 , 	5 , 	31 , 	28 , 	142 , 	59 , 	48 , 	38 , 	16 , 	31 , 	16 , 	10 , 	1 , 	1 , 	1 , 	4 , 	3 , 	10 , 	86 , 	15 , 	0 , 	-   , 	0 , 	-   , 	-   , 	1 , 	5 , 	614 ,,,,,,,,,,,
CV, 	2 , 	2 , 	1 , 	2 , 	6 , 	1 , 	2 , 	7 , 	2 , 	19 , 	16 , 	33 , 	13 , 	14 , 	4 , 	3 , 	3 , 	3 , 	1 , 	1 , 	1 , 	0 , 	0 , 	1 , 	4 , 	56 , 	30 , 	72 , 	30 , 	10 , 	5 , 	4 , 	3 , 	5 , 	2 , 	12 , 	26 , 	0 , 	-   , 	2 , 	1 , 	10 , 	1 , 	20 , 	5 , 	1 , 	2 , 	3 , 	1 , 	2 , 	437 ,,,,,,,,,,,
ED, 	6 , 	5 , 	2 , 	1 , 	22 , 	5 , 	8 , 	15 , 	5 , 	28 , 	28 , 	91 , 	28 , 	30 , 	16 , 	9 , 	4 , 	6 , 	3 , 	3 , 	1 , 	-   , 	1 , 	1 , 	9 , 	273 , 	95 , 	198 , 	81 , 	50 , 	14 , 	7 , 	7 , 	19 , 	0 , 	21 , 	34 , 	1 , 	1 , 	2 , 	1 , 	68 , 	2 , 	14 , 	23 , 	5 , 	17 , 	10 , 	0 , 	1 ," 	1,264 ",,,,,,,,,,,
NC, 	1 , 	1 , 	-   , 	1 , 	3 , 	1 , 	4 , 	4 , 	3 , 	0 , 	1 , 	8 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	11 , 	6 , 	9 , 	2 , 	0 , 	4 , 	1 , 	27 , 	14 , 	32 , 	11 , 	5 , 	5 , 	2 , 	1 , 	1 , 	1 , 	0 , 	1 , 	4 , 	7 , 	1 , 	-   , 	22 , 	1 , 	-   , 	3 , 	0 , 	1 , 	-   , 	4 , 	4 , 	206 ,,,,,,,,,,,
WP, 	5 , 	2 , 	2 , 	2 , 	3 , 	2 , 	10 , 	7 , 	10 , 	2 , 	5 , 	10 , 	3 , 	3 , 	2 , 	1 , 	1 , 	2 , 	47 , 	18 , 	33 , 	10 , 	4 , 	9 , 	5 , 	61 , 	29 , 	93 , 	34 , 	17 , 	22 , 	5 , 	9 , 	5 , 	6 , 	0 , 	1 , 	8 , 	19 , 	3 , 	3 , 	46 , 	2 , 	1 , 	11 , 	1 , 	2 , 	2 , 	4 , 	9 , 	585 ,,,,,,,,,,,
SS, 	4 , 	4 , 	2 , 	3 , 	7 , 	2 , 	2 , 	6 , 	5 , 	4 , 	4 , 	3 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	4 , 	3 , 	4 , 	1 , 	1 , 	2 , 	3 , 	28 , 	19 , 	93 , 	47 , 	25 , 	27 , 	13 , 	11 , 	20 , 	3 , 	1 , 	2 , 	1 , 	3 , 	8 , 	9 , 	53 , 	9 , 	0 , 	2 , 	-   , 	0 , 	0 , 	1 , 	6 , 	448 ,,,,,,,,,,,
SB, 	7 , 	6 , 	1 , 	1 , 	11 , 	2 , 	3 , 	6 , 	7 , 	3 , 	3 , 	5 , 	3 , 	4 , 	4 , 	2 , 	0 , 	0 , 	5 , 	5 , 	2 , 	2 , 	0 , 	1 , 	7 , 	35 , 	33 , 	110 , 	68 , 	50 , 	47 , 	14 , 	23 , 	31 , 	12 , 	2 , 	2 , 	1 , 	4 , 	14 , 	9 , 	67 , 	9 , 	1 , 	2 , 	-   , 	1 , 	-   , 	2 , 	3 , 	624 ,,,,,,,,,,,
SO, 	20 , 	27 , 	20 , 	30 , 	53 , 	19 , 	37 , 	28 , 	42 , 	11 , 	10 , 	15 , 	8 , 	7 , 	3 , 	4 , 	1 , 	4 , 	32 , 	45 , 	51 , 	37 , 	18 , 	44 , 	43 , 	207 , 	200 , 	836 , 	219 , 	125 , 	64 , 	46 , 	48 , 	104 , 	62 , 	3 , 	30 , 	11 , 	33 , 	22 , 	23 , 	92 , 	122 , 	11 , 	15 , 	3 , 	4 , 	3 , 	2 , 	20 ," 	2,909 ",,,,,,,,,,,
MB, 	6 , 	9 , 	7 , 	10 , 	47 , 	10 , 	10 , 	11 , 	14 , 	1 , 	2 , 	5 , 	1 , 	2 , 	3 , 	2 , 	-   , 	-   , 	3 , 	2 , 	4 , 	1 , 	1 , 	6 , 	10 , 	69 , 	34 , 	163 , 	118 , 	71 , 	49 , 	21 , 	28 , 	53 , 	12 , 	1 , 	4 , 	2 , 	1 , 	9 , 	6 , 	316 , 	29 , 	0 , 	2 , 	-   , 	-   , 	2 , 	0 , 	2 ," 	1,155 ",,,,,,,,,,,
WD, 	-   , 	2 , 	3 , 	1 , 	8 , 	1 , 	3 , 	5 , 	4 , 	16 , 	22 , 	30 , 	17 , 	22 , 	10 , 	7 , 	2 , 	2 , 	1 , 	-   , 	1 , 	0 , 	-   , 	-   , 	3 , 	86 , 	28 , 	62 , 	41 , 	15 , 	7 , 	3 , 	4 , 	4 , 	0 , 	19 , 	10 , 	-   , 	0 , 	1 , 	0 , 	21 , 	1 , 	14 , 	13 , 	-   , 	2 , 	4 , 	0 , 	-   , 	490 ,,,,,,,,,,,
OA, 	2 , 	6 , 	4 , 	8 , 	47 , 	5 , 	8 , 	7 , 	19 , 	10 , 	4 , 	17 , 	1 , 	4 , 	0 , 	3 , 	1 , 	3 , 	8 , 	8 , 	8 , 	4 , 	3 , 	2 , 	3 , 	41 , 	33 , 	72 , 	17 , 	10 , 	3 , 	3 , 	1 , 	3 , 	1 , 	3 , 	18 , 	3 , 	4 , 	2 , 	1 , 	13 , 	-   , 	4 , 	10 , 	2 , 	6 , 	4 , 	0 , 	3 , 	437 ,,,,,,,,,,,
WS, 	5 , 	4 , 	2 , 	1 , 	9 , 	3 , 	4 , 	5 , 	5 , 	10 , 	13 , 	21 , 	9 , 	13 , 	12 , 	7 , 	17 , 	12 , 	2 , 	1 , 	2 , 	1 , 	-   , 	1 , 	3 , 	16 , 	10 , 	24 , 	14 , 	6 , 	3 , 	4 , 	2 , 	2 , 	0 , 	1 , 	5 , 	-   , 	2 , 	-   , 	-   , 	7 , 	-   , 	1 , 	2 , 	15 , 	22 , 	23 , 	1 , 	1 , 	318 ,,,,,,,,,,,
ML, 	4 , 	9 , 	5 , 	6 , 	39 , 	8 , 	11 , 	9 , 	8 , 	8 , 	12 , 	18 , 	9 , 	13 , 	20 , 	11 , 	24 , 	41 , 	3 , 	3 , 	2 , 	2 , 	1 , 	2 , 	3 , 	57 , 	29 , 	82 , 	41 , 	14 , 	4 , 	2 , 	5 , 	5 , 	1 , 	2 , 	13 , 	0 , 	2 , 	0 , 	1 , 	7 , 	0 , 	2 , 	8 , 	24 , 	30 , 	12 , 	1 , 	2 , 	611 ,,,,,,,,,,,
BE, 	9 , 	11 , 	8 , 	7 , 	55 , 	9 , 	12 , 	15 , 	11 , 	20 , 	28 , 	39 , 	18 , 	12 , 	15 , 	13 , 	24 , 	38 , 	4 , 	4 , 	4 , 	3 , 	1 , 	2 , 	4 , 	52 , 	21 , 	57 , 	40 , 	20 , 	9 , 	6 , 	7 , 	7 , 	0 , 	5 , 	13 , 	1 , 	3 , 	0 , 	0 , 	9 , 	1 , 	4 , 	6 , 	28 , 	14 , 	31 , 	1 , 	3 , 	695 ,,,,,,,,,,,
