Exit stations,Entry stations->,,SUNDAY,,,Sep 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	22 , 	31 , 	30 , 	16 , 	100 , 	17 , 	24 , 	17 , 	21 , 	16 , 	26 , 	24 , 	8 , 	4 , 	6 , 	6 , 	1 , 	2 , 	5 , 	2 , 	3 , 	3 , 	1 , 	6 , 	7 , 	73 , 	36 , 	118 , 	52 , 	38 , 	34 , 	9 , 	11 , 	7 , 	5 , 	1 , 	2 , 	1 , 	3 , 	3 , 	5 , 	26 , 	8 , 	1 , 	4 , 	7 , 	3 , 	7 , 	4 , 	4 , 	855 ,,,,,,,,,,,
EN, 	36 , 	22 , 	25 , 	17 , 	110 , 	29 , 	34 , 	42 , 	35 , 	12 , 	29 , 	39 , 	12 , 	9 , 	11 , 	7 , 	2 , 	5 , 	7 , 	3 , 	6 , 	3 , 	2 , 	5 , 	6 , 	125 , 	70 , 	213 , 	73 , 	52 , 	35 , 	9 , 	13 , 	12 , 	8 , 	1 , 	4 , 	2 , 	6 , 	5 , 	8 , 	48 , 	8 , 	3 , 	11 , 	4 , 	9 , 	10 , 	1 , 	5 ," 	1,237 ",,,,,,,,,,,
EP, 	31 , 	21 , 	14 , 	17 , 	122 , 	20 , 	29 , 	43 , 	25 , 	15 , 	13 , 	26 , 	6 , 	5 , 	4 , 	4 , 	1 , 	3 , 	4 , 	4 , 	5 , 	3 , 	1 , 	4 , 	2 , 	77 , 	52 , 	89 , 	53 , 	24 , 	19 , 	7 , 	6 , 	6 , 	1 , 	1 , 	1 , 	0 , 	2 , 	3 , 	1 , 	30 , 	4 , 	3 , 	13 , 	1 , 	3 , 	6 , 	-   , 	0 , 	820 ,,,,,,,,,,,
NB, 	17 , 	15 , 	16 , 	14 , 	31 , 	10 , 	20 , 	46 , 	19 , 	11 , 	17 , 	31 , 	9 , 	4 , 	4 , 	6 , 	2 , 	5 , 	3 , 	2 , 	6 , 	2 , 	3 , 	6 , 	4 , 	96 , 	62 , 	91 , 	75 , 	38 , 	28 , 	10 , 	9 , 	3 , 	2 , 	3 , 	2 , 	2 , 	3 , 	1 , 	1 , 	46 , 	10 , 	1 , 	13 , 	2 , 	8 , 	7 , 	1 , 	0 , 	810 ,,,,,,,,,,,
BK, 	111 , 	118 , 	128 , 	38 , 	75 , 	57 , 	70 , 	99 , 	86 , 	30 , 	48 , 	42 , 	24 , 	16 , 	25 , 	26 , 	13 , 	18 , 	11 , 	16 , 	17 , 	13 , 	11 , 	8 , 	18 , 	243 , 	148 , 	298 , 	196 , 	104 , 	70 , 	36 , 	24 , 	31 , 	5 , 	8 , 	26 , 	3 , 	3 , 	5 , 	11 , 	88 , 	46 , 	10 , 	42 , 	14 , 	50 , 	59 , 	1 , 	5 ," 	2,640 ",,,,,,,,,,,
AS, 	16 , 	28 , 	24 , 	12 , 	52 , 	15 , 	18 , 	52 , 	30 , 	14 , 	17 , 	19 , 	9 , 	3 , 	7 , 	5 , 	4 , 	4 , 	2 , 	3 , 	4 , 	3 , 	1 , 	3 , 	11 , 	73 , 	55 , 	98 , 	88 , 	54 , 	25 , 	12 , 	15 , 	7 , 	3 , 	1 , 	2 , 	1 , 	2 , 	1 , 	3 , 	30 , 	9 , 	1 , 	18 , 	2 , 	9 , 	9 , 	0 , 	3 , 	868 ,,,,,,,,,,,
MA, 	33 , 	41 , 	25 , 	21 , 	80 , 	21 , 	42 , 	60 , 	32 , 	13 , 	29 , 	44 , 	14 , 	13 , 	12 , 	9 , 	3 , 	9 , 	17 , 	14 , 	24 , 	7 , 	9 , 	18 , 	17 , 	163 , 	83 , 	174 , 	147 , 	88 , 	58 , 	18 , 	16 , 	11 , 	4 , 	2 , 	4 , 	6 , 	14 , 	3 , 	4 , 	72 , 	11 , 	1 , 	18 , 	5 , 	10 , 	10 , 	6 , 	15 ," 	1,546 ",,,,,,,,,,,
19, 	24 , 	43 , 	42 , 	47 , 	100 , 	53 , 	52 , 	45 , 	10 , 	13 , 	38 , 	38 , 	32 , 	24 , 	21 , 	19 , 	6 , 	9 , 	17 , 	16 , 	27 , 	12 , 	11 , 	34 , 	24 , 	156 , 	96 , 	192 , 	174 , 	112 , 	67 , 	24 , 	19 , 	21 , 	4 , 	4 , 	12 , 	6 , 	12 , 	6 , 	6 , 	72 , 	15 , 	4 , 	22 , 	5 , 	8 , 	16 , 	3 , 	13 ," 	1,817 ",,,,,,,,,,,
12, 	27 , 	34 , 	28 , 	29 , 	84 , 	30 , 	39 , 	13 , 	46 , 	5 , 	20 , 	34 , 	23 , 	26 , 	14 , 	18 , 	3 , 	11 , 	17 , 	26 , 	29 , 	15 , 	16 , 	36 , 	21 , 	169 , 	91 , 	231 , 	134 , 	79 , 	55 , 	18 , 	24 , 	14 , 	8 , 	3 , 	3 , 	6 , 	16 , 	6 , 	6 , 	73 , 	14 , 	4 , 	15 , 	8 , 	9 , 	9 , 	4 , 	11 ," 	1,651 ",,,,,,,,,,,
LM, 	20 , 	9 , 	15 , 	10 , 	24 , 	14 , 	15 , 	13 , 	5 , 	28 , 	56 , 	81 , 	60 , 	56 , 	27 , 	18 , 	9 , 	14 , 	4 , 	3 , 	2 , 	3 , 	1 , 	4 , 	18 , 	127 , 	71 , 	180 , 	110 , 	74 , 	54 , 	19 , 	19 , 	13 , 	2 , 	22 , 	41 , 	1 , 	1 , 	2 , 	2 , 	17 , 	1 , 	20 , 	20 , 	8 , 	13 , 	19 , 	1 , 	2 ," 	1,341 ",,,,,,,,,,,
FV, 	22 , 	30 , 	10 , 	12 , 	46 , 	18 , 	32 , 	41 , 	22 , 	45 , 	34 , 	81 , 	50 , 	67 , 	44 , 	22 , 	10 , 	14 , 	8 , 	4 , 	7 , 	2 , 	3 , 	11 , 	30 , 	129 , 	74 , 	191 , 	129 , 	62 , 	46 , 	13 , 	17 , 	17 , 	2 , 	14 , 	25 , 	2 , 	6 , 	3 , 	4 , 	23 , 	6 , 	19 , 	13 , 	12 , 	14 , 	30 , 	2 , 	4 ," 	1,515 ",,,,,,,,,,,
CL, 	26 , 	39 , 	28 , 	28 , 	37 , 	20 , 	55 , 	37 , 	37 , 	68 , 	77 , 	20 , 	68 , 	66 , 	44 , 	44 , 	20 , 	28 , 	18 , 	14 , 	15 , 	8 , 	7 , 	15 , 	26 , 	101 , 	60 , 	122 , 	76 , 	37 , 	44 , 	16 , 	11 , 	20 , 	4 , 	35 , 	105 , 	9 , 	11 , 	5 , 	6 , 	18 , 	6 , 	30 , 	44 , 	22 , 	20 , 	45 , 	5 , 	18 ," 	1,710 ",,,,,,,,,,,
SL, 	8 , 	14 , 	3 , 	8 , 	25 , 	11 , 	16 , 	39 , 	27 , 	47 , 	53 , 	71 , 	27 , 	42 , 	31 , 	20 , 	11 , 	13 , 	3 , 	2 , 	4 , 	1 , 	-   , 	4 , 	9 , 	94 , 	55 , 	145 , 	67 , 	26 , 	19 , 	8 , 	10 , 	12 , 	1 , 	13 , 	25 , 	1 , 	2 , 	3 , 	3 , 	17 , 	2 , 	16 , 	7 , 	12 , 	10 , 	14 , 	1 , 	2 ," 	1,049 ",,,,,,,,,,,
BF, 	5 , 	12 , 	5 , 	6 , 	19 , 	5 , 	16 , 	27 , 	30 , 	53 , 	71 , 	67 , 	38 , 	29 , 	34 , 	20 , 	8 , 	16 , 	5 , 	2 , 	6 , 	1 , 	1 , 	1 , 	9 , 	99 , 	63 , 	153 , 	65 , 	18 , 	16 , 	6 , 	9 , 	6 , 	3 , 	14 , 	39 , 	0 , 	3 , 	1 , 	3 , 	15 , 	1 , 	23 , 	9 , 	14 , 	13 , 	11 , 	1 , 	4 ," 	1,068 ",,,,,,,,,,,
HY, 	10 , 	9 , 	3 , 	4 , 	27 , 	5 , 	15 , 	20 , 	19 , 	24 , 	48 , 	48 , 	35 , 	31 , 	17 , 	22 , 	19 , 	22 , 	3 , 	3 , 	2 , 	1 , 	1 , 	5 , 	9 , 	56 , 	16 , 	65 , 	39 , 	22 , 	15 , 	3 , 	3 , 	9 , 	1 , 	7 , 	15 , 	1 , 	2 , 	-   , 	3 , 	7 , 	2 , 	11 , 	9 , 	21 , 	22 , 	18 , 	1 , 	6 , 	747 ,,,,,,,,,,,
SH, 	7 , 	5 , 	5 , 	5 , 	33 , 	7 , 	8 , 	17 , 	13 , 	16 , 	20 , 	35 , 	22 , 	24 , 	20 , 	13 , 	6 , 	12 , 	2 , 	2 , 	4 , 	1 , 	1 , 	2 , 	4 , 	57 , 	33 , 	72 , 	40 , 	16 , 	12 , 	5 , 	10 , 	8 , 	0 , 	4 , 	9 , 	2 , 	2 , 	1 , 	1 , 	8 , 	2 , 	7 , 	9 , 	15 , 	13 , 	12 , 	-   , 	2 , 	620 ,,,,,,,,,,,
UC, 	2 , 	6 , 	3 , 	2 , 	18 , 	4 , 	3 , 	5 , 	6 , 	9 , 	10 , 	22 , 	9 , 	11 , 	17 , 	7 , 	10 , 	27 , 	2 , 	2 , 	1 , 	1 , 	0 , 	1 , 	2 , 	29 , 	16 , 	35 , 	17 , 	7 , 	3 , 	2 , 	3 , 	4 , 	1 , 	2 , 	4 , 	0 , 	1 , 	0 , 	1 , 	7 , 	-   , 	3 , 	9 , 	23 , 	23 , 	22 , 	0 , 	2 , 	386 ,,,,,,,,,,,
FM, 	3 , 	6 , 	2 , 	4 , 	21 , 	2 , 	7 , 	12 , 	10 , 	8 , 	14 , 	27 , 	13 , 	12 , 	30 , 	12 , 	23 , 	28 , 	3 , 	2 , 	1 , 	1 , 	0 , 	3 , 	3 , 	45 , 	17 , 	45 , 	26 , 	11 , 	3 , 	4 , 	5 , 	6 , 	1 , 	4 , 	7 , 	-   , 	1 , 	1 , 	1 , 	15 , 	1 , 	2 , 	5 , 	16 , 	45 , 	36 , 	1 , 	3 , 	544 ,,,,,,,,,,,
CN, 	8 , 	6 , 	4 , 	4 , 	13 , 	2 , 	14 , 	18 , 	16 , 	5 , 	9 , 	17 , 	4 , 	5 , 	3 , 	3 , 	1 , 	3 , 	34 , 	17 , 	70 , 	45 , 	12 , 	19 , 	5 , 	91 , 	37 , 	89 , 	55 , 	20 , 	18 , 	6 , 	8 , 	6 , 	3 , 	2 , 	1 , 	9 , 	36 , 	4 , 	5 , 	53 , 	4 , 	0 , 	15 , 	2 , 	3 , 	4 , 	27 , 	28 , 	857 ,,,,,,,,,,,
PH, 	3 , 	3 , 	2 , 	3 , 	17 , 	4 , 	13 , 	16 , 	14 , 	3 , 	3 , 	14 , 	2 , 	3 , 	2 , 	2 , 	0 , 	-   , 	16 , 	16 , 	28 , 	19 , 	6 , 	24 , 	6 , 	107 , 	43 , 	91 , 	53 , 	18 , 	11 , 	7 , 	6 , 	7 , 	2 , 	1 , 	2 , 	2 , 	14 , 	2 , 	5 , 	77 , 	2 , 	-   , 	20 , 	2 , 	3 , 	4 , 	7 , 	13 , 	710 ,,,,,,,,,,,
WC, 	5 , 	4 , 	4 , 	6 , 	18 , 	4 , 	21 , 	27 , 	15 , 	4 , 	6 , 	11 , 	4 , 	5 , 	0 , 	4 , 	1 , 	1 , 	78 , 	32 , 	21 , 	20 , 	9 , 	31 , 	5 , 	137 , 	57 , 	117 , 	69 , 	30 , 	16 , 	9 , 	5 , 	9 , 	2 , 	1 , 	2 , 	9 , 	25 , 	3 , 	2 , 	87 , 	4 , 	1 , 	14 , 	1 , 	3 , 	3 , 	10 , 	22 , 	970 ,,,,,,,,,,,
LF, 	1 , 	2 , 	3 , 	2 , 	12 , 	3 , 	9 , 	13 , 	9 , 	2 , 	3 , 	8 , 	1 , 	1 , 	2 , 	1 , 	0 , 	0 , 	51 , 	19 , 	21 , 	15 , 	4 , 	24 , 	1 , 	96 , 	34 , 	61 , 	42 , 	16 , 	9 , 	3 , 	4 , 	3 , 	1 , 	0 , 	-   , 	2 , 	12 , 	1 , 	1 , 	46 , 	2 , 	-   , 	9 , 	1 , 	1 , 	2 , 	3 , 	6 , 	554 ,,,,,,,,,,,
OR, 	1 , 	1 , 	1 , 	4 , 	9 , 	2 , 	6 , 	10 , 	11 , 	0 , 	4 , 	7 , 	0 , 	1 , 	-   , 	0 , 	-   , 	1 , 	8 , 	7 , 	10 , 	7 , 	9 , 	12 , 	3 , 	85 , 	21 , 	62 , 	42 , 	19 , 	6 , 	4 , 	2 , 	2 , 	1 , 	-   , 	1 , 	1 , 	1 , 	-   , 	1 , 	39 , 	2 , 	0 , 	4 , 	-   , 	2 , 	2 , 	1 , 	2 , 	410 ,,,,,,,,,,,
RR, 	6 , 	6 , 	5 , 	4 , 	7 , 	4 , 	16 , 	41 , 	28 , 	1 , 	8 , 	20 , 	4 , 	2 , 	4 , 	2 , 	-   , 	3 , 	19 , 	24 , 	28 , 	22 , 	11 , 	19 , 	9 , 	135 , 	75 , 	121 , 	101 , 	58 , 	38 , 	13 , 	13 , 	9 , 	3 , 	1 , 	1 , 	3 , 	10 , 	1 , 	3 , 	73 , 	4 , 	1 , 	7 , 	-   , 	2 , 	2 , 	1 , 	6 , 	967 ,,,,,,,,,,,
OW, 	8 , 	7 , 	3 , 	3 , 	18 , 	9 , 	19 , 	28 , 	23 , 	13 , 	31 , 	23 , 	7 , 	9 , 	6 , 	5 , 	2 , 	2 , 	4 , 	4 , 	6 , 	2 , 	3 , 	10 , 	21 , 	264 , 	126 , 	330 , 	219 , 	116 , 	62 , 	19 , 	27 , 	14 , 	5 , 	3 , 	7 , 	0 , 	2 , 	2 , 	4 , 	69 , 	9 , 	2 , 	9 , 	1 , 	2 , 	6 , 	2 , 	6 ," 	1,564 ",,,,,,,,,,,
EM, 	85 , 	134 , 	87 , 	102 , 	269 , 	88 , 	170 , 	184 , 	193 , 	114 , 	137 , 	113 , 	98 , 	105 , 	60 , 	78 , 	24 , 	47 , 	94 , 	109 , 	159 , 	111 , 	86 , 	144 , 	288 , 	153 , 	27 , 	152 , 	63 , 	143 , 	163 , 	96 , 	112 , 	94 , 	36 , 	59 , 	308 , 	34 , 	81 , 	32 , 	38 , 	215 , 	77 , 	88 , 	57 , 	22 , 	71 , 	55 , 	13 , 	63 ," 	5,324 ",,,,,,,,,,,
MT, 	59 , 	84 , 	48 , 	73 , 	214 , 	58 , 	105 , 	124 , 	115 , 	84 , 	80 , 	64 , 	64 , 	78 , 	28 , 	45 , 	14 , 	26 , 	44 , 	48 , 	62 , 	32 , 	29 , 	88 , 	155 , 	15 , 	52 , 	41 , 	43 , 	120 , 	128 , 	73 , 	166 , 	104 , 	42 , 	40 , 	109 , 	15 , 	38 , 	25 , 	30 , 	244 , 	48 , 	30 , 	31 , 	11 , 	44 , 	32 , 	6 , 	31 ," 	3,335 ",,,,,,,,,,,
PL, 	102 , 	167 , 	70 , 	75 , 	246 , 	87 , 	158 , 	156 , 	178 , 	127 , 	160 , 	116 , 	123 , 	109 , 	55 , 	62 , 	18 , 	39 , 	75 , 	72 , 	98 , 	50 , 	56 , 	108 , 	303 , 	100 , 	18 , 	143 , 	74 , 	388 , 	402 , 	190 , 	340 , 	290 , 	112 , 	52 , 	148 , 	22 , 	72 , 	67 , 	84 , 	644 , 	128 , 	47 , 	48 , 	22 , 	77 , 	48 , 	15 , 	58 ," 	6,391 ",,,,,,,,,,,
