Exit stations,Entry stations->,,SUNDAY,,,Dec 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	48 , 	53 , 	31 , 	107 , 	44 , 	57 , 	23 , 	41 , 	11 , 	55 , 	90 , 	11 , 	18 , 	18 , 	5 , 	7 , 	17 , 	11 , 	5 , 	7 , 	3 , 	1 , 	7 , 	14 , 	63 , 	43 , 	167 , 	67 , 	41 , 	53 , 	13 , 	26 , 	17 , 	3 , 	3 , 	9 , 	3 , 	18 , 	5 , 	6 , 	22 , 	7 ," 	1,255 ",,,Eastbay," 	30,796 ",,SF CBD," 	74,683 ",58.8%,,,
EN, 	58 , 	10 , 	46 , 	42 , 	204 , 	71 , 	78 , 	32 , 	77 , 	32 , 	64 , 	300 , 	20 , 	32 , 	37 , 	9 , 	17 , 	36 , 	16 , 	5 , 	15 , 	3 , 	3 , 	15 , 	23 , 	118 , 	116 , 	455 , 	136 , 	53 , 	58 , 	23 , 	58 , 	33 , 	13 , 	4 , 	15 , 	2 , 	24 , 	10 , 	8 , 	56 , 	14 ," 	2,438 ",,,Westbay," 	42,780 ",,non-CBD," 	47,649 ",37.5%,,,
EP, 	56 , 	43 , 	3 , 	41 , 	198 , 	49 , 	45 , 	31 , 	48 , 	22 , 	28 , 	105 , 	11 , 	10 , 	9 , 	6 , 	9 , 	21 , 	8 , 	3 , 	10 , 	5 , 	5 , 	18 , 	7 , 	72 , 	52 , 	284 , 	100 , 	28 , 	18 , 	15 , 	15 , 	9 , 	1 , 	5 , 	8 , 	2 , 	6 , 	3 , 	3 , 	44 , 	11 ," 	1,459 ",,,Transbay," 	53,523 ",,,,,,,
NB, 	31 , 	43 , 	40 , 	5 , 	68 , 	38 , 	43 , 	40 , 	50 , 	25 , 	35 , 	90 , 	12 , 	14 , 	10 , 	3 , 	8 , 	23 , 	8 , 	8 , 	7 , 	5 , 	4 , 	8 , 	6 , 	102 , 	98 , 	379 , 	179 , 	66 , 	54 , 	22 , 	16 , 	9 , 	3 , 	2 , 	10 , 	1 , 	12 , 	1 , 	3 , 	58 , 	10 ," 	1,643 ",,,,,,,,,,,
BK, 	120 , 	191 , 	207 , 	76 , 	11 , 	123 , 	134 , 	118 , 	159 , 	85 , 	94 , 	133 , 	44 , 	41 , 	34 , 	19 , 	36 , 	127 , 	23 , 	25 , 	56 , 	29 , 	19 , 	25 , 	43 , 	211 , 	171 , 	721 , 	280 , 	115 , 	95 , 	47 , 	33 , 	45 , 	9 , 	18 , 	46 , 	11 , 	21 , 	8 , 	11 , 	124 , 	43 ," 	3,979 ",,,,,,,,,,,
AS, 	53 , 	62 , 	46 , 	31 , 	99 , 	5 , 	61 , 	54 , 	65 , 	29 , 	53 , 	103 , 	12 , 	22 , 	19 , 	6 , 	12 , 	20 , 	9 , 	7 , 	12 , 	5 , 	4 , 	12 , 	32 , 	81 , 	74 , 	233 , 	138 , 	83 , 	62 , 	19 , 	18 , 	11 , 	3 , 	4 , 	13 , 	2 , 	13 , 	2 , 	4 , 	43 , 	9 ," 	1,639 ",,,,,,,,,,,
MA, 	51 , 	71 , 	39 , 	38 , 	129 , 	58 , 	10 , 	35 , 	58 , 	21 , 	64 , 	168 , 	35 , 	49 , 	36 , 	14 , 	15 , 	39 , 	35 , 	15 , 	30 , 	9 , 	10 , 	30 , 	40 , 	151 , 	135 , 	474 , 	237 , 	107 , 	92 , 	26 , 	23 , 	21 , 	4 , 	5 , 	15 , 	8 , 	48 , 	4 , 	4 , 	91 , 	9 ," 	2,545 ",,,,,,,,,,,
19, 	25 , 	33 , 	31 , 	33 , 	97 , 	59 , 	31 , 	3 , 	14 , 	15 , 	40 , 	80 , 	20 , 	34 , 	27 , 	22 , 	13 , 	23 , 	18 , 	20 , 	27 , 	12 , 	10 , 	33 , 	16 , 	91 , 	76 , 	250 , 	138 , 	68 , 	48 , 	21 , 	11 , 	10 , 	5 , 	6 , 	14 , 	4 , 	20 , 	3 , 	3 , 	42 , 	7 ," 	1,545 ",,,,,,,,,,,
12, 	36 , 	67 , 	40 , 	43 , 	138 , 	55 , 	52 , 	16 , 	5 , 	12 , 	48 , 	136 , 	58 , 	67 , 	36 , 	15 , 	25 , 	42 , 	31 , 	19 , 	31 , 	16 , 	18 , 	31 , 	39 , 	137 , 	129 , 	432 , 	167 , 	62 , 	51 , 	23 , 	39 , 	32 , 	11 , 	10 , 	19 , 	5 , 	36 , 	8 , 	6 , 	67 , 	13 ," 	2,317 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	18 , 	28 , 	24 , 	27 , 	72 , 	29 , 	26 , 	11 , 	13 , 	3 , 	70 , 	147 , 	61 , 	63 , 	27 , 	18 , 	19 , 	42 , 	7 , 	4 , 	7 , 	8 , 	5 , 	13 , 	19 , 	113 , 	122 , 	496 , 	171 , 	69 , 	73 , 	22 , 	28 , 	25 , 	5 , 	31 , 	45 , 	2 , 	10 , 	7 , 	6 , 	22 , 	12 ," 	2,014 ",,,Dtwn SF," 	2,179 "," 	4,486 "," 	12,035 "," 	4,220 "," 	4,711 "," 	6,524 "," 	4,252 "," 	38,407 "
FV, 	63 , 	62 , 	25 , 	32 , 	96 , 	56 , 	67 , 	45 , 	62 , 	67 , 	8 , 	272 , 	96 , 	195 , 	83 , 	37 , 	30 , 	62 , 	23 , 	13 , 	15 , 	13 , 	9 , 	21 , 	60 , 	131 , 	105 , 	528 , 	209 , 	91 , 	94 , 	22 , 	45 , 	32 , 	9 , 	24 , 	62 , 	5 , 	37 , 	5 , 	9 , 	53 , 	19 ," 	2,987 ",,,OAK," 	4,391 ", 	550 ," 	1,069 "," 	1,353 ", 	621 ," 	1,925 ", 	347 ," 	10,255 "
CL, 	83 , 	301 , 	106 , 	79 , 	200 , 	94 , 	148 , 	79 , 	138 , 	140 , 	265 , 	11 , 	330 , 	340 , 	180 , 	120 , 	181 , 	495 , 	98 , 	111 , 	116 , 	73 , 	61 , 	66 , 	78 , 	268 , 	155 , 	449 , 	233 , 	67 , 	90 , 	43 , 	44 , 	65 , 	13 , 	180 , 	999 , 	56 , 	140 , 	19 , 	26 , 	69 , 	46 ," 	6,851 ",,,CM line," 	12,335 "," 	1,099 "," 	4,207 "," 	1,112 ", 	904 ," 	1,471 "," 	1,817 "," 	22,944 "
SL, 	17 , 	21 , 	9 , 	15 , 	45 , 	13 , 	33 , 	28 , 	59 , 	56 , 	92 , 	335 , 	5 , 	80 , 	59 , 	24 , 	21 , 	36 , 	8 , 	7 , 	7 , 	3 , 	4 , 	5 , 	18 , 	76 , 	60 , 	339 , 	89 , 	23 , 	29 , 	18 , 	24 , 	20 , 	4 , 	18 , 	38 , 	6 , 	12 , 	5 , 	6 , 	23 , 	4 ," 	1,789 ",,,RM line," 	4,336 "," 	1,482 "," 	1,184 "," 	2,358 ", 	516 ," 	2,036 ", 	502 ," 	12,413 "
