Exit stations,Entry stations->,,SUNDAY,,,Aug 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	9 , 	45 , 	55 , 	29 , 	122 , 	55 , 	59 , 	22 , 	47 , 	31 , 	51 , 	56 , 	14 , 	25 , 	14 , 	9 , 	8 , 	17 , 	12 , 	4 , 	6 , 	2 , 	3 , 	9 , 	13 , 	77 , 	54 , 	168 , 	75 , 	48 , 	52 , 	15 , 	26 , 	21 , 	8 , 	3 , 	9 , 	4 , 	21 , 	8 , 	7 , 	25 , 	13 ," 	1,351 ",,,Eastbay," 	29,535 ",,SF CBD," 	75,876 ",58.8%,,,
EN, 	53 , 	10 , 	52 , 	41 , 	190 , 	78 , 	83 , 	45 , 	158 , 	36 , 	67 , 	108 , 	24 , 	30 , 	25 , 	12 , 	13 , 	35 , 	21 , 	8 , 	15 , 	5 , 	4 , 	13 , 	19 , 	182 , 	111 , 	375 , 	134 , 	53 , 	54 , 	25 , 	45 , 	34 , 	14 , 	6 , 	15 , 	2 , 	24 , 	8 , 	9 , 	53 , 	24 ," 	2,311 ",,,Westbay," 	39,946 ",,non-CBD," 	47,986 ",37.2%,,,
EP, 	57 , 	52 , 	6 , 	34 , 	241 , 	62 , 	46 , 	39 , 	98 , 	35 , 	34 , 	72 , 	14 , 	11 , 	7 , 	6 , 	5 , 	27 , 	9 , 	11 , 	12 , 	5 , 	4 , 	22 , 	8 , 	135 , 	85 , 	230 , 	98 , 	30 , 	31 , 	13 , 	15 , 	14 , 	2 , 	3 , 	12 , 	3 , 	7 , 	3 , 	3 , 	48 , 	8 ," 	1,655 ",,,Transbay," 	59,520 ",,,,,,,
NB, 	29 , 	38 , 	36 , 	9 , 	58 , 	34 , 	44 , 	41 , 	97 , 	33 , 	32 , 	65 , 	13 , 	18 , 	8 , 	2 , 	7 , 	30 , 	13 , 	7 , 	12 , 	10 , 	5 , 	10 , 	7 , 	177 , 	113 , 	253 , 	157 , 	82 , 	58 , 	20 , 	15 , 	17 , 	4 , 	4 , 	13 , 	2 , 	7 , 	5 , 	2 , 	71 , 	17 ," 	1,672 ",,,,,,,,,,,
BK, 	134 , 	183 , 	235 , 	67 , 	21 , 	139 , 	153 , 	138 , 	231 , 	90 , 	108 , 	187 , 	45 , 	43 , 	37 , 	28 , 	42 , 	188 , 	36 , 	26 , 	49 , 	23 , 	28 , 	27 , 	38 , 	418 , 	237 , 	808 , 	363 , 	174 , 	128 , 	49 , 	42 , 	60 , 	9 , 	17 , 	50 , 	6 , 	19 , 	13 , 	9 , 	233 , 	83 ," 	5,011 ",,,,,,,,,,,
AS, 	62 , 	74 , 	55 , 	74 , 	102 , 	8 , 	70 , 	72 , 	129 , 	49 , 	66 , 	83 , 	23 , 	26 , 	19 , 	9 , 	9 , 	25 , 	12 , 	8 , 	15 , 	5 , 	6 , 	8 , 	28 , 	132 , 	98 , 	226 , 	178 , 	112 , 	83 , 	18 , 	21 , 	15 , 	3 , 	5 , 	15 , 	2 , 	14 , 	2 , 	3 , 	57 , 	12 ," 	2,032 ",,,,,,,,,,,
MA, 	67 , 	75 , 	43 , 	41 , 	144 , 	70 , 	10 , 	42 , 	142 , 	31 , 	67 , 	125 , 	33 , 	52 , 	37 , 	17 , 	14 , 	35 , 	35 , 	25 , 	45 , 	12 , 	15 , 	29 , 	29 , 	250 , 	163 , 	419 , 	279 , 	171 , 	120 , 	34 , 	32 , 	27 , 	5 , 	10 , 	16 , 	7 , 	49 , 	5 , 	8 , 	93 , 	18 ," 	2,939 ",,,,,,,,,,,
19, 	31 , 	37 , 	36 , 	41 , 	123 , 	64 , 	40 , 	6 , 	18 , 	17 , 	40 , 	64 , 	23 , 	34 , 	30 , 	11 , 	13 , 	27 , 	21 , 	17 , 	25 , 	10 , 	12 , 	35 , 	20 , 	128 , 	93 , 	249 , 	174 , 	98 , 	72 , 	22 , 	15 , 	18 , 	4 , 	7 , 	12 , 	3 , 	24 , 	4 , 	5 , 	44 , 	13 ," 	1,782 ",,,,,,,,,,,
12, 	42 , 	148 , 	96 , 	98 , 	190 , 	119 , 	143 , 	24 , 	14 , 	27 , 	121 , 	157 , 	110 , 	101 , 	73 , 	37 , 	51 , 	84 , 	59 , 	37 , 	63 , 	36 , 	35 , 	103 , 	53 , 	236 , 	173 , 	489 , 	249 , 	113 , 	102 , 	56 , 	61 , 	56 , 	18 , 	26 , 	43 , 	11 , 	67 , 	13 , 	12 , 	93 , 	40 ," 	3,881 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	33 , 	46 , 	40 , 	31 , 	76 , 	47 , 	34 , 	16 , 	27 , 	5 , 	118 , 	117 , 	94 , 	106 , 	42 , 	23 , 	36 , 	56 , 	12 , 	9 , 	11 , 	4 , 	8 , 	18 , 	25 , 	168 , 	143 , 	399 , 	216 , 	112 , 	100 , 	28 , 	44 , 	34 , 	5 , 	43 , 	61 , 	1 , 	10 , 	4 , 	5 , 	22 , 	8 ," 	2,438 ",,,Dtwn SF," 	1,588 "," 	5,080 "," 	10,485 "," 	4,725 "," 	5,120 "," 	6,820 "," 	4,569 "," 	38,386 "
