Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Mar 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	57 , 	60 , 	37 , 	147 , 	80 , 	55 , 	27 , 	57 , 	18 , 	61 , 	51 , 	11 , 	19 , 	13 , 	9 , 	9 , 	15 , 	14 , 	5 , 	8 , 	4 , 	1 , 	7 , 	10 , 	51 , 	47 , 	127 , 	70 , 	48 , 	74 , 	14 , 	26 , 	15 , 	7 , 	2 , 	10 , 	3 , 	16 , 	7 , 	3 , 	20 , 	8 ," 	1,322 ",,,Eastbay," 	24,045 ",,SF CBD," 	57,468 ",62.1%,,,
EN, 	69 , 	9 , 	46 , 	42 , 	210 , 	89 , 	66 , 	30 , 	101 , 	23 , 	63 , 	81 , 	19 , 	30 , 	19 , 	11 , 	14 , 	30 , 	19 , 	7 , 	21 , 	4 , 	4 , 	10 , 	13 , 	89 , 	84 , 	295 , 	132 , 	46 , 	68 , 	21 , 	31 , 	31 , 	16 , 	5 , 	12 , 	2 , 	19 , 	6 , 	5 , 	29 , 	8 ," 	1,923 ",,,Westbay," 	30,764 ",,non-CBD," 	37,317 ",40.3%,,,
EP, 	58 , 	42 , 	4 , 	28 , 	211 , 	50 , 	30 , 	26 , 	55 , 	21 , 	19 , 	40 , 	14 , 	7 , 	4 , 	3 , 	10 , 	21 , 	8 , 	2 , 	6 , 	2 , 	2 , 	11 , 	3 , 	67 , 	65 , 	158 , 	87 , 	21 , 	21 , 	7 , 	11 , 	7 , 	3 , 	2 , 	6 , 	2 , 	5 , 	2 , 	2 , 	36 , 	4 ," 	1,176 ",,,Transbay," 	42,574 ",,,,,,,
NB, 	40 , 	32 , 	29 , 	3 , 	60 , 	38 , 	28 , 	29 , 	59 , 	19 , 	30 , 	57 , 	15 , 	8 , 	8 , 	3 , 	5 , 	17 , 	6 , 	8 , 	9 , 	3 , 	3 , 	9 , 	4 , 	89 , 	96 , 	180 , 	134 , 	43 , 	48 , 	15 , 	10 , 	9 , 	3 , 	3 , 	7 , 	2 , 	9 , 	-   , 	1 , 	42 , 	6 ," 	1,213 ",,,SFO Ext," 	8,591 ",,,,,,,
BK, 	159 , 	208 , 	200 , 	58 , 	13 , 	159 , 	125 , 	132 , 	187 , 	80 , 	97 , 	366 , 	37 , 	42 , 	39 , 	19 , 	46 , 	161 , 	26 , 	28 , 	37 , 	21 , 	17 , 	20 , 	32 , 	243 , 	175 , 	543 , 	283 , 	107 , 	93 , 	39 , 	27 , 	39 , 	9 , 	13 , 	39 , 	4 , 	14 , 	5 , 	3 , 	150 , 	42 ," 	4,134 ",,,Extensions," 	10,229 ",,,,,,,
AS, 	84 , 	68 , 	47 , 	31 , 	123 , 	8 , 	68 , 	65 , 	82 , 	36 , 	78 , 	72 , 	19 , 	23 , 	15 , 	8 , 	17 , 	24 , 	9 , 	5 , 	8 , 	3 , 	2 , 	7 , 	21 , 	77 , 	66 , 	168 , 	137 , 	61 , 	53 , 	12 , 	15 , 	11 , 	3 , 	5 , 	10 , 	2 , 	10 , 	2 , 	3 , 	29 , 	8 ," 	1,590 ",,,,,,,,,,,
MA, 	53 , 	61 , 	31 , 	28 , 	112 , 	77 , 	5 , 	20 , 	56 , 	17 , 	65 , 	84 , 	25 , 	38 , 	31 , 	14 , 	12 , 	28 , 	25 , 	14 , 	20 , 	10 , 	9 , 	24 , 	26 , 	107 , 	101 , 	291 , 	212 , 	88 , 	60 , 	20 , 	23 , 	18 , 	4 , 	4 , 	11 , 	4 , 	41 , 	4 , 	4 , 	33 , 	7 ," 	1,912 ",,,,,,,,,,,
19, 	23 , 	30 , 	26 , 	30 , 	126 , 	70 , 	32 , 	2 , 	13 , 	10 , 	43 , 	57 , 	27 , 	28 , 	20 , 	9 , 	13 , 	29 , 	17 , 	11 , 	18 , 	8 , 	7 , 	27 , 	22 , 	64 , 	78 , 	188 , 	159 , 	61 , 	46 , 	15 , 	14 , 	13 , 	6 , 	2 , 	15 , 	5 , 	23 , 	3 , 	2 , 	16 , 	7 ," 	1,411 ",,,,,,,,,,,
12, 	50 , 	80 , 	54 , 	47 , 	176 , 	85 , 	52 , 	12 , 	8 , 	17 , 	65 , 	113 , 	68 , 	75 , 	48 , 	28 , 	49 , 	69 , 	39 , 	36 , 	41 , 	19 , 	20 , 	43 , 	32 , 	150 , 	164 , 	451 , 	206 , 	76 , 	64 , 	33 , 	38 , 	32 , 	18 , 	9 , 	18 , 	7 , 	41 , 	7 , 	3 , 	51 , 	15 ," 	2,705 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	18 , 	24 , 	24 , 	23 , 	73 , 	38 , 	15 , 	11 , 	21 , 	5 , 	87 , 	82 , 	70 , 	76 , 	30 , 	14 , 	32 , 	54 , 	5 , 	9 , 	8 , 	2 , 	3 , 	8 , 	22 , 	100 , 	91 , 	286 , 	161 , 	63 , 	58 , 	20 , 	21 , 	18 , 	4 , 	27 , 	40 , 	2 , 	9 , 	1 , 	1 , 	11 , 	2 ," 	1,664 ",,,Dtwn SF," 	1,249 "," 	3,691 "," 	9,908 "," 	3,467 "," 	3,648 "," 	5,398 "," 	2,256 "," 	27,361 "
