Exit stations,Entry stations->,,WEEKDAY,,,Nov 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	27 , 	130 , 	94 , 	71 , 	453 , 	100 , 	148 , 	160 , 	191 , 	46 , 	83 , 	61 , 	39 , 	25 , 	36 , 	17 , 	16 , 	25 , 	22 , 	14 , 	24 , 	7 , 	10 , 	22 , 	26 , 	445 , 	440 , 	495 , 	372 , 	222 , 	219 , 	52 , 	76 , 	113 , 	19 , 	6 , 	13 , 	4 , 	18 , 	15 , 	24 , 	59 , 	27 , 	7 , 	15 , 	20 , 	-   , 	-   , 	13 , 	10 ," 	4,531 ",,,,,,,,,,,,,
EN, 	134 , 	28 , 	90 , 	91 , 	827 , 	126 , 	247 , 	446 , 	566 , 	100 , 	97 , 	104 , 	59 , 	40 , 	65 , 	27 , 	32 , 	41 , 	29 , 	20 , 	27 , 	9 , 	14 , 	31 , 	36 , 	899 , 	915 , 	876 , 	754 , 	303 , 	219 , 	89 , 	122 , 	160 , 	29 , 	9 , 	21 , 	5 , 	13 , 	34 , 	45 , 	132 , 	65 , 	12 , 	36 , 	45 , 	-   , 	-   , 	8 , 	13 ," 	8,091 ",,,,,,,,,,,,,
EP, 	93 , 	90 , 	12 , 	52 , 	726 , 	75 , 	132 , 	286 , 	326 , 	76 , 	47 , 	39 , 	29 , 	16 , 	29 , 	7 , 	15 , 	26 , 	21 , 	19 , 	20 , 	7 , 	5 , 	31 , 	13 , 	556 , 	602 , 	413 , 	435 , 	143 , 	69 , 	30 , 	40 , 	62 , 	3 , 	4 , 	12 , 	4 , 	9 , 	9 , 	13 , 	69 , 	32 , 	5 , 	26 , 	25 , 	-   , 	-   , 	5 , 	4 ," 	4,759 ",,,,,,,,,,,,,
NB, 	76 , 	86 , 	51 , 	15 , 	202 , 	51 , 	88 , 	247 , 	251 , 	63 , 	62 , 	35 , 	31 , 	16 , 	33 , 	8 , 	16 , 	23 , 	21 , 	26 , 	19 , 	7 , 	10 , 	15 , 	13 , 	617 , 	599 , 	376 , 	478 , 	164 , 	95 , 	30 , 	39 , 	44 , 	6 , 	6 , 	14 , 	4 , 	5 , 	6 , 	9 , 	91 , 	31 , 	4 , 	33 , 	25 , 	-   , 	-   , 	3 , 	7 ," 	4,147 ",,,,,,,,,,,,,
BK, 	494 , 	890 , 	740 , 	208 , 	54 , 	330 , 	353 , 	575 , 	526 , 	246 , 	289 , 	169 , 	202 , 	146 , 	145 , 	80 , 	153 , 	140 , 	112 , 	142 , 	111 , 	60 , 	48 , 	42 , 	76 , 	946 , 	887 , 	661 , 	706 , 	315 , 	246 , 	138 , 	117 , 	120 , 	39 , 	66 , 	120 , 	36 , 	76 , 	38 , 	41 , 	128 , 	140 , 	42 , 	61 , 	155 , 	-   , 	-   , 	34 , 	54 ," 	11,496 ",,,,,,,,,,,,,
AS, 	105 , 	121 , 	80 , 	61 , 	292 , 	16 , 	92 , 	256 , 	257 , 	85 , 	98 , 	61 , 	51 , 	33 , 	35 , 	22 , 	34 , 	28 , 	22 , 	25 , 	20 , 	6 , 	6 , 	13 , 	25 , 	688 , 	736 , 	432 , 	503 , 	241 , 	117 , 	34 , 	45 , 	42 , 	11 , 	10 , 	19 , 	6 , 	12 , 	11 , 	14 , 	54 , 	37 , 	10 , 	24 , 	38 , 	-   , 	-   , 	4 , 	13 ," 	4,947 ",,,,,,,,,,,,,
MA, 	167 , 	245 , 	130 , 	84 , 	340 , 	94 , 	51 , 	237 , 	259 , 	76 , 	155 , 	137 , 	122 , 	79 , 	93 , 	46 , 	80 , 	77 , 	143 , 	165 , 	148 , 	60 , 	37 , 	63 , 	39 ," 	1,142 "," 	1,228 ", 	821 , 	928 , 	414 , 	216 , 	83 , 	91 , 	97 , 	30 , 	32 , 	62 , 	36 , 	139 , 	26 , 	29 , 	111 , 	67 , 	23 , 	28 , 	72 , 	-   , 	-   , 	54 , 	119 ," 	8,974 ",,,,,,,,,,,,,
19, 	180 , 	470 , 	293 , 	257 , 	523 , 	266 , 	225 , 	46 , 	67 , 	39 , 	194 , 	166 , 	241 , 	212 , 	202 , 	143 , 	207 , 	246 , 	294 , 	370 , 	308 , 	166 , 	120 , 	182 , 	63 ," 	1,527 "," 	1,634 "," 	1,026 "," 	1,049 ", 	470 , 	343 , 	162 , 	155 , 	151 , 	82 , 	79 , 	217 , 	127 , 	174 , 	69 , 	66 , 	94 , 	128 , 	104 , 	34 , 	218 , 	-   , 	-   , 	59 , 	141 ," 	13,591 ",,,,,,,,,,,,,
12, 	206 , 	584 , 	317 , 	256 , 	442 , 	238 , 	238 , 	51 , 	51 , 	36 , 	220 , 	241 , 	345 , 	312 , 	287 , 	187 , 	233 , 	272 , 	315 , 	465 , 	328 , 	154 , 	115 , 	173 , 	83 ," 	1,309 "," 	1,308 ", 	940 , 	956 , 	345 , 	317 , 	182 , 	186 , 	229 , 	122 , 	113 , 	296 , 	137 , 	237 , 	103 , 	91 , 	129 , 	156 , 	131 , 	51 , 	206 , 	-   , 	-   , 	69 , 	191 ," 	13,954 ",,,,,,,,,,,,,
LM, 	42 , 	98 , 	69 , 	71 , 	237 , 	87 , 	71 , 	38 , 	39 , 	23 , 	164 , 	244 , 	310 , 	252 , 	163 , 	81 , 	113 , 	116 , 	33 , 	28 , 	20 , 	8 , 	9 , 	39 , 	37 , 	972 ," 	1,073 ", 	729 , 	674 , 	269 , 	161 , 	61 , 	95 , 	111 , 	7 , 	127 , 	205 , 	8 , 	21 , 	14 , 	17 , 	34 , 	14 , 	100 , 	22 , 	103 , 	-   , 	-   , 	11 , 	23 ," 	7,248 ",,,,,,,,,,,,,
