Exit stations,Entry stations->,,SATURDAY,,,Nov 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	6 , 	5 , 	1 , 	0 , 	5 , 	2 , 	10 , 	7 , 	9 , 	3 , 	7 , 	10 , 	3 , 	1 , 	4 , 	0 , 	1 , 	1 , 	43 , 	12 , 	16 , 	5 , 	2 , 	6 , 	3 , 	15 , 	12 , 	47 , 	14 , 	5 , 	7 , 	6 , 	7 , 	5 , 	3 , 	0 , 	0 , 	6 , 	9 , 	2 , 	3 , 	12 , 	2 , 	1 , 	4 , 	3 , 	-   , 	-   , 	3 , 	12 , 	342 ,,,,,,,,,,
AN, 	6 , 	10 , 	3 , 	3 , 	21 , 	6 , 	27 , 	13 , 	23 , 	6 , 	19 , 	16 , 	9 , 	5 , 	7 , 	5 , 	4 , 	5 , 	50 , 	22 , 	39 , 	8 , 	4 , 	16 , 	9 , 	66 , 	47 , 	132 , 	55 , 	27 , 	22 , 	17 , 	17 , 	20 , 	9 , 	3 , 	3 , 	8 , 	13 , 	9 , 	12 , 	56 , 	6 , 	1 , 	14 , 	7 , 	-   , 	-   , 	11 , 	7 , 	900 ,,,,,,,,,,
Entries," 	2,017 "," 	3,051 "," 	2,151 "," 	2,020 "," 	6,922 "," 	2,230 "," 	3,368 "," 	3,935 "," 	3,655 "," 	2,603 "," 	4,359 "," 	2,213 "," 	2,330 "," 	2,247 "," 	1,579 ", 	945 ," 	1,307 "," 	1,471 "," 	1,701 "," 	1,617 "," 	2,004 "," 	1,049 "," 	1,164 "," 	2,441 "," 	4,020 "," 	8,953 "," 	6,937 "," 	18,978 "," 	8,314 "," 	6,274 "," 	6,579 "," 	3,114 "," 	4,608 "," 	3,770 "," 	1,239 "," 	1,028 "," 	2,395 ", 	470 ," 	1,123 ", 	926 ," 	1,237 "," 	4,630 "," 	2,191 "," 	1,129 ", 	888 ," 	1,448 ", 	-   , 	-   , 	332 , 	813 ," 	149,774 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
