Exit stations,Entry stations->,,SUNDAY,,,Nov 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	46 , 	45 , 	22 , 	31 , 	117 , 	56 , 	58 , 	53 , 	48 , 	107 , 	21 , 	283 , 	93 , 	115 , 	64 , 	38 , 	29 , 	30 , 	21 , 	8 , 	14 , 	6 , 	6 , 	18 , 	29 , 	140 , 	107 , 	283 , 	134 , 	79 , 	60 , 	19 , 	23 , 	22 , 	6 , 	16 , 	46 , 	2 , 	11 , 	3 , 	9 , 	40 , 	7 , 	39 , 	16 , 	32 , 	-   , 	-   , 	5 , 	10 ," 	2,460 ",,,,,,,,,,,
CL, 	74 , 	236 , 	102 , 	51 , 	85 , 	54 , 	132 , 	102 , 	185 , 	162 , 	260 , 	26 , 	441 , 	340 , 	204 , 	123 , 	183 , 	276 , 	100 , 	96 , 	108 , 	68 , 	66 , 	41 , 	54 , 	247 , 	156 , 	436 , 	157 , 	55 , 	70 , 	40 , 	29 , 	75 , 	12 , 	163 , 	801 , 	42 , 	72 , 	15 , 	25 , 	64 , 	26 , 	225 , 	247 , 	383 , 	-   , 	-   , 	7 , 	60 ," 	6,968 ",,,,,,,,,,,
SL, 	16 , 	21 , 	13 , 	16 , 	53 , 	19 , 	28 , 	46 , 	59 , 	105 , 	94 , 	412 , 	13 , 	73 , 	36 , 	21 , 	25 , 	18 , 	8 , 	7 , 	6 , 	2 , 	1 , 	11 , 	12 , 	97 , 	82 , 	212 , 	88 , 	32 , 	29 , 	14 , 	16 , 	16 , 	4 , 	15 , 	28 , 	3 , 	5 , 	3 , 	4 , 	32 , 	5 , 	28 , 	6 , 	30 , 	-   , 	-   , 	2 , 	6 ," 	1,864 ",,,,,,,,,,,
BF, 	12 , 	17 , 	13 , 	7 , 	42 , 	13 , 	34 , 	35 , 	61 , 	104 , 	120 , 	339 , 	59 , 	14 , 	46 , 	30 , 	37 , 	39 , 	6 , 	2 , 	4 , 	2 , 	3 , 	7 , 	12 , 	105 , 	88 , 	206 , 	69 , 	32 , 	19 , 	13 , 	14 , 	13 , 	5 , 	28 , 	44 , 	1 , 	5 , 	3 , 	3 , 	26 , 	3 , 	42 , 	11 , 	30 , 	-   , 	-   , 	3 , 	3 ," 	1,817 ",,,,,,,,,,,
HY, 	16 , 	17 , 	11 , 	9 , 	40 , 	18 , 	30 , 	34 , 	35 , 	42 , 	76 , 	195 , 	43 , 	48 , 	17 , 	37 , 	36 , 	54 , 	7 , 	6 , 	3 , 	2 , 	3 , 	8 , 	12 , 	68 , 	46 , 	151 , 	45 , 	24 , 	17 , 	8 , 	11 , 	12 , 	3 , 	11 , 	21 , 	4 , 	6 , 	3 , 	3 , 	15 , 	2 , 	16 , 	12 , 	42 , 	-   , 	-   , 	1 , 	7 ," 	1,322 ",,,,,,,,,,,
SH, 	5 , 	10 , 	4 , 	7 , 	21 , 	9 , 	9 , 	13 , 	15 , 	22 , 	34 , 	108 , 	23 , 	30 , 	30 , 	11 , 	18 , 	25 , 	5 , 	3 , 	2 , 	1 , 	1 , 	3 , 	6 , 	49 , 	34 , 	74 , 	22 , 	16 , 	9 , 	4 , 	6 , 	7 , 	4 , 	5 , 	15 , 	1 , 	3 , 	3 , 	4 , 	17 , 	1 , 	7 , 	6 , 	30 , 	-   , 	-   , 	1 , 	2 , 	731 ,,,,,,,,,,,
UC, 	7 , 	9 , 	4 , 	6 , 	43 , 	12 , 	13 , 	14 , 	30 , 	27 , 	28 , 	154 , 	19 , 	31 , 	49 , 	24 , 	19 , 	29 , 	3 , 	4 , 	4 , 	3 , 	1 , 	3 , 	5 , 	63 , 	43 , 	109 , 	54 , 	14 , 	10 , 	7 , 	5 , 	10 , 	2 , 	4 , 	18 , 	1 , 	3 , 	1 , 	3 , 	19 , 	4 , 	8 , 	14 , 	34 , 	-   , 	-   , 	1 , 	5 , 	965 ,,,,,,,,,,,
FM, 	12 , 	10 , 	6 , 	11 , 	67 , 	11 , 	16 , 	17 , 	30 , 	37 , 	28 , 	256 , 	21 , 	35 , 	55 , 	29 , 	22 , 	23 , 	6 , 	4 , 	4 , 	1 , 	2 , 	4 , 	4 , 	78 , 	51 , 	129 , 	55 , 	23 , 	13 , 	6 , 	9 , 	10 , 	3 , 	6 , 	20 , 	1 , 	3 , 	1 , 	2 , 	26 , 	1 , 	7 , 	14 , 	46 , 	-   , 	-   , 	1 , 	3 ," 	1,213 ",,,,,,,,,,,
CN, 	10 , 	11 , 	7 , 	6 , 	29 , 	10 , 	26 , 	23 , 	27 , 	16 , 	19 , 	87 , 	8 , 	7 , 	7 , 	4 , 	4 , 	5 , 	17 , 	39 , 	100 , 	40 , 	14 , 	26 , 	11 , 	96 , 	59 , 	155 , 	73 , 	36 , 	21 , 	13 , 	10 , 	20 , 	7 , 	2 , 	4 , 	19 , 	59 , 	7 , 	11 , 	100 , 	5 , 	3 , 	21 , 	11 , 	-   , 	-   , 	29 , 	34 ," 	1,343 ",,,,,,,,,,,
PH, 	5 , 	9 , 	10 , 	7 , 	24 , 	8 , 	28 , 	17 , 	33 , 	10 , 	7 , 	88 , 	7 , 	1 , 	4 , 	3 , 	2 , 	4 , 	38 , 	11 , 	58 , 	10 , 	10 , 	36 , 	4 , 	134 , 	73 , 	183 , 	110 , 	29 , 	23 , 	11 , 	6 , 	18 , 	4 , 	3 , 	3 , 	7 , 	21 , 	3 , 	9 , 	129 , 	10 , 	1 , 	38 , 	11 , 	-   , 	-   , 	6 , 	19 ," 	1,281 ",,,,,,,,,,,
WC, 	5 , 	9 , 	12 , 	10 , 	46 , 	7 , 	33 , 	29 , 	37 , 	10 , 	11 , 	101 , 	6 , 	4 , 	3 , 	3 , 	3 , 	3 , 	117 , 	54 , 	12 , 	25 , 	11 , 	50 , 	8 , 	176 , 	96 , 	194 , 	132 , 	38 , 	32 , 	13 , 	11 , 	18 , 	6 , 	0 , 	2 , 	17 , 	43 , 	5 , 	6 , 	140 , 	8 , 	1 , 	30 , 	8 , 	-   , 	-   , 	14 , 	29 ," 	1,621 ",,,,,,,,,,,
LF, 	2 , 	2 , 	2 , 	3 , 	24 , 	3 , 	12 , 	15 , 	13 , 	5 , 	7 , 	59 , 	2 , 	2 , 	1 , 	1 , 	1 , 	2 , 	44 , 	13 , 	24 , 	10 , 	6 , 	29 , 	5 , 	95 , 	53 , 	121 , 	79 , 	20 , 	16 , 	9 , 	3 , 	10 , 	2 , 	0 , 	1 , 	1 , 	17 , 	1 , 	6 , 	66 , 	6 , 	1 , 	15 , 	2 , 	-   , 	-   , 	6 , 	6 , 	817 ,,,,,,,,,,,
OR, 	2 , 	2 , 	3 , 	3 , 	22 , 	4 , 	13 , 	9 , 	17 , 	6 , 	4 , 	65 , 	1 , 	4 , 	3 , 	1 , 	2 , 	3 , 	13 , 	11 , 	12 , 	6 , 	5 , 	24 , 	2 , 	107 , 	60 , 	125 , 	82 , 	31 , 	16 , 	6 , 	5 , 	7 , 	4 , 	2 , 	2 , 	1 , 	6 , 	2 , 	2 , 	58 , 	5 , 	1 , 	11 , 	4 , 	-   , 	-   , 	1 , 	2 , 	769 ,,,,,,,,,,,
RR, 	9 , 	16 , 	10 , 	9 , 	25 , 	6 , 	27 , 	47 , 	52 , 	9 , 	16 , 	39 , 	8 , 	4 , 	6 , 	3 , 	5 , 	5 , 	24 , 	29 , 	49 , 	27 , 	21 , 	11 , 	15 , 	229 , 	124 , 	292 , 	226 , 	122 , 	85 , 	30 , 	16 , 	19 , 	4 , 	2 , 	4 , 	4 , 	7 , 	4 , 	7 , 	117 , 	18 , 	2 , 	17 , 	7 , 	-   , 	-   , 	5 , 	11 ," 	1,818 ",,,,,,,,,,,
OW, 	5 , 	14 , 	7 , 	7 , 	23 , 	16 , 	23 , 	22 , 	29 , 	10 , 	27 , 	43 , 	9 , 	9 , 	8 , 	3 , 	3 , 	1 , 	8 , 	3 , 	6 , 	4 , 	2 , 	12 , 	24 , 	407 , 	289 , 	574 , 	314 , 	202 , 	133 , 	30 , 	34 , 	31 , 	6 , 	2 , 	5 , 	2 , 	7 , 	7 , 	12 , 	117 , 	10 , 	3 , 	2 , 	5 , 	-   , 	-   , 	4 , 	9 ," 	2,517 ",,,,,,,,,,,
EM, 	158 , 	230 , 	168 , 	225 , 	591 , 	205 , 	392 , 	437 , 	465 , 	185 , 	242 , 	438 , 	161 , 	152 , 	98 , 	68 , 	112 , 	135 , 	138 , 	197 , 	259 , 	155 , 	149 , 	338 , 	694 , 	141 , 	20 , 	97 , 	68 , 	201 , 	248 , 	145 , 	200 , 	140 , 	63 , 	89 , 	288 , 	48 , 	89 , 	39 , 	51 , 	239 , 	83 , 	127 , 	74 , 	123 , 	-   , 	-   , 	23 , 	73 ," 	9,056 ",,,,,,,,,,,
MT, 	90 , 	115 , 	68 , 	82 , 	235 , 	82 , 	167 , 	166 , 	197 , 	80 , 	107 , 	132 , 	80 , 	97 , 	43 , 	27 , 	52 , 	56 , 	56 , 	78 , 	92 , 	50 , 	52 , 	115 , 	269 , 	14 , 	70 , 	32 , 	43 , 	178 , 	227 , 	143 , 	399 , 	153 , 	67 , 	27 , 	102 , 	27 , 	48 , 	47 , 	52 , 	208 , 	72 , 	39 , 	30 , 	49 , 	-   , 	-   , 	11 , 	28 ," 	4,651 ",,,,,,,,,,,
PL, 	147 , 	245 , 	126 , 	113 , 	369 , 	111 , 	221 , 	253 , 	308 , 	152 , 	220 , 	364 , 	141 , 	139 , 	102 , 	55 , 	70 , 	93 , 	117 , 	147 , 	150 , 	86 , 	102 , 	201 , 	526 , 	99 , 	20 , 	229 , 	97 , 	672 , 	781 , 	463 , 	790 , 	583 , 	192 , 	59 , 	213 , 	40 , 	111 , 	129 , 	159 , 	636 , 	192 , 	66 , 	32 , 	81 , 	-   , 	-   , 	26 , 	64 ," 	10,288 ",,,,,,,,,,,
CC, 	60 , 	96 , 	90 , 	113 , 	204 , 	100 , 	194 , 	184 , 	158 , 	77 , 	138 , 	109 , 	84 , 	62 , 	34 , 	23 , 	45 , 	46 , 	63 , 	89 , 	110 , 	77 , 	67 , 	188 , 	278 , 	51 , 	28 , 	75 , 	105 , 	245 , 	299 , 	167 , 	279 , 	191 , 	78 , 	42 , 	114 , 	25 , 	33 , 	57 , 	89 , 	313 , 	137 , 	33 , 	22 , 	46 , 	-   , 	-   , 	11 , 	36 ," 	5,158 ",,,,,,,,,,,
16, 	61 , 	55 , 	44 , 	66 , 	171 , 	80 , 	142 , 	158 , 	125 , 	60 , 	78 , 	62 , 	32 , 	27 , 	16 , 	13 , 	16 , 	21 , 	30 , 	28 , 	39 , 	21 , 	30 , 	99 , 	213 , 	177 , 	141 , 	682 , 	265 , 	102 , 	83 , 	107 , 	184 , 	134 , 	50 , 	17 , 	35 , 	10 , 	24 , 	41 , 	61 , 	168 , 	70 , 	15 , 	16 , 	18 , 	-   , 	-   , 	6 , 	16 ," 	4,102 ",,,,,,,,,,,
24, 	75 , 	59 , 	31 , 	49 , 	108 , 	59 , 	112 , 	110 , 	86 , 	48 , 	71 , 	58 , 	24 , 	23 , 	15 , 	9 , 	10 , 	17 , 	22 , 	22 , 	34 , 	18 , 	17 , 	74 , 	135 , 	217 , 	197 , 	881 , 	365 , 	83 , 	90 , 	144 , 	213 , 	181 , 	61 , 	11 , 	32 , 	9 , 	22 , 	46 , 	84 , 	212 , 	78 , 	10 , 	17 , 	18 , 	-   , 	-   , 	7 , 	12 ," 	4,266 ",,,,,,,,,,,
GP, 	21 , 	25 , 	8 , 	20 , 	49 , 	18 , 	30 , 	31 , 	39 , 	15 , 	21 , 	31 , 	14 , 	6 , 	5 , 	4 , 	7 , 	6 , 	14 , 	13 , 	16 , 	9 , 	7 , 	26 , 	39 , 	137 , 	118 , 	548 , 	154 , 	117 , 	112 , 	37 , 	25 , 	29 , 	17 , 	7 , 	15 , 	2 , 	8 , 	11 , 	33 , 	114 , 	28 , 	4 , 	10 , 	5 , 	-   , 	-   , 	4 , 	8 ," 	2,013 ",,,,,,,,,,,
BP, 	25 , 	22 , 	6 , 	9 , 	36 , 	12 , 	22 , 	27 , 	45 , 	13 , 	22 , 	20 , 	14 , 	17 , 	11 , 	5 , 	4 , 	9 , 	12 , 	6 , 	10 , 	3 , 	4 , 	16 , 	33 , 	192 , 	220 ," 	1,057 ", 	262 , 	189 , 	163 , 	31 , 	45 , 	28 , 	39 , 	5 , 	17 , 	5 , 	13 , 	13 , 	63 , 	122 , 	43 , 	4 , 	6 , 	9 , 	-   , 	-   , 	4 , 	9 ," 	2,935 ",,,,,,,,,,,
DC, 	20 , 	27 , 	14 , 	10 , 	50 , 	11 , 	22 , 	23 , 	35 , 	14 , 	22 , 	64 , 	14 , 	13 , 	6 , 	8 , 	10 , 	10 , 	18 , 	11 , 	16 , 	7 , 	5 , 	13 , 	30 , 	132 , 	127 , 	706 , 	205 , 	151 , 	137 , 	30 , 	26 , 	23 , 	21 , 	7 , 	36 , 	7 , 	13 , 	16 , 	60 , 	212 , 	59 , 	12 , 	7 , 	9 , 	-   , 	-   , 	2 , 	11 ," 	2,477 ",,,,,,,,,,,
CM, 	5 , 	14 , 	3 , 	3 , 	10 , 	2 , 	9 , 	7 , 	18 , 	5 , 	4 , 	14 , 	5 , 	6 , 	4 , 	1 , 	3 , 	2 , 	6 , 	4 , 	7 , 	1 , 	3 , 	6 , 	10 , 	68 , 	50 , 	232 , 	87 , 	60 , 	56 , 	20 , 	31 , 	15 , 	8 , 	2 , 	5 , 	1 , 	10 , 	6 , 	24 , 	121 , 	19 , 	1 , 	1 , 	5 , 	-   , 	-   , 	3 , 	8 , 	980 ,,,,,,,,,,,
CV, 	2 , 	4 , 	6 , 	4 , 	22 , 	4 , 	7 , 	15 , 	16 , 	42 , 	21 , 	161 , 	19 , 	27 , 	8 , 	5 , 	5 , 	5 , 	2 , 	1 , 	1 , 	2 , 	1 , 	2 , 	4 , 	51 , 	41 , 	80 , 	41 , 	18 , 	10 , 	7 , 	5 , 	6 , 	1 , 	6 , 	36 , 	1 , 	1 , 	2 , 	1 , 	15 , 	2 , 	51 , 	7 , 	9 , 	-   , 	-   , 	1 , 	1 , 	771 ,,,,,,,,,,,
ED, 	7 , 	13 , 	5 , 	7 , 	43 , 	6 , 	23 , 	23 , 	30 , 	49 , 	35 , 	832 , 	31 , 	49 , 	13 , 	15 , 	21 , 	18 , 	5 , 	4 , 	3 , 	1 , 	1 , 	4 , 	6 , 	202 , 	115 , 	263 , 	122 , 	43 , 	24 , 	14 , 	16 , 	24 , 	3 , 	35 , 	24 , 	0 , 	2 , 	7 , 	5 , 	85 , 	4 , 	21 , 	54 , 	32 , 	-   , 	-   , 	-   , 	2 ," 	2,334 ",,,,,,,,,,,
NC, 	2 , 	1 , 	0 , 	-   , 	6 , 	2 , 	6 , 	4 , 	6 , 	2 , 	3 , 	35 , 	4 , 	3 , 	3 , 	0 , 	-   , 	1 , 	16 , 	6 , 	19 , 	2 , 	3 , 	2 , 	1 , 	36 , 	26 , 	53 , 	30 , 	9 , 	8 , 	5 , 	3 , 	9 , 	3 , 	1 , 	-   , 	3 , 	6 , 	1 , 	4 , 	42 , 	4 , 	1 , 	7 , 	5 , 	-   , 	-   , 	4 , 	5 , 	386 ,,,,,,,,,,,
WP, 	9 , 	5 , 	5 , 	3 , 	10 , 	3 , 	20 , 	13 , 	17 , 	4 , 	12 , 	56 , 	5 , 	5 , 	3 , 	3 , 	4 , 	1 , 	65 , 	25 , 	43 , 	13 , 	4 , 	11 , 	7 , 	61 , 	44 , 	129 , 	37 , 	22 , 	22 , 	10 , 	13 , 	10 , 	8 , 	2 , 	2 , 	9 , 	12 , 	2 , 	5 , 	75 , 	4 , 	3 , 	20 , 	5 , 	-   , 	-   , 	3 , 	8 , 	843 ,,,,,,,,,,,
SS, 	8 , 	9 , 	3 , 	3 , 	13 , 	2 , 	7 , 	7 , 	11 , 	3 , 	5 , 	13 , 	3 , 	3 , 	2 , 	3 , 	1 , 	3 , 	7 , 	4 , 	6 , 	2 , 	2 , 	5 , 	7 , 	48 , 	33 , 	167 , 	59 , 	47 , 	39 , 	14 , 	11 , 	18 , 	6 , 	1 , 	7 , 	2 , 	5 , 	7 , 	18 , 	51 , 	14 , 	1 , 	3 , 	1 , 	-   , 	-   , 	2 , 	4 , 	686 ,,,,,,,,,,,
SB, 	9 , 	8 , 	5 , 	5 , 	20 , 	5 , 	7 , 	10 , 	13 , 	8 , 	10 , 	26 , 	4 , 	4 , 	3 , 	5 , 	3 , 	2 , 	9 , 	8 , 	6 , 	4 , 	3 , 	9 , 	14 , 	52 , 	50 , 	183 , 	95 , 	65 , 	77 , 	35 , 	61 , 	66 , 	22 , 	0 , 	4 , 	3 , 	8 , 	21 , 	12 , 	57 , 	16 , 	2 , 	4 , 	3 , 	-   , 	-   , 	4 , 	8 ," 	1,042 ",,,,,,,,,,,
SO, 	29 , 	58 , 	38 , 	53 , 	86 , 	29 , 	78 , 	50 , 	78 , 	11 , 	24 , 	51 , 	17 , 	12 , 	9 , 	9 , 	8 , 	13 , 	57 , 	66 , 	81 , 	48 , 	33 , 	78 , 	78 , 	140 , 	179 , 	667 , 	242 , 	122 , 	83 , 	49 , 	68 , 	133 , 	81 , 	7 , 	50 , 	18 , 	56 , 	31 , 	24 , 	36 , 	120 , 	16 , 	13 , 	5 , 	-   , 	-   , 	7 , 	36 ," 	3,271 ",,,,,,,,,,,
MB, 	8 , 	9 , 	7 , 	9 , 	46 , 	7 , 	13 , 	15 , 	20 , 	5 , 	7 , 	19 , 	5 , 	4 , 	2 , 	1 , 	2 , 	1 , 	7 , 	7 , 	9 , 	5 , 	3 , 	13 , 	13 , 	69 , 	60 , 	218 , 	136 , 	69 , 	49 , 	25 , 	42 , 	41 , 	16 , 	2 , 	5 , 	2 , 	5 , 	12 , 	12 , 	226 , 	28 , 	3 , 	3 , 	1 , 	-   , 	-   , 	1 , 	7 ," 	1,267 ",,,,,,,,,,,
WD, 	4 , 	3 , 	5 , 	5 , 	20 , 	5 , 	7 , 	12 , 	10 , 	26 , 	35 , 	217 , 	31 , 	44 , 	16 , 	12 , 	10 , 	9 , 	2 , 	1 , 	1 , 	1 , 	0 , 	2 , 	3 , 	92 , 	37 , 	103 , 	42 , 	14 , 	10 , 	4 , 	9 , 	11 , 	1 , 	53 , 	22 , 	1 , 	2 , 	1 , 	2 , 	27 , 	2 , 	10 , 	26 , 	11 , 	-   , 	-   , 	1 , 	2 , 	958 ,,,,,,,,,,,
OA, 	3 , 	12 , 	12 , 	15 , 	42 , 	11 , 	12 , 	11 , 	21 , 	10 , 	6 , 	258 , 	2 , 	2 , 	3 , 	2 , 	8 , 	7 , 	9 , 	16 , 	11 , 	12 , 	7 , 	6 , 	2 , 	38 , 	25 , 	60 , 	20 , 	5 , 	4 , 	5 , 	4 , 	5 , 	1 , 	2 , 	21 , 	4 , 	8 , 	1 , 	1 , 	16 , 	1 , 	10 , 	23 , 	5 , 	-   , 	-   , 	1 , 	8 , 	765 ,,,,,,,,,,,
WS, 	13 , 	30 , 	13 , 	19 , 	124 , 	26 , 	29 , 	25 , 	31 , 	38 , 	37 , 	332 , 	29 , 	35 , 	36 , 	29 , 	32 , 	36 , 	12 , 	12 , 	10 , 	2 , 	5 , 	10 , 	8 , 	82 , 	47 , 	129 , 	54 , 	32 , 	16 , 	6 , 	9 , 	12 , 	2 , 	7 , 	25 , 	5 , 	7 , 	1 , 	2 , 	14 , 	1 , 	9 , 	9 , 	22 , 	-   , 	-   , 	2 , 	7 ," 	1,464 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	3 , 	3 , 	1 , 	1 , 	6 , 	2 , 	11 , 	6 , 	3 , 	3 , 	7 , 	11 , 	2 , 	2 , 	4 , 	1 , 	2 , 	1 , 	33 , 	9 , 	13 , 	5 , 	1 , 	3 , 	2 , 	16 , 	7 , 	40 , 	15 , 	5 , 	5 , 	4 , 	2 , 	3 , 	4 , 	1 , 	1 , 	5 , 	5 , 	2 , 	4 , 	12 , 	1 , 	-   , 	2 , 	2 , 	-   , 	-   , 	2 , 	9 , 	275 ,,,,,,,,,,,
