Exit stations,Entry stations->,,SUNDAY,,,Jun 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	43 , 	58 , 	27 , 	123 , 	56 , 	59 , 	32 , 	42 , 	27 , 	57 , 	46 , 	11 , 	16 , 	14 , 	9 , 	8 , 	16 , 	11 , 	5 , 	7 , 	2 , 	2 , 	11 , 	18 , 	82 , 	47 , 	169 , 	124 , 	55 , 	56 , 	16 , 	25 , 	15 , 	5 , 	6 , 	9 , 	4 , 	24 , 	6 , 	7 , 	23 , 	13 ," 	1,388 ",,,Eastbay," 	27,360 ",,SF CBD," 	93,129 ",65.1%,,,
EN, 	46 , 	8 , 	51 , 	40 , 	209 , 	83 , 	81 , 	41 , 	88 , 	34 , 	70 , 	124 , 	25 , 	29 , 	22 , 	17 , 	18 , 	35 , 	20 , 	9 , 	12 , 	5 , 	4 , 	15 , 	17 , 	181 , 	115 , 	402 , 	372 , 	65 , 	65 , 	23 , 	35 , 	30 , 	17 , 	7 , 	15 , 	2 , 	30 , 	6 , 	13 , 	49 , 	22 ," 	2,549 ",,,Westbay," 	46,052 ",,non-CBD," 	45,151 ",31.6%,,,
EP, 	51 , 	47 , 	7 , 	32 , 	228 , 	61 , 	43 , 	35 , 	45 , 	31 , 	32 , 	67 , 	13 , 	8 , 	8 , 	7 , 	10 , 	22 , 	8 , 	6 , 	15 , 	6 , 	5 , 	21 , 	7 , 	137 , 	80 , 	263 , 	253 , 	44 , 	26 , 	8 , 	13 , 	14 , 	2 , 	6 , 	8 , 	2 , 	8 , 	1 , 	3 , 	43 , 	10 ," 	1,732 ",,,Transbay," 	69,682 ",,,,,,,
NB, 	29 , 	37 , 	31 , 	5 , 	61 , 	43 , 	44 , 	34 , 	69 , 	29 , 	39 , 	61 , 	15 , 	17 , 	7 , 	5 , 	7 , 	27 , 	9 , 	6 , 	12 , 	7 , 	4 , 	11 , 	8 , 	197 , 	125 , 	307 , 	319 , 	98 , 	77 , 	20 , 	14 , 	16 , 	5 , 	4 , 	10 , 	3 , 	9 , 	3 , 	4 , 	78 , 	11 ," 	1,917 ",,,,,,,,,,,
BK, 	137 , 	194 , 	211 , 	64 , 	17 , 	147 , 	140 , 	148 , 	160 , 	62 , 	105 , 	236 , 	48 , 	40 , 	28 , 	21 , 	30 , 	185 , 	32 , 	25 , 	40 , 	20 , 	16 , 	26 , 	41 , 	361 , 	230 , 	819 , 	620 , 	175 , 	125 , 	55 , 	33 , 	47 , 	5 , 	16 , 	45 , 	5 , 	17 , 	10 , 	8 , 	245 , 	71 ," 	5,051 ",,,,,,,,,,,
AS, 	60 , 	79 , 	62 , 	48 , 	111 , 	8 , 	79 , 	75 , 	88 , 	52 , 	88 , 	97 , 	26 , 	28 , 	23 , 	16 , 	17 , 	33 , 	10 , 	6 , 	15 , 	7 , 	4 , 	6 , 	33 , 	136 , 	95 , 	261 , 	322 , 	128 , 	88 , 	17 , 	24 , 	17 , 	7 , 	6 , 	14 , 	3 , 	24 , 	3 , 	2 , 	43 , 	12 ," 	2,268 ",,,,,,,,,,,
MA, 	58 , 	81 , 	47 , 	45 , 	129 , 	84 , 	12 , 	47 , 	71 , 	28 , 	77 , 	121 , 	34 , 	46 , 	33 , 	17 , 	15 , 	29 , 	38 , 	28 , 	34 , 	13 , 	17 , 	28 , 	32 , 	285 , 	161 , 	504 , 	594 , 	193 , 	127 , 	34 , 	30 , 	25 , 	8 , 	8 , 	18 , 	7 , 	53 , 	6 , 	6 , 	83 , 	19 ," 	3,321 ",,,,,,,,,,,
19, 	28 , 	42 , 	33 , 	41 , 	122 , 	80 , 	46 , 	7 , 	16 , 	17 , 	39 , 	64 , 	27 , 	27 , 	24 , 	13 , 	12 , 	25 , 	20 , 	19 , 	24 , 	10 , 	11 , 	45 , 	22 , 	133 , 	113 , 	286 , 	282 , 	116 , 	81 , 	22 , 	20 , 	17 , 	3 , 	7 , 	12 , 	6 , 	27 , 	4 , 	5 , 	47 , 	14 ," 	2,005 ",,,,,,,,,,,
12, 	46 , 	73 , 	42 , 	53 , 	126 , 	67 , 	49 , 	19 , 	8 , 	14 , 	60 , 	103 , 	51 , 	68 , 	44 , 	23 , 	26 , 	54 , 	34 , 	24 , 	40 , 	17 , 	22 , 	42 , 	40 , 	207 , 	153 , 	458 , 	289 , 	96 , 	56 , 	30 , 	39 , 	29 , 	18 , 	10 , 	20 , 	4 , 	46 , 	7 , 	13 , 	81 , 	23 ," 	2,719 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	30 , 	37 , 	33 , 	29 , 	65 , 	42 , 	30 , 	11 , 	12 , 	6 , 	105 , 	95 , 	76 , 	91 , 	32 , 	32 , 	28 , 	45 , 	6 , 	10 , 	10 , 	3 , 	5 , 	16 , 	28 , 	180 , 	143 , 	403 , 	325 , 	121 , 	95 , 	26 , 	35 , 	21 , 	5 , 	39 , 	56 , 	1 , 	9 , 	4 , 	4 , 	29 , 	8 ," 	2,379 ",,,Dtwn SF," 	2,321 "," 	6,426 "," 	12,771 "," 	5,913 "," 	6,370 "," 	8,578 "," 	5,181 "," 	47,560 "
