Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Apr 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	90 , 	93 , 	53 , 	213 , 	92 , 	78 , 	41 , 	63 , 	15 , 	87 , 	77 , 	22 , 	36 , 	26 , 	13 , 	9 , 	19 , 	20 , 	7 , 	13 , 	5 , 	6 , 	10 , 	17 , 	101 , 	75 , 	243 , 	111 , 	88 , 	103 , 	15 , 	38 , 	26 , 	9 , 	4 , 	16 , 	2 , 	34 , 	8 , 	6 , 	13 , 	10 ," 	2,010 ",,,Eastbay," 	43,588 ",,SF CBD," 	108,270 ",59.7%,,,
EN, 	115 , 	11 , 	93 , 	59 , 	456 , 	137 , 	132 , 	72 , 	163 , 	36 , 	129 , 	174 , 	33 , 	36 , 	42 , 	20 , 	24 , 	46 , 	32 , 	15 , 	20 , 	8 , 	9 , 	18 , 	24 , 	259 , 	221 , 	696 , 	202 , 	87 , 	115 , 	32 , 	63 , 	56 , 	22 , 	10 , 	15 , 	6 , 	30 , 	15 , 	13 , 	41 , 	19 ," 	3,799 ",,,Westbay," 	58,416 ",,non-CBD," 	68,464 ",37.8%,,,
EP, 	101 , 	84 , 	5 , 	38 , 	403 , 	85 , 	68 , 	60 , 	118 , 	34 , 	48 , 	78 , 	12 , 	14 , 	13 , 	6 , 	9 , 	30 , 	16 , 	16 , 	15 , 	5 , 	8 , 	23 , 	9 , 	162 , 	121 , 	348 , 	135 , 	45 , 	43 , 	18 , 	21 , 	20 , 	3 , 	6 , 	8 , 	2 , 	13 , 	2 , 	3 , 	37 , 	12 ," 	2,290 ",,,Transbay," 	79,262 ",,,,,,,
NB, 	53 , 	56 , 	44 , 	6 , 	131 , 	57 , 	58 , 	54 , 	100 , 	25 , 	76 , 	82 , 	15 , 	22 , 	12 , 	8 , 	7 , 	20 , 	8 , 	11 , 	14 , 	7 , 	9 , 	14 , 	10 , 	214 , 	158 , 	353 , 	217 , 	86 , 	74 , 	19 , 	12 , 	23 , 	3 , 	4 , 	14 , 	2 , 	12 , 	3 , 	3 , 	47 , 	11 ," 	2,148 ",,,,,,,,,,,
BK, 	234 , 	462 , 	411 , 	158 , 	17 , 	280 , 	279 , 	208 , 	325 , 	141 , 	227 , 	274 , 	112 , 	100 , 	85 , 	46 , 	103 , 	384 , 	69 , 	85 , 	96 , 	55 , 	59 , 	45 , 	56 , 	523 , 	367 ," 	1,309 ", 	533 , 	215 , 	188 , 	85 , 	73 , 	127 , 	14 , 	45 , 	141 , 	26 , 	55 , 	16 , 	19 , 	88 , 	107 ," 	8,236 ",,,,,,,,,,,
AS, 	96 , 	129 , 	71 , 	51 , 	221 , 	9 , 	100 , 	91 , 	140 , 	40 , 	109 , 	116 , 	24 , 	40 , 	38 , 	16 , 	14 , 	42 , 	15 , 	13 , 	14 , 	9 , 	7 , 	22 , 	44 , 	180 , 	143 , 	341 , 	232 , 	137 , 	102 , 	16 , 	17 , 	21 , 	4 , 	4 , 	16 , 	5 , 	18 , 	4 , 	4 , 	34 , 	12 ," 	2,755 ",,,,,,,,,,,
MA, 	83 , 	127 , 	83 , 	55 , 	255 , 	101 , 	10 , 	68 , 	95 , 	32 , 	117 , 	150 , 	47 , 	64 , 	50 , 	27 , 	15 , 	45 , 	45 , 	36 , 	40 , 	20 , 	18 , 	37 , 	47 , 	303 , 	230 , 	657 , 	319 , 	196 , 	141 , 	32 , 	33 , 	33 , 	9 , 	10 , 	28 , 	7 , 	70 , 	6 , 	9 , 	38 , 	16 ," 	3,799 ",,,,,,,,,,,
19, 	42 , 	69 , 	46 , 	51 , 	203 , 	93 , 	54 , 	5 , 	21 , 	12 , 	61 , 	76 , 	46 , 	60 , 	48 , 	17 , 	23 , 	54 , 	39 , 	32 , 	41 , 	16 , 	20 , 	65 , 	31 , 	154 , 	130 , 	328 , 	200 , 	118 , 	95 , 	28 , 	23 , 	38 , 	6 , 	12 , 	33 , 	8 , 	33 , 	7 , 	5 , 	13 , 	14 ," 	2,463 ",,,,,,,,,,,
12, 	60 , 	153 , 	105 , 	114 , 	283 , 	126 , 	90 , 	19 , 	10 , 	16 , 	112 , 	177 , 	99 , 	121 , 	87 , 	45 , 	53 , 	116 , 	68 , 	50 , 	69 , 	33 , 	43 , 	67 , 	67 , 	267 , 	226 , 	632 , 	285 , 	114 , 	99 , 	47 , 	62 , 	58 , 	17 , 	17 , 	44 , 	17 , 	67 , 	11 , 	11 , 	50 , 	25 ," 	4,229 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	16 , 	35 , 	28 , 	29 , 	133 , 	44 , 	27 , 	13 , 	18 , 	7 , 	75 , 	145 , 	111 , 	123 , 	44 , 	31 , 	51 , 	62 , 	16 , 	10 , 	13 , 	7 , 	12 , 	12 , 	17 , 	208 , 	208 , 	603 , 	222 , 	103 , 	90 , 	26 , 	40 , 	34 , 	9 , 	55 , 	70 , 	4 , 	8 , 	5 , 	5 , 	16 , 	21 ," 	2,798 ",,,Dtwn SF," 	2,516 "," 	6,931 "," 	18,558 "," 	7,555 "," 	6,989 "," 	9,614 "," 	4,425 "," 	56,587 "
