Exit stations,Entry stations->,,SATURDAY,,,Oct 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
FV, 	56 , 	89 , 	54 , 	52 , 	232 , 	70 , 	107 , 	89 , 	109 , 	79 , 	32 , 	180 , 	139 , 	197 , 	118 , 	54 , 	46 , 	105 , 	31 , 	23 , 	34 , 	15 , 	14 , 	33 , 	89 , 	428 , 	302 , 	722 , 	415 , 	209 , 	176 , 	43 , 	56 , 	50 , 	10 , 	46 , 	85 , 	9 , 	52 , 	8 , 	15 , 	55 , 	17 , 	59 , 	11 , 	-   ," 	4,818 ",,,,,,,,,,
CL, 	50 , 	84 , 	38 , 	36 , 	174 , 	57 , 	108 , 	124 , 	151 , 	126 , 	177 , 	28 , 	116 , 	173 , 	105 , 	57 , 	94 , 	207 , 	35 , 	35 , 	47 , 	23 , 	18 , 	40 , 	72 , 	362 , 	190 , 	448 , 	277 , 	141 , 	131 , 	59 , 	60 , 	119 , 	11 , 	45 , 	139 , 	11 , 	58 , 	14 , 	23 , 	32 , 	23 , 	64 , 	22 , 	-   ," 	4,407 ",,,,,,,,,,
SL, 	22 , 	36 , 	19 , 	14 , 	131 , 	24 , 	38 , 	74 , 	100 , 	137 , 	136 , 	123 , 	7 , 	101 , 	87 , 	32 , 	44 , 	63 , 	13 , 	10 , 	12 , 	4 , 	5 , 	14 , 	35 , 	305 , 	191 , 	455 , 	166 , 	67 , 	58 , 	22 , 	30 , 	25 , 	5 , 	27 , 	42 , 	4 , 	21 , 	7 , 	8 , 	34 , 	7 , 	33 , 	6 , 	-   ," 	2,794 ",,,,,,,,,,
BF, 	20 , 	34 , 	13 , 	14 , 	119 , 	28 , 	47 , 	62 , 	118 , 	135 , 	190 , 	158 , 	117 , 	15 , 	110 , 	49 , 	67 , 	136 , 	14 , 	7 , 	11 , 	2 , 	2 , 	10 , 	27 , 	280 , 	189 , 	399 , 	154 , 	56 , 	63 , 	14 , 	28 , 	25 , 	5 , 	43 , 	84 , 	0 , 	15 , 	5 , 	9 , 	24 , 	7 , 	85 , 	6 , 	-   ," 	3,000 ",,,,,,,,,,
HY, 	16 , 	45 , 	12 , 	15 , 	96 , 	18 , 	38 , 	51 , 	72 , 	61 , 	117 , 	101 , 	89 , 	110 , 	12 , 	61 , 	76 , 	145 , 	13 , 	10 , 	10 , 	3 , 	4 , 	12 , 	17 , 	199 , 	96 , 	235 , 	97 , 	43 , 	33 , 	12 , 	14 , 	24 , 	3 , 	17 , 	31 , 	4 , 	22 , 	3 , 	10 , 	15 , 	3 , 	39 , 	13 , 	-   ," 	2,117 ",,,,,,,,,,
SH, 	11 , 	18 , 	7 , 	6 , 	45 , 	8 , 	16 , 	24 , 	33 , 	31 , 	51 , 	52 , 	30 , 	51 , 	54 , 	8 , 	30 , 	78 , 	7 , 	3 , 	5 , 	1 , 	1 , 	5 , 	9 , 	115 , 	69 , 	138 , 	52 , 	23 , 	26 , 	7 , 	12 , 	18 , 	3 , 	8 , 	17 , 	1 , 	11 , 	3 , 	6 , 	13 , 	3 , 	16 , 	4 , 	-   ," 	1,126 ",,,,,,,,,,
UC, 	12 , 	18 , 	12 , 	7 , 	113 , 	12 , 	22 , 	40 , 	46 , 	38 , 	45 , 	92 , 	44 , 	69 , 	84 , 	27 , 	17 , 	78 , 	7 , 	7 , 	7 , 	3 , 	3 , 	8 , 	15 , 	235 , 	110 , 	249 , 	96 , 	34 , 	22 , 	11 , 	16 , 	26 , 	4 , 	13 , 	29 , 	2 , 	8 , 	2 , 	2 , 	19 , 	2 , 	16 , 	14 , 	-   ," 	1,739 ",,,,,,,,,,
FM, 	24 , 	48 , 	28 , 	38 , 	409 , 	39 , 	48 , 	80 , 	94 , 	79 , 	117 , 	199 , 	65 , 	122 , 	148 , 	73 , 	89 , 	34 , 	19 , 	20 , 	23 , 	8 , 	8 , 	25 , 	20 , 	571 , 	230 , 	494 , 	225 , 	71 , 	41 , 	23 , 	31 , 	47 , 	8 , 	20 , 	74 , 	5 , 	31 , 	5 , 	6 , 	33 , 	7 , 	35 , 	23 , 	-   ," 	3,839 ",,,,,,,,,,
CN, 	14 , 	23 , 	12 , 	9 , 	70 , 	16 , 	45 , 	40 , 	60 , 	13 , 	29 , 	30 , 	12 , 	12 , 	10 , 	7 , 	7 , 	19 , 	16 , 	61 , 	159 , 	48 , 	24 , 	45 , 	11 , 	268 , 	148 , 	317 , 	161 , 	59 , 	42 , 	22 , 	26 , 	31 , 	7 , 	4 , 	9 , 	22 , 	202 , 	9 , 	10 , 	86 , 	13 , 	2 , 	21 , 	-   ," 	2,251 ",,,,,,,,,,
PH, 	5 , 	14 , 	11 , 	6 , 	101 , 	11 , 	35 , 	43 , 	43 , 	10 , 	22 , 	36 , 	9 , 	4 , 	7 , 	3 , 	6 , 	16 , 	60 , 	18 , 	81 , 	30 , 	14 , 	62 , 	9 , 	367 , 	192 , 	351 , 	172 , 	57 , 	36 , 	19 , 	16 , 	26 , 	9 , 	2 , 	7 , 	13 , 	64 , 	6 , 	8 , 	120 , 	15 , 	1 , 	29 , 	-   ," 	2,165 ",,,,,,,,,,
WC, 	11 , 	20 , 	18 , 	16 , 	144 , 	18 , 	55 , 	81 , 	57 , 	9 , 	30 , 	49 , 	12 , 	11 , 	7 , 	7 , 	6 , 	18 , 	198 , 	94 , 	18 , 	40 , 	22 , 	94 , 	16 , 	504 , 	260 , 	431 , 	244 , 	80 , 	62 , 	29 , 	20 , 	37 , 	8 , 	3 , 	5 , 	24 , 	130 , 	7 , 	7 , 	145 , 	20 , 	2 , 	31 , 	-   ," 	3,100 ",,,,,,,,,,
LF, 	5 , 	8 , 	10 , 	6 , 	82 , 	8 , 	23 , 	39 , 	33 , 	4 , 	15 , 	24 , 	2 , 	2 , 	3 , 	1 , 	1 , 	6 , 	67 , 	29 , 	42 , 	9 , 	12 , 	67 , 	10 , 	298 , 	148 , 	255 , 	142 , 	42 , 	26 , 	13 , 	8 , 	9 , 	2 , 	1 , 	2 , 	7 , 	22 , 	2 , 	4 , 	76 , 	11 , 	-   , 	19 , 	-   ," 	1,593 ",,,,,,,,,,
OR, 	5 , 	6 , 	10 , 	4 , 	75 , 	6 , 	17 , 	27 , 	23 , 	6 , 	11 , 	18 , 	5 , 	1 , 	2 , 	0 , 	3 , 	5 , 	21 , 	17 , 	23 , 	15 , 	6 , 	46 , 	5 , 	268 , 	143 , 	215 , 	113 , 	36 , 	25 , 	11 , 	5 , 	8 , 	1 , 	2 , 	1 , 	3 , 	12 , 	2 , 	1 , 	54 , 	5 , 	0 , 	14 , 	-   ," 	1,275 ",,,,,,,,,,
RR, 	15 , 	28 , 	29 , 	15 , 	61 , 	13 , 	41 , 	72 , 	65 , 	17 , 	35 , 	37 , 	15 , 	10 , 	8 , 	5 , 	10 , 	21 , 	43 , 	66 , 	89 , 	69 , 	46 , 	23 , 	35 , 	442 , 	315 , 	535 , 	363 , 	194 , 	127 , 	45 , 	22 , 	28 , 	3 , 	5 , 	5 , 	9 , 	44 , 	6 , 	5 , 	112 , 	31 , 	1 , 	18 , 	-   ," 	3,175 ",,,,,,,,,,
OW, 	17 , 	30 , 	13 , 	20 , 	78 , 	41 , 	53 , 	63 , 	72 , 	24 , 	88 , 	74 , 	31 , 	33 , 	18 , 	9 , 	13 , 	19 , 	11 , 	9 , 	20 , 	10 , 	12 , 	32 , 	25 , 	762 , 	531 , 	967 , 	563 , 	320 , 	217 , 	45 , 	50 , 	36 , 	9 , 	14 , 	25 , 	4 , 	25 , 	6 , 	14 , 	60 , 	16 , 	10 , 	10 , 	-   ," 	4,499 ",,,,,,,,,,
EM, 	210 , 	503 , 	314 , 	430 ," 	1,083 ", 	386 , 	611 , 	561 , 	550 , 	448 , 	542 , 	444 , 	353 , 	347 , 	251 , 	151 , 	276 , 	671 , 	347 , 	481 , 	606 , 	376 , 	349 , 	586 , 	956 , 	106 , 	50 , 	311 , 	149 , 	499 , 	643 , 	375 , 	496 , 	516 , 	155 , 	257 , 	959 , 	148 , 	344 , 	132 , 	172 , 	471 , 	468 , 	340 , 	99 , 	-   ," 	18,520 ",,,,,,,,,,
MT, 	147 , 	352 , 	214 , 	255 , 	658 , 	233 , 	398 , 	396 , 	362 , 	345 , 	371 , 	237 , 	229 , 	225 , 	121 , 	74 , 	134 , 	260 , 	184 , 	223 , 	297 , 	168 , 	154 , 	353 , 	705 , 	57 , 	68 , 	67 , 	97 , 	428 , 	541 , 	402 , 	840 , 	430 , 	117 , 	138 , 	304 , 	79 , 	189 , 	119 , 	99 , 	322 , 	233 , 	131 , 	51 , 	-   ," 	11,808 ",,,,,,,,,,
PL, 	276 , 	578 , 	300 , 	314 ," 	1,076 ", 	318 , 	578 , 	544 , 	569 , 	495 , 	623 , 	397 , 	377 , 	361 , 	206 , 	122 , 	227 , 	439 , 	272 , 	331 , 	440 , 	245 , 	216 , 	506 , 	984 , 	325 , 	70 , 	160 , 	178 ," 	1,194 "," 	1,466 ", 	901 ," 	1,435 "," 	1,151 ", 	324 , 	213 , 	611 , 	122 , 	353 , 	287 , 	285 ," 	1,366 ", 	584 , 	228 , 	104 , 	-   ," 	22,151 ",,,,,,,,,,
CC, 	103 , 	198 , 	156 , 	285 , 	636 , 	298 , 	489 , 	469 , 	345 , 	295 , 	385 , 	260 , 	144 , 	148 , 	102 , 	49 , 	93 , 	207 , 	139 , 	158 , 	228 , 	146 , 	113 , 	368 , 	587 , 	170 , 	92 , 	196 , 	86 , 	479 , 	656 , 	335 , 	501 , 	423 , 	149 , 	89 , 	245 , 	55 , 	115 , 	131 , 	155 , 	428 , 	361 , 	113 , 	41 , 	-   ," 	11,221 ",,,,,,,,,,
16, 	90 , 	124 , 	81 , 	149 , 	360 , 	195 , 	318 , 	307 , 	198 , 	191 , 	215 , 	140 , 	69 , 	59 , 	42 , 	25 , 	28 , 	67 , 	53 , 	62 , 	76 , 	46 , 	39 , 	204 , 	362 , 	471 , 	412 ," 	1,348 ", 	515 , 	71 , 	210 , 	251 , 	390 , 	284 , 	90 , 	37 , 	73 , 	20 , 	60 , 	81 , 	96 , 	168 , 	230 , 	34 , 	18 , 	-   ," 	8,356 ",,,,,,,,,,
24, 	109 , 	131 , 	58 , 	106 , 	255 , 	123 , 	207 , 	226 , 	141 , 	128 , 	183 , 	127 , 	54 , 	50 , 	34 , 	24 , 	14 , 	43 , 	37 , 	40 , 	58 , 	31 , 	30 , 	129 , 	238 , 	531 , 	442 ," 	1,591 ", 	728 , 	200 , 	69 , 	218 , 	362 , 	245 , 	86 , 	18 , 	40 , 	12 , 	61 , 	65 , 	110 , 	152 , 	179 , 	20 , 	15 , 	-   ," 	7,723 ",,,,,,,,,,
GP, 	20 , 	35 , 	18 , 	31 , 	111 , 	32 , 	47 , 	65 , 	56 , 	31 , 	39 , 	51 , 	22 , 	15 , 	11 , 	7 , 	8 , 	18 , 	17 , 	20 , 	29 , 	13 , 	13 , 	41 , 	51 , 	302 , 	292 ," 	1,007 ", 	284 , 	218 , 	182 , 	32 , 	52 , 	54 , 	31 , 	10 , 	27 , 	6 , 	26 , 	23 , 	61 , 	85 , 	73 , 	9 , 	10 , 	-   ," 	3,588 ",,,,,,,,,,
BP, 	26 , 	47 , 	16 , 	15 , 	83 , 	25 , 	39 , 	50 , 	52 , 	36 , 	44 , 	59 , 	23 , 	26 , 	15 , 	10 , 	12 , 	24 , 	23 , 	12 , 	20 , 	7 , 	5 , 	21 , 	49 , 	406 , 	442 ," 	1,742 ", 	434 , 	335 , 	328 , 	45 , 	64 , 	44 , 	50 , 	11 , 	26 , 	6 , 	31 , 	33 , 	93 , 	87 , 	76 , 	7 , 	8 , 	-   ," 	5,007 ",,,,,,,,,,
DC, 	28 , 	46 , 	19 , 	18 , 	136 , 	19 , 	38 , 	62 , 	58 , 	29 , 	44 , 	108 , 	23 , 	21 , 	19 , 	16 , 	20 , 	39 , 	22 , 	24 , 	33 , 	8 , 	9 , 	25 , 	42 , 	432 , 	367 ," 	1,287 ", 	397 , 	262 , 	228 , 	50 , 	47 , 	36 , 	27 , 	10 , 	33 , 	8 , 	43 , 	33 , 	109 , 	187 , 	123 , 	15 , 	11 , 	-   ," 	4,614 ",,,,,,,,,,
CM, 	7 , 	17 , 	5 , 	5 , 	18 , 	5 , 	9 , 	13 , 	16 , 	6 , 	8 , 	8 , 	4 , 	7 , 	4 , 	4 , 	4 , 	4 , 	7 , 	11 , 	9 , 	3 , 	3 , 	5 , 	6 , 	126 , 	104 , 	354 , 	131 , 	86 , 	84 , 	26 , 	50 , 	26 , 	10 , 	2 , 	7 , 	3 , 	22 , 	11 , 	43 , 	110 , 	35 , 	2 , 	2 , 	-   ," 	1,421 ",,,,,,,,,,
CV, 	4 , 	7 , 	6 , 	3 , 	47 , 	4 , 	10 , 	19 , 	15 , 	64 , 	43 , 	51 , 	27 , 	51 , 	17 , 	8 , 	7 , 	22 , 	7 , 	3 , 	3 , 	1 , 	2 , 	3 , 	13 , 	198 , 	116 , 	238 , 	99 , 	35 , 	21 , 	9 , 	9 , 	13 , 	3 , 	7 , 	57 , 	1 , 	4 , 	3 , 	4 , 	16 , 	5 , 	70 , 	9 , 	-   ," 	1,355 ",,,,,,,,,,
ED, 	8 , 	16 , 	8 , 	10 , 	122 , 	12 , 	18 , 	30 , 	24 , 	64 , 	85 , 	136 , 	40 , 	97 , 	39 , 	20 , 	30 , 	75 , 	7 , 	5 , 	6 , 	2 , 	2 , 	9 , 	27 , 	812 , 	298 , 	593 , 	269 , 	76 , 	46 , 	26 , 	32 , 	42 , 	5 , 	58 , 	27 , 	2 , 	9 , 	9 , 	6 , 	108 , 	10 , 	35 , 	58 , 	-   ," 	3,415 ",,,,,,,,,,
NC, 	3 , 	3 , 	1 , 	2 , 	22 , 	4 , 	12 , 	16 , 	12 , 	3 , 	10 , 	11 , 	3 , 	2 , 	3 , 	1 , 	2 , 	7 , 	22 , 	6 , 	19 , 	6 , 	2 , 	11 , 	5 , 	121 , 	68 , 	132 , 	60 , 	19 , 	12 , 	8 , 	7 , 	10 , 	3 , 	2 , 	2 , 	6 , 	20 , 	3 , 	4 , 	40 , 	2 , 	1 , 	11 , 	-   , 	722 ,,,,,,,,,,
WP, 	29 , 	33 , 	9 , 	11 , 	76 , 	15 , 	88 , 	58 , 	69 , 	10 , 	44 , 	64 , 	18 , 	23 , 	22 , 	9 , 	10 , 	27 , 	200 , 	69 , 	131 , 	20 , 	14 , 	42 , 	30 , 	295 , 	162 , 	426 , 	167 , 	62 , 	75 , 	35 , 	39 , 	53 , 	25 , 	3 , 	10 , 	25 , 	44 , 	14 , 	25 , 	134 , 	17 , 	4 , 	24 , 	-   ," 	2,763 ",,,,,,,,,,
SS, 	4 , 	11 , 	2 , 	5 , 	31 , 	4 , 	6 , 	11 , 	10 , 	2 , 	9 , 	11 , 	5 , 	3 , 	3 , 	2 , 	2 , 	5 , 	7 , 	7 , 	9 , 	4 , 	3 , 	5 , 	5 , 	101 , 	92 , 	281 , 	104 , 	59 , 	63 , 	20 , 	29 , 	37 , 	9 , 	2 , 	6 , 	2 , 	12 , 	8 , 	25 , 	40 , 	15 , 	3 , 	3 , 	-   ," 	1,080 ",,,,,,,,,,
SB, 	15 , 	20 , 	7 , 	4 , 	34 , 	5 , 	12 , 	14 , 	23 , 	8 , 	15 , 	25 , 	8 , 	10 , 	10 , 	7 , 	2 , 	5 , 	8 , 	8 , 	10 , 	4 , 	3 , 	7 , 	11 , 	154 , 	96 , 	330 , 	149 , 	90 , 	110 , 	56 , 	91 , 	127 , 	42 , 	4 , 	6 , 	4 , 	22 , 	21 , 	17 , 	58 , 	28 , 	4 , 	2 , 	-   ," 	1,687 ",,,,,,,,,,
SO, 	32 , 	73 , 	45 , 	58 , 	119 , 	41 , 	71 , 	55 , 	70 , 	28 , 	36 , 	25 , 	28 , 	22 , 	14 , 	10 , 	15 , 	27 , 	68 , 	91 , 	108 , 	57 , 	40 , 	87 , 	67 , 	299 , 	215 ," 	1,014 ", 	303 , 	136 , 	110 , 	58 , 	76 , 	173 , 	84 , 	13 , 	83 , 	35 , 	110 , 	36 , 	43 , 	62 , 	235 , 	22 , 	23 , 	-   ," 	4,419 ",,,,,,,,,,
MB, 	12 , 	17 , 	14 , 	21 , 	154 , 	19 , 	29 , 	40 , 	33 , 	10 , 	18 , 	20 , 	6 , 	10 , 	4 , 	3 , 	2 , 	7 , 	11 , 	13 , 	20 , 	11 , 	8 , 	30 , 	15 , 	357 , 	210 , 	618 , 	332 , 	182 , 	144 , 	70 , 	86 , 	140 , 	39 , 	2 , 	9 , 	3 , 	15 , 	19 , 	21 , 	257 , 	31 , 	4 , 	6 , 	-   ," 	3,071 ",,,,,,,,,,
WD, 	5 , 	10 , 	7 , 	6 , 	47 , 	8 , 	10 , 	13 , 	12 , 	40 , 	68 , 	70 , 	40 , 	102 , 	40 , 	16 , 	22 , 	37 , 	2 , 	2 , 	3 , 	0 , 	1 , 	3 , 	11 , 	295 , 	133 , 	259 , 	107 , 	31 , 	20 , 	8 , 	10 , 	19 , 	1 , 	79 , 	30 , 	0 , 	4 , 	4 , 	3 , 	37 , 	5 , 	12 , 	22 , 	-   ," 	1,654 ",,,,,,,,,,
OA, 	9 , 	19 , 	19 , 	27 , 	71 , 	23 , 	26 , 	19 , 	18 , 	18 , 	9 , 	25 , 	7 , 	5 , 	8 , 	3 , 	7 , 	19 , 	19 , 	24 , 	22 , 	15 , 	5 , 	13 , 	6 , 	73 , 	42 , 	95 , 	43 , 	13 , 	19 , 	10 , 	5 , 	8 , 	1 , 	7 , 	38 , 	6 , 	19 , 	3 , 	1 , 	17 , 	2 , 	12 , 	4 , 	-   , 	858 ,,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
Entries," 	2,170 "," 	3,981 "," 	2,654 "," 	2,646 "," 	9,731 "," 	3,010 "," 	4,560 "," 	4,752 "," 	4,692 "," 	3,372 "," 	4,827 "," 	4,439 "," 	2,761 "," 	3,084 "," 	2,151 "," 	1,146 "," 	1,748 "," 	3,697 "," 	2,311 "," 	2,282 "," 	3,145 "," 	1,662 "," 	1,381 "," 	3,294 "," 	4,999 "," 	15,005 "," 	9,515 "," 	23,802 "," 	11,388 "," 	7,872 "," 	7,593 "," 	3,800 "," 	5,429 "," 	4,798 "," 	1,442 "," 	1,382 "," 	3,466 ", 	743 ," 	2,571 "," 	1,218 "," 	1,624 "," 	5,683 "," 	3,223 "," 	1,564 "," 	1,055 ", 	-   ," 	197,665 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
