Exit stations,Entry stations->,,SATURDAY,,,Oct 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	19 , 	31 , 	32 , 	13 , 	107 , 	28 , 	34 , 	22 , 	32 , 	7 , 	28 , 	24 , 	11 , 	7 , 	13 , 	7 , 	3 , 	6 , 	7 , 	5 , 	7 , 	5 , 	2 , 	8 , 	9 , 	87 , 	55 , 	158 , 	49 , 	61 , 	66 , 	13 , 	15 , 	11 , 	4 , 	2 , 	5 , 	2 , 	3 , 	6 , 	7 , 	18 , 	5 , 	1 , 	5 , 	4 , 	3 , 	8 , 	3 , 	3 ," 	1,057 ",,,,,,,,,,
SL, 	10 , 	16 , 	8 , 	5 , 	40 , 	9 , 	30 , 	27 , 	36 , 	48 , 	71 , 	77 , 	16 , 	58 , 	41 , 	25 , 	11 , 	13 , 	8 , 	3 , 	7 , 	2 , 	2 , 	9 , 	19 , 	136 , 	86 , 	171 , 	59 , 	39 , 	33 , 	8 , 	12 , 	13 , 	3 , 	21 , 	26 , 	1 , 	4 , 	2 , 	3 , 	19 , 	3 , 	18 , 	4 , 	13 , 	6 , 	13 , 	1 , 	7 ," 	1,290 ",,,,,,,,,,
BF, 	9 , 	12 , 	6 , 	7 , 	38 , 	13 , 	17 , 	21 , 	33 , 	44 , 	87 , 	88 , 	56 , 	15 , 	47 , 	27 , 	13 , 	21 , 	6 , 	2 , 	4 , 	1 , 	1 , 	4 , 	16 , 	144 , 	70 , 	158 , 	54 , 	31 , 	22 , 	12 , 	11 , 	11 , 	3 , 	17 , 	33 , 	1 , 	4 , 	1 , 	2 , 	9 , 	1 , 	26 , 	4 , 	16 , 	6 , 	12 , 	3 , 	3 ," 	1,239 ",,,,,,,,,,
HY, 	10 , 	15 , 	4 , 	5 , 	36 , 	8 , 	15 , 	16 , 	28 , 	21 , 	50 , 	58 , 	47 , 	41 , 	15 , 	31 , 	18 , 	26 , 	6 , 	5 , 	2 , 	1 , 	2 , 	3 , 	8 , 	67 , 	27 , 	63 , 	28 , 	14 , 	16 , 	6 , 	9 , 	10 , 	4 , 	4 , 	17 , 	0 , 	4 , 	1 , 	3 , 	6 , 	2 , 	8 , 	4 , 	18 , 	15 , 	19 , 	1 , 	6 , 	820 ,,,,,,,,,,
SH, 	10 , 	8 , 	6 , 	5 , 	39 , 	8 , 	6 , 	9 , 	14 , 	15 , 	33 , 	31 , 	28 , 	24 , 	30 , 	8 , 	7 , 	18 , 	2 , 	3 , 	2 , 	1 , 	0 , 	3 , 	4 , 	65 , 	28 , 	63 , 	29 , 	12 , 	12 , 	3 , 	5 , 	9 , 	2 , 	5 , 	6 , 	1 , 	4 , 	1 , 	3 , 	11 , 	1 , 	7 , 	5 , 	9 , 	8 , 	10 , 	1 , 	3 , 	616 ,,,,,,,,,,
UC, 	5 , 	6 , 	3 , 	2 , 	31 , 	3 , 	6 , 	6 , 	8 , 	10 , 	13 , 	9 , 	11 , 	12 , 	23 , 	6 , 	6 , 	26 , 	1 , 	1 , 	1 , 	0 , 	0 , 	1 , 	2 , 	60 , 	20 , 	42 , 	18 , 	11 , 	5 , 	3 , 	3 , 	5 , 	1 , 	2 , 	7 , 	0 , 	0 , 	1 , 	1 , 	7 , 	1 , 	4 , 	4 , 	22 , 	21 , 	29 , 	1 , 	1 , 	462 ,,,,,,,,,,
FM, 	3 , 	4 , 	4 , 	7 , 	38 , 	3 , 	10 , 	7 , 	12 , 	11 , 	28 , 	13 , 	17 , 	15 , 	27 , 	14 , 	21 , 	29 , 	3 , 	1 , 	1 , 	0 , 	-   , 	4 , 	3 , 	86 , 	32 , 	68 , 	31 , 	13 , 	7 , 	3 , 	6 , 	6 , 	1 , 	3 , 	7 , 	0 , 	2 , 	1 , 	1 , 	10 , 	-   , 	3 , 	5 , 	23 , 	33 , 	32 , 	1 , 	1 , 	653 ,,,,,,,,,,
CN, 	6 , 	8 , 	4 , 	4 , 	20 , 	4 , 	19 , 	14 , 	14 , 	4 , 	11 , 	9 , 	6 , 	6 , 	7 , 	3 , 	2 , 	3 , 	19 , 	20 , 	65 , 	32 , 	5 , 	25 , 	5 , 	121 , 	54 , 	111 , 	43 , 	27 , 	22 , 	7 , 	9 , 	10 , 	5 , 	1 , 	2 , 	7 , 	48 , 	5 , 	3 , 	43 , 	4 , 	1 , 	11 , 	2 , 	2 , 	3 , 	30 , 	35 , 	923 ,,,,,,,,,,
PH, 	5 , 	4 , 	3 , 	3 , 	20 , 	4 , 	12 , 	15 , 	21 , 	2 , 	6 , 	14 , 	4 , 	2 , 	4 , 	1 , 	1 , 	3 , 	22 , 	15 , 	37 , 	13 , 	6 , 	31 , 	2 , 	146 , 	68 , 	102 , 	41 , 	23 , 	14 , 	9 , 	4 , 	7 , 	3 , 	0 , 	1 , 	5 , 	16 , 	5 , 	3 , 	40 , 	5 , 	-   , 	13 , 	1 , 	1 , 	3 , 	6 , 	10 , 	776 ,,,,,,,,,,
WC, 	5 , 	9 , 	4 , 	7 , 	47 , 	4 , 	21 , 	27 , 	24 , 	5 , 	8 , 	5 , 	8 , 	4 , 	2 , 	2 , 	1 , 	1 , 	84 , 	41 , 	20 , 	20 , 	12 , 	39 , 	9 , 	201 , 	89 , 	119 , 	68 , 	33 , 	24 , 	8 , 	8 , 	11 , 	4 , 	1 , 	1 , 	9 , 	36 , 	3 , 	4 , 	57 , 	4 , 	0 , 	15 , 	1 , 	2 , 	4 , 	13 , 	20 ," 	1,143 ",,,,,,,,,,
LF, 	4 , 	3 , 	4 , 	2 , 	17 , 	3 , 	10 , 	13 , 	10 , 	2 , 	5 , 	4 , 	2 , 	2 , 	2 , 	0 , 	0 , 	1 , 	44 , 	18 , 	19 , 	10 , 	10 , 	24 , 	0 , 	133 , 	50 , 	66 , 	32 , 	20 , 	9 , 	5 , 	2 , 	3 , 	1 , 	0 , 	1 , 	4 , 	9 , 	1 , 	1 , 	34 , 	3 , 	1 , 	6 , 	0 , 	2 , 	1 , 	5 , 	4 , 	600 ,,,,,,,,,,
OR, 	2 , 	1 , 	1 , 	2 , 	19 , 	1 , 	11 , 	12 , 	7 , 	1 , 	7 , 	3 , 	1 , 	1 , 	1 , 	0 , 	1 , 	-   , 	7 , 	5 , 	12 , 	10 , 	7 , 	14 , 	1 , 	118 , 	56 , 	55 , 	26 , 	16 , 	6 , 	4 , 	5 , 	3 , 	1 , 	0 , 	1 , 	2 , 	4 , 	1 , 	1 , 	24 , 	1 , 	1 , 	4 , 	0 , 	1 , 	1 , 	4 , 	1 , 	461 ,,,,,,,,,,
RR, 	9 , 	11 , 	10 , 	9 , 	11 , 	5 , 	23 , 	33 , 	29 , 	7 , 	22 , 	5 , 	7 , 	5 , 	4 , 	3 , 	2 , 	2 , 	23 , 	32 , 	38 , 	31 , 	21 , 	18 , 	12 , 	216 , 	111 , 	165 , 	111 , 	83 , 	46 , 	22 , 	11 , 	12 , 	5 , 	2 , 	4 , 	3 , 	6 , 	1 , 	2 , 	41 , 	6 , 	1 , 	6 , 	0 , 	3 , 	2 , 	2 , 	13 ," 	1,245 ",,,,,,,,,,
OW, 	8 , 	10 , 	3 , 	6 , 	21 , 	6 , 	17 , 	11 , 	29 , 	6 , 	34 , 	26 , 	15 , 	15 , 	7 , 	5 , 	1 , 	3 , 	4 , 	3 , 	7 , 	1 , 	1 , 	10 , 	14 , 	361 , 	164 , 	354 , 	163 , 	117 , 	85 , 	16 , 	21 , 	18 , 	5 , 	4 , 	6 , 	1 , 	4 , 	3 , 	7 , 	35 , 	6 , 	4 , 	7 , 	3 , 	3 , 	5 , 	3 , 	6 ," 	1,663 ",,,,,,,,,,
EM, 	99 , 	218 , 	113 , 	137 , 	441 , 	131 , 	225 , 	238 , 	214 , 	155 , 	176 , 	103 , 	151 , 	148 , 	80 , 	82 , 	73 , 	104 , 	147 , 	190 , 	246 , 	174 , 	162 , 	234 , 	429 , 	98 , 	15 , 	93 , 	64 , 	211 , 	228 , 	132 , 	184 , 	191 , 	57 , 	101 , 	469 , 	57 , 	90 , 	56 , 	58 , 	153 , 	115 , 	120 , 	44 , 	49 , 	75 , 	75 , 	18 , 	85 ," 	7,307 ",,,,,,,,,,
MT, 	65 , 	126 , 	57 , 	78 , 	300 , 	82 , 	154 , 	184 , 	143 , 	119 , 	116 , 	59 , 	104 , 	89 , 	36 , 	35 , 	24 , 	41 , 	65 , 	77 , 	88 , 	53 , 	46 , 	134 , 	229 , 	19 , 	50 , 	13 , 	34 , 	146 , 	183 , 	114 , 	233 , 	137 , 	57 , 	39 , 	112 , 	19 , 	44 , 	30 , 	37 , 	123 , 	53 , 	40 , 	26 , 	21 , 	32 , 	28 , 	6 , 	32 ," 	4,132 ",,,,,,,,,,
PL, 	123 , 	186 , 	96 , 	83 , 	380 , 	102 , 	183 , 	212 , 	197 , 	153 , 	211 , 	121 , 	129 , 	129 , 	62 , 	53 , 	34 , 	61 , 	89 , 	97 , 	118 , 	64 , 	49 , 	155 , 	340 , 	107 , 	14 , 	89 , 	55 , 	429 , 	522 , 	262 , 	426 , 	362 , 	120 , 	54 , 	156 , 	35 , 	94 , 	86 , 	95 , 	424 , 	123 , 	55 , 	52 , 	25 , 	35 , 	48 , 	19 , 	52 ," 	7,169 ",,,,,,,,,,
CC, 	46 , 	71 , 	51 , 	89 , 	222 , 	89 , 	174 , 	177 , 	133 , 	94 , 	143 , 	54 , 	54 , 	49 , 	36 , 	32 , 	17 , 	35 , 	39 , 	53 , 	77 , 	37 , 	44 , 	153 , 	208 , 	77 , 	44 , 	74 , 	51 , 	158 , 	239 , 	125 , 	134 , 	154 , 	71 , 	25 , 	84 , 	13 , 	27 , 	39 , 	71 , 	136 , 	123 , 	36 , 	17 , 	15 , 	20 , 	29 , 	11 , 	20 ," 	3,968 ",,,,,,,,,,
16, 	52 , 	56 , 	31 , 	59 , 	147 , 	70 , 	143 , 	143 , 	98 , 	80 , 	83 , 	47 , 	29 , 	25 , 	20 , 	12 , 	8 , 	14 , 	26 , 	27 , 	34 , 	19 , 	20 , 	87 , 	140 , 	203 , 	141 , 	477 , 	162 , 	29 , 	72 , 	99 , 	140 , 	123 , 	53 , 	12 , 	35 , 	6 , 	16 , 	29 , 	44 , 	91 , 	89 , 	12 , 	9 , 	5 , 	10 , 	18 , 	5 , 	14 ," 	3,365 ",,,,,,,,,,
24, 	57 , 	52 , 	28 , 	37 , 	106 , 	52 , 	90 , 	83 , 	62 , 	55 , 	72 , 	50 , 	28 , 	23 , 	16 , 	13 , 	7 , 	7 , 	23 , 	15 , 	23 , 	11 , 	8 , 	52 , 	95 , 	221 , 	157 , 	586 , 	202 , 	61 , 	32 , 	102 , 	114 , 	118 , 	53 , 	9 , 	22 , 	6 , 	20 , 	37 , 	56 , 	78 , 	67 , 	9 , 	9 , 	3 , 	6 , 	11 , 	5 , 	12 ," 	3,061 ",,,,,,,,,,
GP, 	10 , 	14 , 	5 , 	14 , 	43 , 	9 , 	27 , 	24 , 	21 , 	13 , 	12 , 	12 , 	7 , 	8 , 	8 , 	3 , 	2 , 	3 , 	7 , 	8 , 	7 , 	10 , 	4 , 	23 , 	22 , 	141 , 	94 , 	291 , 	89 , 	91 , 	80 , 	14 , 	17 , 	21 , 	16 , 	5 , 	7 , 	-   , 	10 , 	10 , 	24 , 	40 , 	30 , 	2 , 	5 , 	0 , 	3 , 	4 , 	2 , 	6 ," 	1,319 ",,,,,,,,,,
BP, 	16 , 	16 , 	6 , 	7 , 	28 , 	6 , 	20 , 	18 , 	22 , 	19 , 	16 , 	11 , 	11 , 	14 , 	5 , 	4 , 	2 , 	4 , 	6 , 	2 , 	7 , 	3 , 	2 , 	10 , 	20 , 	157 , 	111 , 	479 , 	120 , 	116 , 	102 , 	14 , 	12 , 	17 , 	32 , 	1 , 	10 , 	1 , 	8 , 	13 , 	39 , 	43 , 	37 , 	3 , 	2 , 	2 , 	2 , 	3 , 	3 , 	9 ," 	1,611 ",,,,,,,,,,
DC, 	8 , 	18 , 	8 , 	10 , 	49 , 	8 , 	10 , 	16 , 	17 , 	10 , 	17 , 	24 , 	13 , 	10 , 	9 , 	9 , 	4 , 	6 , 	10 , 	4 , 	11 , 	4 , 	2 , 	11 , 	20 , 	187 , 	114 , 	434 , 	141 , 	134 , 	125 , 	19 , 	19 , 	22 , 	17 , 	3 , 	13 , 	2 , 	8 , 	17 , 	41 , 	95 , 	33 , 	4 , 	3 , 	4 , 	6 , 	6 , 	3 , 	6 ," 	1,765 ",,,,,,,,,,
CM, 	4 , 	5 , 	3 , 	3 , 	9 , 	1 , 	2 , 	5 , 	9 , 	2 , 	2 , 	4 , 	0 , 	4 , 	4 , 	3 , 	0 , 	1 , 	3 , 	4 , 	2 , 	1 , 	1 , 	4 , 	5 , 	53 , 	37 , 	149 , 	66 , 	40 , 	47 , 	14 , 	25 , 	17 , 	6 , 	1 , 	2 , 	2 , 	11 , 	5 , 	19 , 	67 , 	11 , 	0 , 	-   , 	-   , 	0 , 	0 , 	2 , 	2 , 	654 ,,,,,,,,,,
CV, 	1 , 	2 , 	2 , 	1 , 	15 , 	1 , 	5 , 	3 , 	3 , 	21 , 	18 , 	13 , 	19 , 	16 , 	6 , 	5 , 	3 , 	3 , 	1 , 	0 , 	2 , 	0 , 	-   , 	2 , 	3 , 	94 , 	36 , 	64 , 	25 , 	11 , 	9 , 	5 , 	3 , 	5 , 	1 , 	8 , 	22 , 	0 , 	-   , 	1 , 	3 , 	6 , 	0 , 	22 , 	1 , 	2 , 	2 , 	3 , 	0 , 	0 , 	468 ,,,,,,,,,,
ED, 	4 , 	5 , 	3 , 	7 , 	54 , 	6 , 	9 , 	10 , 	10 , 	31 , 	34 , 	77 , 	28 , 	27 , 	14 , 	8 , 	7 , 	7 , 	3 , 	2 , 	1 , 	0 , 	1 , 	4 , 	7 , 	388 , 	119 , 	182 , 	76 , 	30 , 	24 , 	10 , 	10 , 	17 , 	2 , 	22 , 	28 , 	-   , 	2 , 	1 , 	2 , 	35 , 	4 , 	10 , 	22 , 	3 , 	4 , 	10 , 	1 , 	0 ," 	1,364 ",,,,,,,,,,
NC, 	1 , 	1 , 	1 , 	1 , 	8 , 	1 , 	6 , 	2 , 	3 , 	1 , 	2 , 	3 , 	1 , 	1 , 	1 , 	2 , 	0 , 	1 , 	10 , 	6 , 	8 , 	3 , 	2 , 	5 , 	0 , 	45 , 	17 , 	37 , 	9 , 	6 , 	4 , 	1 , 	3 , 	4 , 	1 , 	0 , 	1 , 	3 , 	7 , 	1 , 	0 , 	16 , 	1 , 	0 , 	5 , 	-   , 	1 , 	1 , 	4 , 	4 , 	245 ,,,,,,,,,,
WP, 	5 , 	7 , 	1 , 	3 , 	13 , 	2 , 	16 , 	8 , 	8 , 	2 , 	6 , 	12 , 	4 , 	6 , 	2 , 	4 , 	1 , 	2 , 	47 , 	18 , 	39 , 	9 , 	7 , 	11 , 	6 , 	79 , 	42 , 	110 , 	31 , 	22 , 	22 , 	10 , 	12 , 	12 , 	11 , 	0 , 	2 , 	6 , 	13 , 	4 , 	5 , 	34 , 	3 , 	0 , 	7 , 	2 , 	2 , 	1 , 	6 , 	10 , 	686 ,,,,,,,,,,
SS, 	7 , 	3 , 	2 , 	1 , 	11 , 	1 , 	2 , 	5 , 	4 , 	3 , 	3 , 	4 , 	1 , 	2 , 	2 , 	1 , 	1 , 	1 , 	7 , 	4 , 	2 , 	2 , 	1 , 	4 , 	2 , 	50 , 	20 , 	89 , 	33 , 	35 , 	35 , 	7 , 	12 , 	21 , 	5 , 	1 , 	2 , 	1 , 	6 , 	6 , 	13 , 	31 , 	8 , 	0 , 	0 , 	0 , 	2 , 	0 , 	1 , 	4 , 	458 ,,,,,,,,,,
SB, 	6 , 	11 , 	4 , 	2 , 	13 , 	4 , 	8 , 	6 , 	8 , 	5 , 	7 , 	6 , 	6 , 	6 , 	2 , 	2 , 	1 , 	1 , 	5 , 	5 , 	4 , 	1 , 	1 , 	4 , 	10 , 	60 , 	33 , 	129 , 	57 , 	55 , 	57 , 	28 , 	50 , 	47 , 	20 , 	3 , 	2 , 	1 , 	6 , 	12 , 	7 , 	33 , 	8 , 	1 , 	1 , 	0 , 	1 , 	-   , 	1 , 	6 , 	747 ,,,,,,,,,,
SO, 	13 , 	29 , 	15 , 	18 , 	40 , 	13 , 	26 , 	25 , 	29 , 	7 , 	9 , 	8 , 	9 , 	12 , 	4 , 	11 , 	3 , 	4 , 	37 , 	34 , 	39 , 	22 , 	18 , 	25 , 	32 , 	94 , 	78 , 	303 , 	91 , 	76 , 	50 , 	32 , 	35 , 	74 , 	51 , 	4 , 	24 , 	8 , 	29 , 	17 , 	19 , 	32 , 	80 , 	7 , 	14 , 	2 , 	2 , 	1 , 	3 , 	26 ," 	1,632 ",,,,,,,,,,
MB, 	6 , 	8 , 	4 , 	7 , 	63 , 	8 , 	14 , 	8 , 	12 , 	2 , 	6 , 	1 , 	2 , 	1 , 	2 , 	1 , 	0 , 	0 , 	4 , 	3 , 	5 , 	1 , 	1 , 	10 , 	8 , 	95 , 	36 , 	121 , 	81 , 	65 , 	47 , 	18 , 	27 , 	43 , 	15 , 	1 , 	3 , 	0 , 	1 , 	6 , 	10 , 	104 , 	35 , 	2 , 	1 , 	0 , 	0 , 	0 , 	1 , 	1 , 	891 ,,,,,,,,,,
WD, 	1 , 	4 , 	3 , 	2 , 	24 , 	1 , 	4 , 	5 , 	2 , 	12 , 	26 , 	21 , 	18 , 	22 , 	12 , 	9 , 	4 , 	4 , 	1 , 	0 , 	1 , 	0 , 	0 , 	1 , 	4 , 	107 , 	41 , 	60 , 	27 , 	16 , 	9 , 	3 , 	4 , 	8 , 	0 , 	22 , 	13 , 	0 , 	1 , 	0 , 	1 , 	12 , 	1 , 	9 , 	9 , 	3 , 	3 , 	3 , 	0 , 	1 , 	536 ,,,,,,,,,,
OA, 	3 , 	7 , 	8 , 	8 , 	27 , 	5 , 	9 , 	9 , 	8 , 	7 , 	3 , 	22 , 	2 , 	3 , 	2 , 	3 , 	2 , 	2 , 	6 , 	10 , 	9 , 	4 , 	2 , 	5 , 	3 , 	28 , 	13 , 	32 , 	11 , 	6 , 	5 , 	4 , 	2 , 	3 , 	0 , 	1 , 	13 , 	2 , 	5 , 	1 , 	0 , 	14 , 	0 , 	6 , 	7 , 	1 , 	2 , 	3 , 	1 , 	5 , 	334 ,,,,,,,,,,
WS, 	2 , 	5 , 	1 , 	2 , 	37 , 	2 , 	4 , 	8 , 	6 , 	7 , 	12 , 	16 , 	11 , 	12 , 	13 , 	6 , 	17 , 	14 , 	2 , 	2 , 	1 , 	0 , 	-   , 	3 , 	3 , 	43 , 	17 , 	26 , 	11 , 	8 , 	4 , 	1 , 	2 , 	5 , 	0 , 	1 , 	2 , 	-   , 	2 , 	1 , 	0 , 	1 , 	0 , 	1 , 	3 , 	10 , 	14 , 	22 , 	0 , 	2 , 	361 ,,,,,,,,,,
ML, 	3 , 	5 , 	3 , 	4 , 	47 , 	6 , 	7 , 	8 , 	9 , 	8 , 	10 , 	11 , 	8 , 	9 , 	16 , 	6 , 	18 , 	35 , 	2 , 	2 , 	3 , 	2 , 	1 , 	3 , 	1 , 	71 , 	26 , 	46 , 	18 , 	12 , 	5 , 	3 , 	5 , 	6 , 	3 , 	1 , 	7 , 	0 , 	3 , 	2 , 	1 , 	4 , 	0 , 	1 , 	3 , 	17 , 	15 , 	11 , 	0 , 	2 , 	490 ,,,,,,,,,,
BE, 	6 , 	11 , 	7 , 	7 , 	81 , 	11 , 	13 , 	16 , 	12 , 	16 , 	20 , 	20 , 	15 , 	12 , 	24 , 	10 , 	25 , 	33 , 	4 , 	2 , 	3 , 	1 , 	1 , 	6 , 	7 , 	63 , 	32 , 	54 , 	30 , 	20 , 	14 , 	3 , 	6 , 	7 , 	0 , 	5 , 	8 , 	1 , 	3 , 	0 , 	-   , 	2 , 	1 , 	3 , 	4 , 	31 , 	11 , 	22 , 	0 , 	3 , 	686 ,,,,,,,,,,
