Exit stations,Entry stations->,,SATURDAY,,,Aug 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	9 , 	69 , 	74 , 	55 , 	211 , 	82 , 	89 , 	52 , 	74 , 	19 , 	83 , 	103 , 	21 , 	29 , 	26 , 	14 , 	13 , 	23 , 	24 , 	12 , 	15 , 	10 , 	6 , 	18 , 	19 , 	125 , 	98 , 	284 , 	114 , 	95 , 	96 , 	22 , 	32 , 	24 , 	7 , 	4 , 	11 , 	1 , 	27 , 	7 , 	12 , 	29 , 	13 , 	4 ," 	2,150 ",,,Eastbay," 	48,675 ",,SF CBD," 	121,456 ",59.2%,,,
EN, 	83 , 	13 , 	75 , 	58 , 	375 , 	118 , 	130 , 	101 , 	185 , 	40 , 	120 , 	290 , 	41 , 	48 , 	35 , 	18 , 	22 , 	47 , 	32 , 	17 , 	23 , 	11 , 	9 , 	25 , 	33 , 	314 , 	219 , 	689 , 	233 , 	108 , 	135 , 	39 , 	66 , 	49 , 	23 , 	7 , 	16 , 	6 , 	39 , 	12 , 	20 , 	65 , 	26 , 	6 ," 	4,014 ",,,Westbay," 	63,610 ",,non-CBD," 	77,103 ",37.6%,,,
EP, 	78 , 	69 , 	8 , 	52 , 	348 , 	79 , 	67 , 	68 , 	122 , 	29 , 	52 , 	136 , 	16 , 	16 , 	18 , 	9 , 	13 , 	32 , 	12 , 	9 , 	20 , 	7 , 	7 , 	29 , 	18 , 	186 , 	130 , 	363 , 	141 , 	72 , 	70 , 	16 , 	16 , 	15 , 	6 , 	7 , 	8 , 	1 , 	10 , 	5 , 	5 , 	47 , 	18 , 	4 ," 	2,430 ",,,Transbay," 	95,731 ",,,,,,,
NB, 	65 , 	62 , 	48 , 	10 , 	122 , 	45 , 	45 , 	71 , 	113 , 	22 , 	62 , 	104 , 	22 , 	17 , 	18 , 	6 , 	9 , 	32 , 	15 , 	13 , 	15 , 	7 , 	5 , 	19 , 	14 , 	267 , 	182 , 	417 , 	242 , 	131 , 	107 , 	30 , 	17 , 	14 , 	5 , 	4 , 	9 , 	5 , 	8 , 	2 , 	4 , 	87 , 	19 , 	7 ," 	2,512 ",,,,,,,,,,,
BK, 	225 , 	382 , 	355 , 	138 , 	38 , 	240 , 	261 , 	248 , 	322 , 	107 , 	185 , 	243 , 	74 , 	78 , 	56 , 	29 , 	51 , 	196 , 	60 , 	46 , 	76 , 	44 , 	31 , 	41 , 	51 , 	716 , 	404 ," 	1,311 ", 	606 , 	288 , 	238 , 	69 , 	69 , 	77 , 	12 , 	26 , 	62 , 	15 , 	38 , 	12 , 	21 , 	201 , 	101 , 	22 ," 	7,860 ",,,,,,,,,,,
AS, 	85 , 	109 , 	78 , 	46 , 	197 , 	13 , 	98 , 	117 , 	155 , 	39 , 	91 , 	127 , 	28 , 	39 , 	32 , 	15 , 	14 , 	40 , 	19 , 	9 , 	22 , 	9 , 	5 , 	13 , 	34 , 	218 , 	156 , 	365 , 	250 , 	203 , 	137 , 	23 , 	22 , 	18 , 	6 , 	7 , 	11 , 	4 , 	22 , 	5 , 	8 , 	44 , 	15 , 	6 ," 	2,945 ",,,,,,,,,,,
MA, 	103 , 	132 , 	69 , 	47 , 	261 , 	98 , 	17 , 	95 , 	169 , 	34 , 	123 , 	217 , 	51 , 	60 , 	52 , 	23 , 	23 , 	51 , 	57 , 	43 , 	56 , 	22 , 	18 , 	54 , 	58 , 	407 , 	294 , 	763 , 	479 , 	299 , 	228 , 	42 , 	43 , 	34 , 	12 , 	10 , 	20 , 	8 , 	85 , 	5 , 	12 , 	77 , 	27 , 	12 ," 	4,785 ",,,,,,,,,,,
19, 	54 , 	94 , 	62 , 	63 , 	225 , 	133 , 	85 , 	11 , 	28 , 	11 , 	69 , 	142 , 	59 , 	69 , 	52 , 	23 , 	25 , 	45 , 	37 , 	33 , 	36 , 	27 , 	16 , 	76 , 	39 , 	255 , 	209 , 	484 , 	321 , 	219 , 	154 , 	38 , 	36 , 	40 , 	9 , 	10 , 	18 , 	10 , 	55 , 	9 , 	11 , 	40 , 	24 , 	5 ," 	3,456 ",,,,,,,,,,,
12, 	81 , 	190 , 	125 , 	118 , 	269 , 	161 , 	167 , 	22 , 	19 , 	19 , 	140 , 	237 , 	121 , 	147 , 	95 , 	56 , 	70 , 	108 , 	92 , 	70 , 	94 , 	52 , 	48 , 	124 , 	84 , 	372 , 	302 , 	765 , 	373 , 	168 , 	137 , 	62 , 	81 , 	65 , 	24 , 	19 , 	36 , 	17 , 	85 , 	17 , 	20 , 	76 , 	50 , 	13 ," 	5,386 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	21 , 	42 , 	30 , 	20 , 	94 , 	40 , 	33 , 	13 , 	26 , 	9 , 	86 , 	184 , 	138 , 	173 , 	60 , 	36 , 	56 , 	79 , 	16 , 	9 , 	16 , 	10 , 	14 , 	22 , 	30 , 	269 , 	215 , 	555 , 	241 , 	139 , 	125 , 	38 , 	44 , 	29 , 	5 , 	61 , 	78 , 	4 , 	13 , 	3 , 	7 , 	29 , 	8 , 	28 ," 	3,145 ",,,Dtwn SF," 	2,737 "," 	8,590 "," 	18,062 "," 	8,274 "," 	8,247 "," 	10,796 "," 	6,178 "," 	62,883 "
