Exit stations,Entry stations->,,SUNDAY,,,Nov 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	10 , 	45 , 	56 , 	31 , 	117 , 	63 , 	62 , 	24 , 	51 , 	29 , 	50 , 	112 , 	13 , 	19 , 	18 , 	7 , 	7 , 	15 , 	11 , 	5 , 	10 , 	3 , 	2 , 	7 , 	15 , 	69 , 	48 , 	172 , 	71 , 	52 , 	47 , 	19 , 	31 , 	19 , 	10 , 	4 , 	10 , 	4 , 	25 , 	5 , 	8 , 	24 , 	9 , 	1 ," 	1,405 ",,,Eastbay," 	36,982 ",,SF CBD," 	69,448 ",53.5%,,,
EN, 	58 , 	14 , 	48 , 	45 , 	181 , 	70 , 	91 , 	55 , 	92 , 	34 , 	70 , 	363 , 	22 , 	34 , 	27 , 	8 , 	13 , 	32 , 	23 , 	13 , 	19 , 	8 , 	5 , 	18 , 	17 , 	139 , 	114 , 	429 , 	123 , 	52 , 	54 , 	26 , 	55 , 	32 , 	16 , 	4 , 	14 , 	1 , 	25 , 	8 , 	14 , 	57 , 	18 , 	3 ," 	2,539 ",,,Westbay," 	38,752 ",,non-CBD," 	54,137 ",41.7%,,,
EP, 	61 , 	39 , 	6 , 	38 , 	214 , 	48 , 	47 , 	49 , 	56 , 	31 , 	32 , 	127 , 	11 , 	10 , 	7 , 	6 , 	8 , 	21 , 	7 , 	8 , 	12 , 	6 , 	4 , 	20 , 	5 , 	91 , 	75 , 	207 , 	93 , 	41 , 	26 , 	12 , 	13 , 	15 , 	2 , 	3 , 	4 , 	2 , 	7 , 	1 , 	4 , 	53 , 	13 , 	2 ," 	1,534 ",,,Transbay," 	55,934 ",,,,,,,
NB, 	37 , 	43 , 	38 , 	8 , 	65 , 	37 , 	44 , 	51 , 	75 , 	22 , 	31 , 	116 , 	13 , 	14 , 	12 , 	4 , 	6 , 	25 , 	8 , 	8 , 	12 , 	9 , 	7 , 	16 , 	9 , 	135 , 	118 , 	311 , 	142 , 	72 , 	57 , 	20 , 	21 , 	15 , 	5 , 	3 , 	8 , 	3 , 	13 , 	2 , 	5 , 	102 , 	15 , 	3 ," 	1,756 ",,,,,,,,,,,
BK, 	162 , 	173 , 	209 , 	65 , 	25 , 	148 , 	138 , 	162 , 	194 , 	80 , 	105 , 	585 , 	42 , 	56 , 	40 , 	22 , 	55 , 	248 , 	30 , 	32 , 	77 , 	29 , 	19 , 	23 , 	35 , 	294 , 	213 , 	688 , 	340 , 	155 , 	111 , 	59 , 	52 , 	64 , 	12 , 	11 , 	47 , 	7 , 	21 , 	9 , 	11 , 	493 , 	126 , 	14 ," 	5,476 ",,,,,,,,,,,
AS, 	73 , 	69 , 	47 , 	33 , 	119 , 	7 , 	71 , 	65 , 	86 , 	38 , 	58 , 	132 , 	26 , 	29 , 	26 , 	7 , 	8 , 	34 , 	10 , 	7 , 	22 , 	5 , 	3 , 	11 , 	24 , 	113 , 	90 , 	253 , 	166 , 	101 , 	73 , 	20 , 	15 , 	14 , 	3 , 	6 , 	12 , 	2 , 	19 , 	3 , 	5 , 	66 , 	11 , 	4 ," 	1,984 ",,,,,,,,,,,
MA, 	70 , 	74 , 	48 , 	43 , 	138 , 	68 , 	12 , 	62 , 	95 , 	25 , 	81 , 	251 , 	33 , 	44 , 	33 , 	22 , 	13 , 	38 , 	36 , 	20 , 	23 , 	13 , 	12 , 	41 , 	30 , 	207 , 	170 , 	437 , 	288 , 	149 , 	124 , 	29 , 	41 , 	25 , 	8 , 	12 , 	13 , 	7 , 	50 , 	3 , 	6 , 	119 , 	15 , 	6 ," 	3,027 ",,,,,,,,,,,
19, 	29 , 	47 , 	47 , 	47 , 	138 , 	69 , 	51 , 	7 , 	15 , 	19 , 	54 , 	136 , 	34 , 	35 , 	32 , 	16 , 	17 , 	36 , 	31 , 	16 , 	27 , 	16 , 	11 , 	55 , 	29 , 	160 , 	129 , 	330 , 	209 , 	129 , 	90 , 	27 , 	20 , 	19 , 	5 , 	7 , 	11 , 	8 , 	38 , 	2 , 	7 , 	65 , 	23 , 	7 ," 	2,294 ",,,,,,,,,,,
12, 	48 , 	70 , 	55 , 	59 , 	165 , 	87 , 	78 , 	13 , 	14 , 	10 , 	68 , 	185 , 	52 , 	67 , 	43 , 	24 , 	25 , 	58 , 	36 , 	27 , 	35 , 	18 , 	22 , 	61 , 	43 , 	190 , 	156 , 	465 , 	214 , 	115 , 	87 , 	30 , 	46 , 	32 , 	14 , 	7 , 	13 , 	8 , 	46 , 	5 , 	12 , 	90 , 	25 , 	3 ," 	2,916 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	31 , 	39 , 	31 , 	29 , 	79 , 	40 , 	30 , 	16 , 	15 , 	5 , 	105 , 	197 , 	75 , 	82 , 	48 , 	18 , 	33 , 	35 , 	10 , 	8 , 	8 , 	6 , 	6 , 	20 , 	27 , 	114 , 	118 , 	354 , 	178 , 	83 , 	95 , 	24 , 	35 , 	26 , 	4 , 	31 , 	39 , 	0 , 	10 , 	4 , 	5 , 	31 , 	6 , 	17 ," 	2,162 ",,,Dtwn SF," 	1,502 "," 	4,942 "," 	10,380 "," 	4,281 "," 	4,139 "," 	6,009 "," 	3,693 "," 	34,945 "
