Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Aug 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	9 , 	133 , 	109 , 	81 , 	374 , 	107 , 	134 , 	133 , 	199 , 	38 , 	103 , 	99 , 	44 , 	38 , 	36 , 	26 , 	18 , 	33 , 	34 , 	27 , 	24 , 	14 , 	11 , 	22 , 	30 , 	185 , 	212 , 	280 , 	204 , 	102 , 	145 , 	25 , 	36 , 	36 , 	13 , 	5 , 	25 , 	8 , 	21 , 	6 , 	6 , 	18 , 	11 ," 	3,212 ",,,Eastbay," 	74,825 ",,SF CBD," 	192,568 ",65.7%,,,
EN, 	83 , 	9 , 	64 , 	55 , 	608 , 	98 , 	140 , 	275 , 	422 , 	65 , 	144 , 	226 , 	65 , 	68 , 	73 , 	45 , 	42 , 	74 , 	34 , 	17 , 	26 , 	9 , 	7 , 	17 , 	23 , 	764 , 	896 , 	757 , 	692 , 	110 , 	160 , 	44 , 	72 , 	66 , 	17 , 	5 , 	27 , 	7 , 	19 , 	55 , 	70 , 	148 , 	11 ," 	6,611 ",,,Westbay," 	82,971 ",,non-CBD," 	105,058 ",35.9%,,,
EP, 	217 , 	36 , 	24 , 	24 , 	636 , 	41 , 	141 , 	110 , 	238 , 	39 , 	69 , 	94 , 	29 , 	10 , 	24 , 	6 , 	31 , 	23 , 	16 , 	28 , 	18 , 	9 , 	6 , 	16 , 	6 , 	548 , 	298 , 	408 , 	166 , 	55 , 	24 , 	24 , 	14 , 	28 , 	4 , 	35 , 	17 , 	9 , 	16 , 	2 , 	13 , 	26 , 	9 ," 	3,587 ",,,Transbay," 	144,592 ",,,,,,,
NB, 	81 , 	77 , 	49 , 	7 , 	187 , 	48 , 	73 , 	143 , 	230 , 	52 , 	51 , 	134 , 	24 , 	14 , 	26 , 	8 , 	8 , 	32 , 	21 , 	17 , 	21 , 	7 , 	9 , 	12 , 	11 , 	480 , 	507 , 	367 , 	313 , 	78 , 	62 , 	24 , 	22 , 	32 , 	5 , 	6 , 	15 , 	4 , 	8 , 	4 , 	5 , 	43 , 	15 ," 	3,332 ",,,SFO Ext," 	17,620 ",,,,,,,
BK, 	409 , 	908 , 	620 , 	202 , 	17 , 	362 , 	380 , 	410 , 	563 , 	236 , 	269 , 	328 , 	144 , 	138 , 	129 , 	93 , 	154 , 	309 , 	111 , 	163 , 	142 , 	77 , 	59 , 	45 , 	55 , 	694 , 	653 , 	933 , 	719 , 	226 , 	241 , 	117 , 	88 , 	152 , 	32 , 	38 , 	127 , 	25 , 	93 , 	19 , 	13 , 	88 , 	82 ," 	10,662 ",,,Extensions," 	36,412 ",,,,,,,
AS, 	114 , 	131 , 	64 , 	40 , 	309 , 	6 , 	79 , 	158 , 	217 , 	73 , 	103 , 	148 , 	44 , 	42 , 	38 , 	21 , 	28 , 	50 , 	24 , 	17 , 	23 , 	12 , 	10 , 	13 , 	29 , 	386 , 	426 , 	323 , 	286 , 	95 , 	82 , 	24 , 	30 , 	29 , 	4 , 	9 , 	25 , 	4 , 	19 , 	5 , 	7 , 	30 , 	12 ," 	3,590 ",,,,,,,,,,,
MA, 	141 , 	199 , 	78 , 	75 , 	351 , 	81 , 	12 , 	118 , 	207 , 	61 , 	126 , 	207 , 	96 , 	90 , 	93 , 	53 , 	51 , 	101 , 	105 , 	84 , 	90 , 	27 , 	27 , 	46 , 	44 , 	638 , 	677 , 	597 , 	543 , 	176 , 	135 , 	51 , 	59 , 	63 , 	25 , 	10 , 	47 , 	27 , 	111 , 	8 , 	13 , 	40 , 	26 ," 	5,810 ",,,,,,,,,,,
19, 	137 , 	410 , 	168 , 	154 , 	355 , 	166 , 	109 , 	9 , 	68 , 	33 , 	103 , 	161 , 	167 , 	156 , 	145 , 	134 , 	157 , 	281 , 	222 , 	266 , 	199 , 	93 , 	70 , 	89 , 	43 , 	580 , 	570 , 	462 , 	506 , 	138 , 	150 , 	105 , 	97 , 	126 , 	63 , 	34 , 	118 , 	86 , 	211 , 	25 , 	19 , 	17 , 	55 ," 	7,262 ",,,,,,,,,,,
12, 	208 , 	601 , 	259 , 	228 , 	491 , 	211 , 	200 , 	65 , 	23 , 	51 , 	202 , 	356 , 	358 , 	329 , 	286 , 	204 , 	249 , 	418 , 	299 , 	371 , 	293 , 	165 , 	142 , 	167 , 	83 , 	833 , 	832 , 	917 , 	792 , 	200 , 	248 , 	143 , 	153 , 	194 , 	115 , 	65 , 	206 , 	107 , 	276 , 	44 , 	30 , 	41 , 	83 ," 	11,539 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	30 , 	87 , 	64 , 	60 , 	217 , 	73 , 	54 , 	31 , 	55 , 	7 , 	124 , 	224 , 	215 , 	193 , 	136 , 	79 , 	105 , 	143 , 	24 , 	20 , 	18 , 	5 , 	9 , 	22 , 	27 , 	446 , 	442 , 	462 , 	329 , 	90 , 	78 , 	37 , 	59 , 	54 , 	13 , 	75 , 	222 , 	7 , 	22 , 	8 , 	7 , 	43 , 	10 ," 	4,424 ",,,Dtwn SF,"3,754","12,857","30,165","10,886","17,206","19,639","4,631","94,508"
