Exit stations,Entry stations->,,SATURDAY,,,Jun 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
FV, 	27 , 	30 , 	16 , 	12 , 	30 , 	23 , 	28 , 	16 , 	21 , 	24 , 	8 , 	44 , 	47 , 	54 , 	37 , 	26 , 	13 , 	14 , 	5 , 	3 , 	4 , 	2 , 	2 , 	12 , 	20 , 	44 , 	35 , 	105 , 	78 , 	41 , 	39 , 	4 , 	10 , 	12 , 	4 , 	15 , 	26 , 	0 , 	4 , 	2 , 	4 , 	4 , 	3 , 	12 , 	5 , 	14 , 	5 , 	11 , 	3 , 	4 , 	996 ,,,,,,,,,,
CL, 	13 , 	17 , 	6 , 	5 , 	16 , 	12 , 	15 , 	13 , 	21 , 	28 , 	42 , 	3 , 	22 , 	34 , 	20 , 	11 , 	11 , 	10 , 	5 , 	1 , 	1 , 	0 , 	1 , 	4 , 	19 , 	20 , 	16 , 	52 , 	43 , 	19 , 	22 , 	8 , 	4 , 	6 , 	1 , 	8 , 	12 , 	1 , 	6 , 	3 , 	2 , 	3 , 	1 , 	5 , 	4 , 	7 , 	2 , 	6 , 	2 , 	6 , 	584 ,,,,,,,,,,
SL, 	6 , 	11 , 	5 , 	3 , 	13 , 	5 , 	8 , 	15 , 	19 , 	32 , 	42 , 	22 , 	5 , 	26 , 	20 , 	12 , 	11 , 	13 , 	2 , 	1 , 	2 , 	0 , 	0 , 	5 , 	10 , 	31 , 	26 , 	52 , 	19 , 	17 , 	15 , 	6 , 	7 , 	5 , 	2 , 	8 , 	13 , 	1 , 	1 , 	2 , 	2 , 	4 , 	1 , 	6 , 	2 , 	6 , 	4 , 	8 , 	1 , 	3 , 	524 ,,,,,,,,,,
BF, 	6 , 	8 , 	3 , 	4 , 	10 , 	4 , 	16 , 	14 , 	19 , 	29 , 	60 , 	30 , 	22 , 	5 , 	22 , 	12 , 	12 , 	14 , 	3 , 	1 , 	2 , 	0 , 	1 , 	2 , 	10 , 	24 , 	19 , 	48 , 	28 , 	12 , 	15 , 	2 , 	8 , 	6 , 	1 , 	9 , 	21 , 	1 , 	2 , 	1 , 	1 , 	4 , 	2 , 	6 , 	1 , 	6 , 	4 , 	6 , 	1 , 	2 , 	532 ,,,,,,,,,,
HY, 	4 , 	8 , 	1 , 	4 , 	6 , 	5 , 	7 , 	11 , 	13 , 	16 , 	34 , 	23 , 	20 , 	24 , 	6 , 	21 , 	19 , 	23 , 	5 , 	3 , 	1 , 	0 , 	1 , 	2 , 	7 , 	15 , 	6 , 	26 , 	12 , 	12 , 	7 , 	4 , 	4 , 	5 , 	1 , 	4 , 	11 , 	2 , 	4 , 	1 , 	2 , 	4 , 	1 , 	2 , 	1 , 	9 , 	5 , 	12 , 	-   , 	3 , 	409 ,,,,,,,,,,
SH, 	2 , 	4 , 	3 , 	-   , 	4 , 	2 , 	6 , 	4 , 	6 , 	9 , 	19 , 	14 , 	13 , 	11 , 	21 , 	4 , 	11 , 	15 , 	2 , 	-   , 	1 , 	-   , 	-   , 	0 , 	4 , 	7 , 	4 , 	17 , 	11 , 	6 , 	9 , 	2 , 	2 , 	3 , 	1 , 	3 , 	6 , 	1 , 	2 , 	1 , 	1 , 	3 , 	1 , 	4 , 	1 , 	5 , 	5 , 	9 , 	-   , 	1 , 	255 ,,,,,,,,,,
UC, 	2 , 	6 , 	2 , 	1 , 	7 , 	4 , 	4 , 	4 , 	6 , 	6 , 	13 , 	15 , 	14 , 	11 , 	17 , 	9 , 	5 , 	14 , 	1 , 	1 , 	1 , 	1 , 	0 , 	2 , 	2 , 	9 , 	9 , 	14 , 	9 , 	7 , 	4 , 	1 , 	2 , 	1 , 	1 , 	2 , 	4 , 	-   , 	0 , 	0 , 	0 , 	2 , 	1 , 	3 , 	1 , 	10 , 	5 , 	13 , 	-   , 	1 , 	241 ,,,,,,,,,,
FM, 	3 , 	3 , 	1 , 	3 , 	6 , 	2 , 	3 , 	6 , 	5 , 	9 , 	14 , 	8 , 	8 , 	10 , 	27 , 	11 , 	12 , 	6 , 	1 , 	2 , 	1 , 	-   , 	1 , 	1 , 	2 , 	9 , 	9 , 	16 , 	8 , 	5 , 	3 , 	2 , 	3 , 	3 , 	1 , 	2 , 	3 , 	0 , 	2 , 	-   , 	0 , 	2 , 	1 , 	1 , 	2 , 	7 , 	9 , 	20 , 	0 , 	1 , 	247 ,,,,,,,,,,
CN, 	3 , 	5 , 	2 , 	2 , 	5 , 	2 , 	11 , 	6 , 	8 , 	3 , 	9 , 	5 , 	2 , 	4 , 	4 , 	3 , 	2 , 	1 , 	3 , 	19 , 	45 , 	25 , 	5 , 	4 , 	4 , 	15 , 	12 , 	24 , 	15 , 	9 , 	12 , 	4 , 	4 , 	6 , 	1 , 	-   , 	1 , 	6 , 	25 , 	2 , 	2 , 	4 , 	2 , 	0 , 	3 , 	3 , 	1 , 	2 , 	14 , 	18 , 	360 ,,,,,,,,,,
PH, 	2 , 	2 , 	1 , 	2 , 	4 , 	2 , 	5 , 	6 , 	5 , 	2 , 	3 , 	2 , 	1 , 	1 , 	2 , 	0 , 	1 , 	1 , 	18 , 	3 , 	22 , 	12 , 	2 , 	8 , 	2 , 	12 , 	10 , 	19 , 	12 , 	9 , 	5 , 	1 , 	2 , 	2 , 	1 , 	1 , 	1 , 	3 , 	12 , 	0 , 	2 , 	2 , 	1 , 	0 , 	2 , 	0 , 	1 , 	-   , 	5 , 	2 , 	210 ,,,,,,,,,,
WC, 	4 , 	3 , 	1 , 	2 , 	4 , 	1 , 	6 , 	7 , 	6 , 	3 , 	3 , 	2 , 	1 , 	-   , 	2 , 	1 , 	1 , 	1 , 	54 , 	21 , 	4 , 	11 , 	3 , 	6 , 	5 , 	16 , 	10 , 	15 , 	11 , 	4 , 	5 , 	2 , 	3 , 	2 , 	1 , 	0 , 	1 , 	7 , 	17 , 	0 , 	1 , 	4 , 	0 , 	-   , 	2 , 	0 , 	1 , 	2 , 	12 , 	8 , 	271 ,,,,,,,,,,
LF, 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	3 , 	3 , 	1 , 	1 , 	3 , 	-   , 	1 , 	0 , 	2 , 	-   , 	-   , 	0 , 	31 , 	11 , 	13 , 	1 , 	1 , 	3 , 	1 , 	7 , 	2 , 	4 , 	3 , 	3 , 	1 , 	1 , 	1 , 	0 , 	-   , 	-   , 	0 , 	2 , 	10 , 	-   , 	-   , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	1 , 	2 , 	4 , 	118 ,,,,,,,,,,
OR, 	1 , 	1 , 	1 , 	-   , 	2 , 	1 , 	1 , 	2 , 	2 , 	-   , 	3 , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	4 , 	1 , 	3 , 	2 , 	0 , 	4 , 	0 , 	2 , 	3 , 	4 , 	1 , 	2 , 	2 , 	1 , 	1 , 	1 , 	-   , 	0 , 	-   , 	0 , 	1 , 	-   , 	-   , 	1 , 	-   , 	0 , 	0 , 	0 , 	-   , 	-   , 	1 , 	0 , 	44 ,,,,,,,,,,
RR, 	5 , 	6 , 	8 , 	2 , 	21 , 	1 , 	9 , 	15 , 	15 , 	4 , 	16 , 	4 , 	7 , 	3 , 	4 , 	1 , 	1 , 	2 , 	5 , 	10 , 	8 , 	4 , 	5 , 	5 , 	5 , 	21 , 	16 , 	28 , 	19 , 	13 , 	10 , 	4 , 	4 , 	5 , 	1 , 	1 , 	1 , 	1 , 	2 , 	0 , 	1 , 	4 , 	3 , 	1 , 	1 , 	1 , 	0 , 	1 , 	2 , 	2 , 	306 ,,,,,,,,,,
OW, 	5 , 	5 , 	2 , 	1 , 	9 , 	6 , 	9 , 	9 , 	11 , 	8 , 	21 , 	17 , 	8 , 	5 , 	6 , 	2 , 	2 , 	2 , 	3 , 	2 , 	5 , 	1 , 	0 , 	4 , 	4 , 	74 , 	40 , 	96 , 	53 , 	46 , 	33 , 	7 , 	9 , 	8 , 	5 , 	3 , 	4 , 	0 , 	2 , 	3 , 	5 , 	8 , 	2 , 	1 , 	1 , 	1 , 	1 , 	3 , 	1 , 	1 , 	547 ,,,,,,,,,,
EM, 	33 , 	46 , 	15 , 	13 , 	38 , 	20 , 	41 , 	41 , 	38 , 	29 , 	48 , 	23 , 	31 , 	27 , 	14 , 	11 , 	10 , 	12 , 	13 , 	14 , 	16 , 	6 , 	2 , 	23 , 	76 , 	9 , 	4 , 	11 , 	15 , 	40 , 	45 , 	25 , 	46 , 	29 , 	10 , 	10 , 	23 , 	6 , 	13 , 	6 , 	7 , 	13 , 	7 , 	9 , 	4 , 	5 , 	12 , 	24 , 	3 , 	8 ," 	1,020 ",,,,,,,,,,
MT, 	32 , 	31 , 	14 , 	9 , 	26 , 	16 , 	27 , 	26 , 	37 , 	27 , 	45 , 	21 , 	27 , 	30 , 	8 , 	7 , 	13 , 	8 , 	10 , 	10 , 	10 , 	2 , 	3 , 	13 , 	45 , 	6 , 	5 , 	5 , 	8 , 	36 , 	36 , 	26 , 	84 , 	48 , 	14 , 	10 , 	15 , 	2 , 	11 , 	7 , 	8 , 	8 , 	5 , 	5 , 	2 , 	2 , 	7 , 	10 , 	3 , 	12 , 	864 ,,,,,,,,,,
PL, 	39 , 	55 , 	20 , 	13 , 	31 , 	20 , 	42 , 	38 , 	63 , 	45 , 	91 , 	49 , 	38 , 	36 , 	19 , 	13 , 	12 , 	10 , 	27 , 	13 , 	11 , 	4 , 	3 , 	17 , 	104 , 	13 , 	3 , 	12 , 	15 , 	94 , 	120 , 	54 , 	133 , 	107 , 	36 , 	12 , 	16 , 	6 , 	19 , 	16 , 	20 , 	20 , 	13 , 	7 , 	2 , 	4 , 	8 , 	11 , 	7 , 	11 ," 	1,562 ",,,,,,,,,,
CC, 	24 , 	27 , 	5 , 	11 , 	26 , 	13 , 	33 , 	36 , 	45 , 	35 , 	76 , 	33 , 	15 , 	21 , 	10 , 	10 , 	6 , 	7 , 	10 , 	12 , 	8 , 	3 , 	1 , 	10 , 	58 , 	14 , 	13 , 	14 , 	10 , 	55 , 	64 , 	31 , 	76 , 	56 , 	25 , 	6 , 	8 , 	2 , 	6 , 	11 , 	14 , 	22 , 	14 , 	6 , 	1 , 	4 , 	2 , 	5 , 	4 , 	7 , 	997 ,,,,,,,,,,
16, 	33 , 	24 , 	12 , 	9 , 	21 , 	19 , 	34 , 	35 , 	31 , 	24 , 	37 , 	17 , 	15 , 	12 , 	7 , 	5 , 	6 , 	5 , 	7 , 	8 , 	6 , 	4 , 	1 , 	11 , 	45 , 	48 , 	41 , 	104 , 	62 , 	6 , 	19 , 	37 , 	77 , 	55 , 	27 , 	2 , 	9 , 	1 , 	11 , 	13 , 	16 , 	14 , 	13 , 	3 , 	2 , 	2 , 	2 , 	4 , 	5 , 	8 ," 	1,002 ",,,,,,,,,,
24, 	30 , 	22 , 	6 , 	9 , 	16 , 	15 , 	20 , 	18 , 	19 , 	18 , 	41 , 	21 , 	16 , 	10 , 	5 , 	7 , 	3 , 	2 , 	13 , 	4 , 	4 , 	2 , 	0 , 	7 , 	29 , 	43 , 	34 , 	134 , 	92 , 	23 , 	6 , 	32 , 	60 , 	49 , 	25 , 	4 , 	3 , 	2 , 	9 , 	19 , 	19 , 	13 , 	8 , 	1 , 	1 , 	1 , 	1 , 	4 , 	3 , 	2 , 	920 ,,,,,,,,,,
GP, 	5 , 	11 , 	3 , 	2 , 	8 , 	2 , 	8 , 	5 , 	7 , 	7 , 	7 , 	5 , 	5 , 	3 , 	4 , 	2 , 	1 , 	2 , 	3 , 	2 , 	1 , 	1 , 	1 , 	3 , 	5 , 	25 , 	23 , 	72 , 	38 , 	35 , 	29 , 	4 , 	6 , 	7 , 	9 , 	2 , 	1 , 	1 , 	5 , 	4 , 	9 , 	4 , 	7 , 	2 , 	-   , 	1 , 	1 , 	1 , 	1 , 	2 , 	385 ,,,,,,,,,,
BP, 	6 , 	10 , 	2 , 	2 , 	2 , 	4 , 	8 , 	6 , 	11 , 	9 , 	9 , 	5 , 	5 , 	8 , 	3 , 	2 , 	3 , 	2 , 	2 , 	2 , 	3 , 	1 , 	1 , 	4 , 	10 , 	37 , 	41 , 	167 , 	75 , 	76 , 	57 , 	9 , 	6 , 	14 , 	13 , 	2 , 	3 , 	1 , 	3 , 	9 , 	21 , 	15 , 	10 , 	2 , 	2 , 	0 , 	2 , 	3 , 	1 , 	4 , 	690 ,,,,,,,,,,
DC, 	10 , 	8 , 	3 , 	2 , 	9 , 	3 , 	7 , 	6 , 	6 , 	7 , 	13 , 	5 , 	3 , 	3 , 	6 , 	2 , 	2 , 	1 , 	4 , 	2 , 	2 , 	0 , 	1 , 	4 , 	9 , 	33 , 	33 , 	146 , 	66 , 	61 , 	51 , 	11 , 	16 , 	5 , 	8 , 	2 , 	5 , 	1 , 	2 , 	5 , 	11 , 	20 , 	11 , 	1 , 	1 , 	2 , 	2 , 	3 , 	2 , 	3 , 	611 ,,,,,,,,,,
CM, 	1 , 	3 , 	1 , 	-   , 	2 , 	-   , 	3 , 	0 , 	4 , 	1 , 	4 , 	2 , 	1 , 	1 , 	1 , 	2 , 	1 , 	1 , 	2 , 	1 , 	1 , 	-   , 	-   , 	-   , 	2 , 	7 , 	9 , 	38 , 	20 , 	15 , 	23 , 	10 , 	10 , 	2 , 	2 , 	-   , 	0 , 	1 , 	2 , 	2 , 	5 , 	20 , 	5 , 	1 , 	-   , 	1 , 	-   , 	-   , 	2 , 	2 , 	207 ,,,,,,,,,,
CV, 	1 , 	0 , 	1 , 	1 , 	1 , 	1 , 	2 , 	2 , 	1 , 	9 , 	14 , 	10 , 	7 , 	12 , 	3 , 	3 , 	3 , 	2 , 	0 , 	-   , 	1 , 	-   , 	-   , 	1 , 	1 , 	9 , 	13 , 	14 , 	7 , 	3 , 	3 , 	3 , 	3 , 	1 , 	0 , 	2 , 	17 , 	0 , 	1 , 	-   , 	1 , 	0 , 	-   , 	11 , 	2 , 	1 , 	0 , 	2 , 	-   , 	-   , 	165 ,,,,,,,,,,
ED, 	4 , 	3 , 	1 , 	0 , 	4 , 	2 , 	6 , 	1 , 	4 , 	8 , 	22 , 	8 , 	13 , 	19 , 	5 , 	2 , 	3 , 	5 , 	1 , 	2 , 	2 , 	0 , 	0 , 	1 , 	4 , 	19 , 	16 , 	19 , 	13 , 	8 , 	3 , 	3 , 	6 , 	5 , 	1 , 	18 , 	3 , 	0 , 	1 , 	1 , 	1 , 	6 , 	1 , 	3 , 	4 , 	3 , 	2 , 	4 , 	-   , 	0 , 	254 ,,,,,,,,,,
NC, 	0 , 	1 , 	0 , 	1 , 	1 , 	1 , 	1 , 	3 , 	1 , 	1 , 	1 , 	0 , 	0 , 	1 , 	1 , 	1 , 	-   , 	0 , 	5 , 	2 , 	4 , 	1 , 	-   , 	1 , 	1 , 	3 , 	3 , 	5 , 	4 , 	2 , 	2 , 	1 , 	1 , 	2 , 	1 , 	1 , 	-   , 	1 , 	4 , 	1 , 	-   , 	2 , 	1 , 	-   , 	1 , 	-   , 	-   , 	1 , 	2 , 	3 , 	63 ,,,,,,,,,,
WP, 	5 , 	5 , 	2 , 	3 , 	4 , 	2 , 	8 , 	3 , 	5 , 	1 , 	6 , 	4 , 	3 , 	4 , 	3 , 	3 , 	2 , 	2 , 	33 , 	12 , 	16 , 	10 , 	1 , 	3 , 	3 , 	13 , 	10 , 	25 , 	10 , 	9 , 	11 , 	5 , 	4 , 	3 , 	2 , 	0 , 	1 , 	4 , 	3 , 	2 , 	1 , 	6 , 	0 , 	-   , 	2 , 	2 , 	0 , 	1 , 	3 , 	6 , 	261 ,,,,,,,,,,
SS, 	1 , 	2 , 	1 , 	1 , 	2 , 	0 , 	2 , 	2 , 	2 , 	2 , 	2 , 	3 , 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	2 , 	-   , 	1 , 	0 , 	-   , 	1 , 	2 , 	10 , 	4 , 	22 , 	14 , 	12 , 	20 , 	3 , 	7 , 	7 , 	2 , 	0 , 	1 , 	1 , 	3 , 	2 , 	5 , 	5 , 	4 , 	-   , 	-   , 	-   , 	0 , 	0 , 	1 , 	3 , 	152 ,,,,,,,,,,
SB, 	3 , 	3 , 	1 , 	0 , 	0 , 	0 , 	1 , 	2 , 	3 , 	2 , 	5 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	0 , 	2 , 	1 , 	1 , 	-   , 	0 , 	0 , 	3 , 	5 , 	7 , 	22 , 	20 , 	13 , 	17 , 	5 , 	12 , 	11 , 	4 , 	0 , 	1 , 	0 , 	2 , 	5 , 	1 , 	3 , 	2 , 	0 , 	1 , 	0 , 	-   , 	-   , 	2 , 	2 , 	165 ,,,,,,,,,,
SO, 	4 , 	8 , 	0 , 	1 , 	2 , 	2 , 	4 , 	3 , 	5 , 	2 , 	4 , 	2 , 	3 , 	4 , 	2 , 	1 , 	1 , 	1 , 	7 , 	4 , 	5 , 	1 , 	1 , 	3 , 	3 , 	5 , 	10 , 	21 , 	17 , 	12 , 	7 , 	3 , 	12 , 	14 , 	14 , 	1 , 	4 , 	1 , 	5 , 	4 , 	3 , 	5 , 	11 , 	0 , 	2 , 	0 , 	-   , 	0 , 	2 , 	5 , 	223 ,,,,,,,,,,
MB, 	2 , 	2 , 	1 , 	1 , 	3 , 	1 , 	1 , 	3 , 	6 , 	1 , 	3 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	-   , 	2 , 	1 , 	0 , 	-   , 	-   , 	2 , 	3 , 	3 , 	5 , 	13 , 	12 , 	15 , 	9 , 	5 , 	9 , 	12 , 	4 , 	1 , 	1 , 	0 , 	-   , 	3 , 	4 , 	16 , 	3 , 	1 , 	0 , 	0 , 	1 , 	-   , 	0 , 	1 , 	154 ,,,,,,,,,,
WD, 	2 , 	2 , 	2 , 	0 , 	1 , 	1 , 	3 , 	1 , 	1 , 	7 , 	13 , 	6 , 	9 , 	10 , 	3 , 	3 , 	3 , 	2 , 	-   , 	-   , 	1 , 	-   , 	-   , 	1 , 	1 , 	12 , 	6 , 	9 , 	5 , 	2 , 	2 , 	2 , 	2 , 	2 , 	2 , 	11 , 	5 , 	-   , 	1 , 	-   , 	1 , 	2 , 	-   , 	1 , 	0 , 	2 , 	1 , 	2 , 	-   , 	0 , 	138 ,,,,,,,,,,
OA, 	1 , 	4 , 	1 , 	2 , 	2 , 	1 , 	1 , 	2 , 	1 , 	2 , 	2 , 	3 , 	2 , 	2 , 	0 , 	2 , 	1 , 	0 , 	1 , 	3 , 	2 , 	0 , 	0 , 	-   , 	1 , 	2 , 	2 , 	3 , 	4 , 	1 , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	1 , 	-   , 	0 , 	3 , 	-   , 	2 , 	1 , 	-   , 	-   , 	0 , 	-   , 	2 , 	57 ,,,,,,,,,,
WS, 	1 , 	3 , 	1 , 	2 , 	4 , 	2 , 	3 , 	3 , 	2 , 	4 , 	8 , 	6 , 	6 , 	7 , 	5 , 	6 , 	7 , 	7 , 	1 , 	1 , 	1 , 	0 , 	0 , 	1 , 	1 , 	6 , 	2 , 	4 , 	5 , 	2 , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	4 , 	0 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	-   , 	4 , 	6 , 	11 , 	0 , 	2 , 	133 ,,,,,,,,,,
ML, 	1 , 	1 , 	1 , 	1 , 	4 , 	1 , 	2 , 	3 , 	3 , 	3 , 	4 , 	2 , 	4 , 	3 , 	4 , 	3 , 	4 , 	6 , 	1 , 	1 , 	1 , 	-   , 	-   , 	0 , 	2 , 	10 , 	4 , 	11 , 	3 , 	1 , 	1 , 	1 , 	2 , 	2 , 	1 , 	-   , 	2 , 	-   , 	1 , 	0 , 	-   , 	-   , 	-   , 	1 , 	0 , 	4 , 	7 , 	53 , 	1 , 	-   , 	158 ,,,,,,,,,,
BE, 	3 , 	3 , 	3 , 	1 , 	9 , 	4 , 	4 , 	6 , 	4 , 	12 , 	11 , 	5 , 	9 , 	7 , 	12 , 	11 , 	14 , 	18 , 	1 , 	1 , 	2 , 	-   , 	0 , 	1 , 	3 , 	19 , 	11 , 	14 , 	9 , 	5 , 	7 , 	1 , 	5 , 	3 , 	-   , 	1 , 	2 , 	1 , 	1 , 	1 , 	-   , 	1 , 	0 , 	1 , 	1 , 	15 , 	43 , 	21 , 	-   , 	1 , 	302 ,,,,,,,,,,
PC, 	4 , 	1 , 	1 , 	-   , 	1 , 	1 , 	5 , 	4 , 	2 , 	1 , 	3 , 	3 , 	1 , 	1 , 	2 , 	-   , 	1 , 	0 , 	16 , 	4 , 	11 , 	3 , 	1 , 	1 , 	1 , 	5 , 	3 , 	7 , 	3 , 	5 , 	3 , 	2 , 	2 , 	3 , 	1 , 	-   , 	-   , 	1 , 	3 , 	0 , 	1 , 	2 , 	1 , 	0 , 	1 , 	0 , 	1 , 	0 , 	2 , 	4 , 	115 ,,,,,,,,,,
AN, 	5 , 	3 , 	0 , 	1 , 	3 , 	2 , 	9 , 	6 , 	4 , 	2 , 	7 , 	7 , 	3 , 	5 , 	1 , 	1 , 	1 , 	2 , 	23 , 	6 , 	9 , 	5 , 	-   , 	3 , 	2 , 	10 , 	9 , 	14 , 	10 , 	6 , 	6 , 	6 , 	5 , 	6 , 	2 , 	1 , 	1 , 	5 , 	5 , 	3 , 	2 , 	5 , 	0 , 	1 , 	2 , 	2 , 	1 , 	1 , 	4 , 	5 , 	215 ,,,,,,,,,,
