Exit stations,Entry stations->,,WEEKDAY,,,Jun 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	8 , 	35 , 	24 , 	23 , 	66 , 	22 , 	38 , 	26 , 	30 , 	13 , 	30 , 	29 , 	15 , 	7 , 	9 , 	8 , 	3 , 	6 , 	7 , 	2 , 	5 , 	1 , 	4 , 	3 , 	10 , 	89 , 	78 , 	106 , 	91 , 	63 , 	61 , 	15 , 	22 , 	13 , 	5 , 	1 , 	3 , 	1 , 	6 , 	6 , 	10 , 	7 , 	6 , 	1 , 	2 , 	5 , 	1 , 	0 , 	5 , 	3 ," 	1,020 ",,,,,,,,,,,,,
EN, 	35 , 	8 , 	21 , 	17 , 	89 , 	31 , 	48 , 	40 , 	55 , 	17 , 	36 , 	27 , 	17 , 	10 , 	11 , 	7 , 	8 , 	11 , 	7 , 	5 , 	7 , 	1 , 	2 , 	4 , 	14 , 	131 , 	115 , 	145 , 	147 , 	66 , 	53 , 	20 , 	24 , 	16 , 	9 , 	2 , 	7 , 	2 , 	4 , 	10 , 	9 , 	14 , 	8 , 	1 , 	4 , 	7 , 	2 , 	3 , 	2 , 	3 ," 	1,332 ",,,,,,,,,,,,,
EP, 	27 , 	21 , 	3 , 	11 , 	52 , 	15 , 	21 , 	19 , 	27 , 	6 , 	16 , 	7 , 	7 , 	4 , 	3 , 	2 , 	6 , 	3 , 	4 , 	2 , 	3 , 	1 , 	1 , 	3 , 	5 , 	38 , 	38 , 	33 , 	36 , 	16 , 	11 , 	3 , 	5 , 	2 , 	2 , 	2 , 	1 , 	1 , 	3 , 	1 , 	2 , 	4 , 	4 , 	1 , 	1 , 	2 , 	1 , 	1 , 	2 , 	1 , 	475 ,,,,,,,,,,,,,
NB, 	22 , 	18 , 	10 , 	1 , 	9 , 	7 , 	12 , 	13 , 	13 , 	8 , 	20 , 	8 , 	7 , 	4 , 	6 , 	1 , 	1 , 	2 , 	2 , 	2 , 	2 , 	0 , 	1 , 	1 , 	3 , 	24 , 	16 , 	18 , 	22 , 	13 , 	12 , 	3 , 	2 , 	4 , 	2 , 	1 , 	1 , 	0 , 	3 , 	1 , 	1 , 	3 , 	1 , 	0 , 	2 , 	3 , 	0 , 	1 , 	0 , 	0 , 	307 ,,,,,,,,,,,,,
BK, 	76 , 	96 , 	55 , 	11 , 	7 , 	33 , 	36 , 	32 , 	57 , 	18 , 	48 , 	29 , 	20 , 	13 , 	14 , 	8 , 	9 , 	4 , 	5 , 	5 , 	6 , 	3 , 	1 , 	2 , 	10 , 	40 , 	29 , 	39 , 	48 , 	24 , 	19 , 	4 , 	8 , 	7 , 	2 , 	2 , 	5 , 	1 , 	8 , 	2 , 	3 , 	5 , 	5 , 	2 , 	3 , 	5 , 	1 , 	4 , 	3 , 	4 , 	868 ,,,,,,,,,,,,,
AS, 	24 , 	33 , 	14 , 	7 , 	26 , 	3 , 	13 , 	22 , 	24 , 	7 , 	27 , 	17 , 	12 , 	7 , 	5 , 	5 , 	6 , 	1 , 	3 , 	2 , 	3 , 	1 , 	1 , 	1 , 	7 , 	31 , 	26 , 	33 , 	35 , 	18 , 	12 , 	4 , 	6 , 	1 , 	1 , 	2 , 	2 , 	0 , 	3 , 	1 , 	5 , 	1 , 	1 , 	0 , 	1 , 	2 , 	0 , 	2 , 	0 , 	2 , 	464 ,,,,,,,,,,,,,
MA, 	42 , 	49 , 	20 , 	15 , 	31 , 	17 , 	10 , 	18 , 	30 , 	9 , 	45 , 	33 , 	22 , 	22 , 	16 , 	14 , 	10 , 	9 , 	26 , 	18 , 	19 , 	5 , 	4 , 	7 , 	15 , 	66 , 	52 , 	73 , 	79 , 	45 , 	28 , 	15 , 	10 , 	8 , 	5 , 	3 , 	7 , 	6 , 	25 , 	3 , 	3 , 	7 , 	4 , 	3 , 	3 , 	6 , 	2 , 	3 , 	18 , 	26 ," 	1,005 ",,,,,,,,,,,,,
19, 	27 , 	39 , 	16 , 	10 , 	26 , 	17 , 	18 , 	5 , 	5 , 	4 , 	28 , 	32 , 	25 , 	25 , 	21 , 	9 , 	10 , 	9 , 	20 , 	20 , 	11 , 	5 , 	4 , 	7 , 	12 , 	57 , 	56 , 	72 , 	73 , 	36 , 	19 , 	10 , 	9 , 	12 , 	4 , 	3 , 	4 , 	9 , 	20 , 	5 , 	6 , 	4 , 	5 , 	3 , 	2 , 	7 , 	2 , 	4 , 	8 , 	22 , 	856 ,,,,,,,,,,,,,
12, 	34 , 	55 , 	26 , 	14 , 	42 , 	22 , 	29 , 	4 , 	12 , 	5 , 	36 , 	33 , 	39 , 	30 , 	32 , 	10 , 	18 , 	13 , 	23 , 	22 , 	19 , 	5 , 	9 , 	10 , 	21 , 	60 , 	60 , 	92 , 	87 , 	41 , 	31 , 	17 , 	21 , 	25 , 	10 , 	3 , 	5 , 	6 , 	24 , 	8 , 	7 , 	7 , 	8 , 	2 , 	1 , 	7 , 	2 , 	3 , 	8 , 	19 ," 	1,117 ",,,,,,,,,,,,,
LM, 	12 , 	15 , 	6 , 	7 , 	14 , 	7 , 	9 , 	3 , 	6 , 	5 , 	46 , 	48 , 	57 , 	42 , 	28 , 	24 , 	15 , 	15 , 	6 , 	3 , 	3 , 	1 , 	0 , 	3 , 	12 , 	70 , 	57 , 	85 , 	84 , 	33 , 	27 , 	9 , 	13 , 	11 , 	1 , 	15 , 	32 , 	1 , 	3 , 	1 , 	2 , 	3 , 	2 , 	13 , 	3 , 	12 , 	2 , 	4 , 	2 , 	5 , 	877 ,,,,,,,,,,,,,
FV, 	30 , 	34 , 	15 , 	20 , 	45 , 	29 , 	43 , 	29 , 	42 , 	35 , 	9 , 	79 , 	83 , 	70 , 	62 , 	39 , 	23 , 	25 , 	8 , 	10 , 	8 , 	5 , 	9 , 	15 , 	40 , 	118 , 	95 , 	176 , 	171 , 	74 , 	54 , 	15 , 	19 , 	14 , 	3 , 	23 , 	49 , 	2 , 	6 , 	3 , 	6 , 	6 , 	3 , 	21 , 	4 , 	18 , 	3 , 	5 , 	5 , 	9 ," 	1,705 ",,,,,,,,,,,,,
CL, 	28 , 	25 , 	8 , 	10 , 	23 , 	16 , 	36 , 	29 , 	47 , 	42 , 	75 , 	9 , 	37 , 	46 , 	40 , 	26 , 	16 , 	16 , 	8 , 	7 , 	3 , 	1 , 	3 , 	6 , 	34 , 	68 , 	67 , 	79 , 	84 , 	42 , 	38 , 	15 , 	14 , 	12 , 	4 , 	11 , 	22 , 	1 , 	8 , 	4 , 	5 , 	4 , 	3 , 	8 , 	5 , 	16 , 	2 , 	3 , 	6 , 	10 ," 	1,121 ",,,,,,,,,,,,,
SL, 	13 , 	19 , 	6 , 	6 , 	19 , 	12 , 	21 , 	26 , 	47 , 	56 , 	86 , 	39 , 	5 , 	34 , 	37 , 	35 , 	21 , 	16 , 	4 , 	2 , 	4 , 	2 , 	2 , 	6 , 	20 , 	82 , 	81 , 	83 , 	80 , 	32 , 	27 , 	9 , 	11 , 	10 , 	3 , 	12 , 	27 , 	1 , 	5 , 	2 , 	3 , 	8 , 	2 , 	11 , 	3 , 	13 , 	2 , 	2 , 	3 , 	7 ," 	1,058 ",,,,,,,,,,,,,
