Exit stations,Entry stations->,,SUNDAY,,,Jun 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	7 , 	18 , 	12 , 	11 , 	28 , 	13 , 	14 , 	13 , 	9 , 	9 , 	21 , 	12 , 	5 , 	4 , 	3 , 	1 , 	0 , 	2 , 	5 , 	3 , 	3 , 	0 , 	-   , 	2 , 	5 , 	30 , 	13 , 	40 , 	27 , 	26 , 	20 , 	6 , 	8 , 	6 , 	2 , 	1 , 	1 , 	1 , 	2 , 	1 , 	3 , 	6 , 	2 , 	2 , 	1 , 	4 , 	2 , 	5 , 	2 , 	4 , 	409 ,,,,,,,,,,,
EN, 	20 , 	6 , 	8 , 	7 , 	33 , 	17 , 	19 , 	18 , 	21 , 	7 , 	21 , 	11 , 	8 , 	5 , 	6 , 	3 , 	3 , 	5 , 	2 , 	2 , 	2 , 	1 , 	1 , 	2 , 	3 , 	32 , 	21 , 	44 , 	30 , 	29 , 	16 , 	6 , 	12 , 	6 , 	7 , 	1 , 	2 , 	0 , 	3 , 	1 , 	3 , 	8 , 	1 , 	1 , 	5 , 	3 , 	3 , 	2 , 	1 , 	1 , 	463 ,,,,,,,,,,,
EP, 	13 , 	7 , 	2 , 	7 , 	24 , 	13 , 	9 , 	10 , 	9 , 	5 , 	13 , 	1 , 	3 , 	3 , 	2 , 	1 , 	1 , 	3 , 	2 , 	0 , 	1 , 	1 , 	1 , 	1 , 	2 , 	10 , 	9 , 	13 , 	8 , 	5 , 	4 , 	1 , 	2 , 	2 , 	2 , 	-   , 	2 , 	-   , 	1 , 	1 , 	1 , 	4 , 	1 , 	1 , 	3 , 	0 , 	1 , 	2 , 	0 , 	1 , 	198 ,,,,,,,,,,,
NB, 	10 , 	8 , 	8 , 	1 , 	4 , 	3 , 	7 , 	10 , 	5 , 	3 , 	6 , 	3 , 	3 , 	1 , 	2 , 	-   , 	2 , 	1 , 	1 , 	2 , 	1 , 	-   , 	1 , 	-   , 	0 , 	7 , 	4 , 	7 , 	9 , 	8 , 	4 , 	2 , 	2 , 	2 , 	1 , 	-   , 	1 , 	0 , 	-   , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	2 , 	0 , 	2 , 	0 , 	-   , 	133 ,,,,,,,,,,,
BK, 	33 , 	38 , 	32 , 	7 , 	5 , 	21 , 	21 , 	20 , 	27 , 	16 , 	23 , 	12 , 	6 , 	11 , 	6 , 	2 , 	3 , 	2 , 	2 , 	2 , 	1 , 	1 , 	1 , 	3 , 	6 , 	19 , 	10 , 	27 , 	21 , 	17 , 	9 , 	3 , 	2 , 	4 , 	1 , 	2 , 	3 , 	-   , 	2 , 	2 , 	1 , 	5 , 	2 , 	1 , 	5 , 	2 , 	1 , 	7 , 	1 , 	1 , 	438 ,,,,,,,,,,,
AS, 	13 , 	20 , 	14 , 	3 , 	20 , 	4 , 	7 , 	12 , 	11 , 	7 , 	14 , 	7 , 	5 , 	3 , 	4 , 	2 , 	1 , 	1 , 	1 , 	1 , 	0 , 	0 , 	-   , 	2 , 	4 , 	11 , 	8 , 	17 , 	12 , 	14 , 	5 , 	2 , 	3 , 	1 , 	-   , 	1 , 	2 , 	0 , 	1 , 	0 , 	0 , 	1 , 	-   , 	1 , 	3 , 	3 , 	2 , 	2 , 	0 , 	0 , 	243 ,,,,,,,,,,,
MA, 	14 , 	16 , 	7 , 	8 , 	14 , 	6 , 	5 , 	9 , 	18 , 	8 , 	24 , 	11 , 	8 , 	8 , 	5 , 	4 , 	3 , 	3 , 	9 , 	4 , 	5 , 	2 , 	0 , 	6 , 	8 , 	20 , 	16 , 	33 , 	30 , 	28 , 	17 , 	9 , 	5 , 	5 , 	2 , 	1 , 	2 , 	1 , 	4 , 	2 , 	1 , 	7 , 	1 , 	2 , 	4 , 	1 , 	1 , 	5 , 	3 , 	4 , 	406 ,,,,,,,,,,,
19, 	12 , 	15 , 	10 , 	6 , 	15 , 	13 , 	9 , 	4 , 	2 , 	2 , 	12 , 	10 , 	9 , 	12 , 	8 , 	3 , 	4 , 	4 , 	6 , 	5 , 	6 , 	1 , 	1 , 	5 , 	6 , 	31 , 	14 , 	32 , 	34 , 	28 , 	17 , 	6 , 	6 , 	7 , 	1 , 	1 , 	1 , 	1 , 	4 , 	1 , 	2 , 	8 , 	3 , 	1 , 	4 , 	2 , 	3 , 	6 , 	1 , 	3 , 	387 ,,,,,,,,,,,
12, 	11 , 	17 , 	12 , 	12 , 	22 , 	10 , 	14 , 	3 , 	6 , 	4 , 	12 , 	14 , 	15 , 	14 , 	8 , 	3 , 	6 , 	6 , 	6 , 	4 , 	6 , 	1 , 	2 , 	8 , 	9 , 	38 , 	23 , 	51 , 	42 , 	37 , 	14 , 	9 , 	12 , 	10 , 	4 , 	2 , 	2 , 	2 , 	3 , 	2 , 	4 , 	9 , 	4 , 	1 , 	3 , 	2 , 	2 , 	3 , 	0 , 	2 , 	500 ,,,,,,,,,,,
LM, 	7 , 	8 , 	4 , 	4 , 	11 , 	10 , 	8 , 	2 , 	4 , 	4 , 	27 , 	22 , 	20 , 	24 , 	11 , 	6 , 	6 , 	4 , 	2 , 	1 , 	1 , 	1 , 	-   , 	2 , 	6 , 	26 , 	24 , 	34 , 	30 , 	16 , 	15 , 	5 , 	5 , 	5 , 	1 , 	9 , 	10 , 	1 , 	2 , 	-   , 	1 , 	2 , 	2 , 	5 , 	5 , 	4 , 	5 , 	7 , 	1 , 	1 , 	408 ,,,,,,,,,,,
