Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Dec 05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	150 , 	107 , 	65 , 	325 , 	93 , 	139 , 	124 , 	168 , 	32 , 	95 , 	74 , 	40 , 	30 , 	40 , 	23 , 	18 , 	32 , 	31 , 	20 , 	19 , 	14 , 	11 , 	19 , 	28 , 	188 , 	209 , 	278 , 	193 , 	104 , 	135 , 	28 , 	39 , 	43 , 	9 , 	9 , 	22 , 	7 , 	28 , 	10 , 	6 , 	21 , 	9 ," 	3,045 ",,,Eastbay," 	70,588 ",,,,,,,
EN, 	178 , 	12 , 	109 , 	72 , 	735 , 	167 , 	234 , 	420 , 	586 , 	87 , 	136 , 	155 , 	66 , 	47 , 	62 , 	30 , 	37 , 	67 , 	45 , 	28 , 	39 , 	9 , 	13 , 	23 , 	45 , 	783 , 	858 , 	830 , 	590 , 	127 , 	161 , 	52 , 	78 , 	123 , 	18 , 	10 , 	48 , 	7 , 	33 , 	16 , 	19 , 	52 , 	24 ," 	7,230 ",,,Westbay," 	89,054 ",,,,,,,
EP, 	123 , 	94 , 	7 , 	52 , 	506 , 	68 , 	89 , 	189 , 	248 , 	68 , 	56 , 	53 , 	26 , 	15 , 	25 , 	8 , 	12 , 	32 , 	22 , 	23 , 	26 , 	9 , 	7 , 	24 , 	15 , 	408 , 	462 , 	413 , 	264 , 	49 , 	37 , 	16 , 	25 , 	44 , 	3 , 	5 , 	18 , 	4 , 	10 , 	3 , 	3 , 	33 , 	10 ," 	3,605 ",,,Transbay," 	144,505 ",,,,,,,
NB, 	74 , 	66 , 	51 , 	5 , 	174 , 	57 , 	68 , 	152 , 	204 , 	44 , 	59 , 	71 , 	23 , 	20 , 	18 , 	8 , 	11 , 	27 , 	19 , 	13 , 	27 , 	8 , 	10 , 	15 , 	14 , 	499 , 	526 , 	420 , 	331 , 	83 , 	62 , 	25 , 	25 , 	41 , 	2 , 	5 , 	17 , 	3 , 	10 , 	4 , 	4 , 	47 , 	14 ," 	3,357 ",,,SFO Ext," 	21,715 ",,,,,,,
BK, 	346 , 	765 , 	514 , 	186 , 	15 , 	353 , 	370 , 	374 , 	493 , 	172 , 	277 , 	202 , 	126 , 	124 , 	119 , 	62 , 	122 , 	231 , 	101 , 	114 , 	109 , 	57 , 	48 , 	46 , 	70 , 	505 , 	553 , 	800 , 	569 , 	219 , 	221 , 	96 , 	71 , 	121 , 	19 , 	42 , 	107 , 	22 , 	63 , 	17 , 	15 , 	78 , 	65 ," 	8,977 ",,,Extensions," 	33,920 ",,,,,,,
AS, 	104 , 	155 , 	62 , 	53 , 	309 , 	6 , 	98 , 	178 , 	230 , 	54 , 	100 , 	97 , 	45 , 	39 , 	49 , 	24 , 	28 , 	56 , 	26 , 	20 , 	26 , 	7 , 	7 , 	19 , 	39 , 	396 , 	457 , 	380 , 	317 , 	108 , 	85 , 	27 , 	29 , 	47 , 	8 , 	10 , 	30 , 	3 , 	21 , 	5 , 	4 , 	32 , 	12 ," 	3,803 ",,,,,,,,,,,
MA, 	149 , 	229 , 	91 , 	73 , 	335 , 	101 , 	10 , 	142 , 	220 , 	51 , 	151 , 	172 , 	101 , 	96 , 	92 , 	50 , 	65 , 	114 , 	104 , 	101 , 	101 , 	33 , 	33 , 	49 , 	66 , 	648 , 	708 , 	709 , 	538 , 	193 , 	150 , 	58 , 	67 , 	79 , 	16 , 	23 , 	51 , 	18 , 	125 , 	12 , 	13 , 	46 , 	21 ," 	6,205 ",,,,,,,,,,,
19, 	129 , 	442 , 	190 , 	156 , 	336 , 	176 , 	130 , 	8 , 	76 , 	47 , 	140 , 	170 , 	202 , 	186 , 	184 , 	142 , 	173 , 	351 , 	219 , 	306 , 	213 , 	120 , 	80 , 	116 , 	53 , 	553 , 	543 , 	516 , 	484 , 	143 , 	150 , 	108 , 	94 , 	155 , 	51 , 	57 , 	193 , 	89 , 	199 , 	35 , 	28 , 	23 , 	56 ," 	7,822 ",,,,,,,,,,,
12, 	181 , 	589 , 	248 , 	201 , 	434 , 	230 , 	216 , 	75 , 	15 , 	43 , 	243 , 	305 , 	326 , 	343 , 	282 , 	188 , 	227 , 	383 , 	280 , 	366 , 	282 , 	161 , 	132 , 	190 , 	99 , 	760 , 	783 , 	838 , 	704 , 	202 , 	226 , 	134 , 	126 , 	212 , 	63 , 	99 , 	265 , 	114 , 	270 , 	61 , 	44 , 	39 , 	71 ," 	11,051 ",,,,,,,,,,,
LM, 	32 , 	76 , 	67 , 	44 , 	174 , 	53 , 	50 , 	37 , 	42 , 	6 , 	143 , 	160 , 	226 , 	193 , 	126 , 	92 , 	97 , 	142 , 	20 , 	21 , 	25 , 	14 , 	11 , 	27 , 	29 , 	451 , 	485 , 	525 , 	326 , 	93 , 	72 , 	34 , 	55 , 	68 , 	16 , 	76 , 	195 , 	8 , 	25 , 	17 , 	13 , 	37 , 	21 ," 	4,424 ",,,,,,,,,,,
