Exit stations,Entry stations->,,SUNDAY,,,Feb 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	6 , 	42 , 	52 , 	37 , 	122 , 	57 , 	61 , 	34 , 	41 , 	21 , 	48 , 	42 , 	13 , 	19 , 	15 , 	9 , 	6 , 	17 , 	12 , 	8 , 	14 , 	4 , 	2 , 	12 , 	13 , 	78 , 	59 , 	186 , 	88 , 	58 , 	49 , 	17 , 	20 , 	15 , 	7 , 	2 , 	6 , 	2 , 	27 , 	7 , 	7 , 	15 , 	13 , 	1 ," 	1,360 ",,,Eastbay," 	27,052 ",,SF CBD," 	69,123 ",58.1%,,,
EN, 	50 , 	8 , 	49 , 	52 , 	288 , 	76 , 	84 , 	53 , 	85 , 	33 , 	68 , 	52 , 	21 , 	23 , 	17 , 	13 , 	11 , 	32 , 	16 , 	9 , 	20 , 	7 , 	3 , 	12 , 	22 , 	148 , 	133 , 	377 , 	123 , 	62 , 	61 , 	25 , 	37 , 	29 , 	16 , 	7 , 	14 , 	2 , 	23 , 	7 , 	11 , 	56 , 	15 , 	3 ," 	2,248 ",,,Westbay," 	37,596 ",,non-CBD," 	44,891 ",37.7%,,,
EP, 	58 , 	58 , 	5 , 	38 , 	289 , 	54 , 	53 , 	49 , 	55 , 	24 , 	28 , 	22 , 	11 , 	11 , 	10 , 	5 , 	10 , 	24 , 	9 , 	6 , 	11 , 	6 , 	5 , 	24 , 	8 , 	91 , 	77 , 	189 , 	102 , 	44 , 	28 , 	18 , 	13 , 	11 , 	6 , 	3 , 	4 , 	2 , 	8 , 	3 , 	2 , 	41 , 	14 , 	2 ," 	1,527 ",,,Transbay," 	56,036 ",,,,,,,
NB, 	41 , 	45 , 	37 , 	10 , 	98 , 	35 , 	60 , 	55 , 	69 , 	28 , 	36 , 	35 , 	19 , 	18 , 	15 , 	4 , 	13 , 	26 , 	11 , 	12 , 	17 , 	9 , 	7 , 	14 , 	11 , 	151 , 	123 , 	269 , 	164 , 	83 , 	69 , 	31 , 	14 , 	16 , 	5 , 	6 , 	7 , 	3 , 	13 , 	2 , 	4 , 	69 , 	23 , 	6 ," 	1,777 ",,,,,,,,,,,
BK, 	164 , 	264 , 	274 , 	96 , 	34 , 	161 , 	165 , 	205 , 	213 , 	81 , 	136 , 	153 , 	60 , 	64 , 	55 , 	24 , 	57 , 	218 , 	39 , 	44 , 	60 , 	39 , 	24 , 	37 , 	59 , 	364 , 	262 , 	751 , 	372 , 	218 , 	135 , 	70 , 	53 , 	75 , 	11 , 	19 , 	55 , 	6 , 	23 , 	11 , 	15 , 	201 , 	96 , 	25 ," 	5,481 ",,,,,,,,,,,
AS, 	52 , 	74 , 	46 , 	44 , 	143 , 	8 , 	68 , 	92 , 	87 , 	42 , 	67 , 	65 , 	22 , 	31 , 	22 , 	14 , 	11 , 	29 , 	8 , 	11 , 	15 , 	7 , 	2 , 	15 , 	31 , 	134 , 	101 , 	249 , 	193 , 	133 , 	90 , 	21 , 	20 , 	15 , 	7 , 	5 , 	8 , 	3 , 	15 , 	1 , 	4 , 	45 , 	12 , 	6 ," 	2,063 ",,,,,,,,,,,
MA, 	64 , 	74 , 	49 , 	48 , 	161 , 	74 , 	17 , 	68 , 	73 , 	35 , 	90 , 	87 , 	37 , 	48 , 	40 , 	16 , 	15 , 	31 , 	39 , 	25 , 	33 , 	13 , 	13 , 	36 , 	37 , 	214 , 	164 , 	430 , 	315 , 	207 , 	135 , 	37 , 	31 , 	29 , 	6 , 	12 , 	13 , 	6 , 	57 , 	4 , 	10 , 	74 , 	18 , 	7 ," 	2,986 ",,,,,,,,,,,
19, 	33 , 	42 , 	43 , 	58 , 	175 , 	94 , 	60 , 	10 , 	15 , 	14 , 	63 , 	60 , 	35 , 	32 , 	32 , 	15 , 	17 , 	35 , 	25 , 	16 , 	28 , 	13 , 	8 , 	59 , 	42 , 	191 , 	160 , 	347 , 	258 , 	160 , 	122 , 	32 , 	30 , 	25 , 	5 , 	7 , 	9 , 	7 , 	32 , 	5 , 	8 , 	53 , 	20 , 	5 ," 	2,497 ",,,,,,,,,,,
12, 	44 , 	67 , 	51 , 	60 , 	207 , 	77 , 	73 , 	15 , 	17 , 	14 , 	72 , 	87 , 	48 , 	69 , 	40 , 	22 , 	28 , 	52 , 	37 , 	25 , 	36 , 	14 , 	14 , 	44 , 	54 , 	202 , 	188 , 	465 , 	237 , 	129 , 	93 , 	31 , 	38 , 	37 , 	14 , 	7 , 	10 , 	7 , 	36 , 	11 , 	14 , 	74 , 	25 , 	3 ," 	2,885 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	18 , 	36 , 	23 , 	27 , 	75 , 	50 , 	33 , 	17 , 	15 , 	9 , 	84 , 	73 , 	79 , 	78 , 	45 , 	20 , 	28 , 	56 , 	9 , 	5 , 	13 , 	5 , 	7 , 	20 , 	23 , 	169 , 	163 , 	413 , 	201 , 	120 , 	88 , 	30 , 	42 , 	26 , 	2 , 	35 , 	58 , 	3 , 	9 , 	2 , 	5 , 	25 , 	7 , 	27 ," 	2,268 ",,,Dtwn SF," 	1,355 "," 	5,520 "," 	10,281 "," 	4,558 "," 	3,826 "," 	5,374 "," 	3,643 "," 	34,557 "
