Exit stations,Entry stations->,,SUNDAY,,,Mar 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	42 , 	59 , 	30 , 	111 , 	52 , 	54 , 	27 , 	44 , 	16 , 	57 , 	44 , 	18 , 	20 , 	13 , 	9 , 	8 , 	14 , 	12 , 	6 , 	7 , 	2 , 	4 , 	9 , 	15 , 	58 , 	37 , 	150 , 	64 , 	45 , 	54 , 	13 , 	23 , 	20 , 	3 , 	3 , 	6 , 	4 , 	17 , 	4 , 	6 , 	18 , 	10 ," 	1,213 ",,,Eastbay," 	24,936 ",,SF CBD," 	64,151 ",58.1%,,,
EN, 	52 , 	6 , 	49 , 	40 , 	201 , 	68 , 	83 , 	36 , 	76 , 	24 , 	62 , 	94 , 	20 , 	33 , 	23 , 	17 , 	16 , 	30 , 	14 , 	7 , 	13 , 	4 , 	6 , 	11 , 	20 , 	116 , 	97 , 	343 , 	120 , 	61 , 	50 , 	26 , 	42 , 	28 , 	15 , 	6 , 	18 , 	4 , 	31 , 	7 , 	9 , 	60 , 	11 ," 	2,049 ",,,Westbay," 	38,757 ",,non-CBD," 	41,337 ",37.5%,,,
EP, 	60 , 	40 , 	4 , 	36 , 	224 , 	53 , 	46 , 	28 , 	39 , 	25 , 	42 , 	42 , 	10 , 	10 , 	5 , 	6 , 	7 , 	19 , 	10 , 	8 , 	9 , 	4 , 	4 , 	21 , 	6 , 	56 , 	54 , 	199 , 	107 , 	29 , 	32 , 	13 , 	14 , 	13 , 	3 , 	3 , 	11 , 	2 , 	4 , 	2 , 	3 , 	42 , 	9 ," 	1,354 ",,,Transbay," 	46,650 ",,,,,,,
NB, 	34 , 	43 , 	39 , 	4 , 	65 , 	45 , 	48 , 	37 , 	50 , 	24 , 	42 , 	55 , 	8 , 	17 , 	10 , 	11 , 	7 , 	22 , 	11 , 	7 , 	12 , 	4 , 	4 , 	10 , 	7 , 	112 , 	91 , 	253 , 	188 , 	69 , 	59 , 	17 , 	15 , 	13 , 	3 , 	5 , 	8 , 	1 , 	9 , 	2 , 	2 , 	73 , 	13 ," 	1,549 ",,,,,,,,,,,
BK, 	146 , 	192 , 	223 , 	70 , 	13 , 	137 , 	154 , 	125 , 	190 , 	77 , 	107 , 	397 , 	50 , 	42 , 	44 , 	20 , 	43 , 	229 , 	26 , 	35 , 	52 , 	29 , 	20 , 	28 , 	46 , 	254 , 	190 , 	662 , 	339 , 	138 , 	141 , 	54 , 	44 , 	61 , 	9 , 	21 , 	48 , 	8 , 	21 , 	11 , 	9 , 	337 , 	65 ," 	4,908 ",,,,,,,,,,,
AS, 	51 , 	67 , 	44 , 	34 , 	109 , 	4 , 	72 , 	59 , 	68 , 	31 , 	60 , 	75 , 	16 , 	24 , 	20 , 	11 , 	11 , 	26 , 	10 , 	7 , 	16 , 	5 , 	4 , 	16 , 	35 , 	105 , 	74 , 	220 , 	160 , 	101 , 	76 , 	19 , 	15 , 	11 , 	3 , 	6 , 	19 , 	2 , 	18 , 	3 , 	3 , 	53 , 	13 ," 	1,773 ",,,,,,,,,,,
MA, 	55 , 	73 , 	39 , 	38 , 	147 , 	66 , 	7 , 	33 , 	63 , 	26 , 	72 , 	106 , 	28 , 	39 , 	34 , 	11 , 	13 , 	34 , 	27 , 	20 , 	22 , 	11 , 	9 , 	32 , 	42 , 	163 , 	135 , 	386 , 	240 , 	135 , 	103 , 	27 , 	21 , 	20 , 	5 , 	6 , 	20 , 	5 , 	48 , 	4 , 	6 , 	65 , 	11 ," 	2,450 ",,,,,,,,,,,
19, 	26 , 	31 , 	26 , 	31 , 	119 , 	55 , 	36 , 	5 , 	14 , 	14 , 	40 , 	48 , 	24 , 	30 , 	24 , 	7 , 	15 , 	20 , 	18 , 	12 , 	17 , 	5 , 	11 , 	39 , 	20 , 	95 , 	67 , 	234 , 	141 , 	80 , 	59 , 	15 , 	10 , 	13 , 	5 , 	6 , 	13 , 	2 , 	22 , 	3 , 	4 , 	37 , 	6 ," 	1,498 ",,,,,,,,,,,
12, 	39 , 	61 , 	39 , 	50 , 	145 , 	65 , 	54 , 	11 , 	6 , 	12 , 	53 , 	101 , 	55 , 	67 , 	40 , 	18 , 	35 , 	45 , 	28 , 	28 , 	34 , 	12 , 	16 , 	36 , 	41 , 	181 , 	123 , 	402 , 	175 , 	64 , 	50 , 	29 , 	27 , 	27 , 	12 , 	9 , 	17 , 	4 , 	42 , 	6 , 	9 , 	74 , 	7 ," 	2,345 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	16 , 	21 , 	23 , 	25 , 	79 , 	34 , 	27 , 	13 , 	13 , 	5 , 	99 , 	75 , 	69 , 	78 , 	36 , 	17 , 	18 , 	41 , 	8 , 	4 , 	10 , 	4 , 	5 , 	11 , 	23 , 	132 , 	126 , 	406 , 	187 , 	85 , 	85 , 	25 , 	31 , 	28 , 	7 , 	34 , 	36 , 	2 , 	9 , 	8 , 	4 , 	30 , 	12 ," 	2,000 ",,,Dtwn SF," 	1,509 "," 	4,176 "," 	10,917 "," 	3,794 "," 	3,605 "," 	4,791 "," 	3,448 "," 	32,239 "
