Exit stations,Entry stations->,,SATURDAY,,,Mar 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	72 , 	87 , 	45 , 	198 , 	62 , 	77 , 	39 , 	68 , 	18 , 	78 , 	45 , 	22 , 	20 , 	20 , 	7 , 	12 , 	18 , 	19 , 	11 , 	10 , 	4 , 	8 , 	11 , 	17 , 	85 , 	61 , 	223 , 	88 , 	74 , 	106 , 	14 , 	32 , 	33 , 	5 , 	5 , 	10 , 	1 , 	32 , 	7 , 	7 , 	25 , 	10 ," 	1,787 ",,,Eastbay," 	36,916 ",,SF CBD," 	105,709 ",61.6%,,,
EN, 	80 , 	13 , 	75 , 	60 , 	395 , 	103 , 	135 , 	66 , 	141 , 	31 , 	115 , 	94 , 	34 , 	36 , 	40 , 	17 , 	21 , 	41 , 	26 , 	11 , 	20 , 	8 , 	8 , 	17 , 	26 , 	217 , 	195 , 	608 , 	227 , 	84 , 	121 , 	37 , 	61 , 	49 , 	20 , 	11 , 	22 , 	3 , 	42 , 	15 , 	14 , 	50 , 	15 ," 	3,396 ",,,Westbay," 	60,099 ",,non-CBD," 	60,844 ",35.4%,,,
EP, 	97 , 	69 , 	7 , 	44 , 	384 , 	71 , 	63 , 	48 , 	94 , 	32 , 	49 , 	35 , 	10 , 	9 , 	13 , 	7 , 	8 , 	26 , 	15 , 	11 , 	13 , 	5 , 	5 , 	20 , 	9 , 	120 , 	111 , 	363 , 	155 , 	42 , 	40 , 	16 , 	17 , 	13 , 	3 , 	7 , 	10 , 	2 , 	7 , 	4 , 	4 , 	39 , 	14 ," 	2,105 ",,,Transbay," 	74,661 ",,,,,,,
NB, 	52 , 	61 , 	52 , 	9 , 	131 , 	49 , 	57 , 	55 , 	86 , 	26 , 	68 , 	36 , 	14 , 	23 , 	13 , 	7 , 	11 , 	23 , 	13 , 	11 , 	16 , 	9 , 	5 , 	11 , 	9 , 	204 , 	165 , 	426 , 	292 , 	109 , 	90 , 	26 , 	21 , 	21 , 	3 , 	4 , 	12 , 	3 , 	11 , 	4 , 	3 , 	61 , 	16 ," 	2,313 ",,,,,,,,,,,
BK, 	201 , 	396 , 	381 , 	135 , 	25 , 	235 , 	279 , 	203 , 	285 , 	119 , 	197 , 	314 , 	81 , 	99 , 	67 , 	34 , 	64 , 	167 , 	52 , 	76 , 	89 , 	63 , 	38 , 	47 , 	63 , 	468 , 	325 ," 	1,201 ", 	516 , 	231 , 	199 , 	78 , 	65 , 	88 , 	16 , 	30 , 	79 , 	14 , 	43 , 	13 , 	18 , 	265 , 	91 ," 	7,447 ",,,,,,,,,,,
AS, 	68 , 	103 , 	70 , 	42 , 	181 , 	7 , 	98 , 	90 , 	105 , 	41 , 	99 , 	74 , 	26 , 	38 , 	28 , 	13 , 	12 , 	30 , 	10 , 	9 , 	19 , 	10 , 	8 , 	17 , 	46 , 	145 , 	125 , 	325 , 	251 , 	149 , 	98 , 	27 , 	20 , 	13 , 	4 , 	7 , 	20 , 	2 , 	23 , 	3 , 	5 , 	42 , 	14 ," 	2,512 ",,,,,,,,,,,
MA, 	76 , 	122 , 	68 , 	59 , 	245 , 	97 , 	8 , 	61 , 	97 , 	36 , 	124 , 	114 , 	48 , 	67 , 	51 , 	20 , 	21 , 	47 , 	47 , 	31 , 	42 , 	16 , 	16 , 	42 , 	56 , 	289 , 	241 , 	644 , 	367 , 	216 , 	151 , 	35 , 	37 , 	29 , 	6 , 	8 , 	22 , 	10 , 	74 , 	6 , 	8 , 	64 , 	14 ," 	3,829 ",,,,,,,,,,,
19, 	41 , 	60 , 	44 , 	53 , 	183 , 	98 , 	54 , 	6 , 	29 , 	12 , 	65 , 	71 , 	44 , 	55 , 	41 , 	20 , 	45 , 	38 , 	24 , 	27 , 	37 , 	22 , 	14 , 	63 , 	31 , 	151 , 	113 , 	342 , 	217 , 	132 , 	93 , 	23 , 	28 , 	24 , 	4 , 	7 , 	18 , 	6 , 	31 , 	5 , 	6 , 	26 , 	11 ," 	2,409 ",,,,,,,,,,,
12, 	77 , 	129 , 	97 , 	83 , 	240 , 	109 , 	87 , 	19 , 	10 , 	14 , 	101 , 	124 , 	101 , 	109 , 	73 , 	26 , 	50 , 	91 , 	67 , 	48 , 	60 , 	25 , 	34 , 	57 , 	70 , 	241 , 	204 , 	603 , 	267 , 	105 , 	91 , 	40 , 	62 , 	46 , 	17 , 	9 , 	31 , 	8 , 	59 , 	12 , 	10 , 	56 , 	20 ," 	3,777 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	15 , 	37 , 	34 , 	30 , 	119 , 	40 , 	34 , 	15 , 	16 , 	5 , 	84 , 	82 , 	116 , 	130 , 	49 , 	28 , 	45 , 	59 , 	11 , 	5 , 	13 , 	7 , 	7 , 	14 , 	29 , 	200 , 	178 , 	572 , 	243 , 	123 , 	81 , 	26 , 	26 , 	27 , 	9 , 	56 , 	74 , 	2 , 	9 , 	5 , 	8 , 	22 , 	22 ," 	2,703 ",,,Dtwn SF," 	3,035 "," 	6,849 "," 	18,130 "," 	7,090 "," 	6,709 "," 	8,307 "," 	5,026 "," 	55,145 "
