Exit stations,Entry stations->,,SUNDAY,,,Jul 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	16 , 	17 , 	14 , 	8 , 	38 , 	13 , 	19 , 	13 , 	14 , 	11 , 	23 , 	17 , 	12 , 	8 , 	6 , 	3 , 	1 , 	4 , 	4 , 	2 , 	4 , 	2 , 	2 , 	4 , 	3 , 	65 , 	31 , 	82 , 	31 , 	28 , 	25 , 	8 , 	7 , 	7 , 	3 , 	2 , 	3 , 	1 , 	3 , 	3 , 	10 , 	15 , 	2 , 	1 , 	5 , 	4 , 	2 , 	8 , 	2 , 	3 , 	603 ,,,,,,,,,,,
NC, 	1 , 	0 , 	0 , 	0 , 	1 , 	1 , 	2 , 	2 , 	1 , 	-   , 	2 , 	8 , 	1 , 	1 , 	-   , 	1 , 	-   , 	0 , 	5 , 	4 , 	5 , 	2 , 	-   , 	1 , 	1 , 	29 , 	9 , 	22 , 	5 , 	4 , 	2 , 	2 , 	2 , 	2 , 	1 , 	0 , 	-   , 	1 , 	6 , 	-   , 	1 , 	10 , 	-   , 	0 , 	3 , 	-   , 	1 , 	1 , 	2 , 	3 , 	143 ,,,,,,,,,,,
WP, 	4 , 	4 , 	2 , 	1 , 	4 , 	1 , 	13 , 	7 , 	5 , 	1 , 	3 , 	9 , 	3 , 	1 , 	1 , 	1 , 	1 , 	2 , 	28 , 	15 , 	20 , 	6 , 	4 , 	5 , 	4 , 	56 , 	31 , 	62 , 	16 , 	7 , 	10 , 	4 , 	7 , 	6 , 	6 , 	1 , 	1 , 	3 , 	7 , 	1 , 	4 , 	31 , 	2 , 	1 , 	9 , 	0 , 	-   , 	1 , 	2 , 	4 , 	409 ,,,,,,,,,,,
SS, 	3 , 	4 , 	1 , 	0 , 	3 , 	2 , 	2 , 	1 , 	4 , 	2 , 	5 , 	4 , 	1 , 	1 , 	1 , 	1 , 	1 , 	0 , 	2 , 	1 , 	3 , 	-   , 	-   , 	2 , 	2 , 	31 , 	12 , 	43 , 	22 , 	16 , 	22 , 	3 , 	8 , 	7 , 	2 , 	0 , 	1 , 	1 , 	2 , 	5 , 	8 , 	24 , 	3 , 	-   , 	0 , 	1 , 	-   , 	0 , 	1 , 	4 , 	258 ,,,,,,,,,,,
SB, 	6 , 	6 , 	1 , 	1 , 	3 , 	1 , 	3 , 	5 , 	7 , 	2 , 	2 , 	3 , 	4 , 	5 , 	1 , 	2 , 	1 , 	0 , 	5 , 	5 , 	3 , 	1 , 	2 , 	5 , 	8 , 	32 , 	15 , 	73 , 	39 , 	29 , 	35 , 	15 , 	28 , 	27 , 	7 , 	1 , 	2 , 	1 , 	3 , 	8 , 	7 , 	22 , 	3 , 	1 , 	0 , 	0 , 	-   , 	1 , 	1 , 	4 , 	433 ,,,,,,,,,,,
SO, 	8 , 	14 , 	11 , 	15 , 	20 , 	10 , 	24 , 	13 , 	19 , 	5 , 	9 , 	4 , 	6 , 	8 , 	2 , 	2 , 	3 , 	4 , 	20 , 	20 , 	24 , 	22 , 	16 , 	22 , 	24 , 	67 , 	91 , 	244 , 	75 , 	56 , 	28 , 	19 , 	28 , 	45 , 	31 , 	3 , 	17 , 	8 , 	21 , 	9 , 	8 , 	33 , 	36 , 	4 , 	11 , 	3 , 	1 , 	1 , 	6 , 	20 ," 	1,182 ",,,,,,,,,,,
MB, 	3 , 	4 , 	2 , 	3 , 	8 , 	2 , 	7 , 	6 , 	6 , 	1 , 	2 , 	3 , 	2 , 	2 , 	1 , 	2 , 	0 , 	0 , 	3 , 	2 , 	3 , 	1 , 	1 , 	4 , 	6 , 	47 , 	17 , 	48 , 	29 , 	22 , 	18 , 	10 , 	16 , 	19 , 	4 , 	1 , 	2 , 	1 , 	1 , 	4 , 	4 , 	100 , 	14 , 	0 , 	2 , 	0 , 	0 , 	-   , 	1 , 	4 , 	433 ,,,,,,,,,,,
WD, 	1 , 	1 , 	1 , 	-   , 	4 , 	0 , 	2 , 	2 , 	3 , 	6 , 	16 , 	34 , 	12 , 	17 , 	7 , 	3 , 	2 , 	2 , 	1 , 	1 , 	-   , 	0 , 	-   , 	2 , 	3 , 	62 , 	28 , 	32 , 	15 , 	8 , 	6 , 	2 , 	1 , 	2 , 	1 , 	19 , 	11 , 	0 , 	1 , 	0 , 	-   , 	10 , 	0 , 	6 , 	9 , 	-   , 	2 , 	2 , 	-   , 	1 , 	331 ,,,,,,,,,,,
OA, 	1 , 	6 , 	7 , 	5 , 	9 , 	4 , 	3 , 	6 , 	9 , 	7 , 	3 , 	12 , 	1 , 	1 , 	3 , 	1 , 	1 , 	3 , 	5 , 	4 , 	6 , 	3 , 	1 , 	3 , 	1 , 	34 , 	27 , 	34 , 	9 , 	7 , 	6 , 	3 , 	3 , 	4 , 	2 , 	1 , 	8 , 	1 , 	3 , 	1 , 	1 , 	14 , 	1 , 	3 , 	2 , 	0 , 	4 , 	3 , 	1 , 	5 , 	278 ,,,,,,,,,,,
WS, 	4 , 	4 , 	1 , 	3 , 	11 , 	2 , 	2 , 	4 , 	3 , 	7 , 	9 , 	23 , 	7 , 	7 , 	8 , 	7 , 	14 , 	5 , 	1 , 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	27 , 	7 , 	12 , 	6 , 	5 , 	4 , 	2 , 	1 , 	2 , 	1 , 	2 , 	3 , 	0 , 	1 , 	1 , 	-   , 	4 , 	-   , 	0 , 	3 , 	6 , 	8 , 	8 , 	-   , 	0 , 	222 ,,,,,,,,,,,
ML, 	3 , 	3 , 	2 , 	4 , 	15 , 	3 , 	2 , 	4 , 	6 , 	7 , 	7 , 	14 , 	6 , 	6 , 	10 , 	4 , 	8 , 	17 , 	1 , 	1 , 	2 , 	0 , 	-   , 	2 , 	0 , 	35 , 	12 , 	21 , 	15 , 	8 , 	5 , 	1 , 	2 , 	3 , 	1 , 	1 , 	4 , 	-   , 	1 , 	1 , 	-   , 	3 , 	-   , 	1 , 	3 , 	6 , 	6 , 	9 , 	1 , 	1 , 	263 ,,,,,,,,,,,
BE, 	7 , 	11 , 	5 , 	8 , 	31 , 	6 , 	8 , 	8 , 	10 , 	11 , 	18 , 	35 , 	8 , 	8 , 	17 , 	14 , 	14 , 	19 , 	2 , 	2 , 	1 , 	0 , 	1 , 	1 , 	4 , 	43 , 	20 , 	19 , 	17 , 	8 , 	12 , 	3 , 	4 , 	3 , 	0 , 	1 , 	6 , 	1 , 	3 , 	-   , 	1 , 	2 , 	0 , 	1 , 	7 , 	9 , 	6 , 	10 , 	1 , 	2 , 	424 ,,,,,,,,,,,
