Exit stations,Entry stations->,,SATURDAY,,,Jul 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	11 , 	20 , 	21 , 	14 , 	63 , 	23 , 	31 , 	17 , 	18 , 	6 , 	31 , 	21 , 	11 , 	7 , 	8 , 	6 , 	3 , 	4 , 	3 , 	5 , 	4 , 	3 , 	1 , 	4 , 	6 , 	61 , 	41 , 	125 , 	52 , 	40 , 	51 , 	8 , 	11 , 	11 , 	5 , 	1 , 	3 , 	0 , 	3 , 	3 , 	5 , 	13 , 	3 , 	1 , 	3 , 	4 , 	4 , 	4 , 	2 , 	3 , 	798 ,,,,,,,,,,
SO, 	14 , 	20 , 	12 , 	14 , 	15 , 	10 , 	23 , 	17 , 	24 , 	6 , 	15 , 	6 , 	7 , 	7 , 	2 , 	2 , 	3 , 	3 , 	18 , 	31 , 	32 , 	15 , 	15 , 	29 , 	27 , 	61 , 	61 , 	218 , 	70 , 	53 , 	33 , 	21 , 	28 , 	49 , 	40 , 	4 , 	20 , 	8 , 	17 , 	12 , 	10 , 	28 , 	46 , 	5 , 	8 , 	2 , 	1 , 	0 , 	4 , 	19 ," 	1,186 ",,,,,,,,,,
MB, 	6 , 	5 , 	4 , 	3 , 	12 , 	3 , 	6 , 	6 , 	7 , 	3 , 	2 , 	4 , 	3 , 	2 , 	1 , 	1 , 	0 , 	0 , 	4 , 	3 , 	2 , 	2 , 	1 , 	4 , 	3 , 	35 , 	24 , 	72 , 	33 , 	32 , 	25 , 	10 , 	15 , 	21 , 	6 , 	1 , 	2 , 	1 , 	1 , 	4 , 	6 , 	77 , 	18 , 	-   , 	1 , 	0 , 	-   , 	-   , 	0 , 	2 , 	476 ,,,,,,,,,,
WD, 	1 , 	2 , 	2 , 	1 , 	7 , 	1 , 	4 , 	2 , 	1 , 	14 , 	25 , 	39 , 	18 , 	18 , 	10 , 	4 , 	3 , 	3 , 	1 , 	0 , 	0 , 	-   , 	0 , 	1 , 	3 , 	70 , 	30 , 	48 , 	21 , 	10 , 	5 , 	1 , 	4 , 	3 , 	0 , 	17 , 	13 , 	-   , 	0 , 	1 , 	0 , 	8 , 	0 , 	10 , 	7 , 	1 , 	2 , 	3 , 	-   , 	1 , 	414 ,,,,,,,,,,
OA, 	4 , 	5 , 	8 , 	6 , 	11 , 	4 , 	5 , 	5 , 	9 , 	4 , 	3 , 	13 , 	1 , 	2 , 	2 , 	3 , 	2 , 	3 , 	5 , 	6 , 	8 , 	3 , 	3 , 	3 , 	1 , 	24 , 	14 , 	25 , 	8 , 	5 , 	6 , 	4 , 	2 , 	3 , 	0 , 	1 , 	8 , 	1 , 	4 , 	1 , 	1 , 	8 , 	1 , 	2 , 	2 , 	2 , 	1 , 	2 , 	0 , 	5 , 	248 ,,,,,,,,,,
WS, 	2 , 	3 , 	2 , 	3 , 	9 , 	4 , 	4 , 	6 , 	3 , 	5 , 	8 , 	23 , 	6 , 	7 , 	8 , 	10 , 	8 , 	7 , 	2 , 	1 , 	0 , 	1 , 	-   , 	0 , 	1 , 	27 , 	14 , 	18 , 	11 , 	7 , 	4 , 	1 , 	3 , 	1 , 	0 , 	2 , 	2 , 	-   , 	-   , 	1 , 	-   , 	3 , 	0 , 	0 , 	2 , 	4 , 	7 , 	13 , 	0 , 	3 , 	245 ,,,,,,,,,,
ML, 	4 , 	4 , 	4 , 	3 , 	15 , 	6 , 	8 , 	6 , 	7 , 	9 , 	10 , 	15 , 	8 , 	6 , 	12 , 	7 , 	17 , 	22 , 	1 , 	1 , 	1 , 	0 , 	1 , 	2 , 	1 , 	29 , 	15 , 	27 , 	15 , 	9 , 	4 , 	1 , 	4 , 	3 , 	1 , 	1 , 	5 , 	0 , 	1 , 	1 , 	0 , 	3 , 	-   , 	2 , 	2 , 	8 , 	9 , 	7 , 	0 , 	1 , 	318 ,,,,,,,,,,
BE, 	6 , 	12 , 	4 , 	5 , 	37 , 	9 , 	11 , 	16 , 	15 , 	15 , 	16 , 	34 , 	13 , 	15 , 	20 , 	11 , 	18 , 	25 , 	5 , 	3 , 	5 , 	1 , 	1 , 	2 , 	5 , 	32 , 	15 , 	40 , 	16 , 	10 , 	10 , 	2 , 	8 , 	3 , 	0 , 	2 , 	6 , 	1 , 	3 , 	1 , 	-   , 	2 , 	-   , 	3 , 	5 , 	15 , 	7 , 	7 , 	0 , 	1 , 	490 ,,,,,,,,,,
PC, 	2 , 	1 , 	1 , 	0 , 	2 , 	0 , 	6 , 	5 , 	1 , 	1 , 	2 , 	5 , 	2 , 	1 , 	1 , 	1 , 	0 , 	1 , 	17 , 	6 , 	10 , 	5 , 	3 , 	1 , 	1 , 	9 , 	3 , 	17 , 	5 , 	4 , 	4 , 	0 , 	2 , 	2 , 	3 , 	0 , 	-   , 	2 , 	3 , 	1 , 	0 , 	4 , 	0 , 	0 , 	1 , 	0 , 	0 , 	1 , 	2 , 	5 , 	145 ,,,,,,,,,,
AN, 	5 , 	5 , 	2 , 	1 , 	4 , 	3 , 	15 , 	7 , 	10 , 	1 , 	9 , 	16 , 	6 , 	4 , 	5 , 	3 , 	2 , 	3 , 	25 , 	11 , 	15 , 	4 , 	2 , 	11 , 	3 , 	58 , 	23 , 	54 , 	16 , 	15 , 	13 , 	6 , 	9 , 	9 , 	1 , 	1 , 	1 , 	2 , 	6 , 	4 , 	4 , 	28 , 	3 , 	1 , 	6 , 	3 , 	1 , 	2 , 	7 , 	13 , 	457 ,,,,,,,,,,
Entries, 	817 ," 	1,035 ", 	631 , 	574 ," 	1,452 ", 	643 ," 	1,273 "," 	1,252 "," 	1,254 ", 	924 ," 	1,432 "," 	1,503 ", 	953 , 	892 , 	609 , 	383 , 	456 , 	534 , 	705 , 	628 , 	806 , 	400 , 	338 , 	809 ," 	1,273 "," 	3,962 "," 	2,260 "," 	5,471 "," 	2,335 "," 	2,128 "," 	1,993 ", 	929 ," 	1,342 "," 	1,154 ", 	481 , 	368 ," 	1,034 ", 	165 , 	472 , 	317 , 	504 ," 	1,590 ", 	484 , 	399 , 	346 , 	273 , 	316 , 	449 , 	170 , 	389 ," 	50,909 ",,,,,,,,,,
