Exit stations,Entry stations->,,TOTAL,,,Jul 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	369 , 	998 , 	795 , 	727 ," 	2,701 ", 	829 ," 	1,344 ", 	816 ," 	1,105 ", 	347 ," 	1,094 ", 	852 , 	424 , 	265 , 	291 , 	210 , 	154 , 	161 , 	187 , 	129 , 	238 , 	104 , 	114 , 	182 , 	384 ," 	3,150 "," 	2,671 "," 	4,935 "," 	2,963 "," 	2,109 "," 	2,214 ", 	575 , 	559 , 	420 , 	232 , 	48 , 	110 , 	52 , 	155 , 	140 , 	263 , 	530 , 	240 , 	48 , 	173 , 	152 , 	94 , 	116 , 	117 , 	123 ," 	37,009 ",,,,,,,,,,,,,
EN, 	928 , 	370 , 	708 , 	596 ," 	3,918 ", 	993 ," 	1,782 "," 	1,569 "," 	2,436 ", 	566 ," 	1,233 "," 	1,132 ", 	533 , 	377 , 	469 , 	177 , 	262 , 	326 , 	255 , 	148 , 	256 , 	82 , 	102 , 	254 , 	366 ," 	6,022 "," 	4,672 "," 	7,110 "," 	4,788 "," 	2,162 "," 	2,158 ", 	526 , 	743 , 	625 , 	269 , 	32 , 	188 , 	71 , 	195 , 	223 , 	301 ," 	1,092 ", 	366 , 	43 , 	476 , 	160 , 	146 , 	237 , 	90 , 	109 ," 	52,642 ",,,,,,,,,,,,,
EP, 	917 , 	700 , 	198 , 	566 ," 	3,400 ", 	686 ," 	1,024 "," 	1,089 "," 	1,602 ", 	415 , 	612 , 	402 , 	352 , 	209 , 	163 , 	132 , 	122 , 	172 , 	124 , 	109 , 	153 , 	114 , 	51 , 	279 , 	129 ," 	2,957 "," 	2,479 "," 	2,602 "," 	2,222 ", 	935 , 	731 , 	227 , 	183 , 	170 , 	31 , 	46 , 	87 , 	27 , 	120 , 	50 , 	48 , 	702 , 	184 , 	53 , 	314 , 	60 , 	73 , 	115 , 	25 , 	38 ," 	28,199 ",,,,,,,,,,,,,
NB, 	632 , 	629 , 	563 , 	219 , 	665 , 	323 , 	672 , 	823 , 	917 , 	386 , 	802 , 	609 , 	221 , 	140 , 	200 , 	83 , 	108 , 	125 , 	108 , 	127 , 	139 , 	34 , 	46 , 	98 , 	180 ," 	2,886 "," 	2,216 "," 	1,926 "," 	2,150 "," 	1,184 ", 	813 , 	253 , 	201 , 	203 , 	36 , 	55 , 	80 , 	24 , 	112 , 	90 , 	46 , 	869 , 	141 , 	33 , 	339 , 	109 , 	71 , 	133 , 	14 , 	31 ," 	22,864 ",,,,,,,,,,,,,
BK," 	3,266 "," 	4,507 "," 	3,590 ", 	720 , 	620 ," 	1,679 "," 	1,841 "," 	2,391 "," 	2,611 ", 	811 ," 	1,990 "," 	1,242 "," 	1,012 ", 	711 , 	600 , 	422 , 	639 , 	534 , 	411 , 	452 , 	469 , 	331 , 	231 , 	145 , 	577 ," 	4,496 "," 	3,342 "," 	4,100 "," 	3,456 "," 	2,015 "," 	1,465 ", 	514 , 	576 , 	436 , 	117 , 	126 , 	487 , 	101 , 	338 , 	177 , 	213 , 	927 , 	630 , 	168 , 	561 , 	256 , 	413 , 	692 , 	93 , 	211 ," 	57,712 ",,,,,,,,,,,,,
AS, 	952 ," 	1,117 ", 	645 , 	317 ," 	1,343 ", 	282 , 	672 ," 	1,026 "," 	1,178 ", 	398 ," 	1,009 ", 	702 , 	430 , 	272 , 	262 , 	133 , 	249 , 	209 , 	141 , 	89 , 	123 , 	83 , 	20 , 	32 , 	286 ," 	2,413 "," 	2,188 "," 	2,281 "," 	2,330 "," 	1,345 ", 	735 , 	223 , 	266 , 	155 , 	50 , 	19 , 	121 , 	10 , 	65 , 	64 , 	117 , 	548 , 	137 , 	48 , 	285 , 	139 , 	139 , 	200 , 	23 , 	78 ," 	25,949 ",,,,,,,,,,,,,
MA," 	1,450 "," 	1,892 ", 	969 , 	699 ," 	1,681 ", 	740 , 	480 , 	821 ," 	1,219 ", 	378 ," 	1,602 "," 	1,433 ", 	943 , 	646 , 	509 , 	295 , 	411 , 	443 , 	759 , 	822 , 	877 , 	323 , 	323 , 	433 , 	529 ," 	5,444 "," 	4,086 "," 	5,201 "," 	4,610 "," 	2,843 "," 	1,816 ", 	579 , 	608 , 	392 , 	214 , 	140 , 	324 , 	127 , 	825 , 	283 , 	172 ," 	1,257 ", 	283 , 	119 , 	342 , 	146 , 	221 , 	307 , 	434 , 	916 ," 	52,366 ",,,,,,,,,,,,,
19, 	913 ," 	1,640 "," 	1,013 ", 	810 ," 	2,024 ", 	943 , 	845 , 	378 , 	207 , 	167 , 	891 ," 	1,180 ", 	897 , 	912 , 	709 , 	476 , 	506 , 	427 , 	847 , 	849 , 	915 , 	449 , 	335 , 	684 , 	442 ," 	5,231 "," 	4,824 "," 	5,117 "," 	4,353 "," 	2,679 "," 	1,801 ", 	721 , 	625 , 	534 , 	135 , 	104 , 	266 , 	235 , 	711 , 	179 , 	156 , 	830 , 	323 , 	125 , 	314 , 	215 , 	229 , 	330 , 	247 , 	724 ," 	50,467 ",,,,,,,,,,,,,
12," 	1,163 "," 	2,646 "," 	1,507 ", 	955 ," 	2,187 "," 	1,041 "," 	1,167 ", 	224 , 	498 , 	161 ," 	1,000 "," 	1,499 "," 	1,462 "," 	1,319 "," 	1,094 ", 	507 , 	788 , 	542 ," 	1,088 "," 	1,195 "," 	1,164 ", 	564 , 	418 , 	746 , 	624 ," 	5,202 "," 	4,313 "," 	6,327 "," 	4,472 "," 	2,478 "," 	1,887 ", 	859 ," 	1,101 ", 	936 , 	455 , 	144 , 	343 , 	308 , 	989 , 	315 , 	321 ," 	1,149 ", 	443 , 	84 , 	341 , 	319 , 	298 , 	405 , 	299 ," 	1,107 "," 	60,454 ",,,,,,,,,,,,,
LM, 	301 , 	561 , 	389 , 	386 , 	731 , 	347 , 	415 , 	165 , 	160 , 	310 ," 	1,548 "," 	2,328 "," 	2,525 "," 	1,715 "," 	1,053 ", 	800 , 	818 , 	730 , 	200 , 	114 , 	179 , 	83 , 	32 , 	124 , 	274 ," 	4,444 "," 	3,753 "," 	4,671 "," 	3,470 "," 	2,077 "," 	1,356 ", 	610 , 	628 , 	488 , 	66 ," 	1,007 "," 	1,584 ", 	72 , 	124 , 	72 , 	67 , 	293 , 	49 , 	631 , 	438 , 	537 , 	301 , 	407 , 	42 , 	199 ," 	43,674 ",,,,,,,,,,,,,
