Exit stations,Entry stations->,,SUNDAY,,,Aug 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
PC, 	2 , 	1 , 	0 , 	0 , 	1 , 	-   , 	4 , 	3 , 	2 , 	-   , 	4 , 	2 , 	2 , 	1 , 	0 , 	-   , 	0 , 	0 , 	16 , 	3 , 	7 , 	1 , 	1 , 	1 , 	1 , 	6 , 	3 , 	12 , 	2 , 	2 , 	3 , 	2 , 	1 , 	2 , 	1 , 	-   , 	-   , 	3 , 	1 , 	0 , 	1 , 	2 , 	-   , 	-   , 	1 , 	0 , 	-   , 	0 , 	1 , 	5 , 	100 ,,,,,,,,,,,
AN, 	2 , 	2 , 	1 , 	0 , 	1 , 	1 , 	8 , 	4 , 	5 , 	1 , 	4 , 	5 , 	3 , 	3 , 	1 , 	1 , 	0 , 	1 , 	21 , 	6 , 	8 , 	2 , 	1 , 	4 , 	2 , 	12 , 	8 , 	15 , 	9 , 	6 , 	4 , 	4 , 	2 , 	5 , 	2 , 	2 , 	1 , 	1 , 	4 , 	2 , 	2 , 	12 , 	2 , 	0 , 	4 , 	0 , 	0 , 	0 , 	6 , 	2 , 	190 ,,,,,,,,,,,
Entries, 	419 , 	476 , 	232 , 	139 , 	444 , 	239 , 	442 , 	380 , 	478 , 	428 , 	756 , 	429 , 	373 , 	470 , 	164 , 	160 , 	149 , 	175 , 	385 , 	200 , 	258 , 	99 , 	66 , 	173 , 	512 , 	792 , 	615 ," 	1,604 ", 	910 , 	703 , 	625 , 	288 , 	540 , 	434 , 	187 , 	124 , 	233 , 	55 , 	248 , 	111 , 	162 , 	527 , 	142 , 	101 , 	144 , 	79 , 	80 , 	178 , 	101 , 	172 ," 	17,199 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
