Exit stations,Entry stations->,,TOTAL,,,Aug 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	223 , 	767 , 	632 , 	560 ," 	2,126 ", 	660 ," 	1,082 ", 	670 , 	854 , 	350 ," 	1,034 ", 	758 , 	305 , 	213 , 	227 , 	202 , 	76 , 	119 , 	214 , 	71 , 	185 , 	39 , 	57 , 	127 , 	283 ," 	2,177 "," 	1,919 "," 	3,097 "," 	2,279 "," 	1,753 "," 	1,716 ", 	424 , 	579 , 	307 , 	162 , 	31 , 	120 , 	15 , 	161 , 	102 , 	285 , 	199 , 	186 , 	14 , 	99 , 	49 , 	70 , 	67 , 	133 , 	62 ," 	27,840 ",,,,,,,,,,,,,
EN, 	838 , 	203 , 	484 , 	466 ," 	2,375 ", 	884 ," 	1,218 "," 	1,016 "," 	1,472 ", 	521 ," 	1,024 ", 	825 , 	457 , 	352 , 	317 , 	206 , 	242 , 	279 , 	268 , 	126 , 	204 , 	87 , 	58 , 	143 , 	361 ," 	3,182 "," 	2,985 "," 	4,491 "," 	3,578 "," 	1,765 "," 	1,484 ", 	470 , 	638 , 	419 , 	237 , 	54 , 	203 , 	48 , 	185 , 	142 , 	217 , 	463 , 	236 , 	59 , 	199 , 	164 , 	113 , 	152 , 	67 , 	111 ," 	36,088 ",,,,,,,,,,,,,
EP, 	699 , 	528 , 	84 , 	342 ," 	1,741 ", 	454 , 	567 , 	524 , 	727 , 	199 , 	462 , 	181 , 	171 , 	100 , 	86 , 	93 , 	115 , 	71 , 	133 , 	49 , 	94 , 	25 , 	31 , 	91 , 	151 ," 	1,073 ", 	925 ," 	1,255 ", 	871 , 	390 , 	340 , 	62 , 	132 , 	54 , 	35 , 	46 , 	28 , 	25 , 	71 , 	59 , 	62 , 	177 , 	90 , 	15 , 	58 , 	32 , 	26 , 	53 , 	26 , 	35 ," 	13,658 ",,,,,,,,,,,,,
NB, 	569 , 	524 , 	339 , 	44 , 	311 , 	243 , 	346 , 	335 , 	337 , 	146 , 	503 , 	189 , 	216 , 	118 , 	164 , 	10 , 	48 , 	63 , 	57 , 	96 , 	88 , 	16 , 	17 , 	24 , 	89 , 	640 , 	469 , 	595 , 	631 , 	396 , 	334 , 	90 , 	91 , 	139 , 	22 , 	37 , 	58 , 	15 , 	77 , 	12 , 	15 , 	106 , 	41 , 	11 , 	67 , 	68 , 	25 , 	24 , 	17 , 	22 ," 	8,894 ",,,,,,,,,,,,,
BK," 	2,422 "," 	2,638 "," 	2,073 ", 	351 , 	196 , 	976 ," 	1,052 "," 	1,023 "," 	1,439 ", 	497 ," 	1,345 ", 	823 , 	488 , 	477 , 	345 , 	215 , 	348 , 	170 , 	182 , 	126 , 	204 , 	70 , 	48 , 	92 , 	358 ," 	1,241 ", 	850 ," 	1,375 "," 	1,396 ", 	793 , 	665 , 	152 , 	319 , 	286 , 	114 , 	96 , 	119 , 	45 , 	240 , 	120 , 	78 , 	244 , 	190 , 	65 , 	128 , 	64 , 	74 , 	238 , 	46 , 	102 ," 	26,998 ",,,,,,,,,,,,,
AS, 	718 ," 	1,012 ", 	432 , 	251 , 	795 , 	85 , 	430 , 	495 , 	586 , 	181 , 	849 , 	445 , 	314 , 	203 , 	130 , 	103 , 	174 , 	43 , 	116 , 	40 , 	75 , 	31 , 	42 , 	39 , 	207 , 	836 , 	630 ," 	1,051 "," 	1,068 ", 	566 , 	288 , 	119 , 	180 , 	63 , 	47 , 	61 , 	75 , 	8 , 	69 , 	20 , 	81 , 	88 , 	65 , 	12 , 	80 , 	79 , 	26 , 	84 , 	15 , 	57 ," 	13,464 ",,,,,,,,,,,,,
MA," 	1,220 "," 	1,322 ", 	571 , 	364 , 	914 , 	434 , 	205 , 	504 , 	658 , 	238 ," 	1,264 ", 	848 , 	643 , 	587 , 	402 , 	371 , 	231 , 	239 , 	704 , 	442 , 	534 , 	140 , 	112 , 	235 , 	389 ," 	1,909 "," 	1,451 "," 	2,281 "," 	2,306 "," 	1,357 ", 	780 , 	363 , 	324 , 	260 , 	134 , 	59 , 	237 , 	114 , 	788 , 	82 , 	78 , 	252 , 	135 , 	86 , 	100 , 	104 , 	89 , 	138 , 	409 , 	552 ," 	27,959 ",,,,,,,,,,,,,
19, 	703 ," 	1,015 ", 	426 , 	281 , 	818 , 	445 , 	483 , 	138 , 	163 , 	107 , 	801 , 	743 , 	600 , 	768 , 	579 , 	332 , 	274 , 	230 , 	574 , 	547 , 	349 , 	176 , 	148 , 	261 , 	333 ," 	1,786 "," 	1,686 "," 	2,292 "," 	1,943 "," 	1,157 ", 	624 , 	315 , 	334 , 	357 , 	114 , 	69 , 	189 , 	221 , 	507 , 	152 , 	135 , 	224 , 	132 , 	69 , 	93 , 	137 , 	78 , 	178 , 	175 , 	489 ," 	24,750 ",,,,,,,,,,,,,
12, 	944 ," 	1,526 ", 	755 , 	309 ," 	1,063 ", 	511 , 	602 , 	161 , 	288 , 	134 , 	783 , 	890 ," 	1,112 ", 	935 , 	706 , 	394 , 	453 , 	379 , 	799 , 	546 , 	533 , 	102 , 	194 , 	269 , 	408 ," 	1,937 "," 	1,755 "," 	3,068 "," 	2,304 "," 	1,156 ", 	882 , 	417 , 	614 , 	608 , 	287 , 	73 , 	155 , 	111 , 	577 , 	205 , 	238 , 	290 , 	223 , 	32 , 	85 , 	104 , 	84 , 	185 , 	233 , 	522 ," 	30,941 ",,,,,,,,,,,,,
LM, 	323 , 	477 , 	195 , 	153 , 	387 , 	208 , 	272 , 	95 , 	156 , 	150 ," 	1,131 "," 	1,268 "," 	1,645 "," 	1,331 ", 	806 , 	529 , 	482 , 	414 , 	127 , 	85 , 	86 , 	32 , 	23 , 	108 , 	282 ," 	2,056 "," 	1,709 "," 	2,708 "," 	2,230 "," 	1,089 ", 	691 , 	271 , 	409 , 	304 , 	44 , 	442 , 	721 , 	30 , 	74 , 	49 , 	50 , 	111 , 	31 , 	355 , 	134 , 	254 , 	137 , 	212 , 	52 , 	119 ," 	25,047 ",,,,,,,,,,,,,
