Exit stations,Entry stations->,,SATURDAY,,,Aug 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
SB, 	3 , 	3 , 	1 , 	0 , 	1 , 	1 , 	2 , 	1 , 	4 , 	2 , 	4 , 	2 , 	1 , 	2 , 	0 , 	1 , 	1 , 	1 , 	3 , 	2 , 	1 , 	-   , 	-   , 	1 , 	2 , 	10 , 	6 , 	28 , 	16 , 	23 , 	18 , 	7 , 	21 , 	12 , 	9 , 	1 , 	0 , 	0 , 	2 , 	3 , 	3 , 	5 , 	3 , 	1 , 	0 , 	-   , 	1 , 	0 , 	2 , 	1 , 	214 ,,,,,,,,,,
SO, 	3 , 	7 , 	3 , 	2 , 	5 , 	1 , 	6 , 	4 , 	5 , 	1 , 	4 , 	3 , 	4 , 	3 , 	1 , 	0 , 	2 , 	1 , 	6 , 	7 , 	5 , 	2 , 	1 , 	4 , 	9 , 	8 , 	11 , 	31 , 	20 , 	13 , 	11 , 	4 , 	13 , 	21 , 	19 , 	2 , 	5 , 	1 , 	13 , 	5 , 	4 , 	8 , 	15 , 	1 , 	2 , 	0 , 	-   , 	0 , 	1 , 	9 , 	305 ,,,,,,,,,,
MB, 	3 , 	2 , 	2 , 	1 , 	5 , 	1 , 	1 , 	2 , 	7 , 	0 , 	3 , 	0 , 	1 , 	3 , 	2 , 	0 , 	0 , 	1 , 	2 , 	1 , 	1 , 	0 , 	0 , 	2 , 	1 , 	8 , 	8 , 	23 , 	13 , 	15 , 	10 , 	6 , 	12 , 	14 , 	4 , 	0 , 	1 , 	0 , 	1 , 	4 , 	2 , 	20 , 	4 , 	-   , 	0 , 	1 , 	0 , 	0 , 	0 , 	1 , 	189 ,,,,,,,,,,
WD, 	1 , 	1 , 	0 , 	0 , 	3 , 	0 , 	1 , 	1 , 	1 , 	6 , 	13 , 	6 , 	9 , 	14 , 	4 , 	2 , 	2 , 	2 , 	1 , 	1 , 	0 , 	-   , 	-   , 	0 , 	1 , 	13 , 	8 , 	11 , 	8 , 	2 , 	1 , 	1 , 	3 , 	2 , 	1 , 	16 , 	9 , 	-   , 	0 , 	0 , 	1 , 	1 , 	-   , 	2 , 	1 , 	1 , 	1 , 	1 , 	0 , 	0 , 	154 ,,,,,,,,,,
OA, 	2 , 	4 , 	1 , 	2 , 	4 , 	1 , 	0 , 	3 , 	1 , 	0 , 	2 , 	4 , 	0 , 	1 , 	-   , 	1 , 	1 , 	0 , 	2 , 	1 , 	3 , 	1 , 	-   , 	1 , 	0 , 	4 , 	3 , 	3 , 	1 , 	2 , 	1 , 	0 , 	1 , 	0 , 	-   , 	1 , 	2 , 	1 , 	3 , 	-   , 	-   , 	1 , 	-   , 	1 , 	1 , 	-   , 	-   , 	1 , 	0 , 	2 , 	62 ,,,,,,,,,,
WS, 	1 , 	3 , 	0 , 	2 , 	2 , 	1 , 	2 , 	1 , 	2 , 	3 , 	6 , 	4 , 	2 , 	3 , 	4 , 	7 , 	6 , 	5 , 	1 , 	0 , 	0 , 	-   , 	-   , 	0 , 	1 , 	5 , 	2 , 	5 , 	3 , 	1 , 	0 , 	-   , 	2 , 	1 , 	0 , 	1 , 	2 , 	0 , 	-   , 	-   , 	0 , 	-   , 	0 , 	1 , 	0 , 	1 , 	5 , 	7 , 	0 , 	1 , 	96 ,,,,,,,,,,
ML, 	2 , 	3 , 	0 , 	1 , 	2 , 	1 , 	2 , 	2 , 	2 , 	2 , 	4 , 	2 , 	3 , 	2 , 	3 , 	6 , 	7 , 	9 , 	-   , 	-   , 	1 , 	0 , 	0 , 	-   , 	1 , 	8 , 	6 , 	6 , 	3 , 	1 , 	1 , 	0 , 	1 , 	1 , 	1 , 	1 , 	1 , 	-   , 	0 , 	-   , 	1 , 	-   , 	-   , 	1 , 	0 , 	3 , 	3 , 	3 , 	0 , 	1 , 	96 ,,,,,,,,,,
BE, 	2 , 	5 , 	1 , 	2 , 	9 , 	4 , 	6 , 	4 , 	5 , 	6 , 	9 , 	7 , 	6 , 	3 , 	6 , 	14 , 	11 , 	15 , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	3 , 	12 , 	4 , 	16 , 	8 , 	6 , 	6 , 	1 , 	3 , 	2 , 	0 , 	1 , 	3 , 	0 , 	1 , 	0 , 	0 , 	0 , 	-   , 	1 , 	1 , 	8 , 	5 , 	9 , 	-   , 	0 , 	211 ,,,,,,,,,,
PC, 	2 , 	2 , 	2 , 	-   , 	1 , 	1 , 	6 , 	4 , 	3 , 	1 , 	5 , 	2 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	17 , 	8 , 	9 , 	3 , 	2 , 	2 , 	1 , 	7 , 	4 , 	12 , 	4 , 	1 , 	4 , 	1 , 	1 , 	2 , 	1 , 	0 , 	1 , 	2 , 	4 , 	1 , 	1 , 	3 , 	0 , 	0 , 	1 , 	-   , 	-   , 	0 , 	2 , 	8 , 	135 ,,,,,,,,,,
AN, 	3 , 	4 , 	2 , 	1 , 	3 , 	2 , 	8 , 	5 , 	5 , 	4 , 	6 , 	5 , 	3 , 	6 , 	2 , 	2 , 	0 , 	2 , 	21 , 	7 , 	9 , 	4 , 	1 , 	8 , 	2 , 	17 , 	9 , 	23 , 	13 , 	10 , 	7 , 	4 , 	5 , 	6 , 	3 , 	1 , 	1 , 	2 , 	6 , 	1 , 	3 , 	11 , 	1 , 	0 , 	4 , 	2 , 	1 , 	2 , 	5 , 	3 , 	252 ,,,,,,,,,,
Entries, 	561 , 	654 , 	320 , 	205 , 	651 , 	339 , 	594 , 	517 , 	636 , 	467 ," 	1,032 ", 	590 , 	550 , 	621 , 	239 , 	197 , 	221 , 	242 , 	454 , 	258 , 	328 , 	136 , 	99 , 	237 , 	679 ," 	1,194 ", 	909 ," 	2,294 "," 	1,194 "," 	1,070 ", 	951 , 	405 , 	802 , 	620 , 	274 , 	173 , 	304 , 	68 , 	297 , 	152 , 	227 , 	429 , 	195 , 	145 , 	99 , 	103 , 	108 , 	196 , 	123 , 	203 ," 	23,365 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
