Exit stations,Entry stations->,,WEEKDAY,,,Aug 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	9 , 	27 , 	23 , 	22 , 	85 , 	23 , 	43 , 	26 , 	34 , 	12 , 	38 , 	30 , 	12 , 	6 , 	9 , 	9 , 	3 , 	5 , 	8 , 	2 , 	7 , 	2 , 	2 , 	4 , 	12 , 	90 , 	81 , 	122 , 	94 , 	67 , 	68 , 	18 , 	23 , 	12 , 	6 , 	1 , 	4 , 	1 , 	6 , 	4 , 	12 , 	6 , 	8 , 	0 , 	3 , 	2 , 	2 , 	2 , 	5 , 	2 ," 	1,091 ",,,,,,,,,,,,,
EN, 	32 , 	8 , 	18 , 	17 , 	90 , 	31 , 	50 , 	42 , 	61 , 	20 , 	37 , 	32 , 	17 , 	12 , 	13 , 	8 , 	9 , 	12 , 	10 , 	4 , 	7 , 	4 , 	2 , 	5 , 	14 , 	131 , 	123 , 	176 , 	154 , 	69 , 	60 , 	19 , 	24 , 	16 , 	8 , 	2 , 	8 , 	2 , 	7 , 	6 , 	9 , 	16 , 	10 , 	2 , 	6 , 	7 , 	4 , 	5 , 	2 , 	4 ," 	1,428 ",,,,,,,,,,,,,
EP, 	26 , 	21 , 	3 , 	12 , 	65 , 	17 , 	23 , 	20 , 	29 , 	7 , 	17 , 	6 , 	6 , 	3 , 	4 , 	4 , 	5 , 	3 , 	5 , 	2 , 	3 , 	1 , 	1 , 	3 , 	6 , 	43 , 	38 , 	49 , 	37 , 	15 , 	13 , 	2 , 	5 , 	2 , 	1 , 	1 , 	1 , 	1 , 	3 , 	2 , 	3 , 	6 , 	4 , 	0 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	527 ,,,,,,,,,,,,,
NB, 	22 , 	20 , 	12 , 	2 , 	12 , 	9 , 	13 , 	13 , 	13 , 	5 , 	19 , 	7 , 	8 , 	4 , 	8 , 	0 , 	2 , 	3 , 	2 , 	4 , 	3 , 	1 , 	1 , 	1 , 	3 , 	24 , 	19 , 	22 , 	25 , 	15 , 	12 , 	3 , 	3 , 	5 , 	1 , 	1 , 	2 , 	1 , 	3 , 	0 , 	1 , 	4 , 	2 , 	0 , 	2 , 	3 , 	1 , 	1 , 	1 , 	1 , 	341 ,,,,,,,,,,,,,
BK, 	95 , 	100 , 	76 , 	13 , 	7 , 	35 , 	38 , 	36 , 	52 , 	18 , 	50 , 	31 , 	20 , 	17 , 	14 , 	9 , 	14 , 	7 , 	7 , 	5 , 	8 , 	2 , 	1 , 	3 , 	12 , 	44 , 	31 , 	47 , 	53 , 	26 , 	25 , 	5 , 	13 , 	10 , 	4 , 	4 , 	5 , 	2 , 	9 , 	5 , 	3 , 	8 , 	7 , 	2 , 	4 , 	2 , 	2 , 	8 , 	2 , 	4 ," 	1,000 ",,,,,,,,,,,,,
AS, 	26 , 	36 , 	15 , 	10 , 	28 , 	3 , 	16 , 	18 , 	22 , 	6 , 	31 , 	17 , 	12 , 	8 , 	5 , 	4 , 	7 , 	1 , 	4 , 	1 , 	3 , 	1 , 	2 , 	1 , 	7 , 	33 , 	25 , 	40 , 	43 , 	20 , 	10 , 	4 , 	7 , 	2 , 	1 , 	2 , 	3 , 	0 , 	3 , 	1 , 	4 , 	2 , 	3 , 	0 , 	3 , 	3 , 	1 , 	3 , 	0 , 	2 , 	502 ,,,,,,,,,,,,,
MA, 	47 , 	53 , 	23 , 	13 , 	33 , 	16 , 	8 , 	18 , 	25 , 	8 , 	46 , 	34 , 	25 , 	21 , 	17 , 	16 , 	10 , 	9 , 	29 , 	18 , 	20 , 	5 , 	4 , 	7 , 	14 , 	74 , 	58 , 	88 , 	92 , 	52 , 	27 , 	14 , 	12 , 	10 , 	5 , 	2 , 	10 , 	5 , 	33 , 	3 , 	3 , 	9 , 	5 , 	3 , 	3 , 	5 , 	4 , 	5 , 	18 , 	23 ," 	1,082 ",,,,,,,,,,,,,
19, 	28 , 	41 , 	16 , 	12 , 	29 , 	16 , 	18 , 	5 , 	6 , 	4 , 	30 , 	29 , 	24 , 	30 , 	25 , 	14 , 	12 , 	9 , 	23 , 	23 , 	13 , 	7 , 	6 , 	9 , 	13 , 	68 , 	68 , 	85 , 	76 , 	41 , 	22 , 	13 , 	13 , 	14 , 	5 , 	2 , 	8 , 	10 , 	23 , 	6 , 	6 , 	6 , 	6 , 	3 , 	3 , 	6 , 	3 , 	7 , 	7 , 	21 , 	965 ,,,,,,,,,,,,,
12, 	38 , 	65 , 	30 , 	11 , 	39 , 	19 , 	23 , 	6 , 	11 , 	5 , 	30 , 	36 , 	46 , 	36 , 	31 , 	18 , 	20 , 	16 , 	34 , 	24 , 	23 , 	4 , 	8 , 	10 , 	15 , 	71 , 	71 , 	116 , 	90 , 	42 , 	32 , 	16 , 	24 , 	25 , 	11 , 	3 , 	6 , 	5 , 	25 , 	9 , 	9 , 	9 , 	8 , 	1 , 	3 , 	5 , 	4 , 	8 , 	11 , 	23 ," 	1,223 ",,,,,,,,,,,,,
LM, 	12 , 	18 , 	7 , 	5 , 	13 , 	7 , 	10 , 	3 , 	6 , 	5 , 	38 , 	48 , 	65 , 	49 , 	34 , 	23 , 	20 , 	17 , 	5 , 	3 , 	3 , 	1 , 	1 , 	4 , 	9 , 	80 , 	66 , 	102 , 	90 , 	38 , 	24 , 	11 , 	15 , 	11 , 	1 , 	18 , 	30 , 	1 , 	3 , 	2 , 	2 , 	4 , 	1 , 	14 , 	4 , 	10 , 	5 , 	7 , 	2 , 	5 , 	951 ,,,,,,,,,,,,,
FV, 	39 , 	36 , 	18 , 	20 , 	49 , 	31 , 	39 , 	34 , 	38 , 	32 , 	12 , 	77 , 	92 , 	80 , 	64 , 	41 , 	27 , 	28 , 	8 , 	6 , 	10 , 	5 , 	13 , 	12 , 	36 , 	132 , 	105 , 	190 , 	170 , 	88 , 	61 , 	20 , 	18 , 	16 , 	3 , 	23 , 	55 , 	1 , 	9 , 	2 , 	10 , 	7 , 	5 , 	25 , 	3 , 	16 , 	7 , 	11 , 	4 , 	11 ," 	1,840 ",,,,,,,,,,,,,
CL, 	26 , 	30 , 	7 , 	7 , 	28 , 	17 , 	36 , 	28 , 	45 , 	40 , 	75 , 	6 , 	41 , 	54 , 	37 , 	24 , 	17 , 	19 , 	7 , 	7 , 	7 , 	3 , 	2 , 	6 , 	30 , 	72 , 	75 , 	92 , 	80 , 	44 , 	40 , 	17 , 	15 , 	13 , 	2 , 	11 , 	25 , 	1 , 	10 , 	4 , 	4 , 	6 , 	3 , 	9 , 	5 , 	12 , 	4 , 	8 , 	5 , 	13 ," 	1,169 ",,,,,,,,,,,,,
SL, 	13 , 	18 , 	6 , 	8 , 	21 , 	14 , 	24 , 	25 , 	49 , 	67 , 	95 , 	44 , 	6 , 	37 , 	43 , 	39 , 	24 , 	18 , 	6 , 	3 , 	4 , 	3 , 	2 , 	8 , 	18 , 	94 , 	100 , 	108 , 	85 , 	45 , 	28 , 	9 , 	11 , 	12 , 	5 , 	14 , 	24 , 	1 , 	3 , 	3 , 	2 , 	8 , 	4 , 	14 , 	3 , 	12 , 	4 , 	5 , 	5 , 	5 ," 	1,202 ",,,,,,,,,,,,,
BF, 	6 , 	10 , 	4 , 	6 , 	19 , 	7 , 	24 , 	28 , 	43 , 	51 , 	78 , 	52 , 	40 , 	6 , 	29 , 	22 , 	22 , 	33 , 	7 , 	3 , 	6 , 	1 , 	2 , 	4 , 	18 , 	80 , 	85 , 	90 , 	96 , 	42 , 	23 , 	8 , 	13 , 	9 , 	4 , 	9 , 	38 , 	2 , 	3 , 	3 , 	4 , 	7 , 	2 , 	17 , 	2 , 	14 , 	5 , 	5 , 	1 , 	3 ," 	1,083 ",,,,,,,,,,,,,
