Exit stations,Entry stations->,,SATURDAY,,,Oct 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	10 , 	81 , 	69 , 	53 , 	298 , 	86 , 	89 , 	60 , 	70 , 	21 , 	89 , 	63 , 	26 , 	24 , 	32 , 	14 , 	12 , 	28 , 	24 , 	8 , 	15 , 	6 , 	7 , 	19 , 	24 , 	165 , 	111 , 	322 , 	134 , 	94 , 	92 , 	21 , 	45 , 	26 , 	12 , 	4 , 	10 , 	2 , 	29 , 	9 , 	8 , 	28 , 	15 , 	3 ," 	2,352 ",,,Eastbay," 	48,809 ",,SF CBD," 	144,163 ",63.0%,,,
EN, 	89 , 	13 , 	82 , 	62 , 	717 , 	124 , 	154 , 	89 , 	154 , 	38 , 	122 , 	112 , 	35 , 	51 , 	42 , 	19 , 	21 , 	46 , 	29 , 	14 , 	26 , 	15 , 	11 , 	30 , 	29 , 	439 , 	308 , 	756 , 	277 , 	98 , 	115 , 	42 , 	70 , 	66 , 	33 , 	10 , 	18 , 	4 , 	45 , 	20 , 	25 , 	56 , 	23 , 	7 ," 	4,531 ",,,Westbay," 	69,021 ",,non-CBD," 	78,183 ",34.2%,,,
EP, 	74 , 	78 , 	10 , 	49 , 	682 , 	84 , 	68 , 	68 , 	93 , 	32 , 	52 , 	48 , 	16 , 	21 , 	12 , 	6 , 	9 , 	26 , 	10 , 	8 , 	19 , 	9 , 	4 , 	29 , 	10 , 	230 , 	163 , 	415 , 	207 , 	70 , 	55 , 	20 , 	19 , 	22 , 	4 , 	6 , 	7 , 	2 , 	10 , 	6 , 	6 , 	51 , 	19 , 	8 ," 	2,835 ",,,Transbay," 	114,190 ",,,,,,,
NB, 	68 , 	53 , 	50 , 	12 , 	276 , 	51 , 	64 , 	69 , 	88 , 	35 , 	64 , 	49 , 	23 , 	16 , 	17 , 	7 , 	9 , 	34 , 	14 , 	15 , 	19 , 	7 , 	6 , 	27 , 	14 , 	320 , 	244 , 	488 , 	336 , 	153 , 	121 , 	36 , 	24 , 	20 , 	8 , 	6 , 	9 , 	4 , 	8 , 	4 , 	5 , 	77 , 	22 , 	4 ," 	2,972 ",,,,,,,,,,,
BK, 	297 , 	729 , 	684 , 	288 , 	43 , 	371 , 	435 , 	338 , 	426 , 	176 , 	348 , 	230 , 	168 , 	188 , 	138 , 	65 , 	180 , 	568 , 	127 , 	176 , 	237 , 	177 , 	153 , 	81 , 	90 ," 	1,051 ", 	741 ," 	1,809 "," 	1,081 ", 	436 , 	310 , 	180 , 	110 , 	271 , 	34 , 	58 , 	213 , 	37 , 	120 , 	27 , 	47 , 	152 , 	362 , 	66 ," 	13,815 ",,,,,,,,,,,
AS, 	93 , 	116 , 	79 , 	55 , 	311 , 	17 , 	112 , 	127 , 	124 , 	43 , 	99 , 	82 , 	29 , 	43 , 	28 , 	16 , 	13 , 	33 , 	18 , 	10 , 	20 , 	10 , 	7 , 	17 , 	37 , 	249 , 	213 , 	434 , 	377 , 	227 , 	135 , 	30 , 	26 , 	19 , 	5 , 	7 , 	14 , 	3 , 	25 , 	4 , 	5 , 	36 , 	21 , 	5 ," 	3,368 ",,,,,,,,,,,
MA, 	99 , 	151 , 	78 , 	60 , 	424 , 	115 , 	18 , 	87 , 	134 , 	33 , 	124 , 	124 , 	43 , 	69 , 	56 , 	24 , 	22 , 	51 , 	58 , 	41 , 	64 , 	30 , 	22 , 	53 , 	71 , 	455 , 	400 , 	845 , 	606 , 	343 , 	226 , 	53 , 	68 , 	43 , 	12 , 	10 , 	20 , 	9 , 	87 , 	9 , 	13 , 	82 , 	25 , 	12 ," 	5,366 ",,,,,,,,,,,
19, 	61 , 	79 , 	59 , 	67 , 	311 , 	141 , 	94 , 	15 , 	25 , 	14 , 	78 , 	92 , 	50 , 	73 , 	48 , 	20 , 	32 , 	40 , 	35 , 	33 , 	44 , 	22 , 	16 , 	79 , 	49 , 	281 , 	260 , 	555 , 	388 , 	245 , 	161 , 	38 , 	37 , 	39 , 	9 , 	10 , 	19 , 	14 , 	47 , 	7 , 	10 , 	49 , 	29 , 	7 ," 	3,778 ",,,,,,,,,,,
12, 	65 , 	145 , 	91 , 	81 , 	376 , 	119 , 	112 , 	19 , 	25 , 	16 , 	95 , 	153 , 	88 , 	114 , 	73 , 	44 , 	48 , 	88 , 	69 , 	48 , 	56 , 	27 , 	25 , 	89 , 	80 , 	379 , 	322 , 	760 , 	380 , 	170 , 	115 , 	47 , 	68 , 	53 , 	27 , 	11 , 	27 , 	17 , 	74 , 	8 , 	20 , 	81 , 	44 , 	11 ," 	4,753 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	23 , 	46 , 	34 , 	32 , 	156 , 	47 , 	40 , 	18 , 	16 , 	11 , 	94 , 	100 , 	136 , 	153 , 	61 , 	30 , 	47 , 	71 , 	10 , 	5 , 	13 , 	9 , 	7 , 	21 , 	26 , 	296 , 	262 , 	635 , 	302 , 	166 , 	105 , 	31 , 	51 , 	46 , 	5 , 	55 , 	77 , 	3 , 	15 , 	6 , 	4 , 	20 , 	10 , 	39 ," 	3,327 ",,,Dtwn SF," 	2,741 "," 	10,236 "," 	20,230 "," 	11,418 "," 	10,683 "," 	12,940 "," 	7,811 "," 	76,058 "
FV, 	79 , 	100 , 	56 , 	55 , 	345 , 	110 , 	112 , 	91 , 	96 , 	77 , 	17 , 	189 , 	138 , 	245 , 	159 , 	75 , 	60 , 	92 , 	41 , 	21 , 	35 , 	20 , 	16 , 	40 , 	91 , 	391 , 	290 , 	724 , 	373 , 	193 , 	164 , 	40 , 	60 , 	52 , 	10 , 	53 , 	87 , 	5 , 	53 , 	11 , 	14 , 	37 , 	28 , 	51 ," 	4,988 ",,,OAK," 	9,481 "," 	1,145 "," 	2,626 "," 	3,055 "," 	1,225 "," 	2,886 ", 	484 ," 	20,902 "
CL, 	62 , 	109 , 	52 , 	44 , 	207 , 	74 , 	124 , 	116 , 	153 , 	84 , 	169 , 	21 , 	96 , 	179 , 	135 , 	74 , 	65 , 	120 , 	44 , 	48 , 	41 , 	26 , 	20 , 	38 , 	80 , 	286 , 	163 , 	422 , 	202 , 	82 , 	89 , 	44 , 	54 , 	67 , 	15 , 	52 , 	152 , 	17 , 	104 , 	17 , 	19 , 	37 , 	22 , 	62 ," 	4,084 ",,,CM line," 	19,234 "," 	2,629 "," 	6,661 "," 	2,929 "," 	1,562 "," 	2,182 "," 	2,476 "," 	37,673 "
SL, 	31 , 	35 , 	17 , 	20 , 	171 , 	28 , 	49 , 	54 , 	104 , 	134 , 	162 , 	103 , 	10 , 	113 , 	112 , 	53 , 	40 , 	51 , 	14 , 	12 , 	14 , 	4 , 	8 , 	16 , 	27 , 	261 , 	176 , 	459 , 	155 , 	57 , 	52 , 	20 , 	37 , 	36 , 	6 , 	36 , 	37 , 	6 , 	25 , 	10 , 	11 , 	29 , 	11 , 	31 ," 	2,831 ",,,RM line," 	10,869 "," 	3,175 "," 	3,044 "," 	6,252 "," 	1,687 "," 	3,729 "," 	1,024 "," 	29,779 "
