Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Sep 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	69 , 	59 , 	32 , 	30 , 	124 , 	72 , 	59 , 	41 , 	91 , 	74 , 	14 , 	441 , 	109 , 	159 , 	103 , 	38 , 	41 , 	70 , 	29 , 	13 , 	17 , 	9 , 	8 , 	20 , 	62 , 	184 , 	123 , 	410 , 	178 , 	90 , 	118 , 	24 , 	39 , 	33 , 	19 , 	26 , 	56 , 	4 , 	29 ," 	3,116 ",,,CM line," 	10,622 "," 	1,006 "," 	3,530 "," 	1,088 ", 	979 ," 	1,704 "," 	18,929 "
CL, 	133 , 	297 , 	227 , 	200 , 	238 , 	178 , 	276 , 	128 , 	247 , 	264 , 	455 , 	15 , 	660 , 	701 , 	376 , 	243 , 	394 , 	386 , 	205 , 	282 , 	261 , 	197 , 	209 , 	152 , 	72 , 	403 , 	281 , 	833 , 	387 , 	114 , 	135 , 	108 , 	64 , 	194 , 	76 , 	392 , 	720 , 	132 , 	244 ," 	10,879 ",,,RM line," 	4,027 "," 	1,635 "," 	1,209 "," 	2,868 ", 	460 ," 	2,477 "," 	12,676 "
SL, 	47 , 	49 , 	9 , 	12 , 	53 , 	18 , 	25 , 	24 , 	50 , 	49 , 	88 , 	553 , 	5 , 	71 , 	57 , 	31 , 	26 , 	37 , 	11 , 	7 , 	10 , 	2 , 	3 , 	5 , 	7 , 	129 , 	78 , 	211 , 	92 , 	20 , 	36 , 	16 , 	21 , 	13 , 	12 , 	14 , 	42 , 	3 , 	13 ," 	1,950 ",,,WP line," 	4,506 ", 	718 ," 	1,026 ", 	515 ," 	2,155 "," 	1,908 "," 	10,829 "
BF, 	17 , 	19 , 	6 , 	10 , 	43 , 	23 , 	28 , 	25 , 	83 , 	59 , 	147 , 	604 , 	69 , 	8 , 	70 , 	58 , 	54 , 	76 , 	11 , 	7 , 	5 , 	3 , 	1 , 	6 , 	19 , 	103 , 	62 , 	163 , 	72 , 	17 , 	23 , 	10 , 	13 , 	16 , 	13 , 	31 , 	82 , 	2 , 	9 ," 	2,067 ",,,FT/ED line," 	7,820 "," 	2,426 "," 	1,866 "," 	2,739 "," 	2,196 "," 	12,395 "," 	29,443 "
HY, 	16 , 	22 , 	7 , 	9 , 	47 , 	20 , 	26 , 	29 , 	60 , 	24 , 	105 , 	323 , 	62 , 	79 , 	10 , 	55 , 	64 , 	111 , 	12 , 	4 , 	6 , 	3 , 	0 , 	6 , 	9 , 	60 , 	40 , 	103 , 	44 , 	13 , 	26 , 	8 , 	11 , 	14 , 	12 , 	11 , 	31 , 	2 , 	10 ," 	1,498 ",,,Entries," 	32,322 "," 	10,461 "," 	19,355 "," 	12,968 "," 	10,950 "," 	28,665 "," 	114,723 "
SH, 	23 , 	26 , 	4 , 	4 , 	21 , 	8 , 	7 , 	7 , 	26 , 	16 , 	68 , 	209 , 	21 , 	46 , 	68 , 	16 , 	29 , 	43 , 	6 , 	3 , 	3 , 	2 , 	1 , 	2 , 	2 , 	27 , 	23 , 	70 , 	26 , 	10 , 	10 , 	3 , 	7 , 	10 , 	5 , 	5 , 	12 , 	2 , 	11 , 	882 ,,,,,,,,,,
UC, 	6 , 	18 , 	7 , 	5 , 	37 , 	13 , 	14 , 	13 , 	41 , 	39 , 	41 , 	337 , 	34 , 	64 , 	71 , 	39 , 	9 , 	75 , 	8 , 	4 , 	4 , 	2 , 	1 , 	5 , 	3 , 	105 , 	68 , 	157 , 	54 , 	8 , 	17 , 	8 , 	12 , 	13 , 	9 , 	5 , 	18 , 	1 , 	14 ," 	1,378 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	27 , 	48 , 	32 , 	23 , 	158 , 	30 , 	34 , 	26 , 	108 , 	66 , 	80 , 	436 , 	48 , 	95 , 	135 , 	65 , 	89 , 	36 , 	22 , 	21 , 	13 , 	5 , 	5 , 	16 , 	10 , 	293 , 	166 , 	400 , 	141 , 	26 , 	30 , 	24 , 	22 , 	33 , 	19 , 	12 , 	43 , 	6 , 	23 ," 	2,864 ",,,Dtwn SF," 	1,137 ",,,,,,
CN, 	17 , 	18 , 	11 , 	7 , 	31 , 	10 , 	40 , 	21 , 	49 , 	7 , 	30 , 	167 , 	11 , 	14 , 	11 , 	9 , 	13 , 	23 , 	10 , 	53 , 	247 , 	50 , 	25 , 	33 , 	7 , 	150 , 	85 , 	172 , 	100 , 	24 , 	47 , 	17 , 	30 , 	33 , 	42 , 	5 , 	11 , 	21 , 	135 ," 	1,784 ",,,OAK," 	8,390 ", 	496 ,,,,,
PH, 	5 , 	7 , 	5 , 	7 , 	26 , 	7 , 	15 , 	10 , 	40 , 	5 , 	9 , 	241 , 	4 , 	6 , 	4 , 	1 , 	4 , 	14 , 	58 , 	16 , 	43 , 	18 , 	11 , 	39 , 	2 , 	242 , 	119 , 	194 , 	103 , 	18 , 	11 , 	15 , 	29 , 	22 , 	27 , 	1 , 	4 , 	8 , 	25 ," 	1,418 ",,,CM line," 	21,348 "," 	2,005 "," 	3,530 ",,,,
WC, 	9 , 	9 , 	7 , 	7 , 	40 , 	9 , 	18 , 	22 , 	58 , 	9 , 	10 , 	215 , 	11 , 	5 , 	6 , 	4 , 	4 , 	13 , 	289 , 	39 , 	9 , 	32 , 	15 , 	55 , 	3 , 	257 , 	136 , 	233 , 	118 , 	16 , 	26 , 	18 , 	18 , 	21 , 	30 , 	2 , 	2 , 	16 , 	56 ," 	1,845 ",,,RM line," 	8,471 "," 	2,949 "," 	2,297 "," 	2,868 ",,,
LF, 	4 , 	4 , 	6 , 	4 , 	28 , 	3 , 	9 , 	11 , 	32 , 	4 , 	11 , 	172 , 	3 , 	2 , 	2 , 	2 , 	1 , 	3 , 	55 , 	20 , 	32 , 	5 , 	10 , 	34 , 	1 , 	176 , 	97 , 	115 , 	70 , 	9 , 	10 , 	10 , 	9 , 	9 , 	11 , 	1 , 	3 , 	6 , 	12 , 	995 ,,,WP line," 	9,111 "," 	1,273 "," 	2,005 ", 	975 ," 	2,155 ",,
OR, 	3 , 	2 , 	4 , 	3 , 	26 , 	6 , 	13 , 	6 , 	24 , 	1 , 	8 , 	148 , 	2 , 	1 , 	3 , 	2 , 	2 , 	4 , 	29 , 	10 , 	13 , 	11 , 	6 , 	29 , 	2 , 	175 , 	77 , 	134 , 	61 , 	16 , 	16 , 	8 , 	10 , 	9 , 	14 , 	1 , 	1 , 	3 , 	10 , 	892 ,,,FT/ED line," 	15,709 "," 	4,718 "," 	3,570 "," 	5,216 "," 	4,104 "," 	12,395 "," 	114,723 "
RR, 	11 , 	9 , 	12 , 	15 , 	29 , 	12 , 	20 , 	26 , 	75 , 	15 , 	21 , 	148 , 	10 , 	8 , 	5 , 	2 , 	5 , 	15 , 	36 , 	27 , 	48 , 	30 , 	23 , 	6 , 	5 , 	283 , 	182 , 	338 , 	213 , 	63 , 	50 , 	22 , 	17 , 	18 , 	19 , 	3 , 	5 , 	6 , 	11 ," 	1,842 ",,,,,,,,,,
OW, 	14 , 	15 , 	4 , 	5 , 	28 , 	25 , 	23 , 	10 , 	39 , 	13 , 	60 , 	64 , 	11 , 	20 , 	10 , 	2 , 	3 , 	6 , 	8 , 	3 , 	2 , 	1 , 	1 , 	4 , 	2 , 	226 , 	136 , 	302 , 	132 , 	44 , 	37 , 	10 , 	15 , 	7 , 	6 , 	2 , 	8 , 	1 , 	11 ," 	1,308 ",,,,,,,,,,
EM, 	68 , 	214 , 	126 , 	183 , 	319 , 	135 , 	198 , 	136 , 	242 , 	124 , 	188 , 	447 , 	139 , 	118 , 	74 , 	51 , 	131 , 	260 , 	169 , 	280 , 	294 , 	198 , 	222 , 	331 , 	277 , 	41 , 	31 , 	111 , 	69 , 	201 , 	303 , 	178 , 	214 , 	248 , 	195 , 	122 , 	704 , 	73 , 	173 ," 	7,586 ",,,,,,,,,,
MT, 	111 , 	152 , 	111 , 	111 , 	314 , 	84 , 	136 , 	104 , 	249 , 	117 , 	197 , 	268 , 	94 , 	70 , 	37 , 	30 , 	75 , 	129 , 	81 , 	106 , 	126 , 	64 , 	59 , 	124 , 	118 , 	39 , 	30 , 	58 , 	50 , 	276 , 	344 , 	305 , 	845 , 	148 , 	128 , 	36 , 	159 , 	26 , 	69 ," 	5,581 ",,,,,,,,,,
PL, 	137 , 	323 , 	155 , 	220 , 	719 , 	214 , 	341 , 	224 , 	503 , 	293 , 	415 , 	645 , 	216 , 	180 , 	110 , 	96 , 	160 , 	340 , 	177 , 	224 , 	257 , 	137 , 	148 , 	339 , 	368 , 	118 , 	47 , 	124 , 	140 , 	816 ," 	1,238 ", 	670 ," 	1,200 ", 	630 , 	529 , 	112 , 	507 , 	53 , 	203 ," 	13,329 ",,,,,,,,,,
CC, 	48 , 	103 , 	78 , 	127 , 	267 , 	124 , 	206 , 	131 , 	181 , 	100 , 	911 , 	285 , 	76 , 	68 , 	45 , 	30 , 	44 , 	115 , 	82 , 	99 , 	103 , 	68 , 	65 , 	170 , 	134 , 	47 , 	40 , 	126 , 	65 , 	432 , 	573 , 	264 , 	530 , 	236 , 	222 , 	46 , 	158 , 	21 , 	64 ," 	6,485 ",,,,,,,,,,
16, 	48 , 	40 , 	21 , 	30 , 	102 , 	52 , 	86 , 	56 , 	67 , 	53 , 	77 , 	109 , 	19 , 	21 , 	13 , 	9 , 	10 , 	18 , 	29 , 	17 , 	17 , 	10 , 	11 , 	60 , 	45 , 	152 , 	196 , 	829 , 	473 , 	33 , 	145 , 	113 , 	229 , 	122 , 	110 , 	10 , 	23 , 	4 , 	33 ," 	3,490 ",,,,,,,,,,
24, 	76 , 	57 , 	20 , 	33 , 	84 , 	60 , 	68 , 	42 , 	69 , 	49 , 	117 , 	138 , 	32 , 	23 , 	24 , 	12 , 	17 , 	21 , 	49 , 	17 , 	21 , 	10 , 	14 , 	44 , 	41 , 	236 , 	263 ," 	1,174 ", 	674 , 	132 , 	51 , 	119 , 	255 , 	167 , 	159 , 	9 , 	35 , 	6 , 	52 ," 	4,469 ",,,,,,,,,,
GP, 	8 , 	17 , 	9 , 	12 , 	34 , 	10 , 	17 , 	11 , 	31 , 	21 , 	17 , 	102 , 	16 , 	9 , 	5 , 	2 , 	4 , 	17 , 	17 , 	14 , 	12 , 	10 , 	6 , 	18 , 	15 , 	160 , 	162 , 	821 , 	246 , 	91 , 	105 , 	19 , 	39 , 	27 , 	46 , 	6 , 	21 , 	3 , 	20 ," 	2,204 ",,,,,,,,,,
BP, 	22 , 	43 , 	5 , 	9 , 	27 , 	16 , 	23 , 	14 , 	43 , 	23 , 	38 , 	73 , 	22 , 	15 , 	12 , 	8 , 	15 , 	21 , 	27 , 	26 , 	18 , 	8 , 	10 , 	16 , 	22 , 	203 , 	285 ," 	1,895 ", 	452 , 	213 , 	263 , 	42 , 	32 , 	41 , 	87 , 	8 , 	32 , 	8 , 	31 ," 	4,149 ",,,,,,,,,,
DC, 	21 , 	22 , 	11 , 	11 , 	61 , 	11 , 	21 , 	14 , 	43 , 	20 , 	30 , 	169 , 	19 , 	18 , 	11 , 	7 , 	16 , 	23 , 	33 , 	23 , 	26 , 	8 , 	10 , 	18 , 	10 , 	237 , 	153 , 	655 , 	239 , 	123 , 	178 , 	33 , 	50 , 	14 , 	47 , 	8 , 	47 , 	8 , 	37 ," 	2,483 ",,,,,,,,,,
CM, 	22 , 	34 , 	9 , 	8 , 	34 , 	14 , 	20 , 	18 , 	43 , 	11 , 	18 , 	73 , 	11 , 	14 , 	8 , 	5 , 	7 , 	14 , 	32 , 	20 , 	31 , 	11 , 	10 , 	15 , 	11 , 	175 , 	131 , 	541 , 	268 , 	94 , 	151 , 	44 , 	97 , 	43 , 	14 , 	4 , 	21 , 	9 , 	49 ," 	2,135 ",,,,,,,,,,
CV, 	3 , 	4 , 	2 , 	3 , 	19 , 	2 , 	3 , 	3 , 	12 , 	28 , 	23 , 	311 , 	21 , 	34 , 	13 , 	7 , 	5 , 	8 , 	2 , 	2 , 	2 , 	1 , 	-   , 	2 , 	3 , 	107 , 	45 , 	105 , 	53 , 	13 , 	9 , 	6 , 	8 , 	8 , 	4 , 	5 , 	52 , 	1 , 	4 , 	929 ,,,,,,,,,,
ED, 	12 , 	19 , 	11 , 	15 , 	60 , 	13 , 	16 , 	16 , 	42 , 	55 , 	69 , 	823 , 	55 , 	115 , 	45 , 	26 , 	25 , 	38 , 	13 , 	7 , 	4 , 	3 , 	4 , 	9 , 	10 , 	884 , 	310 , 	613 , 	216 , 	29 , 	45 , 	30 , 	40 , 	62 , 	35 , 	74 , 	26 , 	1 , 	13 ," 	3,881 ",,,,,,,,,,
NC, 	3 , 	2 , 	1 , 	1 , 	6 , 	2 , 	5 , 	4 , 	14 , 	-   , 	5 , 	107 , 	1 , 	2 , 	1 , 	1 , 	1 , 	3 , 	16 , 	5 , 	15 , 	5 , 	2 , 	8 , 	1 , 	62 , 	27 , 	48 , 	26 , 	4 , 	5 , 	2 , 	9 , 	5 , 	7 , 	1 , 	1 , 	4 , 	23 , 	435 ,,,,,,,,,,
WP, 	18 , 	21 , 	9 , 	6 , 	17 , 	15 , 	52 , 	26 , 	49 , 	5 , 	34 , 	205 , 	10 , 	15 , 	14 , 	12 , 	13 , 	27 , 	138 , 	26 , 	53 , 	15 , 	9 , 	20 , 	11 , 	161 , 	74 , 	198 , 	80 , 	27 , 	50 , 	20 , 	43 , 	39 , 	49 , 	3 , 	8 , 	25 , 	22 ," 	1,617 ",,,,,,,,,,
Entries," 	1,540 "," 	2,336 "," 	1,458 "," 	1,472 "," 	4,377 "," 	1,785 "," 	2,277 "," 	1,579 "," 	3,364 "," 	1,800 "," 	3,929 "," 	9,731 "," 	2,103 "," 	2,296 "," 	1,657 "," 	1,019 "," 	1,474 "," 	2,420 "," 	1,821 "," 	1,500 "," 	1,859 "," 	1,001 ", 	949 ," 	1,758 "," 	1,442 "," 	6,957 "," 	4,702 "," 	14,153 "," 	6,510 "," 	3,560 "," 	4,663 "," 	2,343 "," 	4,154 "," 	2,477 "," 	2,158 "," 	1,025 "," 	3,010 ", 	486 ," 	1,576 "," 	114,723 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
