Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Sep 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	79 , 	88 , 	36 , 	33 , 	172 , 	75 , 	71 , 	55 , 	113 , 	72 , 	9 , 	222 , 	121 , 	167 , 	135 , 	61 , 	51 , 	64 , 	32 , 	17 , 	21 , 	14 , 	21 , 	29 , 	63 , 	171 , 	173 , 	492 , 	216 , 	108 , 	146 , 	29 , 	42 , 	36 , 	30 , 	37 , 	82 , 	2 , 	33 ," 	3,413 ",,,CM line," 	14,241 "," 	1,467 "," 	5,488 "," 	1,930 "," 	1,185 "," 	1,804 "," 	26,114 "
CL, 	105 , 	226 , 	104 , 	112 , 	232 , 	117 , 	172 , 	101 , 	191 , 	142 , 	222 , 	11 , 	208 , 	249 , 	217 , 	104 , 	152 , 	197 , 	102 , 	107 , 	84 , 	58 , 	66 , 	71 , 	60 , 	283 , 	203 , 	530 , 	263 , 	98 , 	119 , 	59 , 	48 , 	96 , 	44 , 	108 , 	237 , 	34 , 	99 ," 	5,627 ",,,RM line," 	5,957 "," 	2,426 "," 	1,825 "," 	5,226 ", 	896 ," 	2,816 "," 	19,146 "
SL, 	63 , 	71 , 	12 , 	13 , 	127 , 	24 , 	41 , 	45 , 	76 , 	75 , 	121 , 	191 , 	5 , 	91 , 	95 , 	48 , 	38 , 	57 , 	15 , 	11 , 	13 , 	6 , 	3 , 	9 , 	10 , 	152 , 	133 , 	300 , 	126 , 	31 , 	53 , 	17 , 	24 , 	19 , 	16 , 	23 , 	51 , 	3 , 	17 ," 	2,218 ",,,WP line," 	5,275 ", 	945 ," 	1,195 ", 	977 ," 	3,542 "," 	1,142 "," 	13,075 "
BF, 	19 , 	33 , 	9 , 	9 , 	116 , 	28 , 	41 , 	40 , 	100 , 	98 , 	164 , 	222 , 	109 , 	10 , 	113 , 	99 , 	69 , 	106 , 	13 , 	5 , 	8 , 	4 , 	2 , 	8 , 	32 , 	140 , 	99 , 	207 , 	92 , 	25 , 	31 , 	15 , 	19 , 	26 , 	20 , 	41 , 	117 , 	0 , 	12 ," 	2,299 ",,,FT/ED line," 	7,960 "," 	2,564 "," 	1,878 "," 	3,194 "," 	1,234 "," 	8,703 "," 	25,534 "
HY, 	24 , 	32 , 	13 , 	12 , 	92 , 	30 , 	40 , 	46 , 	77 , 	39 , 	137 , 	187 , 	102 , 	121 , 	10 , 	93 , 	105 , 	149 , 	11 , 	8 , 	7 , 	4 , 	3 , 	10 , 	16 , 	86 , 	61 , 	153 , 	65 , 	24 , 	44 , 	10 , 	19 , 	18 , 	15 , 	18 , 	52 , 	2 , 	15 ," 	1,943 ",,,Entries," 	40,712 "," 	13,591 "," 	26,984 "," 	19,859 "," 	13,248 "," 	26,672 "," 	141,067 "
SH, 	29 , 	37 , 	4 , 	4 , 	47 , 	16 , 	17 , 	21 , 	46 , 	24 , 	89 , 	127 , 	41 , 	74 , 	104 , 	21 , 	58 , 	74 , 	10 , 	4 , 	8 , 	2 , 	1 , 	4 , 	9 , 	48 , 	40 , 	100 , 	31 , 	9 , 	22 , 	7 , 	13 , 	16 , 	9 , 	10 , 	19 , 	1 , 	7 ," 	1,207 ",,,,,,,,,,
UC, 	12 , 	19 , 	12 , 	7 , 	117 , 	20 , 	23 , 	28 , 	65 , 	50 , 	54 , 	138 , 	44 , 	84 , 	109 , 	66 , 	13 , 	130 , 	13 , 	5 , 	5 , 	2 , 	2 , 	5 , 	7 , 	135 , 	100 , 	225 , 	64 , 	17 , 	29 , 	11 , 	19 , 	22 , 	15 , 	9 , 	34 , 	4 , 	12 ," 	1,720 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	22 , 	52 , 	28 , 	26 , 	341 , 	30 , 	37 , 	43 , 	90 , 	61 , 	73 , 	188 , 	62 , 	110 , 	161 , 	90 , 	142 , 	33 , 	22 , 	20 , 	11 , 	4 , 	5 , 	19 , 	8 , 	262 , 	196 , 	477 , 	154 , 	28 , 	38 , 	18 , 	26 , 	42 , 	18 , 	12 , 	54 , 	3 , 	27 ," 	3,034 ",,,Dtwn SF," 	1,568 ",,,,,,
CN, 	25 , 	26 , 	14 , 	11 , 	68 , 	12 , 	39 , 	40 , 	77 , 	5 , 	25 , 	89 , 	17 , 	14 , 	11 , 	12 , 	12 , 	20 , 	11 , 	75 , 	308 , 	81 , 	35 , 	54 , 	8 , 	142 , 	98 , 	213 , 	96 , 	33 , 	63 , 	23 , 	22 , 	32 , 	43 , 	2 , 	8 , 	35 , 	237 ," 	2,129 ",,,OAK," 	11,326 ", 	575 ,,,,,
PH, 	9 , 	13 , 	8 , 	11 , 	93 , 	8 , 	23 , 	21 , 	47 , 	8 , 	13 , 	89 , 	7 , 	6 , 	6 , 	4 , 	3 , 	14 , 	80 , 	10 , 	80 , 	33 , 	18 , 	60 , 	3 , 	245 , 	135 , 	265 , 	115 , 	27 , 	29 , 	21 , 	12 , 	30 , 	31 , 	3 , 	3 , 	14 , 	44 ," 	1,636 ",,,CM line," 	29,436 "," 	2,869 "," 	5,488 ",,,,
WC, 	15 , 	15 , 	16 , 	14 , 	110 , 	12 , 	32 , 	38 , 	73 , 	9 , 	19 , 	80 , 	12 , 	7 , 	7 , 	8 , 	4 , 	10 , 	411 , 	81 , 	12 , 	56 , 	15 , 	102 , 	5 , 	272 , 	159 , 	321 , 	172 , 	23 , 	33 , 	16 , 	16 , 	34 , 	26 , 	3 , 	5 , 	37 , 	94 ," 	2,370 ",,,RM line," 	12,563 "," 	4,352 "," 	3,755 "," 	5,226 ",,,
LF, 	4 , 	7 , 	6 , 	3 , 	72 , 	4 , 	16 , 	20 , 	39 , 	5 , 	18 , 	47 , 	3 , 	4 , 	3 , 	2 , 	3 , 	4 , 	95 , 	41 , 	50 , 	5 , 	11 , 	76 , 	3 , 	164 , 	93 , 	197 , 	105 , 	12 , 	14 , 	8 , 	3 , 	14 , 	8 , 	1 , 	1 , 	10 , 	17 ," 	1,184 ",,,WP line," 	10,911 "," 	1,700 "," 	2,380 "," 	1,873 "," 	3,542 ",,
OR, 	10 , 	4 , 	8 , 	5 , 	76 , 	4 , 	13 , 	16 , 	30 , 	4 , 	23 , 	58 , 	2 , 	2 , 	1 , 	2 , 	1 , 	8 , 	34 , 	19 , 	18 , 	13 , 	2 , 	72 , 	2 , 	172 , 	103 , 	165 , 	80 , 	10 , 	14 , 	11 , 	9 , 	13 , 	14 , 	1 , 	4 , 	4 , 	8 ," 	1,029 ",,,FT/ED line," 	17,437 "," 	5,295 "," 	3,682 "," 	6,009 "," 	2,376 "," 	8,703 "," 	141,067 "
RR, 	18 , 	19 , 	14 , 	15 , 	59 , 	14 , 	20 , 	47 , 	61 , 	19 , 	28 , 	72 , 	12 , 	10 , 	9 , 	4 , 	6 , 	12 , 	54 , 	60 , 	101 , 	79 , 	84 , 	5 , 	12 , 	258 , 	225 , 	438 , 	268 , 	78 , 	65 , 	29 , 	13 , 	21 , 	12 , 	1 , 	5 , 	5 , 	31 ," 	2,280 ",,,,,,,,,,
OW, 	22 , 	22 , 	2 , 	11 , 	45 , 	42 , 	33 , 	23 , 	45 , 	12 , 	67 , 	56 , 	17 , 	31 , 	15 , 	8 , 	8 , 	7 , 	6 , 	3 , 	5 , 	3 , 	2 , 	9 , 	6 , 	284 , 	219 , 	479 , 	185 , 	66 , 	72 , 	21 , 	27 , 	16 , 	12 , 	5 , 	12 , 	2 , 	12 ," 	1,912 ",,,,,,,,,,
EM, 	80 , 	282 , 	156 , 	195 , 	573 , 	156 , 	256 , 	190 , 	301 , 	171 , 	205 , 	336 , 	165 , 	157 , 	103 , 	62 , 	155 , 	277 , 	178 , 	292 , 	343 , 	202 , 	201 , 	328 , 	317 , 	40 , 	45 , 	166 , 	92 , 	309 , 	430 , 	231 , 	325 , 	242 , 	195 , 	132 , 	739 , 	95 , 	175 ," 	8,888 ",,,,,,,,,,
MT, 	172 , 	304 , 	158 , 	165 , 	486 , 	153 , 	247 , 	181 , 	329 , 	199 , 	248 , 	244 , 	176 , 	130 , 	78 , 	62 , 	129 , 	230 , 	122 , 	147 , 	166 , 	89 , 	96 , 	197 , 	226 , 	85 , 	35 , 	77 , 	78 , 	487 , 	607 , 	539 ," 	1,520 ", 	304 , 	218 , 	70 , 	240 , 	39 , 	101 ," 	9,132 ",,,,,,,,,,
PL, 	166 , 	474 , 	261 , 	269 ," 	1,110 ", 	275 , 	465 , 	288 , 	592 , 	373 , 	452 , 	656 , 	293 , 	212 , 	145 , 	112 , 	229 , 	448 , 	207 , 	300 , 	359 , 	211 , 	182 , 	450 , 	539 , 	149 , 	75 , 	132 , 	218 ," 	1,014 "," 	1,545 ", 	886 ," 	1,619 ", 	856 , 	599 , 	157 , 	654 , 	79 , 	222 ," 	17,272 ",,,,,,,,,,
CC, 	84 , 	167 , 	116 , 	195 , 	426 , 	184 , 	254 , 	177 , 	205 , 	128 ," 	1,209 ", 	207 , 	104 , 	87 , 	59 , 	38 , 	62 , 	140 , 	82 , 	106 , 	147 , 	97 , 	75 , 	230 , 	179 , 	74 , 	61 , 	175 , 	66 , 	609 , 	852 , 	347 , 	833 , 	329 , 	302 , 	53 , 	224 , 	36 , 	83 ," 	8,804 ",,,,,,,,,,
16, 	70 , 	68 , 	39 , 	80 , 	165 , 	93 , 	150 , 	88 , 	88 , 	59 , 	85 , 	87 , 	24 , 	24 , 	25 , 	12 , 	14 , 	29 , 	37 , 	21 , 	19 , 	15 , 	14 , 	89 , 	86 , 	212 , 	309 ," 	1,011 ", 	657 , 	41 , 	220 , 	174 , 	378 , 	151 , 	132 , 	12 , 	36 , 	10 , 	32 ," 	4,853 ",,,,,,,,,,
24, 	153 , 	112 , 	36 , 	55 , 	156 , 	75 , 	108 , 	72 , 	94 , 	48 , 	161 , 	110 , 	51 , 	39 , 	39 , 	25 , 	23 , 	37 , 	56 , 	27 , 	30 , 	15 , 	14 , 	74 , 	76 , 	306 , 	412 ," 	1,513 ", 	919 , 	203 , 	71 , 	195 , 	462 , 	251 , 	216 , 	13 , 	29 , 	10 , 	70 ," 	6,357 ",,,,,,,,,,
GP, 	22 , 	26 , 	15 , 	20 , 	91 , 	17 , 	26 , 	25 , 	45 , 	24 , 	28 , 	56 , 	22 , 	18 , 	8 , 	6 , 	9 , 	21 , 	20 , 	22 , 	21 , 	10 , 	11 , 	25 , 	26 , 	223 , 	281 ," 	1,032 ", 	323 , 	163 , 	194 , 	34 , 	82 , 	48 , 	69 , 	5 , 	20 , 	5 , 	27 ," 	3,120 ",,,,,,,,,,
BP, 	31 , 	49 , 	8 , 	13 , 	55 , 	14 , 	30 , 	28 , 	56 , 	36 , 	49 , 	45 , 	22 , 	19 , 	15 , 	12 , 	20 , 	25 , 	20 , 	16 , 	9 , 	4 , 	7 , 	17 , 	23 , 	314 , 	500 ," 	2,438 ", 	817 , 	392 , 	467 , 	74 , 	59 , 	93 , 	125 , 	5 , 	13 , 	6 , 	41 ," 	5,967 ",,,,,,,,,,
DC, 	27 , 	58 , 	20 , 	17 , 	152 , 	18 , 	22 , 	25 , 	69 , 	18 , 	41 , 	87 , 	30 , 	25 , 	20 , 	15 , 	17 , 	41 , 	35 , 	29 , 	25 , 	14 , 	10 , 	22 , 	23 , 	232 , 	252 , 	861 , 	328 , 	138 , 	229 , 	47 , 	89 , 	22 , 	58 , 	8 , 	43 , 	5 , 	43 ," 	3,211 ",,,,,,,,,,
CM, 	22 , 	42 , 	13 , 	10 , 	72 , 	16 , 	19 , 	23 , 	52 , 	17 , 	23 , 	40 , 	15 , 	17 , 	12 , 	10 , 	12 , 	17 , 	40 , 	26 , 	31 , 	10 , 	11 , 	22 , 	12 , 	176 , 	172 , 	640 , 	313 , 	119 , 	206 , 	71 , 	140 , 	60 , 	17 , 	8 , 	33 , 	9 , 	63 ," 	2,606 ",,,,,,,,,,
CV, 	2 , 	8 , 	3 , 	2 , 	39 , 	4 , 	6 , 	6 , 	11 , 	33 , 	37 , 	91 , 	24 , 	45 , 	21 , 	13 , 	10 , 	15 , 	1 , 	1 , 	2 , 	4 , 	1 , 	4 , 	4 , 	116 , 	65 , 	133 , 	54 , 	11 , 	16 , 	4 , 	5 , 	13 , 	7 , 	6 , 	65 , 	1 , 	7 , 	886 ,,,,,,,,,,
ED, 	11 , 	15 , 	10 , 	9 , 	156 , 	12 , 	26 , 	27 , 	40 , 	53 , 	77 , 	213 , 	60 , 	129 , 	55 , 	33 , 	41 , 	55 , 	9 , 	5 , 	5 , 	2 , 	2 , 	9 , 	15 , 	726 , 	241 , 	601 , 	250 , 	32 , 	35 , 	22 , 	18 , 	53 , 	27 , 	77 , 	25 , 	2 , 	10 ," 	3,188 ",,,,,,,,,,
NC, 	3 , 	3 , 	3 , 	2 , 	14 , 	2 , 	9 , 	6 , 	14 , 	1 , 	3 , 	34 , 	2 , 	2 , 	2 , 	3 , 	2 , 	4 , 	34 , 	12 , 	27 , 	12 , 	2 , 	13 , 	1 , 	78 , 	35 , 	70 , 	34 , 	5 , 	12 , 	4 , 	5 , 	6 , 	9 , 	1 , 	1 , 	9 , 	48 , 	523 ,,,,,,,,,,
WP, 	24 , 	32 , 	8 , 	6 , 	52 , 	11 , 	58 , 	40 , 	61 , 	8 , 	29 , 	88 , 	24 , 	17 , 	19 , 	13 , 	12 , 	25 , 	240 , 	58 , 	86 , 	14 , 	10 , 	41 , 	17 , 	150 , 	94 , 	224 , 	94 , 	36 , 	83 , 	24 , 	39 , 	54 , 	61 , 	4 , 	8 , 	50 , 	17 ," 	1,925 ",,,,,,,,,,
Entries," 	2,128 "," 	3,595 "," 	2,043 "," 	1,876 "," 	7,850 "," 	2,367 "," 	3,007 "," 	2,367 "," 	4,048 "," 	2,157 "," 	4,498 "," 	5,333 "," 	2,304 "," 	2,413 "," 	2,172 "," 	1,301 "," 	1,715 "," 	2,889 "," 	2,255 "," 	1,756 "," 	2,280 "," 	1,205 "," 	1,061 "," 	2,272 "," 	2,011 "," 	7,685 "," 	6,469 "," 	17,897 "," 	8,661 "," 	4,967 "," 	6,630 "," 	3,251 "," 	6,210 "," 	3,315 "," 	2,611 ", 	942 ," 	3,104 ", 	576 ," 	1,844 "," 	141,067 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
