Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Mar 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	104 , 	136 , 	56 , 	61 , 	299 , 	110 , 	143 , 	136 , 	244 , 	156 , 	13 , 	222 , 	243 , 	245 , 	275 , 	114 , 	99 , 	136 , 	47 , 	32 , 	41 , 	22 , 	30 , 	55 , 	99 , 	526 , 	643 , 	596 , 	488 , 	169 , 	177 , 	51 , 	80 , 	98 , 	39 , 	51 , 	151 , 	8 , 	41 ," 	6,232 ",,,CM line," 	32,396 "," 	3,295 "," 	9,029 "," 	2,675 "," 	2,197 "," 	2,844 "," 	52,436 ",
CL, 	268 , 	108 , 	47 , 	45 , 	351 , 	87 , 	124 , 	133 , 	339 , 	135 , 	359 , 	149 , 	75 , 	121 , 	133 , 	66 , 	66 , 	113 , 	38 , 	38 , 	43 , 	20 , 	18 , 	43 , 	57 , 	703 , 	707 , 	364 , 	317 , 	88 , 	100 , 	61 , 	52 , 	85 , 	43 , 	28 , 	115 , 	14 , 	49 ," 	5,701 ",,,RM line," 	11,224 "," 	5,583 "," 	2,861 "," 	7,262 "," 	1,428 "," 	3,775 "," 	32,133 ",
SL, 	163 , 	125 , 	25 , 	24 , 	149 , 	54 , 	94 , 	188 , 	231 , 	158 , 	261 , 	116 , 	8 , 	123 , 	188 , 	89 , 	78 , 	121 , 	28 , 	26 , 	22 , 	9 , 	9 , 	13 , 	25 , 	562 , 	598 , 	386 , 	350 , 	60 , 	65 , 	33 , 	57 , 	43 , 	32 , 	37 , 	87 , 	6 , 	32 ," 	4,671 ",,,WP line," 	17,541 "," 	4,156 "," 	2,275 "," 	1,458 "," 	6,337 "," 	1,439 "," 	33,206 ",
BF, 	36 , 	38 , 	15 , 	15 , 	140 , 	38 , 	84 , 	179 , 	368 , 	212 , 	230 , 	164 , 	124 , 	8 , 	146 , 	134 , 	135 , 	244 , 	31 , 	14 , 	22 , 	3 , 	4 , 	14 , 	32 , 	497 , 	526 , 	355 , 	276 , 	57 , 	51 , 	24 , 	28 , 	59 , 	24 , 	44 , 	242 , 	3 , 	19 ," 	4,638 ",,,FT/ED line," 	17,946 "," 	6,884 "," 	2,787 "," 	4,228 "," 	1,349 "," 	11,891 "," 	45,085 ",
HY, 	112 , 	88 , 	23 , 	30 , 	147 , 	52 , 	91 , 	187 , 	260 , 	115 , 	280 , 	198 , 	200 , 	162 , 	8 , 	142 , 	230 , 	366 , 	32 , 	21 , 	18 , 	4 , 	6 , 	14 , 	29 , 	362 , 	310 , 	230 , 	224 , 	45 , 	45 , 	25 , 	28 , 	35 , 	25 , 	18 , 	82 , 	7 , 	36 ," 	4,287 ",,,Entries," 	96,068 "," 	34,875 "," 	53,996 "," 	32,089 "," 	32,668 "," 	46,334 "," 	296,030 ",
SH, 	27 , 	25 , 	11 , 	9 , 	97 , 	22 , 	51 , 	142 , 	211 , 	93 , 	106 , 	87 , 	95 , 	130 , 	128 , 	5 , 	101 , 	176 , 	14 , 	11 , 	19 , 	2 , 	4 , 	9 , 	19 , 	273 , 	271 , 	200 , 	177 , 	41 , 	44 , 	11 , 	18 , 	34 , 	12 , 	14 , 	50 , 	6 , 	14 ," 	2,760 ",,,,,,,,,,,
UC, 	14 , 	44 , 	15 , 	11 , 	154 , 	31 , 	64 , 	168 , 	268 , 	125 , 	105 , 	103 , 	85 , 	137 , 	246 , 	105 , 	8 , 	183 , 	20 , 	25 , 	16 , 	4 , 	6 , 	12 , 	15 , 	511 , 	461 , 	282 , 	232 , 	28 , 	30 , 	17 , 	25 , 	44 , 	13 , 	15 , 	48 , 	6 , 	21 ," 	3,697 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	33 , 	77 , 	41 , 	34 , 	294 , 	57 , 	97 , 	288 , 	453 , 	167 , 	147 , 	160 , 	123 , 	255 , 	376 , 	182 , 	179 , 	22 , 	23 , 	26 , 	21 , 	7 , 	9 , 	24 , 	16 , 	749 , 	764 , 	413 , 	315 , 	37 , 	38 , 	22 , 	25 , 	61 , 	20 , 	23 , 	68 , 	7 , 	33 ," 	5,685 ",,,Dtwn SF," 	3,854 ",,,,,,,
CN, 	36 , 	51 , 	29 , 	13 , 	106 , 	22 , 	93 , 	235 , 	335 , 	26 , 	52 , 	58 , 	29 , 	31 , 	36 , 	15 , 	19 , 	22 , 	14 , 	161 , 	473 , 	129 , 	59 , 	112 , 	16 , 	672 , 	711 , 	379 , 	356 , 	59 , 	76 , 	49 , 	48 , 	86 , 	54 , 	4 , 	10 , 	69 , 	499 ," 	5,243 ",,,OAK," 	26,454 "," 	1,610 ",,,,,,
PH, 	26 , 	35 , 	22 , 	21 , 	161 , 	24 , 	90 , 	279 , 	419 , 	18 , 	27 , 	58 , 	26 , 	17 , 	23 , 	13 , 	23 , 	27 , 	175 , 	9 , 	137 , 	74 , 	41 , 	120 , 	12 ," 	1,307 "," 	1,251 ", 	481 , 	475 , 	58 , 	57 , 	61 , 	47 , 	109 , 	84 , 	2 , 	8 , 	48 , 	164 ," 	6,028 ",,,CM line," 	66,040 "," 	6,695 "," 	9,029 ",,,,,
WC, 	28 , 	45 , 	30 , 	25 , 	134 , 	25 , 	93 , 	208 , 	337 , 	21 , 	37 , 	57 , 	26 , 	21 , 	18 , 	20 , 	15 , 	23 , 	578 , 	128 , 	10 , 	77 , 	46 , 	140 , 	17 ," 	1,012 ", 	919 , 	414 , 	340 , 	60 , 	59 , 	50 , 	39 , 	73 , 	46 , 	4 , 	7 , 	75 , 	220 ," 	5,474 ",,,RM line," 	22,055 "," 	11,219 "," 	5,536 "," 	7,262 ",,,,
LF, 	13 , 	11 , 	9 , 	8 , 	71 , 	11 , 	30 , 	105 , 	185 , 	8 , 	20 , 	25 , 	8 , 	3 , 	4 , 	2 , 	5 , 	6 , 	145 , 	84 , 	90 , 	5 , 	18 , 	66 , 	2 , 	764 , 	661 , 	227 , 	218 , 	24 , 	28 , 	17 , 	10 , 	26 , 	17 , 	1 , 	3 , 	13 , 	39 ," 	2,979 ",,,WP line," 	34,806 "," 	8,248 "," 	4,472 "," 	2,886 "," 	6,337 ",,,
OR, 	9 , 	9 , 	9 , 	11 , 	58 , 	10 , 	32 , 	78 , 	153 , 	12 , 	27 , 	21 , 	10 , 	4 , 	6 , 	2 , 	4 , 	9 , 	67 , 	46 , 	47 , 	18 , 	3 , 	67 , 	5 , 	647 , 	603 , 	207 , 	201 , 	19 , 	23 , 	13 , 	17 , 	24 , 	16 , 	1 , 	2 , 	10 , 	26 ," 	2,526 ",,,FT/ED line," 	37,119 "," 	14,096 "," 	5,631 "," 	8,003 "," 	2,788 "," 	11,891 "," 	296,030 ",
RR, 	23 , 	29 , 	16 , 	25 , 	49 , 	14 , 	48 , 	117 , 	222 , 	45 , 	54 , 	53 , 	19 , 	16 , 	19 , 	8 , 	12 , 	23 , 	108 , 	117 , 	141 , 	66 , 	67 , 	7 , 	15 , 	891 , 	976 , 	524 , 	517 , 	100 , 	77 , 	38 , 	55 , 	58 , 	28 , 	4 , 	11 , 	19 , 	52 ," 	4,664 ",,,,,,,,,,,
OW, 	56 , 	41 , 	8 , 	15 , 	75 , 	36 , 	49 , 	48 , 	60 , 	18 , 	94 , 	78 , 	37 , 	35 , 	32 , 	21 , 	15 , 	17 , 	16 , 	10 , 	13 , 	3 , 	4 , 	8 , 	3 ," 	1,092 "," 	1,007 ", 	532 , 	415 , 	92 , 	83 , 	24 , 	44 , 	35 , 	19 , 	7 , 	28 , 	2 , 	28 ," 	4,199 ",,,,,,,,,,,
EM, 	238 , 	845 , 	446 , 	476 , 	797 , 	492 , 	751 , 	859 ," 	1,207 ", 	533 , 	618 , 	599 , 	646 , 	578 , 	414 , 	318 , 	565 , 	834 , 	785 ," 	1,593 "," 	1,182 ", 	756 , 	647 , 	845 ," 	1,168 ", 	103 , 	124 , 	331 , 	316 , 	775 ," 	1,348 "," 	1,139 "," 	1,484 "," 	1,142 "," 	1,249 ", 	431 ," 	1,243 ", 	360 , 	695 ," 	28,932 ",,,,,,,,,,,
MT, 	238 , 	794 , 	454 , 	431 , 	608 , 	493 , 	741 , 	626 , 	910 , 	499 , 	664 , 	482 , 	632 , 	555 , 	348 , 	288 , 	481 , 	800 , 	708 ," 	1,278 ", 	889 , 	552 , 	538 , 	828 ," 	1,081 ", 	121 , 	74 , 	195 , 	333 ," 	1,195 "," 	1,973 "," 	1,752 "," 	3,089 "," 	1,578 "," 	1,475 ", 	409 ," 	1,013 ", 	313 , 	581 ," 	30,018 ",,,,,,,,,,,
PL, 	228 , 	557 , 	271 , 	293 , 	752 , 	299 , 	517 , 	477 , 	821 , 	402 , 	541 , 	543 , 	341 , 	315 , 	221 , 	186 , 	256 , 	380 , 	338 , 	461 , 	381 , 	204 , 	187 , 	433 , 	500 , 	459 , 	256 , 	119 , 	318 ," 	1,229 "," 	1,875 "," 	1,201 "," 	2,646 "," 	1,019 ", 	851 , 	167 , 	545 , 	144 , 	326 ," 	21,061 ",,,,,,,,,,,
CC, 	179 , 	491 , 	272 , 	310 , 	557 , 	311 , 	516 , 	422 , 	596 , 	308 ," 	1,344 ", 	370 , 	291 , 	256 , 	198 , 	168 , 	223 , 	303 , 	305 , 	408 , 	291 , 	193 , 	169 , 	409 , 	414 , 	333 , 	340 , 	328 , 	103 , 	908 ," 	1,305 ", 	854 ," 	1,987 ", 	803 , 	767 , 	165 , 	440 , 	126 , 	342 ," 	18,103 ",,,,,,,,,,,
16, 	91 , 	78 , 	44 , 	80 , 	230 , 	96 , 	169 , 	134 , 	204 , 	86 , 	147 , 	110 , 	58 , 	49 , 	46 , 	38 , 	24 , 	35 , 	52 , 	51 , 	55 , 	20 , 	17 , 	90 , 	88 , 	695 , 	957 ," 	1,392 ", 	913 , 	37 , 	317 , 	300 , 	852 , 	240 , 	193 , 	19 , 	68 , 	19 , 	81 ," 	8,177 ",,,,,,,,,,,
24, 	118 , 	123 , 	39 , 	57 , 	242 , 	81 , 	134 , 	146 , 	241 , 	79 , 	169 , 	125 , 	63 , 	50 , 	43 , 	39 , 	27 , 	40 , 	75 , 	53 , 	57 , 	30 , 	23 , 	77 , 	86 ," 	1,162 "," 	1,571 "," 	2,082 "," 	1,340 ", 	343 , 	52 , 	283 , 	885 , 	296 , 	236 , 	18 , 	65 , 	22 , 	92 ," 	10,664 ",,,,,,,,,,,
GP, 	27 , 	58 , 	25 , 	31 , 	126 , 	26 , 	58 , 	105 , 	148 , 	42 , 	48 , 	77 , 	33 , 	26 , 	22 , 	10 , 	13 , 	21 , 	43 , 	57 , 	50 , 	18 , 	17 , 	35 , 	34 ," 	1,080 "," 	1,358 "," 	1,503 ", 	792 , 	304 , 	295 , 	27 , 	180 , 	77 , 	90 , 	13 , 	58 , 	9 , 	46 ," 	6,980 ",,,,,,,,,,,
BP, 	42 , 	89 , 	35 , 	37 , 	102 , 	36 , 	76 , 	104 , 	156 , 	59 , 	88 , 	67 , 	57 , 	33 , 	30 , 	18 , 	24 , 	22 , 	44 , 	42 , 	37 , 	10 , 	17 , 	57 , 	53 ," 	1,344 "," 	1,849 "," 	3,661 "," 	1,897 ", 	826 , 	900 , 	167 , 	46 , 	155 , 	206 , 	16 , 	42 , 	14 , 	55 ," 	12,513 ",,,,,,,,,,,
DC, 	56 , 	127 , 	59 , 	62 , 	186 , 	55 , 	98 , 	141 , 	234 , 	100 , 	101 , 	108 , 	62 , 	56 , 	39 , 	35 , 	45 , 	56 , 	87 , 	112 , 	70 , 	25 , 	24 , 	56 , 	64 ," 	1,097 "," 	1,402 "," 	1,138 ", 	781 , 	238 , 	318 , 	83 , 	176 , 	16 , 	78 , 	28 , 	94 , 	34 , 	74 ," 	7,618 ",,,,,,,,,,,
CM, 	24 , 	47 , 	16 , 	16 , 	95 , 	20 , 	42 , 	140 , 	224 , 	30 , 	36 , 	61 , 	29 , 	22 , 	19 , 	10 , 	11 , 	15 , 	58 , 	82 , 	43 , 	19 , 	17 , 	28 , 	21 ," 	1,259 "," 	1,370 ", 	980 , 	771 , 	172 , 	245 , 	101 , 	229 , 	56 , 	11 , 	7 , 	56 , 	16 , 	85 ," 	6,483 ",,,,,,,,,,,
CV, 	6 , 	8 , 	4 , 	3 , 	39 , 	8 , 	14 , 	38 , 	81 , 	79 , 	50 , 	38 , 	35 , 	49 , 	19 , 	14 , 	13 , 	25 , 	5 , 	2 , 	4 , 	1 , 	1 , 	5 , 	9 , 	377 , 	407 , 	177 , 	171 , 	20 , 	21 , 	14 , 	15 , 	25 , 	9 , 	3 , 	125 , 	2 , 	3 ," 	1,918 ",,,,,,,,,,,
ED, 	17 , 	36 , 	16 , 	13 , 	109 , 	28 , 	45 , 	134 , 	271 , 	186 , 	145 , 	159 , 	86 , 	236 , 	82 , 	50 , 	49 , 	66 , 	10 , 	10 , 	7 , 	4 , 	2 , 	14 , 	29 ," 	1,111 "," 	1,023 ", 	532 , 	478 , 	70 , 	66 , 	62 , 	43 , 	93 , 	51 , 	135 , 	15 , 	3 , 	9 ," 	5,496 ",,,,,,,,,,,
NC, 	8 , 	8 , 	4 , 	2 , 	32 , 	5 , 	28 , 	99 , 	123 , 	8 , 	6 , 	17 , 	6 , 	4 , 	6 , 	6 , 	4 , 	7 , 	71 , 	40 , 	60 , 	11 , 	11 , 	20 , 	2 , 	304 , 	308 , 	147 , 	129 , 	22 , 	21 , 	11 , 	13 , 	32 , 	15 , 	1 , 	2 , 	4 , 	72 ," 	1,670 ",,,,,,,,,,,
WP, 	30 , 	32 , 	11 , 	11 , 	84 , 	18 , 	112 , 	193 , 	285 , 	24 , 	44 , 	65 , 	28 , 	17 , 	37 , 	15 , 	19 , 	30 , 	554 , 	170 , 	231 , 	32 , 	26 , 	55 , 	25 , 	592 , 	556 , 	375 , 	380 , 	83 , 	108 , 	46 , 	57 , 	78 , 	85 , 	3 , 	10 , 	81 , 	19 ," 	4,622 ",,,,,,,,,,,
Entries," 	3,810 "," 	7,002 "," 	3,734 "," 	3,215 "," 	10,384 "," 	3,944 "," 	5,927 "," 	7,772 "," 	12,244 "," 	4,605 "," 	7,260 "," 	5,897 "," 	4,685 "," 	4,676 "," 	4,244 "," 	2,820 "," 	3,630 "," 	5,601 "," 	5,392 "," 	6,233 "," 	5,382 "," 	2,777 "," 	2,396 "," 	4,169 "," 	4,326 "," 	26,201 "," 	27,733 "," 	23,705 "," 	18,429 "," 	8,502 "," 	11,187 "," 	7,250 "," 	13,012 "," 	7,609 "," 	6,436 "," 	1,964 "," 	5,557 "," 	1,774 "," 	4,544 "," 	296,030 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
