Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Mar 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	7 , 	100 , 	85 , 	49 , 	244 , 	98 , 	74 , 	57 , 	89 , 	20 , 	93 , 	65 , 	17 , 	26 , 	21 , 	15 , 	7 , 	18 , 	26 , 	9 , 	11 , 	5 , 	4 , 	11 , 	19 , 	71 , 	72 , 	216 , 	139 , 	92 , 	133 , 	16 , 	29 , 	26 , 	22 , 	5 , 	11 , 	4 , 	25 ," 	2,032 ",,,Eastbay," 	34,444 ",,SF CBD," 	87,600 ",62.8%,,
EN, 	103 , 	13 , 	73 , 	59 , 	418 , 	119 , 	107 , 	83 , 	160 , 	35 , 	98 , 	86 , 	33 , 	34 , 	31 , 	17 , 	19 , 	50 , 	27 , 	12 , 	16 , 	5 , 	4 , 	21 , 	26 , 	159 , 	199 , 	479 , 	279 , 	72 , 	104 , 	25 , 	49 , 	48 , 	43 , 	4 , 	20 , 	6 , 	23 ," 	3,160 ",,,Westbay," 	39,616 ",,non-CBD," 	51,921 ",37.2%,,
EP, 	112 , 	52 , 	9 , 	36 , 	339 , 	65 , 	47 , 	44 , 	92 , 	29 , 	46 , 	38 , 	13 , 	13 , 	9 , 	6 , 	12 , 	22 , 	11 , 	8 , 	12 , 	6 , 	3 , 	17 , 	5 , 	113 , 	105 , 	360 , 	238 , 	32 , 	33 , 	15 , 	12 , 	18 , 	9 , 	6 , 	6 , 	7 , 	8 ," 	2,010 ",,,Transbay," 	65,460 ",,,,,,
NB, 	60 , 	59 , 	35 , 	9 , 	116 , 	47 , 	44 , 	46 , 	93 , 	30 , 	42 , 	38 , 	17 , 	19 , 	13 , 	7 , 	10 , 	13 , 	13 , 	12 , 	9 , 	5 , 	4 , 	12 , 	9 , 	148 , 	172 , 	367 , 	471 , 	80 , 	70 , 	18 , 	20 , 	13 , 	13 , 	4 , 	10 , 	1 , 	10 ," 	2,158 ",,,,,,,,,,
BK, 	248 , 	404 , 	362 , 	121 , 	11 , 	241 , 	196 , 	209 , 	320 , 	122 , 	192 , 	279 , 	77 , 	70 , 	73 , 	44 , 	63 , 	145 , 	45 , 	53 , 	63 , 	34 , 	32 , 	35 , 	64 , 	356 , 	307 , 	940 , 	638 , 	157 , 	143 , 	58 , 	71 , 	72 , 	70 , 	23 , 	50 , 	11 , 	31 ," 	6,433 ",,,Extensions," 	16,648 ",,,,,,
AS, 	101 , 	125 , 	73 , 	43 , 	203 , 	7 , 	81 , 	90 , 	124 , 	48 , 	91 , 	88 , 	27 , 	31 , 	30 , 	14 , 	19 , 	28 , 	13 , 	10 , 	12 , 	8 , 	7 , 	12 , 	34 , 	109 , 	129 , 	291 , 	403 , 	94 , 	82 , 	13 , 	23 , 	16 , 	15 , 	6 , 	14 , 	4 , 	11 ," 	2,531 ",,,,,,,,,,
MA, 	72 , 	115 , 	47 , 	42 , 	189 , 	87 , 	10 , 	44 , 	97 , 	27 , 	93 , 	96 , 	32 , 	49 , 	41 , 	15 , 	15 , 	34 , 	36 , 	20 , 	29 , 	13 , 	9 , 	21 , 	41 , 	200 , 	224 , 	550 , 	487 , 	133 , 	112 , 	20 , 	30 , 	28 , 	23 , 	8 , 	14 , 	8 , 	47 ," 	3,159 ",,,,,,,,,,
19, 	59 , 	87 , 	47 , 	42 , 	170 , 	96 , 	41 , 	5 , 	28 , 	15 , 	51 , 	57 , 	43 , 	55 , 	37 , 	24 , 	28 , 	35 , 	40 , 	20 , 	32 , 	13 , 	16 , 	31 , 	34 , 	114 , 	130 , 	288 , 	247 , 	75 , 	69 , 	16 , 	22 , 	26 , 	22 , 	9 , 	19 , 	9 , 	33 ," 	2,184 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	83 , 	159 , 	87 , 	72 , 	285 , 	124 , 	85 , 	24 , 	21 , 	24 , 	105 , 	119 , 	97 , 	115 , 	85 , 	33 , 	65 , 	86 , 	72 , 	57 , 	61 , 	34 , 	31 , 	50 , 	55 , 	209 , 	235 , 	646 , 	350 , 	91 , 	92 , 	43 , 	55 , 	62 , 	52 , 	10 , 	27 , 	14 , 	58 ," 	3,976 ",,,Dtwn SF," 	1,931 "," 	6,315 "," 	16,510 "," 	7,184 "," 	6,084 "," 	8,098 "," 	46,122 "
LM, 	14 , 	37 , 	33 , 	26 , 	104 , 	45 , 	29 , 	13 , 	26 , 	6 , 	76 , 	70 , 	115 , 	119 , 	43 , 	27 , 	46 , 	69 , 	8 , 	8 , 	12 , 	6 , 	4 , 	15 , 	16 , 	128 , 	152 , 	406 , 	219 , 	61 , 	64 , 	18 , 	37 , 	21 , 	16 , 	44 , 	63 , 	3 , 	9 ," 	2,209 ",,,OAK," 	5,943 ", 	763 ," 	1,399 "," 	2,314 ", 	853 ," 	2,401 "," 	13,673 "
