Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,May 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	62 , 	53 , 	23 , 	36 , 	100 , 	82 , 	66 , 	41 , 	102 , 	60 , 	16 , 	211 , 	122 , 	178 , 	115 , 	46 , 	35 , 	57 , 	29 , 	10 , 	20 , 	9 , 	13 , 	23 , 	66 , 	154 , 	113 , 	355 , 	174 , 	201 , 	195 , 	23 , 	32 , 	26 , 	26 , 	24 , 	64 , 	4 , 	28 ," 	2,988 ",,,CM line," 	11,800 "," 	1,489 "," 	5,386 "," 	1,448 "," 	1,195 "," 	2,280 "," 	23,599 "
CL, 	69 , 	182 , 	90 , 	104 , 	204 , 	103 , 	130 , 	76 , 	128 , 	115 , 	192 , 	7 , 	159 , 	257 , 	143 , 	81 , 	138 , 	338 , 	82 , 	103 , 	84 , 	65 , 	53 , 	71 , 	47 , 	311 , 	184 , 	519 , 	280 , 	116 , 	116 , 	61 , 	40 , 	70 , 	49 , 	119 , 	623 , 	29 , 	94 ," 	5,627 ",,,RM line," 	3,694 "," 	1,473 "," 	1,395 "," 	2,452 ", 	429 ," 	1,934 "," 	11,375 "
SL, 	35 , 	47 , 	9 , 	11 , 	48 , 	20 , 	25 , 	20 , 	47 , 	50 , 	125 , 	169 , 	3 , 	90 , 	58 , 	20 , 	27 , 	30 , 	7 , 	6 , 	9 , 	4 , 	2 , 	5 , 	7 , 	131 , 	81 , 	201 , 	86 , 	46 , 	51 , 	13 , 	16 , 	11 , 	13 , 	17 , 	32 , 	2 , 	15 ," 	1,584 ",,,WP line," 	4,283 ", 	604 ," 	1,156 ", 	465 ," 	2,093 "," 	1,064 "," 	9,665 "
BF, 	14 , 	21 , 	4 , 	9 , 	43 , 	25 , 	29 , 	24 , 	87 , 	74 , 	187 , 	252 , 	77 , 	6 , 	79 , 	72 , 	58 , 	90 , 	10 , 	4 , 	6 , 	3 , 	4 , 	8 , 	21 , 	107 , 	61 , 	186 , 	74 , 	44 , 	43 , 	10 , 	20 , 	18 , 	13 , 	34 , 	81 , 	2 , 	14 ," 	1,909 ",,,FT/ED line," 	6,263 "," 	1,875 "," 	2,013 "," 	2,005 "," 	1,039 "," 	8,154 "," 	21,347 "
HY, 	18 , 	20 , 	8 , 	9 , 	40 , 	18 , 	26 , 	29 , 	58 , 	30 , 	121 , 	150 , 	59 , 	86 , 	9 , 	50 , 	76 , 	96 , 	8 , 	4 , 	7 , 	1 , 	2 , 	8 , 	7 , 	61 , 	36 , 	115 , 	45 , 	43 , 	30 , 	5 , 	10 , 	10 , 	11 , 	10 , 	30 , 	1 , 	16 ," 	1,360 ",,,Entries," 	31,042 "," 	10,038 "," 	23,869 "," 	11,587 "," 	9,847 "," 	21,661 "," 	108,044 "
SH, 	8 , 	9 , 	6 , 	2 , 	13 , 	7 , 	12 , 	10 , 	27 , 	13 , 	37 , 	79 , 	27 , 	77 , 	49 , 	6 , 	25 , 	62 , 	10 , 	1 , 	3 , 	0 , 	0 , 	3 , 	5 , 	48 , 	30 , 	90 , 	31 , 	28 , 	28 , 	6 , 	9 , 	13 , 	7 , 	8 , 	15 , 	2 , 	8 , 	813 ,,,,,,,,,,
UC, 	8 , 	8 , 	10 , 	4 , 	42 , 	17 , 	12 , 	16 , 	44 , 	33 , 	41 , 	146 , 	31 , 	62 , 	77 , 	34 , 	7 , 	73 , 	10 , 	4 , 	4 , 	1 , 	1 , 	3 , 	6 , 	106 , 	67 , 	156 , 	52 , 	38 , 	27 , 	9 , 	13 , 	14 , 	10 , 	8 , 	17 , 	2 , 	12 ," 	1,219 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	17 , 	36 , 	23 , 	20 , 	130 , 	29 , 	30 , 	25 , 	73 , 	46 , 	57 , 	382 , 	37 , 	93 , 	100 , 	65 , 	68 , 	23 , 	14 , 	13 , 	11 , 	4 , 	3 , 	11 , 	6 , 	259 , 	131 , 	311 , 	116 , 	63 , 	49 , 	18 , 	23 , 	25 , 	18 , 	14 , 	32 , 	5 , 	18 ," 	2,394 ",,,Dtwn SF," 	1,213 ",,,,,,
CN, 	18 , 	17 , 	9 , 	7 , 	23 , 	10 , 	24 , 	16 , 	53 , 	6 , 	32 , 	85 , 	7 , 	10 , 	7 , 	9 , 	8 , 	15 , 	8 , 	51 , 	222 , 	54 , 	19 , 	28 , 	7 , 	184 , 	72 , 	153 , 	77 , 	43 , 	55 , 	20 , 	17 , 	24 , 	34 , 	3 , 	6 , 	18 , 	158 ," 	1,606 ",,,OAK," 	7,875 ", 	512 ,,,,,
PH, 	6 , 	7 , 	6 , 	7 , 	29 , 	6 , 	16 , 	9 , 	40 , 	5 , 	11 , 	105 , 	3 , 	5 , 	4 , 	3 , 	8 , 	11 , 	56 , 	8 , 	54 , 	20 , 	5 , 	39 , 	1 , 	219 , 	118 , 	193 , 	89 , 	30 , 	36 , 	10 , 	8 , 	19 , 	25 , 	0 , 	2 , 	10 , 	28 ," 	1,245 ",,,CM line," 	24,318 "," 	2,892 "," 	5,386 ",,,,
WC, 	5 , 	12 , 	13 , 	10 , 	36 , 	11 , 	19 , 	19 , 	43 , 	5 , 	19 , 	91 , 	10 , 	6 , 	4 , 	2 , 	5 , 	12 , 	246 , 	57 , 	8 , 	27 , 	11 , 	46 , 	4 , 	249 , 	126 , 	219 , 	138 , 	29 , 	30 , 	18 , 	6 , 	22 , 	21 , 	2 , 	3 , 	22 , 	60 ," 	1,661 ",,,RM line," 	7,527 "," 	2,858 "," 	2,843 "," 	2,452 ",,,
LF, 	3 , 	3 , 	5 , 	5 , 	21 , 	2 , 	8 , 	5 , 	31 , 	2 , 	10 , 	58 , 	2 , 	1 , 	1 , 	-   , 	2 , 	3 , 	54 , 	17 , 	29 , 	5 , 	10 , 	30 , 	1 , 	170 , 	72 , 	123 , 	72 , 	26 , 	23 , 	8 , 	3 , 	8 , 	12 , 	2 , 	1 , 	3 , 	12 , 	840 ,,,WP line," 	8,814 "," 	1,165 "," 	2,351 ", 	894 ," 	2,093 ",,
OR, 	3 , 	2 , 	4 , 	4 , 	15 , 	3 , 	8 , 	5 , 	19 , 	2 , 	9 , 	48 , 	2 , 	4 , 	2 , 	2 , 	2 , 	3 , 	16 , 	9 , 	12 , 	12 , 	4 , 	26 , 	1 , 	138 , 	69 , 	107 , 	64 , 	23 , 	21 , 	4 , 	5 , 	7 , 	9 , 	-   , 	2 , 	2 , 	7 , 	668 ,,,FT/ED line," 	12,577 "," 	3,789 "," 	4,293 "," 	3,939 "," 	2,103 "," 	8,154 "," 	108,044 "
RR, 	7 , 	7 , 	12 , 	12 , 	28 , 	9 , 	15 , 	23 , 	53 , 	12 , 	26 , 	86 , 	11 , 	9 , 	9 , 	3 , 	4 , 	15 , 	25 , 	37 , 	45 , 	29 , 	28 , 	7 , 	9 , 	225 , 	162 , 	331 , 	226 , 	98 , 	81 , 	21 , 	12 , 	20 , 	21 , 	3 , 	7 , 	6 , 	14 ," 	1,747 ",,,,,,,,,,
OW, 	9 , 	9 , 	2 , 	5 , 	25 , 	24 , 	18 , 	14 , 	43 , 	18 , 	65 , 	46 , 	14 , 	20 , 	10 , 	1 , 	3 , 	8 , 	4 , 	1 , 	6 , 	1 , 	1 , 	9 , 	6 , 	226 , 	121 , 	303 , 	131 , 	150 , 	101 , 	12 , 	15 , 	11 , 	7 , 	3 , 	9 , 	-   , 	7 ," 	1,454 ",,,,,,,,,,
EM, 	84 , 	233 , 	166 , 	276 , 	368 , 	185 , 	299 , 	157 , 	264 , 	221 , 	216 , 	474 , 	182 , 	165 , 	103 , 	72 , 	159 , 	343 , 	230 , 	376 , 	378 , 	243 , 	204 , 	347 , 	323 , 	43 , 	26 , 	129 , 	108 , 	359 , 	545 , 	283 , 	281 , 	387 , 	278 , 	169 , 	563 , 	114 , 	197 ," 	9,544 ",,,,,,,,,,
MT, 	38 , 	93 , 	69 , 	100 , 	179 , 	77 , 	127 , 	98 , 	237 , 	116 , 	103 , 	193 , 	98 , 	67 , 	31 , 	28 , 	64 , 	106 , 	65 , 	96 , 	97 , 	55 , 	53 , 	142 , 	122 , 	20 , 	24 , 	58 , 	76 , 	392 , 	428 , 	355 , 	890 , 	266 , 	204 , 	34 , 	142 , 	18 , 	71 ," 	5,429 ",,,,,,,,,,
PL, 	94 , 	244 , 	130 , 	163 , 	506 , 	169 , 	291 , 	198 , 	410 , 	209 , 	331 , 	479 , 	186 , 	157 , 	110 , 	80 , 	136 , 	244 , 	127 , 	199 , 	207 , 	103 , 	104 , 	284 , 	310 , 	114 , 	48 , 	99 , 	151 ," 	1,083 "," 	1,359 ", 	608 ," 	1,101 ", 	520 , 	449 , 	79 , 	357 , 	48 , 	173 ," 	11,656 ",,,,,,,,,,
CC, 	54 , 	93 , 	76 , 	111 , 	220 , 	109 , 	183 , 	114 , 	179 , 	105 , 	136 , 	237 , 	68 , 	60 , 	42 , 	29 , 	37 , 	96 , 	65 , 	75 , 	98 , 	60 , 	47 , 	167 , 	124 , 	64 , 	51 , 	128 , 	76 , 	623 , 	809 , 	274 , 	522 , 	238 , 	266 , 	27 , 	117 , 	23 , 	67 ," 	5,866 ",,,,,,,,,,
16, 	59 , 	85 , 	62 , 	82 , 	130 , 	90 , 	172 , 	74 , 	111 , 	91 , 	181 , 	140 , 	47 , 	48 , 	43 , 	33 , 	39 , 	84 , 	45 , 	33 , 	34 , 	37 , 	22 , 	105 , 	145 , 	233 , 	250 ," 	1,010 ", 	700 , 	40 , 	234 , 	185 , 	284 , 	197 , 	163 , 	27 , 	63 , 	10 , 	65 ," 	5,451 ",,,,,,,,,,
24, 	95 , 	97 , 	40 , 	69 , 	108 , 	81 , 	112 , 	64 , 	94 , 	84 , 	222 , 	149 , 	62 , 	50 , 	43 , 	34 , 	37 , 	83 , 	66 , 	44 , 	36 , 	24 , 	29 , 	83 , 	134 , 	282 , 	299 ," 	1,384 ", 	857 , 	226 , 	53 , 	249 , 	396 , 	343 , 	270 , 	16 , 	69 , 	18 , 	67 ," 	6,465 ",,,,,,,,,,
GP, 	11 , 	23 , 	14 , 	13 , 	40 , 	13 , 	18 , 	14 , 	31 , 	14 , 	26 , 	74 , 	13 , 	10 , 	4 , 	7 , 	7 , 	12 , 	15 , 	11 , 	13 , 	5 , 	4 , 	19 , 	15 , 	162 , 	168 , 	870 , 	276 , 	161 , 	220 , 	27 , 	43 , 	40 , 	56 , 	7 , 	18 , 	3 , 	27 ," 	2,500 ",,,,,,,,,,
BP, 	15 , 	28 , 	7 , 	11 , 	19 , 	13 , 	20 , 	13 , 	36 , 	21 , 	33 , 	50 , 	12 , 	20 , 	11 , 	11 , 	12 , 	17 , 	15 , 	6 , 	8 , 	2 , 	4 , 	9 , 	17 , 	191 , 	257 ," 	1,904 ", 	466 , 	287 , 	378 , 	44 , 	30 , 	51 , 	94 , 	5 , 	13 , 	4 , 	23 ," 	4,153 ",,,,,,,,,,
DC, 	16 , 	28 , 	17 , 	12 , 	51 , 	14 , 	23 , 	16 , 	47 , 	18 , 	30 , 	89 , 	15 , 	17 , 	12 , 	12 , 	15 , 	28 , 	27 , 	18 , 	23 , 	9 , 	7 , 	16 , 	15 , 	195 , 	174 , 	632 , 	312 , 	212 , 	299 , 	36 , 	67 , 	12 , 	55 , 	6 , 	36 , 	5 , 	31 ," 	2,642 ",,,,,,,,,,
CM, 	13 , 	26 , 	10 , 	8 , 	42 , 	9 , 	15 , 	13 , 	41 , 	16 , 	29 , 	61 , 	11 , 	12 , 	8 , 	11 , 	7 , 	17 , 	43 , 	20 , 	22 , 	6 , 	12 , 	15 , 	9 , 	168 , 	161 , 	551 , 	301 , 	144 , 	266 , 	57 , 	113 , 	47 , 	9 , 	8 , 	31 , 	10 , 	50 ," 	2,389 ",,,,,,,,,,
CV, 	2 , 	5 , 	2 , 	2 , 	12 , 	4 , 	5 , 	4 , 	12 , 	29 , 	20 , 	96 , 	21 , 	32 , 	10 , 	6 , 	6 , 	13 , 	3 , 	1 , 	1 , 	0 , 	-   , 	3 , 	3 , 	126 , 	44 , 	99 , 	51 , 	17 , 	14 , 	6 , 	6 , 	7 , 	8 , 	3 , 	41 , 	1 , 	1 , 	710 ,,,,,,,,,,
ED, 	10 , 	14 , 	9 , 	4 , 	40 , 	12 , 	12 , 	8 , 	29 , 	44 , 	68 , 	681 , 	36 , 	89 , 	33 , 	20 , 	22 , 	33 , 	7 , 	5 , 	6 , 	1 , 	1 , 	3 , 	11 , 	516 , 	178 , 	444 , 	137 , 	63 , 	42 , 	19 , 	10 , 	30 , 	40 , 	50 , 	14 , 	1 , 	6 ," 	2,745 ",,,,,,,,,,
NC, 	1 , 	3 , 	1 , 	0 , 	4 , 	3 , 	4 , 	3 , 	11 , 	1 , 	3 , 	30 , 	2 , 	3 , 	1 , 	-   , 	2 , 	3 , 	25 , 	7 , 	16 , 	3 , 	3 , 	12 , 	1 , 	77 , 	28 , 	49 , 	32 , 	11 , 	12 , 	4 , 	4 , 	8 , 	6 , 	0 , 	1 , 	4 , 	12 , 	386 ,,,,,,,,,,
WP, 	23 , 	19 , 	7 , 	3 , 	18 , 	10 , 	45 , 	21 , 	48 , 	7 , 	32 , 	90 , 	15 , 	13 , 	14 , 	7 , 	11 , 	22 , 	154 , 	32 , 	66 , 	11 , 	8 , 	24 , 	7 , 	165 , 	62 , 	189 , 	87 , 	49 , 	66 , 	25 , 	31 , 	41 , 	58 , 	2 , 	6 , 	18 , 	11 ," 	1,512 ",,,,,,,,,,
Entries," 	1,287 "," 	2,070 "," 	1,334 "," 	1,420 "," 	3,710 "," 	1,767 "," 	2,214 "," 	1,466 "," 	3,090 "," 	1,687 "," 	2,991 "," 	5,998 "," 	1,610 "," 	1,994 "," 	1,362 ", 	857 ," 	1,219 "," 	2,333 "," 	1,643 "," 	1,374 "," 	1,692 ", 	858 , 	714 ," 	1,696 "," 	1,581 "," 	6,300 "," 	4,274 "," 	13,612 "," 	6,856 "," 	5,587 "," 	6,356 "," 	2,605 "," 	4,197 "," 	2,703 "," 	2,423 ", 	752 ," 	2,547 ", 	416 ," 	1,455 "," 	108,044 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
