Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,May 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
CL, 	77 , 	181 , 	86 , 	86 , 	209 , 	67 , 	129 , 	89 , 	143 , 	104 , 	201 , 	7 , 	93 , 	227 , 	143 , 	93 , 	144 , 	311 , 	80 , 	85 , 	81 , 	64 , 	58 , 	63 , 	44 , 	281 , 	182 , 	485 , 	291 , 	97 , 	120 , 	77 , 	41 , 	85 , 	48 , 	112 , 	477 , 	36 , 	104 ," 	5,299 ",,,RM line," 	5,186 "," 	2,008 "," 	1,558 "," 	3,757 ", 	677 ," 	2,186 "," 	15,372 "
SL, 	54 , 	58 , 	11 , 	14 , 	68 , 	19 , 	36 , 	41 , 	68 , 	59 , 	138 , 	159 , 	6 , 	102 , 	72 , 	41 , 	31 , 	52 , 	12 , 	7 , 	7 , 	6 , 	5 , 	3 , 	7 , 	178 , 	121 , 	283 , 	103 , 	35 , 	41 , 	15 , 	19 , 	14 , 	16 , 	27 , 	47 , 	2 , 	13 ," 	1,992 ",,,WP line," 	6,095 ", 	856 ," 	1,185 ", 	729 ," 	3,089 "," 	1,108 "," 	13,062 "
BF, 	18 , 	37 , 	11 , 	11 , 	74 , 	24 , 	58 , 	40 , 	120 , 	91 , 	249 , 	277 , 	105 , 	22 , 	96 , 	92 , 	71 , 	119 , 	13 , 	8 , 	9 , 	3 , 	2 , 	11 , 	19 , 	142 , 	95 , 	237 , 	72 , 	27 , 	34 , 	16 , 	18 , 	24 , 	16 , 	45 , 	119 , 	2 , 	18 ," 	2,446 ",,,FT/ED line," 	7,893 "," 	2,328 "," 	1,900 "," 	2,455 "," 	1,200 "," 	9,003 "," 	24,778 "
HY, 	20 , 	28 , 	11 , 	13 , 	67 , 	18 , 	45 , 	32 , 	82 , 	37 , 	138 , 	193 , 	88 , 	123 , 	33 , 	87 , 	96 , 	150 , 	13 , 	5 , 	10 , 	3 , 	2 , 	12 , 	13 , 	123 , 	55 , 	149 , 	57 , 	29 , 	33 , 	8 , 	14 , 	14 , 	9 , 	18 , 	47 , 	3 , 	17 ," 	1,894 ",,,Entries," 	40,907 "," 	12,503 "," 	27,569 "," 	15,881 "," 	13,356 "," 	24,296 "," 	134,513 "
SH, 	12 , 	13 , 	7 , 	5 , 	30 , 	7 , 	13 , 	17 , 	36 , 	17 , 	55 , 	88 , 	41 , 	78 , 	80 , 	7 , 	44 , 	87 , 	11 , 	7 , 	6 , 	2 , 	1 , 	5 , 	7 , 	62 , 	42 , 	109 , 	35 , 	17 , 	29 , 	8 , 	13 , 	16 , 	10 , 	8 , 	17 , 	1 , 	12 ," 	1,057 ",,,,,,,,,,
UC, 	20 , 	24 , 	14 , 	9 , 	82 , 	19 , 	25 , 	30 , 	78 , 	53 , 	72 , 	149 , 	57 , 	88 , 	116 , 	59 , 	17 , 	133 , 	10 , 	14 , 	8 , 	4 , 	1 , 	8 , 	11 , 	173 , 	111 , 	263 , 	81 , 	20 , 	29 , 	9 , 	20 , 	21 , 	14 , 	15 , 	37 , 	2 , 	15 ," 	1,912 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	19 , 	46 , 	23 , 	16 , 	173 , 	33 , 	54 , 	39 , 	79 , 	52 , 	82 , 	277 , 	48 , 	112 , 	107 , 	75 , 	84 , 	32 , 	21 , 	17 , 	11 , 	4 , 	5 , 	16 , 	8 , 	325 , 	154 , 	412 , 	124 , 	32 , 	35 , 	17 , 	25 , 	32 , 	19 , 	13 , 	40 , 	4 , 	23 ," 	2,690 ",,,Dtwn SF," 	1,565 ",,,,,,
CN, 	25 , 	23 , 	13 , 	12 , 	37 , 	12 , 	44 , 	38 , 	72 , 	5 , 	31 , 	74 , 	15 , 	11 , 	10 , 	8 , 	10 , 	17 , 	12 , 	68 , 	317 , 	77 , 	32 , 	34 , 	5 , 	237 , 	102 , 	201 , 	103 , 	31 , 	60 , 	16 , 	21 , 	38 , 	39 , 	2 , 	9 , 	41 , 	226 ," 	2,129 ",,,OAK," 	10,493 ", 	658 ,,,,,
PH, 	12 , 	9 , 	11 , 	8 , 	47 , 	9 , 	21 , 	16 , 	46 , 	4 , 	16 , 	89 , 	5 , 	4 , 	7 , 	6 , 	9 , 	11 , 	80 , 	11 , 	77 , 	34 , 	14 , 	44 , 	1 , 	355 , 	176 , 	261 , 	100 , 	20 , 	28 , 	13 , 	16 , 	24 , 	28 , 	2 , 	6 , 	21 , 	46 ," 	1,685 ",,,CM line," 	31,148 "," 	2,498 "," 	5,610 ",,,,
WC, 	10 , 	18 , 	14 , 	12 , 	63 , 	13 , 	28 , 	24 , 	69 , 	10 , 	21 , 	77 , 	7 , 	5 , 	5 , 	7 , 	6 , 	11 , 	363 , 	88 , 	11 , 	57 , 	16 , 	61 , 	5 , 	432 , 	172 , 	332 , 	138 , 	24 , 	25 , 	19 , 	16 , 	25 , 	32 , 	2 , 	4 , 	36 , 	89 ," 	2,348 ",,,RM line," 	10,628 "," 	3,939 "," 	3,125 "," 	3,757 ",,,
LF, 	10 , 	8 , 	5 , 	7 , 	39 , 	6 , 	13 , 	14 , 	40 , 	5 , 	17 , 	58 , 	5 , 	2 , 	3 , 	1 , 	3 , 	5 , 	98 , 	40 , 	50 , 	4 , 	10 , 	36 , 	2 , 	295 , 	118 , 	179 , 	87 , 	16 , 	14 , 	7 , 	5 , 	9 , 	10 , 	2 , 	2 , 	5 , 	24 ," 	1,256 ",,,WP line," 	12,540 "," 	1,650 "," 	2,337 "," 	1,406 "," 	3,089 ",,
OR, 	8 , 	6 , 	7 , 	9 , 	28 , 	5 , 	15 , 	9 , 	32 , 	5 , 	22 , 	51 , 	3 , 	3 , 	1 , 	1 , 	1 , 	4 , 	33 , 	12 , 	19 , 	12 , 	2 , 	32 , 	2 , 	239 , 	104 , 	169 , 	73 , 	15 , 	16 , 	6 , 	10 , 	9 , 	10 , 	1 , 	3 , 	3 , 	9 , 	991 ,,,FT/ED line," 	15,880 "," 	4,541 "," 	3,697 "," 	4,641 "," 	2,308 "," 	9,003 "," 	134,513 "
RR, 	14 , 	22 , 	16 , 	15 , 	34 , 	9 , 	23 , 	35 , 	65 , 	16 , 	26 , 	59 , 	11 , 	7 , 	12 , 	3 , 	5 , 	12 , 	35 , 	46 , 	54 , 	35 , 	34 , 	6 , 	10 , 	413 , 	259 , 	478 , 	226 , 	83 , 	67 , 	23 , 	17 , 	21 , 	21 , 	3 , 	6 , 	9 , 	20 ," 	2,249 ",,,,,,,,,,
OW, 	15 , 	21 , 	3 , 	7 , 	25 , 	20 , 	24 , 	23 , 	42 , 	7 , 	53 , 	43 , 	11 , 	18 , 	10 , 	4 , 	6 , 	5 , 	6 , 	3 , 	3 , 	2 , 	2 , 	10 , 	19 , 	284 , 	188 , 	424 , 	131 , 	64 , 	67 , 	10 , 	14 , 	13 , 	8 , 	5 , 	6 , 	1 , 	9 ," 	1,604 ",,,,,,,,,,
EM, 	90 , 	350 , 	210 , 	274 , 	416 , 	123 , 	359 , 	178 , 	329 , 	197 , 	253 , 	378 , 	197 , 	164 , 	101 , 	73 , 	161 , 	372 , 	280 , 	434 , 	521 , 	393 , 	301 , 	550 , 	339 , 	53 , 	41 , 	186 , 	114 , 	400 , 	581 , 	355 , 	369 , 	430 , 	386 , 	200 , 	864 , 	162 , 	224 ," 	11,409 ",,,,,,,,,,
MT, 	88 , 	210 , 	117 , 	154 , 	287 , 	108 , 	224 , 	149 , 	305 , 	162 , 	185 , 	206 , 	131 , 	91 , 	49 , 	53 , 	107 , 	183 , 	96 , 	154 , 	164 , 	92 , 	81 , 	237 , 	208 , 	33 , 	29 , 	72 , 	86 , 	522 , 	588 , 	522 ," 	1,414 ", 	303 , 	233 , 	69 , 	212 , 	33 , 	93 ," 	8,053 ",,,,,,,,,,
PL, 	163 , 	449 , 	247 , 	249 , 	784 , 	213 , 	464 , 	282 , 	552 , 	307 , 	434 , 	576 , 	238 , 	183 , 	112 , 	99 , 	179 , 	374 , 	200 , 	257 , 	340 , 	170 , 	163 , 	427 , 	442 , 	172 , 	69 , 	108 , 	189 ," 	1,144 "," 	1,677 ", 	926 ," 	1,590 ", 	828 , 	645 , 	147 , 	569 , 	71 , 	208 ," 	16,245 ",,,,,,,,,,
CC, 	65 , 	154 , 	101 , 	145 , 	312 , 	130 , 	237 , 	153 , 	231 , 	129 , 	171 , 	228 , 	84 , 	71 , 	41 , 	27 , 	63 , 	110 , 	75 , 	98 , 	128 , 	87 , 	76 , 	219 , 	145 , 	105 , 	66 , 	173 , 	69 , 	612 , 	816 , 	375 , 	724 , 	303 , 	336 , 	58 , 	176 , 	28 , 	84 ," 	7,205 ",,,,,,,,,,
16, 	62 , 	72 , 	34 , 	54 , 	144 , 	65 , 	113 , 	68 , 	81 , 	54 , 	108 , 	82 , 	35 , 	25 , 	25 , 	19 , 	19 , 	35 , 	32 , 	18 , 	30 , 	17 , 	13 , 	93 , 	66 , 	291 , 	318 ," 	1,201 ", 	638 , 	34 , 	247 , 	186 , 	401 , 	189 , 	153 , 	14 , 	48 , 	6 , 	36 ," 	5,127 ",,,,,,,,,,
24, 	115 , 	90 , 	37 , 	59 , 	119 , 	66 , 	102 , 	57 , 	87 , 	50 , 	166 , 	122 , 	44 , 	31 , 	27 , 	30 , 	30 , 	37 , 	60 , 	32 , 	30 , 	17 , 	18 , 	79 , 	75 , 	421 , 	434 ," 	1,700 ", 	827 , 	255 , 	49 , 	185 , 	432 , 	256 , 	228 , 	10 , 	34 , 	9 , 	78 ," 	6,500 ",,,,,,,,,,
GP, 	17 , 	33 , 	9 , 	18 , 	54 , 	12 , 	20 , 	20 , 	39 , 	23 , 	22 , 	65 , 	17 , 	14 , 	6 , 	5 , 	7 , 	15 , 	17 , 	10 , 	15 , 	8 , 	5 , 	22 , 	15 , 	306 , 	268 ," 	1,164 ", 	325 , 	172 , 	176 , 	25 , 	72 , 	54 , 	66 , 	7 , 	17 , 	3 , 	22 ," 	3,166 ",,,,,,,,,,
BP, 	30 , 	50 , 	8 , 	16 , 	44 , 	16 , 	31 , 	17 , 	57 , 	17 , 	41 , 	41 , 	18 , 	16 , 	11 , 	14 , 	17 , 	21 , 	18 , 	18 , 	13 , 	5 , 	7 , 	17 , 	20 , 	288 , 	433 ," 	2,507 ", 	638 , 	387 , 	444 , 	77 , 	43 , 	78 , 	118 , 	7 , 	13 , 	5 , 	32 ," 	5,634 ",,,,,,,,,,
DC, 	23 , 	48 , 	13 , 	13 , 	82 , 	14 , 	28 , 	27 , 	63 , 	20 , 	39 , 	72 , 	19 , 	23 , 	14 , 	16 , 	20 , 	38 , 	33 , 	25 , 	29 , 	7 , 	9 , 	17 , 	17 , 	362 , 	229 , 	942 , 	277 , 	171 , 	253 , 	52 , 	95 , 	15 , 	59 , 	9 , 	34 , 	5 , 	43 ," 	3,255 ",,,,,,,,,,
CM, 	22 , 	38 , 	11 , 	12 , 	54 , 	10 , 	17 , 	16 , 	40 , 	14 , 	31 , 	56 , 	18 , 	12 , 	7 , 	9 , 	13 , 	14 , 	32 , 	25 , 	30 , 	11 , 	11 , 	23 , 	7 , 	310 , 	181 , 	693 , 	316 , 	143 , 	226 , 	67 , 	132 , 	60 , 	8 , 	9 , 	31 , 	8 , 	58 ," 	2,774 ",,,,,,,,,,
CV, 	2 , 	7 , 	4 , 	3 , 	19 , 	7 , 	5 , 	6 , 	16 , 	36 , 	39 , 	104 , 	25 , 	49 , 	17 , 	13 , 	10 , 	12 , 	1 , 	3 , 	1 , 	1 , 	1 , 	4 , 	5 , 	139 , 	66 , 	149 , 	59 , 	11 , 	11 , 	6 , 	8 , 	11 , 	11 , 	3 , 	63 , 	1 , 	3 , 	933 ,,,,,,,,,,
ED, 	14 , 	24 , 	8 , 	9 , 	62 , 	12 , 	27 , 	16 , 	24 , 	65 , 	97 , 	407 , 	57 , 	119 , 	43 , 	26 , 	36 , 	38 , 	8 , 	6 , 	5 , 	2 , 	2 , 	8 , 	7 , 	693 , 	256 , 	552 , 	174 , 	38 , 	41 , 	17 , 	18 , 	41 , 	38 , 	78 , 	20 , 	1 , 	11 ," 	3,098 ",,,,,,,,,,
NC, 	5 , 	6 , 	3 , 	1 , 	10 , 	2 , 	7 , 	4 , 	12 , 	1 , 	4 , 	33 , 	1 , 	1 , 	1 , 	2 , 	2 , 	5 , 	36 , 	12 , 	21 , 	3 , 	2 , 	10 , 	0 , 	119 , 	38 , 	71 , 	30 , 	6 , 	11 , 	3 , 	8 , 	8 , 	6 , 	0 , 	2 , 	6 , 	32 , 	525 ,,,,,,,,,,
WP, 	27 , 	33 , 	7 , 	7 , 	24 , 	6 , 	58 , 	31 , 	54 , 	6 , 	30 , 	100 , 	16 , 	17 , 	16 , 	15 , 	12 , 	19 , 	227 , 	50 , 	89 , 	22 , 	10 , 	25 , 	9 , 	182 , 	90 , 	229 , 	87 , 	46 , 	81 , 	26 , 	44 , 	42 , 	71 , 	3 , 	8 , 	42 , 	18 ," 	1,879 ",,,,,,,,,,
Entries," 	1,844 "," 	3,193 "," 	1,845 "," 	1,759 "," 	5,395 "," 	1,846 "," 	2,939 "," 	2,048 "," 	3,865 "," 	1,905 "," 	3,521 "," 	5,377 "," 	1,958 "," 	2,260 "," 	1,567 "," 	1,118 "," 	1,519 "," 	2,769 "," 	2,209 "," 	1,760 "," 	2,352 "," 	1,275 "," 	1,024 "," 	2,307 "," 	1,747 "," 	9,136 "," 	6,185 "," 	18,081 "," 	7,505 "," 	5,331 "," 	6,760 "," 	3,330 "," 	5,916 "," 	3,324 "," 	2,909 ", 	994 ," 	3,214 ", 	598 ," 	1,832 "," 	134,513 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
