Exit stations,Entry stations->,,SATURDAY,,,May 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	76 , 	81 , 	59 , 	281 , 	95 , 	105 , 	57 , 	68 , 	29 , 	82 , 	87 , 	30 , 	29 , 	32 , 	10 , 	13 , 	23 , 	20 , 	9 , 	15 , 	6 , 	7 , 	18 , 	21 , 	136 , 	115 , 	325 , 	125 , 	99 , 	119 , 	22 , 	38 , 	28 , 	9 , 	4 , 	5 , 	3 , 	26 , 	5 , 	14 , 	25 , 	12 , 	3 ," 	2,372 ",,,Eastbay," 	46,484 ",,SF CBD," 	114,357 ",58.5%,,,
EN, 	82 , 	10 , 	75 , 	70 , 	465 , 	119 , 	125 , 	116 , 	161 , 	37 , 	111 , 	158 , 	39 , 	48 , 	44 , 	16 , 	27 , 	44 , 	23 , 	11 , 	27 , 	9 , 	8 , 	25 , 	31 , 	308 , 	269 , 	698 , 	228 , 	119 , 	127 , 	47 , 	74 , 	53 , 	24 , 	7 , 	17 , 	3 , 	33 , 	15 , 	20 , 	66 , 	25 , 	7 ," 	4,019 ",,,Westbay," 	59,063 ",,non-CBD," 	74,788 ",38.2%,,,
EP, 	84 , 	73 , 	10 , 	57 , 	435 , 	84 , 	80 , 	84 , 	97 , 	35 , 	44 , 	86 , 	19 , 	16 , 	13 , 	5 , 	11 , 	23 , 	12 , 	13 , 	16 , 	7 , 	8 , 	28 , 	15 , 	162 , 	144 , 	330 , 	162 , 	76 , 	60 , 	21 , 	16 , 	17 , 	7 , 	6 , 	8 , 	3 , 	10 , 	5 , 	6 , 	56 , 	24 , 	4 ," 	2,472 ",,,Transbay," 	93,172 ",,,,,,,
NB, 	63 , 	75 , 	63 , 	14 , 	141 , 	54 , 	65 , 	103 , 	103 , 	38 , 	69 , 	90 , 	24 , 	14 , 	23 , 	7 , 	16 , 	34 , 	12 , 	11 , 	19 , 	10 , 	9 , 	19 , 	15 , 	265 , 	208 , 	398 , 	267 , 	152 , 	112 , 	27 , 	21 , 	21 , 	6 , 	6 , 	12 , 	4 , 	13 , 	4 , 	7 , 	75 , 	32 , 	4 ," 	2,724 ",,,,,,,,,,,
BK, 	281 , 	469 , 	437 , 	171 , 	32 , 	280 , 	303 , 	311 , 	322 , 	141 , 	206 , 	198 , 	93 , 	88 , 	83 , 	42 , 	70 , 	220 , 	66 , 	63 , 	99 , 	65 , 	40 , 	48 , 	88 , 	614 , 	383 ," 	1,091 ", 	527 , 	285 , 	201 , 	101 , 	64 , 	98 , 	19 , 	28 , 	90 , 	14 , 	58 , 	13 , 	22 , 	181 , 	99 , 	28 ," 	8,132 ",,,,,,,,,,,
AS, 	91 , 	123 , 	70 , 	51 , 	225 , 	13 , 	98 , 	144 , 	143 , 	48 , 	105 , 	112 , 	33 , 	31 , 	29 , 	12 , 	13 , 	33 , 	15 , 	12 , 	21 , 	11 , 	7 , 	14 , 	42 , 	235 , 	174 , 	354 , 	281 , 	205 , 	132 , 	28 , 	24 , 	23 , 	7 , 	5 , 	12 , 	4 , 	25 , 	6 , 	7 , 	56 , 	20 , 	8 ," 	3,103 ",,,,,,,,,,,
MA, 	101 , 	135 , 	74 , 	63 , 	275 , 	100 , 	15 , 	106 , 	122 , 	38 , 	134 , 	167 , 	51 , 	64 , 	42 , 	25 , 	23 , 	43 , 	46 , 	28 , 	53 , 	25 , 	22 , 	43 , 	57 , 	364 , 	278 , 	637 , 	423 , 	309 , 	203 , 	41 , 	53 , 	32 , 	9 , 	13 , 	19 , 	10 , 	78 , 	6 , 	14 , 	83 , 	28 , 	10 ," 	4,463 ",,,,,,,,,,,
19, 	56 , 	113 , 	80 , 	92 , 	298 , 	148 , 	105 , 	15 , 	20 , 	22 , 	87 , 	132 , 	66 , 	65 , 	56 , 	26 , 	33 , 	51 , 	43 , 	33 , 	58 , 	33 , 	26 , 	99 , 	55 , 	291 , 	264 , 	549 , 	405 , 	257 , 	176 , 	51 , 	49 , 	45 , 	11 , 	13 , 	28 , 	17 , 	62 , 	9 , 	15 , 	48 , 	36 , 	10 ," 	4,146 ",,,,,,,,,,,
12, 	78 , 	148 , 	102 , 	93 , 	280 , 	134 , 	109 , 	18 , 	17 , 	17 , 	98 , 	171 , 	86 , 	104 , 	67 , 	32 , 	48 , 	82 , 	73 , 	50 , 	63 , 	29 , 	24 , 	65 , 	78 , 	352 , 	313 , 	691 , 	345 , 	180 , 	135 , 	48 , 	71 , 	47 , 	19 , 	12 , 	22 , 	17 , 	70 , 	15 , 	17 , 	75 , 	48 , 	11 ," 	4,555 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	18 , 	39 , 	36 , 	30 , 	120 , 	55 , 	41 , 	17 , 	20 , 	13 , 	102 , 	166 , 	147 , 	154 , 	68 , 	31 , 	44 , 	74 , 	14 , 	12 , 	14 , 	7 , 	7 , 	24 , 	28 , 	282 , 	258 , 	601 , 	303 , 	171 , 	128 , 	32 , 	43 , 	41 , 	2 , 	75 , 	73 , 	3 , 	17 , 	3 , 	6 , 	23 , 	9 , 	41 ," 	3,389 ",,,Dtwn SF," 	2,279 "," 	9,112 "," 	17,032 "," 	7,988 "," 	7,167 "," 	10,061 "," 	5,935 "," 	59,574 "
FV, 	78 , 	94 , 	48 , 	65 , 	206 , 	114 , 	135 , 	88 , 	102 , 	79 , 	19 , 	252 , 	158 , 	241 , 	164 , 	73 , 	61 , 	95 , 	39 , 	15 , 	29 , 	20 , 	20 , 	37 , 	101 , 	357 , 	293 , 	720 , 	383 , 	203 , 	202 , 	37 , 	71 , 	50 , 	10 , 	58 , 	85 , 	3 , 	50 , 	10 , 	13 , 	47 , 	26 , 	56 ," 	5,010 ",,,OAK," 	8,644 "," 	1,135 "," 	2,736 "," 	2,880 "," 	1,251 "," 	3,142 ", 	527 ," 	20,314 "
CL, 	88 , 	160 , 	89 , 	94 , 	283 , 	117 , 	170 , 	146 , 	195 , 	152 , 	247 , 	26 , 	216 , 	281 , 	199 , 	96 , 	148 , 	274 , 	87 , 	93 , 	97 , 	67 , 	38 , 	76 , 	93 , 	300 , 	198 , 	480 , 	234 , 	101 , 	103 , 	38 , 	44 , 	57 , 	10 , 	142 , 	452 , 	42 , 	120 , 	14 , 	20 , 	39 , 	26 , 	154 ," 	6,106 ",,,CM line," 	16,412 "," 	2,855 "," 	6,376 "," 	2,509 "," 	1,521 "," 	2,288 "," 	2,573 "," 	34,533 "
SL, 	28 , 	43 , 	21 , 	23 , 	97 , 	32 , 	53 , 	66 , 	93 , 	134 , 	156 , 	212 , 	11 , 	134 , 	113 , 	53 , 	39 , 	68 , 	18 , 	9 , 	11 , 	6 , 	4 , 	17 , 	39 , 	186 , 	164 , 	425 , 	129 , 	72 , 	60 , 	24 , 	27 , 	29 , 	5 , 	41 , 	37 , 	5 , 	22 , 	6 , 	8 , 	27 , 	13 , 	48 ," 	2,811 ",,,RM line," 	7,798 "," 	3,024 "," 	2,481 "," 	4,813 "," 	1,000 "," 	2,855 ", 	797 ," 	22,768 "
BF, 	22 , 	47 , 	15 , 	18 , 	86 , 	34 , 	62 , 	68 , 	119 , 	135 , 	244 , 	280 , 	123 , 	14 , 	165 , 	70 , 	100 , 	136 , 	18 , 	9 , 	16 , 	4 , 	5 , 	9 , 	32 , 	193 , 	159 , 	424 , 	136 , 	64 , 	56 , 	17 , 	38 , 	42 , 	11 , 	60 , 	101 , 	3 , 	24 , 	5 , 	10 , 	16 , 	8 , 	103 ," 	3,303 ",,,WP line," 	7,080 "," 	1,345 "," 	1,496 "," 	1,069 "," 	3,265 "," 	1,366 ", 	903 ," 	16,522 "
HY, 	31 , 	41 , 	16 , 	21 , 	81 , 	34 , 	51 , 	58 , 	79 , 	63 , 	163 , 	178 , 	113 , 	176 , 	10 , 	89 , 	99 , 	163 , 	15 , 	6 , 	12 , 	4 , 	2 , 	10 , 	23 , 	137 , 	93 , 	252 , 	100 , 	49 , 	39 , 	13 , 	22 , 	20 , 	6 , 	31 , 	38 , 	6 , 	26 , 	3 , 	9 , 	15 , 	8 , 	42 ," 	2,449 ",,,FT/ED line," 	9,931 "," 	3,203 "," 	2,311 "," 	3,048 "," 	1,383 "," 	10,174 ", 	636 ," 	30,687 "
SH, 	11 , 	21 , 	4 , 	7 , 	42 , 	15 , 	23 , 	25 , 	34 , 	29 , 	64 , 	95 , 	49 , 	81 , 	84 , 	5 , 	45 , 	90 , 	7 , 	4 , 	7 , 	3 , 	1 , 	5 , 	10 , 	97 , 	60 , 	168 , 	65 , 	25 , 	33 , 	9 , 	12 , 	19 , 	3 , 	17 , 	21 , 	2 , 	16 , 	4 , 	6 , 	11 , 	4 , 	19 ," 	1,350 ",,,SFIA," 	4,917 ", 	542 ," 	2,505 ", 	870 , 	795 , 	551 ," 	1,035 "," 	11,215 "
UC, 	14 , 	25 , 	14 , 	15 , 	79 , 	13 , 	26 , 	33 , 	52 , 	48 , 	56 , 	146 , 	43 , 	98 , 	96 , 	39 , 	13 , 	103 , 	12 , 	6 , 	7 , 	3 , 	2 , 	6 , 	10 , 	160 , 	107 , 	273 , 	83 , 	37 , 	25 , 	11 , 	16 , 	24 , 	4 , 	21 , 	23 , 	1 , 	13 , 	4 , 	5 , 	17 , 	7 , 	17 ," 	1,806 ",,,Entries," 	57,062 "," 	21,217 "," 	34,937 "," 	23,175 "," 	16,383 "," 	30,437 "," 	12,404 "," 	195,614 "
FM, 	26 , 	44 , 	29 , 	36 , 	263 , 	34 , 	47 , 	62 , 	87 , 	70 , 	98 , 	270 , 	61 , 	141 , 	172 , 	95 , 	109 , 	34 , 	22 , 	16 , 	18 , 	9 , 	4 , 	21 , 	16 , 	302 , 	202 , 	525 , 	181 , 	64 , 	56 , 	19 , 	29 , 	41 , 	9 , 	26 , 	62 , 	3 , 	23 , 	4 , 	7 , 	52 , 	7 , 	24 ," 	3,421 ",,,,,,,,,,,
CN, 	19 , 	23 , 	12 , 	10 , 	66 , 	17 , 	44 , 	44 , 	78 , 	10 , 	35 , 	86 , 	13 , 	18 , 	12 , 	10 , 	10 , 	20 , 	15 , 	66 , 	176 , 	65 , 	26 , 	48 , 	11 , 	195 , 	131 , 	304 , 	139 , 	50 , 	56 , 	24 , 	23 , 	29 , 	12 , 	3 , 	10 , 	27 , 	237 , 	8 , 	13 , 	76 , 	21 , 	5 ," 	2,296 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	9 , 	12 , 	12 , 	10 , 	67 , 	14 , 	34 , 	36 , 	50 , 	10 , 	18 , 	84 , 	9 , 	6 , 	6 , 	4 , 	6 , 	13 , 	58 , 	14 , 	98 , 	29 , 	27 , 	56 , 	8 , 	276 , 	179 , 	324 , 	143 , 	55 , 	42 , 	19 , 	13 , 	28 , 	6 , 	4 , 	5 , 	13 , 	73 , 	9 , 	9 , 	106 , 	19 , 	3 ," 	2,017 ",,,Dtwn SF," 	2,279 ",,,,,,,
WC, 	13 , 	28 , 	18 , 	22 , 	104 , 	20 , 	55 , 	62 , 	64 , 	16 , 	29 , 	98 , 	12 , 	11 , 	13 , 	8 , 	6 , 	18 , 	222 , 	101 , 	20 , 	49 , 	26 , 	98 , 	10 , 	386 , 	267 , 	402 , 	201 , 	73 , 	46 , 	23 , 	20 , 	22 , 	7 , 	4 , 	8 , 	23 , 	140 , 	7 , 	7 , 	123 , 	23 , 	4 ," 	2,911 ",,,OAK," 	17,756 "," 	1,135 ",,,,,,
LF, 	8 , 	8 , 	7 , 	8 , 	67 , 	12 , 	30 , 	35 , 	34 , 	5 , 	22 , 	60 , 	7 , 	4 , 	5 , 	4 , 	2 , 	8 , 	80 , 	32 , 	46 , 	14 , 	13 , 	63 , 	3 , 	251 , 	149 , 	237 , 	137 , 	43 , 	31 , 	11 , 	10 , 	20 , 	5 , 	1 , 	3 , 	8 , 	27 , 	3 , 	5 , 	68 , 	15 , 	2 ," 	1,604 ",,,CM line," 	33,444 "," 	5,591 "," 	6,376 ",,,,,
OR, 	7 , 	8 , 	7 , 	4 , 	42 , 	10 , 	23 , 	25 , 	24 , 	4 , 	18 , 	35 , 	3 , 	2 , 	3 , 	2 , 	3 , 	7 , 	28 , 	26 , 	26 , 	10 , 	4 , 	56 , 	2 , 	168 , 	116 , 	199 , 	88 , 	32 , 	28 , 	8 , 	6 , 	9 , 	4 , 	1 , 	3 , 	5 , 	19 , 	1 , 	1 , 	43 , 	10 , 	1 ," 	1,120 ",,,RM line," 	15,786 "," 	5,903 "," 	4,990 "," 	4,813 ",,,,
RR, 	21 , 	20 , 	32 , 	22 , 	66 , 	17 , 	50 , 	107 , 	78 , 	28 , 	36 , 	66 , 	21 , 	11 , 	9 , 	4 , 	6 , 	17 , 	45 , 	56 , 	96 , 	69 , 	55 , 	17 , 	24 , 	367 , 	275 , 	534 , 	360 , 	199 , 	125 , 	40 , 	18 , 	22 , 	4 , 	4 , 	7 , 	8 , 	36 , 	3 , 	7 , 	106 , 	26 , 	3 ," 	3,120 ",,,WP line," 	14,248 "," 	2,596 "," 	3,016 "," 	2,069 "," 	3,265 ",,,
OW, 	24 , 	33 , 	18 , 	13 , 	92 , 	34 , 	60 , 	51 , 	75 , 	20 , 	105 , 	94 , 	36 , 	34 , 	25 , 	7 , 	11 , 	16 , 	11 , 	7 , 	9 , 	5 , 	3 , 	21 , 	16 , 	516 , 	420 , 	948 , 	404 , 	285 , 	187 , 	28 , 	49 , 	27 , 	7 , 	5 , 	17 , 	3 , 	27 , 	6 , 	15 , 	49 , 	23 , 	8 ," 	3,842 ",,,FT/ED line," 	19,992 "," 	6,345 "," 	4,599 "," 	5,902 "," 	2,749 "," 	10,174 ",,
