Exit stations,Entry stations->,,SUNDAY,,,May 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	42 , 	58 , 	48 , 	172 , 	73 , 	65 , 	34 , 	50 , 	23 , 	64 , 	70 , 	16 , 	15 , 	15 , 	8 , 	10 , 	23 , 	14 , 	3 , 	11 , 	6 , 	5 , 	13 , 	17 , 	105 , 	85 , 	227 , 	97 , 	92 , 	93 , 	19 , 	27 , 	18 , 	8 , 	5 , 	8 , 	1 , 	26 , 	7 , 	12 , 	25 , 	13 , 	3 ," 	1,730 ",,,Eastbay," 	31,447 ",,SF CBD," 	96,092 ",59.8%,,,
EN, 	43 , 	15 , 	49 , 	50 , 	267 , 	81 , 	85 , 	56 , 	90 , 	42 , 	73 , 	110 , 	30 , 	29 , 	23 , 	11 , 	15 , 	39 , 	19 , 	10 , 	21 , 	6 , 	5 , 	9 , 	23 , 	298 , 	198 , 	502 , 	180 , 	132 , 	112 , 	32 , 	42 , 	36 , 	18 , 	4 , 	15 , 	3 , 	29 , 	11 , 	14 , 	71 , 	19 , 	4 ," 	2,917 ",,,Westbay," 	51,672 ",,non-CBD," 	58,022 ",36.1%,,,
EP, 	73 , 	46 , 	9 , 	44 , 	286 , 	56 , 	56 , 	47 , 	64 , 	30 , 	29 , 	54 , 	10 , 	11 , 	12 , 	4 , 	5 , 	27 , 	9 , 	8 , 	15 , 	5 , 	3 , 	19 , 	13 , 	164 , 	114 , 	260 , 	155 , 	74 , 	63 , 	17 , 	12 , 	13 , 	5 , 	4 , 	6 , 	2 , 	9 , 	4 , 	4 , 	56 , 	13 , 	1 ," 	1,907 ",,,Transbay," 	80,182 ",,,,,,,
NB, 	57 , 	51 , 	46 , 	12 , 	82 , 	49 , 	59 , 	56 , 	67 , 	36 , 	44 , 	69 , 	15 , 	15 , 	17 , 	5 , 	10 , 	35 , 	10 , 	13 , 	23 , 	9 , 	7 , 	13 , 	13 , 	261 , 	167 , 	341 , 	245 , 	127 , 	109 , 	32 , 	20 , 	16 , 	7 , 	5 , 	9 , 	3 , 	15 , 	4 , 	4 , 	97 , 	28 , 	5 ," 	2,303 ",,,,,,,,,,,
BK, 	166 , 	260 , 	282 , 	86 , 	36 , 	167 , 	196 , 	205 , 	195 , 	93 , 	164 , 	183 , 	63 , 	56 , 	51 , 	24 , 	51 , 	183 , 	33 , 	46 , 	65 , 	39 , 	27 , 	25 , 	63 , 	446 , 	322 , 	871 , 	475 , 	252 , 	164 , 	67 , 	44 , 	64 , 	8 , 	12 , 	58 , 	10 , 	28 , 	9 , 	14 , 	236 , 	90 , 	17 ," 	5,940 ",,,,,,,,,,,
AS, 	63 , 	79 , 	54 , 	46 , 	131 , 	14 , 	82 , 	88 , 	99 , 	49 , 	85 , 	93 , 	28 , 	24 , 	24 , 	13 , 	11 , 	32 , 	17 , 	12 , 	13 , 	6 , 	4 , 	9 , 	31 , 	188 , 	136 , 	265 , 	261 , 	192 , 	133 , 	24 , 	17 , 	13 , 	8 , 	6 , 	11 , 	5 , 	17 , 	4 , 	5 , 	71 , 	21 , 	7 ," 	2,484 ",,,,,,,,,,,
MA, 	75 , 	80 , 	54 , 	53 , 	177 , 	81 , 	16 , 	57 , 	84 , 	37 , 	96 , 	114 , 	44 , 	48 , 	30 , 	15 , 	14 , 	36 , 	43 , 	29 , 	37 , 	16 , 	16 , 	39 , 	42 , 	315 , 	224 , 	478 , 	394 , 	296 , 	189 , 	45 , 	39 , 	25 , 	7 , 	14 , 	18 , 	6 , 	65 , 	5 , 	10 , 	112 , 	25 , 	8 ," 	3,603 ",,,,,,,,,,,
19, 	33 , 	51 , 	47 , 	58 , 	171 , 	81 , 	63 , 	15 , 	14 , 	19 , 	58 , 	86 , 	37 , 	33 , 	31 , 	14 , 	18 , 	34 , 	33 , 	20 , 	34 , 	15 , 	12 , 	57 , 	38 , 	244 , 	209 , 	421 , 	316 , 	225 , 	154 , 	34 , 	31 , 	28 , 	3 , 	8 , 	9 , 	6 , 	29 , 	3 , 	8 , 	73 , 	28 , 	7 ," 	2,903 ",,,,,,,,,,,
12, 	53 , 	80 , 	61 , 	61 , 	177 , 	80 , 	71 , 	13 , 	16 , 	21 , 	79 , 	113 , 	49 , 	75 , 	39 , 	22 , 	22 , 	53 , 	41 , 	33 , 	35 , 	21 , 	12 , 	45 , 	49 , 	312 , 	235 , 	527 , 	288 , 	176 , 	112 , 	32 , 	50 , 	36 , 	15 , 	9 , 	14 , 	12 , 	46 , 	13 , 	9 , 	121 , 	29 , 	6 ," 	3,360 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	27 , 	40 , 	34 , 	35 , 	80 , 	54 , 	35 , 	15 , 	21 , 	12 , 	133 , 	114 , 	93 , 	104 , 	50 , 	28 , 	34 , 	57 , 	11 , 	7 , 	8 , 	5 , 	5 , 	15 , 	28 , 	250 , 	214 , 	449 , 	299 , 	196 , 	139 , 	34 , 	42 , 	30 , 	2 , 	41 , 	51 , 	3 , 	18 , 	4 , 	6 , 	32 , 	10 , 	31 ," 	2,891 ",,,Dtwn SF," 	1,819 "," 	7,189 "," 	13,867 "," 	6,427 "," 	6,154 "," 	8,386 "," 	5,358 "," 	49,200 "
