Exit stations,Entry stations->,,SATURDAY,,,Aug 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	7 , 	23 , 	23 , 	14 , 	91 , 	24 , 	29 , 	20 , 	22 , 	5 , 	34 , 	32 , 	9 , 	7 , 	8 , 	4 , 	3 , 	4 , 	7 , 	4 , 	9 , 	3 , 	1 , 	7 , 	7 , 	59 , 	38 , 	135 , 	45 , 	45 , 	62 , 	13 , 	17 , 	15 , 	3 , 	2 , 	4 , 	1 , 	2 , 	4 , 	6 , 	17 , 	4 , 	2 , 	3 , 	3 , 	3 , 	4 , 	4 , 	3 , 	883 ,,,,,,,,,,
SO, 	12 , 	27 , 	11 , 	22 , 	24 , 	12 , 	29 , 	17 , 	21 , 	8 , 	9 , 	10 , 	10 , 	9 , 	4 , 	5 , 	4 , 	5 , 	24 , 	31 , 	25 , 	17 , 	7 , 	27 , 	28 , 	84 , 	77 , 	281 , 	86 , 	70 , 	38 , 	22 , 	33 , 	61 , 	46 , 	3 , 	21 , 	8 , 	25 , 	18 , 	12 , 	26 , 	68 , 	4 , 	6 , 	-   , 	2 , 	2 , 	5 , 	21 ," 	1,407 ",,,,,,,,,,
MB, 	4 , 	8 , 	4 , 	5 , 	35 , 	5 , 	9 , 	9 , 	11 , 	2 , 	3 , 	11 , 	1 , 	2 , 	1 , 	1 , 	1 , 	1 , 	3 , 	2 , 	2 , 	2 , 	2 , 	3 , 	8 , 	42 , 	29 , 	86 , 	68 , 	48 , 	32 , 	21 , 	18 , 	32 , 	11 , 	0 , 	4 , 	1 , 	3 , 	6 , 	7 , 	91 , 	18 , 	1 , 	1 , 	0 , 	-   , 	-   , 	-   , 	1 , 	651 ,,,,,,,,,,
WD, 	1 , 	2 , 	4 , 	1 , 	18 , 	1 , 	6 , 	2 , 	3 , 	10 , 	25 , 	80 , 	17 , 	18 , 	12 , 	5 , 	6 , 	4 , 	1 , 	0 , 	1 , 	-   , 	0 , 	2 , 	2 , 	55 , 	25 , 	43 , 	34 , 	7 , 	6 , 	4 , 	4 , 	4 , 	0 , 	15 , 	10 , 	-   , 	1 , 	0 , 	1 , 	8 , 	0 , 	11 , 	6 , 	1 , 	2 , 	3 , 	1 , 	2 , 	458 ,,,,,,,,,,
OA, 	2 , 	9 , 	7 , 	7 , 	19 , 	5 , 	8 , 	7 , 	9 , 	6 , 	1 , 	28 , 	1 , 	2 , 	2 , 	1 , 	2 , 	5 , 	6 , 	9 , 	5 , 	3 , 	1 , 	4 , 	3 , 	26 , 	13 , 	30 , 	13 , 	9 , 	4 , 	3 , 	3 , 	4 , 	1 , 	1 , 	11 , 	2 , 	4 , 	1 , 	1 , 	8 , 	1 , 	3 , 	4 , 	1 , 	2 , 	3 , 	0 , 	5 , 	300 ,,,,,,,,,,
WS, 	2 , 	4 , 	2 , 	4 , 	23 , 	3 , 	3 , 	6 , 	4 , 	4 , 	13 , 	32 , 	7 , 	10 , 	11 , 	8 , 	10 , 	10 , 	2 , 	0 , 	0 , 	-   , 	-   , 	0 , 	3 , 	25 , 	12 , 	27 , 	12 , 	5 , 	6 , 	3 , 	4 , 	4 , 	1 , 	1 , 	3 , 	-   , 	2 , 	1 , 	-   , 	3 , 	0 , 	1 , 	3 , 	5 , 	9 , 	15 , 	0 , 	1 , 	301 ,,,,,,,,,,
ML, 	3 , 	5 , 	4 , 	5 , 	28 , 	3 , 	6 , 	8 , 	8 , 	6 , 	12 , 	43 , 	9 , 	8 , 	13 , 	9 , 	16 , 	29 , 	3 , 	2 , 	5 , 	0 , 	1 , 	2 , 	4 , 	37 , 	20 , 	38 , 	18 , 	8 , 	7 , 	3 , 	5 , 	4 , 	1 , 	2 , 	7 , 	1 , 	2 , 	1 , 	1 , 	4 , 	0 , 	3 , 	2 , 	12 , 	8 , 	13 , 	1 , 	3 , 	427 ,,,,,,,,,,
BE, 	7 , 	16 , 	6 , 	8 , 	51 , 	11 , 	11 , 	15 , 	13 , 	20 , 	25 , 	102 , 	14 , 	17 , 	21 , 	14 , 	18 , 	29 , 	2 , 	3 , 	5 , 	1 , 	1 , 	6 , 	4 , 	44 , 	22 , 	58 , 	30 , 	18 , 	9 , 	3 , 	6 , 	10 , 	1 , 	4 , 	9 , 	2 , 	5 , 	1 , 	1 , 	2 , 	0 , 	7 , 	5 , 	23 , 	10 , 	12 , 	1 , 	4 , 	699 ,,,,,,,,,,
PC, 	2 , 	1 , 	2 , 	1 , 	1 , 	0 , 	7 , 	4 , 	2 , 	2 , 	5 , 	4 , 	2 , 	2 , 	3 , 	1 , 	1 , 	1 , 	20 , 	9 , 	11 , 	4 , 	4 , 	1 , 	1 , 	8 , 	6 , 	19 , 	10 , 	6 , 	5 , 	2 , 	2 , 	5 , 	1 , 	-   , 	1 , 	2 , 	5 , 	-   , 	1 , 	6 , 	-   , 	1 , 	2 , 	-   , 	0 , 	2 , 	3 , 	8 , 	182 ,,,,,,,,,,
AN, 	4 , 	5 , 	3 , 	1 , 	7 , 	3 , 	16 , 	11 , 	11 , 	2 , 	8 , 	32 , 	5 , 	4 , 	5 , 	2 , 	1 , 	2 , 	28 , 	13 , 	21 , 	4 , 	2 , 	11 , 	8 , 	45 , 	24 , 	47 , 	21 , 	14 , 	12 , 	7 , 	7 , 	7 , 	3 , 	1 , 	1 , 	4 , 	10 , 	5 , 	4 , 	29 , 	2 , 	2 , 	10 , 	2 , 	3 , 	6 , 	9 , 	11 , 	487 ,,,,,,,,,,
Entries, 	853 ," 	1,231 ", 	715 , 	681 ," 	2,447 ", 	822 ," 	1,408 "," 	1,493 "," 	1,449 "," 	1,027 "," 	1,680 "," 	3,005 "," 	1,131 ", 	997 , 	734 , 	440 , 	517 , 	626 , 	842 , 	674 , 	894 , 	453 , 	323 , 	858 ," 	1,405 "," 	3,988 "," 	2,492 "," 	6,424 "," 	3,043 "," 	2,565 "," 	2,381 "," 	1,070 "," 	1,527 "," 	1,389 ", 	562 , 	391 ," 	1,147 ", 	190 , 	534 , 	362 , 	554 ," 	1,829 ", 	688 , 	451 , 	435 , 	345 , 	423 , 	656 , 	196 , 	451 ," 	60,795 ",,,,,,,,,,
