Exit stations,Entry stations->,,WEEKDAY,,,Nov 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	9 , 	30 , 	28 , 	23 , 	82 , 	24 , 	36 , 	27 , 	38 , 	11 , 	36 , 	26 , 	14 , 	10 , 	9 , 	8 , 	6 , 	6 , 	8 , 	3 , 	6 , 	2 , 	3 , 	4 , 	11 , 	90 , 	90 , 	145 , 	101 , 	67 , 	69 , 	20 , 	20 , 	12 , 	7 , 	1 , 	4 , 	1 , 	5 , 	5 , 	11 , 	10 , 	5 , 	1 , 	3 , 	4 , 	2 , 	3 , 	4 , 	3 ," 	1,142 ",,,,,,,,,,,,,
BF, 	10 , 	11 , 	4 , 	7 , 	17 , 	8 , 	22 , 	34 , 	43 , 	61 , 	82 , 	60 , 	40 , 	7 , 	31 , 	26 , 	19 , 	29 , 	7 , 	5 , 	4 , 	2 , 	2 , 	4 , 	20 , 	83 , 	91 , 	110 , 	101 , 	42 , 	28 , 	11 , 	16 , 	10 , 	3 , 	11 , 	45 , 	2 , 	4 , 	3 , 	5 , 	7 , 	4 , 	20 , 	2 , 	19 , 	6 , 	7 , 	1 , 	2 ," 	1,185 ",,,,,,,,,,,,,
HY, 	11 , 	13 , 	3 , 	8 , 	15 , 	6 , 	17 , 	27 , 	36 , 	34 , 	66 , 	47 , 	52 , 	30 , 	5 , 	27 , 	47 , 	53 , 	7 , 	4 , 	4 , 	3 , 	1 , 	4 , 	13 , 	55 , 	43 , 	73 , 	50 , 	24 , 	19 , 	10 , 	8 , 	10 , 	2 , 	5 , 	19 , 	2 , 	3 , 	3 , 	5 , 	5 , 	3 , 	7 , 	1 , 	28 , 	13 , 	11 , 	3 , 	5 , 	940 ,,,,,,,,,,,,,
SH, 	8 , 	6 , 	4 , 	3 , 	10 , 	3 , 	12 , 	13 , 	17 , 	18 , 	33 , 	21 , 	32 , 	28 , 	27 , 	5 , 	17 , 	28 , 	4 , 	1 , 	2 , 	1 , 	1 , 	1 , 	9 , 	46 , 	48 , 	48 , 	41 , 	17 , 	16 , 	6 , 	4 , 	3 , 	2 , 	5 , 	11 , 	1 , 	3 , 	3 , 	2 , 	3 , 	2 , 	9 , 	2 , 	21 , 	8 , 	9 , 	1 , 	4 , 	614 ,,,,,,,,,,,,,
UC, 	7 , 	9 , 	5 , 	1 , 	13 , 	6 , 	14 , 	16 , 	23 , 	19 , 	32 , 	20 , 	25 , 	17 , 	39 , 	19 , 	5 , 	26 , 	4 , 	1 , 	1 , 	1 , 	-   , 	3 , 	4 , 	37 , 	35 , 	35 , 	44 , 	13 , 	11 , 	2 , 	3 , 	4 , 	2 , 	4 , 	13 , 	0 , 	3 , 	1 , 	1 , 	4 , 	1 , 	8 , 	2 , 	26 , 	13 , 	9 , 	1 , 	2 , 	581 ,,,,,,,,,,,,,
FM, 	6 , 	11 , 	5 , 	2 , 	8 , 	2 , 	14 , 	10 , 	20 , 	20 , 	36 , 	24 , 	24 , 	30 , 	55 , 	27 , 	55 , 	5 , 	4 , 	3 , 	1 , 	0 , 	1 , 	1 , 	4 , 	30 , 	32 , 	33 , 	30 , 	16 , 	9 , 	2 , 	4 , 	5 , 	2 , 	6 , 	11 , 	0 , 	3 , 	1 , 	3 , 	4 , 	1 , 	2 , 	3 , 	12 , 	19 , 	16 , 	1 , 	2 , 	609 ,,,,,,,,,,,,,
CN, 	9 , 	9 , 	4 , 	3 , 	9 , 	4 , 	24 , 	24 , 	29 , 	5 , 	13 , 	11 , 	6 , 	6 , 	7 , 	2 , 	3 , 	3 , 	8 , 	22 , 	56 , 	30 , 	10 , 	16 , 	6 , 	78 , 	76 , 	119 , 	105 , 	32 , 	33 , 	13 , 	11 , 	8 , 	6 , 	1 , 	2 , 	12 , 	42 , 	5 , 	9 , 	24 , 	5 , 	2 , 	7 , 	1 , 	2 , 	2 , 	36 , 	36 , 	986 ,,,,,,,,,,,,,
PH, 	3 , 	5 , 	2 , 	2 , 	7 , 	4 , 	24 , 	24 , 	30 , 	6 , 	5 , 	5 , 	5 , 	4 , 	2 , 	1 , 	1 , 	3 , 	25 , 	4 , 	18 , 	12 , 	6 , 	14 , 	4 , 	77 , 	77 , 	86 , 	69 , 	28 , 	16 , 	9 , 	4 , 	5 , 	3 , 	-   , 	1 , 	6 , 	23 , 	2 , 	5 , 	19 , 	2 , 	0 , 	5 , 	2 , 	1 , 	2 , 	16 , 	12 , 	685 ,,,,,,,,,,,,,
WC, 	8 , 	7 , 	4 , 	5 , 	9 , 	3 , 	24 , 	21 , 	25 , 	5 , 	10 , 	7 , 	3 , 	6 , 	5 , 	2 , 	1 , 	1 , 	62 , 	20 , 	5 , 	14 , 	10 , 	18 , 	5 , 	48 , 	61 , 	59 , 	49 , 	20 , 	13 , 	3 , 	4 , 	9 , 	2 , 	1 , 	1 , 	9 , 	39 , 	2 , 	3 , 	18 , 	3 , 	0 , 	5 , 	1 , 	1 , 	2 , 	19 , 	25 , 	676 ,,,,,,,,,,,,,
LF, 	4 , 	1 , 	2 , 	1 , 	4 , 	1 , 	8 , 	9 , 	8 , 	2 , 	7 , 	3 , 	3 , 	2 , 	1 , 	0 , 	2 , 	0 , 	34 , 	16 , 	16 , 	2 , 	2 , 	7 , 	1 , 	26 , 	38 , 	22 , 	25 , 	4 , 	10 , 	2 , 	2 , 	2 , 	1 , 	0 , 	0 , 	2 , 	8 , 	0 , 	1 , 	5 , 	1 , 	0 , 	2 , 	1 , 	1 , 	0 , 	4 , 	4 , 	297 ,,,,,,,,,,,,,
OR, 	5 , 	2 , 	1 , 	0 , 	2 , 	1 , 	6 , 	6 , 	10 , 	1 , 	10 , 	1 , 	2 , 	2 , 	1 , 	0 , 	0 , 	1 , 	10 , 	7 , 	11 , 	2 , 	1 , 	6 , 	1 , 	22 , 	28 , 	15 , 	16 , 	7 , 	4 , 	1 , 	1 , 	1 , 	0 , 	0 , 	0 , 	1 , 	2 , 	1 , 	1 , 	6 , 	1 , 	0 , 	2 , 	-   , 	0 , 	0 , 	2 , 	1 , 	203 ,,,,,,,,,,,,,
RR, 	9 , 	6 , 	4 , 	1 , 	2 , 	2 , 	9 , 	11 , 	17 , 	4 , 	17 , 	5 , 	6 , 	3 , 	4 , 	2 , 	3 , 	1 , 	15 , 	18 , 	18 , 	7 , 	8 , 	3 , 	4 , 	38 , 	42 , 	37 , 	35 , 	14 , 	9 , 	4 , 	5 , 	2 , 	1 , 	0 , 	3 , 	4 , 	14 , 	2 , 	2 , 	8 , 	2 , 	0 , 	1 , 	1 , 	1 , 	1 , 	4 , 	10 , 	416 ,,,,,,,,,,,,,
OW, 	9 , 	12 , 	3 , 	2 , 	14 , 	7 , 	15 , 	10 , 	22 , 	7 , 	35 , 	30 , 	15 , 	21 , 	12 , 	8 , 	5 , 	3 , 	8 , 	3 , 	6 , 	1 , 	1 , 	4 , 	7 , 	208 , 	177 , 	222 , 	164 , 	69 , 	50 , 	14 , 	19 , 	11 , 	5 , 	2 , 	9 , 	1 , 	6 , 	6 , 	9 , 	17 , 	5 , 	2 , 	2 , 	2 , 	1 , 	2 , 	5 , 	5 ," 	1,271 ",,,,,,,,,,,,,
EM, 	106 , 	150 , 	50 , 	38 , 	63 , 	44 , 	93 , 	103 , 	98 , 	90 , 	159 , 	97 , 	129 , 	94 , 	68 , 	56 , 	41 , 	34 , 	92 , 	92 , 	56 , 	32 , 	27 , 	38 , 	230 , 	11 , 	8 , 	37 , 	43 , 	81 , 	125 , 	76 , 	167 , 	132 , 	49 , 	43 , 	95 , 	23 , 	99 , 	32 , 	29 , 	27 , 	18 , 	29 , 	6 , 	8 , 	6 , 	14 , 	26 , 	81 ," 	3,345 ",,,,,,,,,,,,,
MT, 	120 , 	168 , 	54 , 	33 , 	51 , 	45 , 	86 , 	104 , 	110 , 	87 , 	161 , 	99 , 	138 , 	109 , 	58 , 	54 , 	44 , 	39 , 	94 , 	84 , 	63 , 	36 , 	31 , 	43 , 	211 , 	9 , 	14 , 	20 , 	38 , 	113 , 	168 , 	129 , 	321 , 	180 , 	71 , 	40 , 	74 , 	27 , 	100 , 	46 , 	54 , 	32 , 	29 , 	18 , 	6 , 	14 , 	11 , 	15 , 	25 , 	71 ," 	3,746 ",,,,,,,,,,,,,
PL, 	118 , 	166 , 	47 , 	25 , 	50 , 	44 , 	100 , 	87 , 	123 , 	112 , 	187 , 	105 , 	121 , 	97 , 	59 , 	38 , 	32 , 	28 , 	96 , 	74 , 	50 , 	21 , 	12 , 	28 , 	215 , 	46 , 	19 , 	19 , 	37 , 	162 , 	240 , 	167 , 	373 , 	240 , 	92 , 	36 , 	68 , 	26 , 	95 , 	66 , 	58 , 	59 , 	35 , 	24 , 	7 , 	10 , 	6 , 	13 , 	31 , 	71 ," 	4,034 ",,,,,,,,,,,,,
CC, 	91 , 	136 , 	45 , 	27 , 	49 , 	43 , 	99 , 	95 , 	85 , 	82 , 	196 , 	98 , 	79 , 	86 , 	44 , 	36 , 	40 , 	30 , 	93 , 	61 , 	47 , 	19 , 	14 , 	32 , 	172 , 	43 , 	33 , 	28 , 	12 , 	86 , 	128 , 	92 , 	223 , 	164 , 	81 , 	31 , 	65 , 	23 , 	75 , 	52 , 	49 , 	35 , 	44 , 	20 , 	3 , 	6 , 	12 , 	17 , 	20 , 	66 ," 	3,205 ",,,,,,,,,,,,,
16, 	66 , 	63 , 	18 , 	13 , 	29 , 	24 , 	57 , 	48 , 	49 , 	43 , 	74 , 	41 , 	42 , 	40 , 	22 , 	23 , 	12 , 	13 , 	27 , 	28 , 	21 , 	4 , 	6 , 	14 , 	72 , 	79 , 	101 , 	180 , 	100 , 	7 , 	26 , 	51 , 	119 , 	92 , 	51 , 	10 , 	18 , 	8 , 	42 , 	27 , 	33 , 	26 , 	22 , 	7 , 	3 , 	3 , 	2 , 	3 , 	14 , 	33 ," 	1,904 ",,,,,,,,,,,,,
24, 	62 , 	72 , 	15 , 	14 , 	24 , 	13 , 	38 , 	35 , 	35 , 	27 , 	70 , 	43 , 	37 , 	26 , 	18 , 	16 , 	10 , 	8 , 	30 , 	15 , 	14 , 	10 , 	5 , 	10 , 	52 , 	105 , 	143 , 	285 , 	160 , 	29 , 	9 , 	44 , 	94 , 	79 , 	43 , 	6 , 	12 , 	6 , 	35 , 	36 , 	35 , 	20 , 	24 , 	6 , 	3 , 	3 , 	3 , 	2 , 	11 , 	19 ," 	1,911 ",,,,,,,,,,,,,
GP, 	17 , 	20 , 	4 , 	4 , 	6 , 	4 , 	15 , 	14 , 	16 , 	13 , 	17 , 	13 , 	14 , 	9 , 	8 , 	7 , 	2 , 	2 , 	10 , 	7 , 	3 , 	2 , 	1 , 	6 , 	12 , 	68 , 	119 , 	175 , 	86 , 	48 , 	45 , 	4 , 	12 , 	18 , 	14 , 	2 , 	4 , 	3 , 	8 , 	7 , 	19 , 	11 , 	10 , 	3 , 	2 , 	2 , 	1 , 	1 , 	3 , 	12 , 	899 ,,,,,,,,,,,,,
BP, 	21 , 	24 , 	5 , 	5 , 	12 , 	6 , 	8 , 	15 , 	22 , 	19 , 	25 , 	17 , 	12 , 	14 , 	8 , 	6 , 	3 , 	3 , 	10 , 	3 , 	5 , 	2 , 	1 , 	3 , 	20 , 	137 , 	188 , 	435 , 	204 , 	98 , 	94 , 	13 , 	8 , 	19 , 	20 , 	3 , 	6 , 	2 , 	12 , 	15 , 	43 , 	25 , 	26 , 	3 , 	2 , 	1 , 	1 , 	2 , 	1 , 	7 ," 	1,632 ",,,,,,,,,,,,,
DC, 	11 , 	16 , 	3 , 	5 , 	9 , 	4 , 	12 , 	14 , 	20 , 	13 , 	21 , 	19 , 	13 , 	10 , 	7 , 	3 , 	3 , 	4 , 	7 , 	5 , 	7 , 	2 , 	1 , 	2 , 	13 , 	131 , 	147 , 	295 , 	169 , 	97 , 	82 , 	18 , 	23 , 	8 , 	8 , 	3 , 	14 , 	3 , 	9 , 	15 , 	32 , 	41 , 	32 , 	4 , 	1 , 	2 , 	3 , 	3 , 	3 , 	15 ," 	1,381 ",,,,,,,,,,,,,
CM, 	6 , 	8 , 	1 , 	1 , 	3 , 	1 , 	5 , 	9 , 	13 , 	3 , 	2 , 	2 , 	3 , 	3 , 	2 , 	2 , 	3 , 	2 , 	3 , 	3 , 	3 , 	1 , 	0 , 	1 , 	6 , 	50 , 	53 , 	107 , 	75 , 	38 , 	38 , 	15 , 	21 , 	11 , 	3 , 	1 , 	3 , 	1 , 	7 , 	5 , 	15 , 	30 , 	16 , 	0 , 	0 , 	1 , 	0 , 	0 , 	3 , 	9 , 	588 ,,,,,,,,,,,,,
CV, 	1 , 	1 , 	2 , 	1 , 	4 , 	1 , 	4 , 	2 , 	4 , 	22 , 	15 , 	12 , 	16 , 	10 , 	4 , 	4 , 	6 , 	5 , 	1 , 	0 , 	1 , 	0 , 	0 , 	0 , 	3 , 	34 , 	36 , 	38 , 	29 , 	15 , 	6 , 	2 , 	3 , 	4 , 	1 , 	3 , 	26 , 	0 , 	0 , 	1 , 	2 , 	3 , 	1 , 	20 , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	347 ,,,,,,,,,,,,,
ED, 	3 , 	9 , 	1 , 	2 , 	8 , 	3 , 	10 , 	7 , 	8 , 	32 , 	55 , 	25 , 	31 , 	45 , 	16 , 	13 , 	13 , 	12 , 	3 , 	1 , 	1 , 	1 , 	0 , 	2 , 	8 , 	74 , 	69 , 	79 , 	73 , 	19 , 	12 , 	6 , 	5 , 	17 , 	3 , 	24 , 	8 , 	0 , 	1 , 	3 , 	2 , 	15 , 	1 , 	7 , 	8 , 	4 , 	5 , 	5 , 	0 , 	2 , 	751 ,,,,,,,,,,,,,
NC, 	1 , 	2 , 	1 , 	1 , 	2 , 	1 , 	3 , 	8 , 	6 , 	3 , 	1 , 	1 , 	1 , 	2 , 	1 , 	0 , 	0 , 	0 , 	10 , 	5 , 	7 , 	2 , 	0 , 	3 , 	1 , 	16 , 	23 , 	29 , 	25 , 	7 , 	7 , 	2 , 	2 , 	3 , 	1 , 	-   , 	1 , 	1 , 	11 , 	3 , 	2 , 	10 , 	1 , 	0 , 	2 , 	0 , 	0 , 	0 , 	8 , 	7 , 	220 ,,,,,,,,,,,,,
WP, 	3 , 	8 , 	2 , 	3 , 	11 , 	3 , 	35 , 	25 , 	29 , 	5 , 	7 , 	7 , 	5 , 	3 , 	3 , 	3 , 	3 , 	3 , 	54 , 	22 , 	37 , 	7 , 	4 , 	11 , 	7 , 	78 , 	77 , 	120 , 	93 , 	43 , 	37 , 	8 , 	13 , 	15 , 	6 , 	1 , 	2 , 	11 , 	7 , 	6 , 	8 , 	25 , 	3 , 	0 , 	5 , 	2 , 	0 , 	2 , 	5 , 	14 , 	877 ,,,,,,,,,,,,,
SS, 	6 , 	8 , 	2 , 	1 , 	3 , 	1 , 	4 , 	3 , 	12 , 	3 , 	4 , 	4 , 	4 , 	5 , 	3 , 	3 , 	2 , 	1 , 	4 , 	3 , 	1 , 	0 , 	1 , 	1 , 	6 , 	33 , 	39 , 	71 , 	55 , 	28 , 	35 , 	6 , 	14 , 	17 , 	5 , 	1 , 	2 , 	2 , 	6 , 	4 , 	7 , 	15 , 	9 , 	0 , 	0 , 	1 , 	0 , 	0 , 	2 , 	8 , 	443 ,,,,,,,,,,,,,
SB, 	11 , 	8 , 	2 , 	1 , 	4 , 	4 , 	5 , 	6 , 	9 , 	3 , 	7 , 	6 , 	4 , 	5 , 	5 , 	3 , 	1 , 	4 , 	9 , 	4 , 	4 , 	0 , 	1 , 	2 , 	10 , 	25 , 	43 , 	66 , 	51 , 	36 , 	41 , 	20 , 	42 , 	39 , 	15 , 	2 , 	2 , 	3 , 	9 , 	8 , 	3 , 	11 , 	6 , 	0 , 	1 , 	-   , 	2 , 	0 , 	2 , 	7 , 	554 ,,,,,,,,,,,,,
SO, 	8 , 	18 , 	5 , 	4 , 	9 , 	4 , 	13 , 	9 , 	14 , 	5 , 	8 , 	7 , 	8 , 	6 , 	5 , 	2 , 	3 , 	2 , 	25 , 	18 , 	17 , 	6 , 	6 , 	7 , 	13 , 	17 , 	20 , 	54 , 	35 , 	27 , 	16 , 	9 , 	26 , 	38 , 	24 , 	2 , 	13 , 	9 , 	26 , 	12 , 	9 , 	10 , 	32 , 	3 , 	2 , 	1 , 	1 , 	0 , 	5 , 	26 , 	636 ,,,,,,,,,,,,,
MB, 	6 , 	11 , 	4 , 	2 , 	9 , 	3 , 	6 , 	6 , 	7 , 	2 , 	4 , 	4 , 	1 , 	4 , 	4 , 	2 , 	0 , 	1 , 	6 , 	2 , 	3 , 	1 , 	1 , 	1 , 	4 , 	14 , 	30 , 	38 , 	43 , 	23 , 	20 , 	11 , 	27 , 	32 , 	14 , 	1 , 	1 , 	1 , 	2 , 	5 , 	5 , 	32 , 	4 , 	0 , 	1 , 	0 , 	0 , 	-   , 	0 , 	5 , 	399 ,,,,,,,,,,,,,
WD, 	1 , 	2 , 	1 , 	1 , 	3 , 	1 , 	2 , 	3 , 	3 , 	18 , 	22 , 	10 , 	18 , 	25 , 	8 , 	9 , 	6 , 	3 , 	2 , 	1 , 	1 , 	0 , 	0 , 	0 , 	1 , 	25 , 	19 , 	28 , 	22 , 	7 , 	6 , 	5 , 	3 , 	4 , 	0 , 	21 , 	10 , 	0 , 	0 , 	0 , 	1 , 	3 , 	0 , 	2 , 	3 , 	1 , 	2 , 	2 , 	-   , 	0 , 	307 ,,,,,,,,,,,,,
OA, 	1 , 	5 , 	2 , 	2 , 	6 , 	2 , 	2 , 	3 , 	2 , 	3 , 	2 , 	5 , 	2 , 	1 , 	1 , 	2 , 	2 , 	2 , 	5 , 	4 , 	3 , 	2 , 	0 , 	1 , 	1 , 	6 , 	5 , 	7 , 	5 , 	3 , 	2 , 	2 , 	3 , 	1 , 	0 , 	1 , 	6 , 	1 , 	5 , 	0 , 	1 , 	3 , 	0 , 	2 , 	0 , 	1 , 	1 , 	1 , 	1 , 	4 , 	123 ,,,,,,,,,,,,,
WS, 	5 , 	4 , 	1 , 	2 , 	4 , 	4 , 	3 , 	7 , 	9 , 	13 , 	19 , 	15 , 	15 , 	15 , 	18 , 	18 , 	24 , 	11 , 	1 , 	2 , 	0 , 	0 , 	0 , 	0 , 	2 , 	9 , 	12 , 	9 , 	9 , 	5 , 	3 , 	1 , 	2 , 	3 , 	1 , 	2 , 	4 , 	0 , 	2 , 	1 , 	-   , 	2 , 	0 , 	2 , 	1 , 	3 , 	8 , 	14 , 	0 , 	1 , 	287 ,,,,,,,,,,,,,
ML, 	2 , 	5 , 	2 , 	2 , 	3 , 	2 , 	4 , 	7 , 	4 , 	8 , 	8 , 	5 , 	5 , 	7 , 	12 , 	8 , 	12 , 	17 , 	2 , 	1 , 	1 , 	1 , 	0 , 	1 , 	1 , 	7 , 	9 , 	10 , 	13 , 	2 , 	2 , 	1 , 	1 , 	3 , 	1 , 	1 , 	5 , 	0 , 	1 , 	0 , 	1 , 	1 , 	0 , 	2 , 	1 , 	10 , 	3 , 	5 , 	0 , 	2 , 	197 ,,,,,,,,,,,,,
BE, 	3 , 	4 , 	2 , 	2 , 	10 , 	3 , 	6 , 	8 , 	7 , 	9 , 	13 , 	7 , 	8 , 	8 , 	12 , 	9 , 	11 , 	17 , 	3 , 	2 , 	2 , 	0 , 	0 , 	1 , 	3 , 	14 , 	12 , 	16 , 	19 , 	3 , 	3 , 	1 , 	3 , 	3 , 	0 , 	0 , 	5 , 	1 , 	2 , 	0 , 	0 , 	1 , 	0 , 	2 , 	1 , 	15 , 	5 , 	4 , 	0 , 	1 , 	260 ,,,,,,,,,,,,,
