Exit stations,Entry stations->,,SUNDAY,,,Nov 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
SO, 	5 , 	12 , 	5 , 	2 , 	5 , 	2 , 	8 , 	6 , 	6 , 	3 , 	3 , 	5 , 	4 , 	2 , 	2 , 	1 , 	1 , 	1 , 	12 , 	8 , 	8 , 	3 , 	3 , 	4 , 	5 , 	14 , 	17 , 	60 , 	24 , 	15 , 	7 , 	3 , 	13 , 	23 , 	16 , 	2 , 	5 , 	2 , 	18 , 	7 , 	7 , 	7 , 	10 , 	2 , 	3 , 	0 , 	1 , 	1 , 	4 , 	7 , 	385 ,,,,,,,,,,,
MB, 	2 , 	2 , 	1 , 	1 , 	2 , 	0 , 	3 , 	2 , 	3 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	-   , 	2 , 	1 , 	0 , 	1 , 	0 , 	3 , 	2 , 	5 , 	6 , 	14 , 	12 , 	9 , 	5 , 	3 , 	7 , 	11 , 	3 , 	-   , 	-   , 	1 , 	1 , 	1 , 	1 , 	35 , 	3 , 	0 , 	1 , 	0 , 	-   , 	0 , 	-   , 	1 , 	150 ,,,,,,,,,,,
WD, 	2 , 	-   , 	-   , 	-   , 	1 , 	0 , 	2 , 	1 , 	1 , 	7 , 	12 , 	6 , 	14 , 	12 , 	4 , 	2 , 	2 , 	3 , 	0 , 	-   , 	1 , 	-   , 	-   , 	0 , 	1 , 	7 , 	3 , 	12 , 	7 , 	4 , 	1 , 	1 , 	1 , 	1 , 	-   , 	15 , 	8 , 	-   , 	0 , 	0 , 	0 , 	4 , 	0 , 	3 , 	4 , 	0 , 	1 , 	1 , 	-   , 	0 , 	148 ,,,,,,,,,,,
OA, 	1 , 	2 , 	1 , 	0 , 	3 , 	1 , 	2 , 	2 , 	1 , 	3 , 	2 , 	3 , 	0 , 	1 , 	1 , 	1 , 	-   , 	1 , 	2 , 	1 , 	3 , 	1 , 	-   , 	1 , 	1 , 	3 , 	4 , 	11 , 	3 , 	3 , 	2 , 	-   , 	1 , 	0 , 	-   , 	1 , 	6 , 	1 , 	2 , 	-   , 	0 , 	3 , 	0 , 	1 , 	2 , 	-   , 	1 , 	0 , 	0 , 	2 , 	81 ,,,,,,,,,,,
WS, 	3 , 	2 , 	0 , 	1 , 	3 , 	2 , 	1 , 	2 , 	2 , 	3 , 	5 , 	5 , 	6 , 	5 , 	6 , 	5 , 	7 , 	4 , 	0 , 	0 , 	0 , 	-   , 	-   , 	0 , 	1 , 	3 , 	3 , 	4 , 	3 , 	2 , 	2 , 	1 , 	2 , 	1 , 	0 , 	0 , 	1 , 	-   , 	0 , 	0 , 	-   , 	1 , 	-   , 	2 , 	1 , 	3 , 	1 , 	6 , 	-   , 	0 , 	103 ,,,,,,,,,,,
ML, 	2 , 	3 , 	1 , 	1 , 	3 , 	1 , 	3 , 	3 , 	2 , 	3 , 	4 , 	3 , 	4 , 	5 , 	4 , 	5 , 	7 , 	9 , 	0 , 	0 , 	1 , 	0 , 	-   , 	0 , 	0 , 	4 , 	5 , 	5 , 	4 , 	3 , 	3 , 	1 , 	1 , 	2 , 	0 , 	1 , 	3 , 	-   , 	0 , 	0 , 	0 , 	1 , 	0 , 	1 , 	3 , 	3 , 	4 , 	4 , 	1 , 	1 , 	116 ,,,,,,,,,,,
BE, 	3 , 	5 , 	2 , 	1 , 	7 , 	4 , 	3 , 	5 , 	4 , 	10 , 	14 , 	3 , 	11 , 	9 , 	9 , 	9 , 	12 , 	12 , 	5 , 	2 , 	1 , 	0 , 	1 , 	0 , 	2 , 	6 , 	5 , 	14 , 	6 , 	4 , 	4 , 	2 , 	4 , 	3 , 	1 , 	1 , 	4 , 	0 , 	2 , 	0 , 	1 , 	1 , 	-   , 	2 , 	2 , 	6 , 	4 , 	5 , 	1 , 	2 , 	214 ,,,,,,,,,,,
PC, 	1 , 	2 , 	1 , 	0 , 	1 , 	0 , 	5 , 	3 , 	2 , 	1 , 	2 , 	2 , 	0 , 	0 , 	1 , 	1 , 	0 , 	0 , 	14 , 	4 , 	8 , 	2 , 	2 , 	2 , 	2 , 	2 , 	3 , 	9 , 	3 , 	3 , 	2 , 	1 , 	1 , 	3 , 	1 , 	-   , 	-   , 	3 , 	3 , 	1 , 	0 , 	3 , 	-   , 	-   , 	2 , 	0 , 	0 , 	-   , 	1 , 	7 , 	103 ,,,,,,,,,,,
AN, 	1 , 	3 , 	-   , 	1 , 	2 , 	1 , 	8 , 	3 , 	3 , 	1 , 	4 , 	7 , 	3 , 	1 , 	2 , 	1 , 	0 , 	0 , 	15 , 	7 , 	8 , 	3 , 	0 , 	4 , 	2 , 	13 , 	5 , 	15 , 	8 , 	5 , 	6 , 	3 , 	3 , 	4 , 	2 , 	0 , 	2 , 	2 , 	5 , 	1 , 	2 , 	14 , 	0 , 	0 , 	4 , 	0 , 	0 , 	1 , 	5 , 	4 , 	188 ,,,,,,,,,,,
Entries, 	493 , 	522 , 	267 , 	172 , 	531 , 	269 , 	515 , 	473 , 	526 , 	551 , 	874 , 	483 , 	449 , 	509 , 	331 , 	208 , 	190 , 	205 , 	410 , 	236 , 	304 , 	122 , 	85 , 	198 , 	580 , 	908 , 	684 ," 	2,411 "," 	1,041 ", 	839 , 	786 , 	334 , 	674 , 	522 , 	243 , 	147 , 	300 , 	63 , 	297 , 	129 , 	218 , 	688 , 	139 , 	139 , 	165 , 	97 , 	118 , 	202 , 	106 , 	209 ," 	20,964 ",,,,,,,,,,,
