Exit stations,Entry stations->,,TOTAL,,,Nov 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	250 , 	744 , 	726 , 	550 ," 	1,993 ", 	605 , 	889 , 	635 , 	863 , 	292 , 	903 , 	600 , 	327 , 	254 , 	219 , 	192 , 	119 , 	151 , 	212 , 	64 , 	159 , 	54 , 	74 , 	128 , 	255 ," 	2,093 "," 	2,015 "," 	3,607 "," 	2,242 "," 	1,639 "," 	1,642 ", 	463 , 	521 , 	315 , 	170 , 	34 , 	95 , 	17 , 	120 , 	109 , 	258 , 	272 , 	129 , 	30 , 	95 , 	104 , 	60 , 	67 , 	94 , 	94 ," 	27,543 ",,,,,,,,,,,,,
EN, 	810 , 	238 , 	447 , 	453 ," 	2,540 ", 	792 ," 	1,227 ", 	976 ," 	1,579 ", 	482 ," 	1,020 ", 	637 , 	451 , 	359 , 	321 , 	190 , 	210 , 	226 , 	243 , 	129 , 	218 , 	56 , 	54 , 	123 , 	312 ," 	3,303 "," 	3,060 "," 	5,087 "," 	3,390 "," 	1,597 "," 	1,698 ", 	527 , 	726 , 	384 , 	260 , 	60 , 	207 , 	45 , 	189 , 	173 , 	203 , 	554 , 	243 , 	53 , 	179 , 	116 , 	138 , 	128 , 	83 , 	106 ," 	36,602 ",,,,,,,,,,,,,
EP, 	812 , 	476 , 	89 , 	379 ," 	2,057 ", 	475 , 	617 , 	551 , 	887 , 	225 , 	486 , 	207 , 	192 , 	126 , 	85 , 	122 , 	105 , 	75 , 	84 , 	82 , 	102 , 	58 , 	22 , 	115 , 	107 ," 	1,160 "," 	1,143 "," 	1,421 "," 	1,087 ", 	510 , 	396 , 	123 , 	150 , 	85 , 	44 , 	31 , 	36 , 	22 , 	73 , 	56 , 	38 , 	226 , 	97 , 	27 , 	67 , 	21 , 	40 , 	48 , 	22 , 	35 ," 	15,494 ",,,,,,,,,,,,,
NB, 	562 , 	469 , 	407 , 	84 , 	310 , 	206 , 	445 , 	378 , 	353 , 	134 , 	486 , 	222 , 	180 , 	141 , 	181 , 	56 , 	20 , 	77 , 	63 , 	92 , 	106 , 	14 , 	10 , 	13 , 	66 , 	766 , 	597 , 	748 , 	666 , 	434 , 	339 , 	97 , 	108 , 	117 , 	27 , 	34 , 	39 , 	21 , 	55 , 	19 , 	19 , 	133 , 	39 , 	5 , 	64 , 	54 , 	41 , 	41 , 	6 , 	33 ," 	9,577 ",,,,,,,,,,,,,
BK," 	2,218 "," 	2,775 "," 	2,128 ", 	392 , 	300 , 	902 ," 	1,122 "," 	1,154 "," 	1,384 ", 	482 ," 	1,377 ", 	819 , 	536 , 	432 , 	423 , 	212 , 	316 , 	231 , 	204 , 	143 , 	205 , 	99 , 	61 , 	55 , 	403 ," 	1,532 "," 	1,126 "," 	1,822 "," 	1,484 ", 	977 , 	710 , 	183 , 	322 , 	262 , 	82 , 	95 , 	172 , 	53 , 	259 , 	86 , 	86 , 	253 , 	183 , 	76 , 	163 , 	93 , 	112 , 	258 , 	32 , 	171 ," 	28,965 ",,,,,,,,,,,,,
AS, 	604 , 	886 , 	477 , 	194 , 	691 , 	107 , 	427 , 	527 , 	694 , 	201 , 	796 , 	412 , 	282 , 	212 , 	148 , 	83 , 	156 , 	60 , 	111 , 	59 , 	57 , 	26 , 	27 , 	42 , 	243 , 	931 , 	836 ," 	1,231 "," 	1,132 ", 	582 , 	329 , 	108 , 	195 , 	76 , 	37 , 	30 , 	47 , 	8 , 	58 , 	28 , 	80 , 	128 , 	72 , 	25 , 	65 , 	108 , 	51 , 	96 , 	19 , 	47 ," 	13,841 ",,,,,,,,,,,,,
MA," 	1,111 "," 	1,254 ", 	555 , 	432 , 	945 , 	518 , 	213 , 	470 , 	625 , 	257 ," 	1,215 ", 	857 , 	591 , 	507 , 	388 , 	266 , 	283 , 	302 , 	539 , 	469 , 	589 , 	173 , 	110 , 	232 , 	392 ," 	2,005 "," 	1,666 "," 	2,910 "," 	2,384 "," 	1,531 ", 	926 , 	340 , 	246 , 	270 , 	190 , 	103 , 	205 , 	109 , 	660 , 	80 , 	99 , 	374 , 	112 , 	64 , 	86 , 	126 , 	117 , 	150 , 	409 , 	537 ," 	28,992 ",,,,,,,,,,,,,
19, 	651 , 	965 , 	397 , 	333 , 	994 , 	508 , 	392 , 	152 , 	130 , 	105 , 	684 , 	790 , 	626 , 	781 , 	462 , 	288 , 	301 , 	204 , 	518 , 	506 , 	446 , 	181 , 	157 , 	222 , 	325 ," 	2,020 "," 	1,989 "," 	2,627 "," 	2,181 "," 	1,254 ", 	829 , 	305 , 	344 , 	334 , 	168 , 	50 , 	131 , 	168 , 	596 , 	86 , 	132 , 	299 , 	109 , 	56 , 	103 , 	121 , 	121 , 	184 , 	168 , 	488 ," 	25,981 ",,,,,,,,,,,,,
12, 	846 ," 	1,632 ", 	836 , 	396 ," 	1,039 ", 	648 , 	662 , 	111 , 	281 , 	148 , 	709 , 	862 ," 	1,050 ", 	933 , 	710 , 	352 , 	461 , 	397 , 	680 , 	627 , 	530 , 	166 , 	233 , 	329 , 	525 ," 	2,055 "," 	1,917 "," 	3,865 "," 	2,234 "," 	1,256 ", 	937 , 	420 , 	619 , 	584 , 	350 , 	68 , 	175 , 	139 , 	564 , 	241 , 	220 , 	439 , 	232 , 	31 , 	60 , 	192 , 	93 , 	162 , 	210 , 	572 ," 	32,798 ",,,,,,,,,,,,,
LM, 	295 , 	486 , 	235 , 	180 , 	429 , 	211 , 	241 , 	97 , 	142 , 	154 ," 	1,147 "," 	1,244 "," 	1,634 "," 	1,413 ", 	888 , 	570 , 	480 , 	438 , 	102 , 	103 , 	108 , 	28 , 	13 , 	85 , 	258 ," 	2,047 "," 	1,862 "," 	3,355 "," 	2,289 "," 	1,104 ", 	675 , 	300 , 	481 , 	308 , 	40 , 	523 , 	840 , 	51 , 	117 , 	33 , 	49 , 	158 , 	33 , 	371 , 	140 , 	287 , 	224 , 	199 , 	50 , 	101 ," 	26,618 ",,,,,,,,,,,,,
