Exit stations,Entry stations->,,SATURDAY,,,Mar 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	55 , 	57 , 	43 , 	214 , 	67 , 	82 , 	35 , 	66 , 	13 , 	68 , 	110 , 	19 , 	22 , 	24 , 	14 , 	7 , 	17 , 	25 , 	10 , 	11 , 	7 , 	6 , 	14 , 	12 , 	71 , 	73 , 	246 , 	114 , 	64 , 	82 , 	18 , 	38 , 	28 , 	7 , 	5 , 	6 , 	4 , 	28 , 	10 , 	10 , 	21 , 	13 , 	3 ," 	1,839 ",,,Eastbay," 	38,973 ",,SF CBD," 	96,745 ",59.2%,,,
EN, 	57 , 	11 , 	71 , 	53 , 	370 , 	88 , 	109 , 	69 , 	134 , 	29 , 	100 , 	148 , 	38 , 	43 , 	40 , 	23 , 	19 , 	43 , 	28 , 	13 , 	21 , 	7 , 	6 , 	23 , 	30 , 	173 , 	182 , 	591 , 	205 , 	78 , 	102 , 	25 , 	57 , 	47 , 	19 , 	8 , 	13 , 	3 , 	36 , 	14 , 	19 , 	40 , 	14 , 	4 ," 	3,194 ",,,Westbay," 	52,165 ",,non-CBD," 	61,885 ",37.9%,,,
EP, 	75 , 	58 , 	8 , 	41 , 	366 , 	73 , 	72 , 	65 , 	94 , 	31 , 	57 , 	57 , 	14 , 	14 , 	13 , 	7 , 	6 , 	24 , 	11 , 	5 , 	13 , 	8 , 	4 , 	26 , 	11 , 	122 , 	107 , 	314 , 	163 , 	44 , 	47 , 	14 , 	18 , 	12 , 	3 , 	5 , 	7 , 	2 , 	13 , 	4 , 	1 , 	28 , 	15 , 	6 ," 	2,072 ",,,Transbay," 	73,742 ",,,,,,,
NB, 	50 , 	57 , 	37 , 	9 , 	125 , 	50 , 	53 , 	64 , 	99 , 	20 , 	75 , 	48 , 	16 , 	20 , 	15 , 	6 , 	6 , 	28 , 	14 , 	8 , 	19 , 	9 , 	4 , 	20 , 	14 , 	186 , 	185 , 	411 , 	222 , 	105 , 	90 , 	19 , 	21 , 	17 , 	3 , 	4 , 	7 , 	3 , 	13 , 	3 , 	5 , 	60 , 	16 , 	3 ," 	2,233 ",,,,,,,,,,,
BK, 	210 , 	366 , 	376 , 	137 , 	24 , 	225 , 	248 , 	250 , 	283 , 	107 , 	206 , 	344 , 	80 , 	83 , 	65 , 	36 , 	64 , 	172 , 	48 , 	49 , 	79 , 	42 , 	40 , 	50 , 	49 , 	440 , 	330 ," 	1,074 ", 	515 , 	240 , 	205 , 	78 , 	56 , 	78 , 	12 , 	22 , 	48 , 	12 , 	41 , 	13 , 	17 , 	263 , 	90 , 	15 ," 	7,176 ",,,,,,,,,,,
AS, 	69 , 	88 , 	62 , 	41 , 	201 , 	8 , 	72 , 	93 , 	107 , 	27 , 	84 , 	82 , 	27 , 	41 , 	27 , 	15 , 	10 , 	29 , 	13 , 	10 , 	17 , 	5 , 	2 , 	11 , 	35 , 	142 , 	131 , 	350 , 	238 , 	147 , 	113 , 	19 , 	19 , 	13 , 	5 , 	4 , 	15 , 	3 , 	18 , 	6 , 	3 , 	32 , 	15 , 	3 ," 	2,448 ",,,,,,,,,,,
MA, 	76 , 	114 , 	74 , 	49 , 	244 , 	87 , 	9 , 	69 , 	112 , 	31 , 	123 , 	125 , 	34 , 	62 , 	58 , 	29 , 	19 , 	38 , 	45 , 	28 , 	42 , 	19 , 	13 , 	50 , 	50 , 	266 , 	266 , 	632 , 	409 , 	216 , 	175 , 	34 , 	34 , 	31 , 	8 , 	12 , 	17 , 	12 , 	86 , 	9 , 	11 , 	54 , 	24 , 	9 ," 	3,900 ",,,,,,,,,,,
19, 	49 , 	61 , 	58 , 	65 , 	218 , 	98 , 	74 , 	10 , 	29 , 	9 , 	77 , 	78 , 	48 , 	56 , 	41 , 	21 , 	18 , 	46 , 	32 , 	36 , 	54 , 	30 , 	17 , 	87 , 	35 , 	192 , 	202 , 	457 , 	328 , 	189 , 	146 , 	43 , 	44 , 	39 , 	9 , 	10 , 	28 , 	15 , 	47 , 	6 , 	8 , 	32 , 	25 , 	6 ," 	3,168 ",,,,,,,,,,,
12, 	66 , 	124 , 	98 , 	101 , 	263 , 	102 , 	93 , 	22 , 	15 , 	14 , 	91 , 	149 , 	82 , 	105 , 	70 , 	38 , 	49 , 	76 , 	67 , 	53 , 	75 , 	36 , 	38 , 	80 , 	61 , 	231 , 	234 , 	603 , 	281 , 	117 , 	108 , 	41 , 	67 , 	56 , 	17 , 	13 , 	37 , 	17 , 	71 , 	14 , 	13 , 	47 , 	41 , 	6 ," 	3,978 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	12 , 	29 , 	25 , 	25 , 	105 , 	28 , 	34 , 	12 , 	14 , 	6 , 	85 , 	100 , 	102 , 	122 , 	50 , 	21 , 	43 , 	53 , 	13 , 	7 , 	14 , 	4 , 	6 , 	12 , 	21 , 	155 , 	181 , 	469 , 	205 , 	91 , 	79 , 	21 , 	33 , 	28 , 	5 , 	46 , 	66 , 	2 , 	13 , 	1 , 	5 , 	14 , 	7 , 	17 ," 	2,379 ",,,Dtwn SF," 	2,287 "," 	6,893 "," 	15,623 "," 	6,726 "," 	6,364 "," 	7,640 "," 	4,539 "," 	50,072 "
FV, 	69 , 	99 , 	58 , 	65 , 	199 , 	90 , 	125 , 	82 , 	104 , 	67 , 	13 , 	289 , 	189 , 	202 , 	157 , 	64 , 	44 , 	97 , 	38 , 	21 , 	35 , 	19 , 	20 , 	47 , 	88 , 	228 , 	206 , 	633 , 	319 , 	163 , 	144 , 	38 , 	61 , 	62 , 	13 , 	49 , 	81 , 	11 , 	52 , 	9 , 	13 , 	31 , 	23 , 	26 ," 	4,440 ",,,OAK," 	6,683 ", 	893 ," 	1,945 "," 	2,314 "," 	1,178 "," 	2,609 ", 	354 ," 	15,975 "
CL, 	118 , 	160 , 	63 , 	52 , 	360 , 	73 , 	131 , 	87 , 	142 , 	71 , 	287 , 	13 , 	194 , 	289 , 	249 , 	183 , 	149 , 	217 , 	66 , 	42 , 	41 , 	20 , 	17 , 	45 , 	80 , 	140 , 	117 , 	363 , 	206 , 	97 , 	131 , 	51 , 	76 , 	75 , 	18 , 	63 , 	266 , 	25 , 	130 , 	28 , 	40 , 	29 , 	31 , 	35 ," 	5,066 ",,,CM line," 	15,343 "," 	2,060 "," 	5,492 "," 	1,884 "," 	1,193 "," 	1,832 "," 	1,845 "," 	29,648 "
SL, 	20 , 	36 , 	14 , 	15 , 	82 , 	32 , 	43 , 	52 , 	93 , 	106 , 	159 , 	195 , 	5 , 	86 , 	71 , 	27 , 	31 , 	49 , 	18 , 	7 , 	12 , 	3 , 	4 , 	14 , 	23 , 	134 , 	114 , 	340 , 	122 , 	47 , 	52 , 	18 , 	24 , 	29 , 	5 , 	29 , 	32 , 	4 , 	16 , 	3 , 	6 , 	16 , 	13 , 	16 ," 	2,211 ",,,RM line," 	6,580 "," 	2,368 "," 	1,936 "," 	3,846 ", 	847 ," 	2,642 ", 	708 ," 	18,926 "
