Exit stations,Entry stations->,,SUNDAY,,,Oct 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	15 , 	35 , 	34 , 	17 , 	123 , 	24 , 	37 , 	25 , 	28 , 	15 , 	39 , 	18 , 	9 , 	8 , 	11 , 	4 , 	2 , 	4 , 	5 , 	3 , 	8 , 	2 , 	2 , 	4 , 	9 , 	84 , 	35 , 	111 , 	48 , 	45 , 	43 , 	10 , 	17 , 	12 , 	3 , 	2 , 	4 , 	0 , 	3 , 	4 , 	6 , 	36 , 	11 , 	1 , 	7 , 	4 , 	10 , 	7 , 	3 , 	4 , 	992 ,,,,,,,,,,,
CL, 	17 , 	20 , 	11 , 	7 , 	20 , 	11 , 	21 , 	22 , 	21 , 	28 , 	54 , 	4 , 	30 , 	34 , 	27 , 	18 , 	11 , 	14 , 	6 , 	5 , 	7 , 	3 , 	1 , 	5 , 	16 , 	52 , 	38 , 	95 , 	61 , 	28 , 	31 , 	9 , 	9 , 	11 , 	2 , 	11 , 	30 , 	1 , 	6 , 	4 , 	3 , 	11 , 	3 , 	11 , 	16 , 	9 , 	14 , 	14 , 	2 , 	4 , 	891 ,,,,,,,,,,,
SL, 	9 , 	10 , 	5 , 	7 , 	28 , 	9 , 	22 , 	30 , 	26 , 	54 , 	113 , 	34 , 	13 , 	42 , 	43 , 	15 , 	14 , 	15 , 	2 , 	3 , 	5 , 	1 , 	1 , 	5 , 	12 , 	119 , 	59 , 	130 , 	71 , 	26 , 	26 , 	7 , 	10 , 	11 , 	1 , 	12 , 	26 , 	1 , 	1 , 	2 , 	4 , 	20 , 	2 , 	19 , 	6 , 	10 , 	15 , 	21 , 	2 , 	5 ," 	1,126 ",,,,,,,,,,,
BF, 	9 , 	8 , 	4 , 	5 , 	20 , 	8 , 	18 , 	19 , 	23 , 	50 , 	114 , 	39 , 	41 , 	15 , 	30 , 	19 , 	20 , 	22 , 	4 , 	3 , 	5 , 	1 , 	1 , 	3 , 	10 , 	96 , 	53 , 	131 , 	49 , 	24 , 	22 , 	6 , 	8 , 	12 , 	3 , 	12 , 	40 , 	1 , 	3 , 	2 , 	3 , 	11 , 	3 , 	20 , 	4 , 	13 , 	22 , 	18 , 	1 , 	5 ," 	1,050 ",,,,,,,,,,,
HY, 	12 , 	10 , 	4 , 	4 , 	21 , 	6 , 	17 , 	18 , 	24 , 	25 , 	81 , 	31 , 	38 , 	32 , 	16 , 	25 , 	29 , 	50 , 	2 , 	5 , 	3 , 	3 , 	1 , 	3 , 	9 , 	65 , 	34 , 	59 , 	26 , 	15 , 	17 , 	5 , 	3 , 	7 , 	3 , 	5 , 	19 , 	1 , 	1 , 	2 , 	4 , 	8 , 	2 , 	16 , 	5 , 	22 , 	37 , 	29 , 	1 , 	3 , 	855 ,,,,,,,,,,,
SH, 	3 , 	5 , 	5 , 	2 , 	9 , 	4 , 	7 , 	11 , 	10 , 	17 , 	41 , 	17 , 	19 , 	17 , 	18 , 	7 , 	15 , 	25 , 	2 , 	1 , 	3 , 	1 , 	1 , 	1 , 	2 , 	46 , 	19 , 	45 , 	21 , 	7 , 	11 , 	2 , 	4 , 	6 , 	1 , 	5 , 	7 , 	0 , 	2 , 	1 , 	1 , 	4 , 	1 , 	9 , 	4 , 	13 , 	19 , 	30 , 	1 , 	1 , 	502 ,,,,,,,,,,,
UC, 	4 , 	4 , 	3 , 	3 , 	22 , 	6 , 	6 , 	9 , 	12 , 	15 , 	29 , 	12 , 	15 , 	16 , 	34 , 	12 , 	11 , 	20 , 	1 , 	2 , 	1 , 	-   , 	1 , 	2 , 	4 , 	82 , 	24 , 	61 , 	37 , 	15 , 	13 , 	5 , 	3 , 	9 , 	1 , 	4 , 	10 , 	0 , 	2 , 	1 , 	1 , 	11 , 	1 , 	6 , 	9 , 	23 , 	38 , 	32 , 	0 , 	1 , 	632 ,,,,,,,,,,,
FM, 	6 , 	8 , 	3 , 	4 , 	23 , 	1 , 	8 , 	15 , 	14 , 	20 , 	25 , 	13 , 	16 , 	21 , 	48 , 	24 , 	23 , 	14 , 	1 , 	3 , 	2 , 	0 , 	0 , 	1 , 	6 , 	104 , 	41 , 	66 , 	38 , 	18 , 	10 , 	6 , 	6 , 	7 , 	3 , 	6 , 	13 , 	0 , 	2 , 	-   , 	1 , 	16 , 	1 , 	4 , 	10 , 	17 , 	59 , 	37 , 	1 , 	4 , 	770 ,,,,,,,,,,,
CN, 	4 , 	7 , 	1 , 	2 , 	8 , 	3 , 	15 , 	11 , 	11 , 	4 , 	9 , 	6 , 	3 , 	4 , 	3 , 	1 , 	2 , 	3 , 	15 , 	17 , 	59 , 	39 , 	10 , 	13 , 	4 , 	77 , 	32 , 	67 , 	27 , 	12 , 	15 , 	4 , 	6 , 	6 , 	3 , 	0 , 	2 , 	8 , 	49 , 	2 , 	2 , 	43 , 	2 , 	1 , 	9 , 	2 , 	4 , 	4 , 	29 , 	34 , 	695 ,,,,,,,,,,,
PH, 	5 , 	7 , 	5 , 	1 , 	13 , 	7 , 	23 , 	17 , 	21 , 	4 , 	16 , 	5 , 	2 , 	4 , 	4 , 	2 , 	2 , 	1 , 	13 , 	10 , 	44 , 	17 , 	5 , 	32 , 	3 , 	139 , 	69 , 	114 , 	51 , 	25 , 	18 , 	7 , 	5 , 	11 , 	3 , 	1 , 	3 , 	3 , 	12 , 	3 , 	6 , 	103 , 	4 , 	1 , 	19 , 	1 , 	5 , 	4 , 	5 , 	12 , 	889 ,,,,,,,,,,,
WC, 	10 , 	6 , 	3 , 	7 , 	22 , 	4 , 	21 , 	25 , 	25 , 	4 , 	13 , 	5 , 	4 , 	5 , 	2 , 	3 , 	1 , 	2 , 	57 , 	33 , 	15 , 	18 , 	13 , 	48 , 	3 , 	171 , 	80 , 	122 , 	71 , 	29 , 	22 , 	11 , 	6 , 	13 , 	3 , 	1 , 	2 , 	9 , 	38 , 	4 , 	3 , 	91 , 	4 , 	1 , 	20 , 	1 , 	7 , 	4 , 	13 , 	18 ," 	1,095 ",,,,,,,,,,,
LF, 	2 , 	2 , 	6 , 	2 , 	10 , 	1 , 	10 , 	12 , 	11 , 	3 , 	7 , 	2 , 	2 , 	1 , 	2 , 	1 , 	0 , 	1 , 	39 , 	13 , 	16 , 	11 , 	9 , 	25 , 	2 , 	125 , 	43 , 	66 , 	43 , 	18 , 	9 , 	7 , 	4 , 	4 , 	0 , 	0 , 	1 , 	2 , 	7 , 	1 , 	2 , 	57 , 	2 , 	1 , 	8 , 	-   , 	2 , 	1 , 	2 , 	4 , 	600 ,,,,,,,,,,,
OR, 	3 , 	2 , 	1 , 	2 , 	8 , 	0 , 	8 , 	8 , 	11 , 	1 , 	7 , 	1 , 	2 , 	2 , 	1 , 	1 , 	0 , 	0 , 	8 , 	6 , 	11 , 	10 , 	7 , 	19 , 	0 , 	101 , 	43 , 	47 , 	34 , 	14 , 	10 , 	5 , 	1 , 	2 , 	1 , 	-   , 	1 , 	1 , 	3 , 	1 , 	2 , 	44 , 	2 , 	0 , 	4 , 	1 , 	2 , 	3 , 	2 , 	2 , 	448 ,,,,,,,,,,,
RR, 	5 , 	8 , 	13 , 	3 , 	8 , 	4 , 	18 , 	42 , 	34 , 	5 , 	24 , 	1 , 	6 , 	3 , 	2 , 	0 , 	2 , 	1 , 	12 , 	27 , 	45 , 	22 , 	15 , 	10 , 	8 , 	143 , 	102 , 	120 , 	107 , 	54 , 	48 , 	19 , 	6 , 	8 , 	3 , 	0 , 	1 , 	2 , 	8 , 	2 , 	3 , 	82 , 	6 , 	0 , 	9 , 	1 , 	4 , 	3 , 	2 , 	8 ," 	1,059 ",,,,,,,,,,,
OW, 	6 , 	9 , 	3 , 	3 , 	20 , 	5 , 	13 , 	17 , 	19 , 	9 , 	51 , 	11 , 	11 , 	10 , 	9 , 	3 , 	1 , 	2 , 	4 , 	2 , 	2 , 	1 , 	2 , 	11 , 	11 , 	263 , 	142 , 	287 , 	178 , 	114 , 	90 , 	13 , 	18 , 	18 , 	4 , 	3 , 	11 , 	1 , 	4 , 	4 , 	8 , 	64 , 	10 , 	2 , 	4 , 	3 , 	4 , 	7 , 	1 , 	6 ," 	1,495 ",,,,,,,,,,,
EM, 	103 , 	152 , 	91 , 	127 , 	274 , 	108 , 	168 , 	200 , 	169 , 	117 , 	162 , 	62 , 	125 , 	120 , 	72 , 	55 , 	91 , 	110 , 	91 , 	151 , 	193 , 	132 , 	106 , 	165 , 	309 , 	68 , 	15 , 	97 , 	62 , 	157 , 	194 , 	106 , 	129 , 	155 , 	43 , 	75 , 	340 , 	35 , 	68 , 	50 , 	56 , 	192 , 	178 , 	98 , 	44 , 	53 , 	149 , 	118 , 	13 , 	55 ," 	6,002 ",,,,,,,,,,,
MT, 	60 , 	94 , 	61 , 	107 , 	218 , 	95 , 	147 , 	159 , 	141 , 	90 , 	92 , 	44 , 	65 , 	65 , 	33 , 	21 , 	35 , 	45 , 	37 , 	71 , 	79 , 	46 , 	44 , 	127 , 	201 , 	14 , 	31 , 	15 , 	42 , 	121 , 	157 , 	86 , 	151 , 	117 , 	40 , 	41 , 	96 , 	11 , 	32 , 	25 , 	32 , 	175 , 	86 , 	28 , 	20 , 	22 , 	98 , 	54 , 	7 , 	21 ," 	3,699 ",,,,,,,,,,,
PL, 	92 , 	145 , 	78 , 	77 , 	225 , 	80 , 	143 , 	179 , 	183 , 	126 , 	166 , 	83 , 	103 , 	105 , 	50 , 	42 , 	49 , 	48 , 	57 , 	85 , 	102 , 	65 , 	38 , 	93 , 	284 , 	80 , 	18 , 	76 , 	74 , 	372 , 	419 , 	202 , 	367 , 	300 , 	86 , 	38 , 	133 , 	18 , 	53 , 	71 , 	87 , 	512 , 	152 , 	33 , 	34 , 	21 , 	152 , 	71 , 	9 , 	42 ," 	6,122 ",,,,,,,,,,,
CC, 	48 , 	76 , 	58 , 	92 , 	131 , 	80 , 	129 , 	151 , 	122 , 	81 , 	118 , 	61 , 	61 , 	49 , 	23 , 	19 , 	21 , 	37 , 	24 , 	44 , 	63 , 	40 , 	30 , 	91 , 	182 , 	58 , 	29 , 	76 , 	55 , 	143 , 	226 , 	107 , 	152 , 	153 , 	54 , 	25 , 	80 , 	6 , 	23 , 	45 , 	57 , 	219 , 	125 , 	24 , 	18 , 	18 , 	38 , 	42 , 	4 , 	16 ," 	3,625 ",,,,,,,,,,,
16, 	44 , 	45 , 	27 , 	44 , 	93 , 	51 , 	93 , 	110 , 	75 , 	59 , 	71 , 	27 , 	22 , 	22 , 	16 , 	9 , 	10 , 	15 , 	14 , 	22 , 	27 , 	17 , 	13 , 	53 , 	110 , 	155 , 	126 , 	386 , 	180 , 	16 , 	74 , 	83 , 	110 , 	130 , 	39 , 	12 , 	31 , 	5 , 	12 , 	30 , 	44 , 	161 , 	91 , 	7 , 	15 , 	8 , 	21 , 	32 , 	3 , 	7 ," 	2,867 ",,,,,,,,,,,
24, 	45 , 	43 , 	14 , 	36 , 	64 , 	41 , 	78 , 	92 , 	66 , 	64 , 	68 , 	31 , 	27 , 	18 , 	16 , 	11 , 	11 , 	11 , 	14 , 	20 , 	19 , 	11 , 	8 , 	45 , 	97 , 	208 , 	128 , 	497 , 	258 , 	73 , 	15 , 	87 , 	81 , 	122 , 	37 , 	11 , 	28 , 	4 , 	16 , 	30 , 	48 , 	135 , 	71 , 	5 , 	13 , 	5 , 	12 , 	17 , 	2 , 	8 ," 	2,864 ",,,,,,,,,,,
GP, 	9 , 	15 , 	9 , 	9 , 	38 , 	14 , 	19 , 	26 , 	22 , 	12 , 	18 , 	8 , 	8 , 	7 , 	1 , 	3 , 	4 , 	3 , 	4 , 	5 , 	10 , 	6 , 	7 , 	20 , 	17 , 	107 , 	75 , 	238 , 	107 , 	83 , 	88 , 	10 , 	16 , 	23 , 	20 , 	5 , 	12 , 	2 , 	6 , 	10 , 	19 , 	81 , 	34 , 	4 , 	9 , 	2 , 	8 , 	7 , 	1 , 	6 ," 	1,268 ",,,,,,,,,,,
BP, 	15 , 	19 , 	5 , 	2 , 	18 , 	9 , 	12 , 	15 , 	15 , 	15 , 	15 , 	13 , 	10 , 	8 , 	4 , 	5 , 	4 , 	5 , 	8 , 	4 , 	9 , 	3 , 	2 , 	6 , 	18 , 	113 , 	91 , 	445 , 	137 , 	97 , 	83 , 	16 , 	13 , 	27 , 	27 , 	3 , 	13 , 	1 , 	8 , 	18 , 	34 , 	66 , 	30 , 	6 , 	3 , 	3 , 	9 , 	14 , 	1 , 	6 ," 	1,500 ",,,,,,,,,,,
DC, 	20 , 	19 , 	4 , 	8 , 	23 , 	5 , 	12 , 	21 , 	18 , 	15 , 	25 , 	13 , 	12 , 	10 , 	8 , 	4 , 	9 , 	5 , 	6 , 	11 , 	12 , 	5 , 	4 , 	9 , 	21 , 	135 , 	97 , 	384 , 	183 , 	154 , 	131 , 	23 , 	28 , 	18 , 	15 , 	9 , 	30 , 	2 , 	9 , 	17 , 	40 , 	123 , 	53 , 	7 , 	9 , 	4 , 	10 , 	12 , 	2 , 	8 ," 	1,802 ",,,,,,,,,,,
CM, 	4 , 	6 , 	2 , 	2 , 	5 , 	3 , 	4 , 	6 , 	7 , 	1 , 	4 , 	1 , 	1 , 	2 , 	2 , 	1 , 	0 , 	3 , 	2 , 	3 , 	3 , 	1 , 	1 , 	2 , 	4 , 	37 , 	28 , 	107 , 	63 , 	33 , 	39 , 	20 , 	27 , 	10 , 	5 , 	-   , 	1 , 	0 , 	4 , 	3 , 	11 , 	51 , 	13 , 	1 , 	1 , 	0 , 	2 , 	1 , 	1 , 	5 , 	532 ,,,,,,,,,,,
CV, 	2 , 	3 , 	1 , 	2 , 	8 , 	2 , 	3 , 	4 , 	3 , 	28 , 	32 , 	7 , 	14 , 	11 , 	4 , 	4 , 	4 , 	4 , 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	3 , 	66 , 	37 , 	55 , 	30 , 	11 , 	9 , 	5 , 	3 , 	6 , 	-   , 	4 , 	29 , 	-   , 	1 , 	-   , 	1 , 	11 , 	1 , 	33 , 	4 , 	1 , 	3 , 	3 , 	0 , 	2 , 	454 ,,,,,,,,,,,
ED, 	3 , 	3 , 	1 , 	3 , 	25 , 	4 , 	6 , 	10 , 	11 , 	27 , 	38 , 	24 , 	26 , 	34 , 	21 , 	10 , 	11 , 	13 , 	2 , 	3 , 	2 , 	1 , 	-   , 	2 , 	10 , 	303 , 	94 , 	178 , 	80 , 	35 , 	22 , 	9 , 	10 , 	16 , 	1 , 	30 , 	22 , 	1 , 	0 , 	3 , 	1 , 	61 , 	3 , 	14 , 	33 , 	3 , 	23 , 	15 , 	0 , 	1 ," 	1,246 ",,,,,,,,,,,
NC, 	1 , 	1 , 	0 , 	0 , 	2 , 	0 , 	3 , 	2 , 	1 , 	-   , 	2 , 	2 , 	0 , 	2 , 	1 , 	2 , 	1 , 	0 , 	9 , 	4 , 	8 , 	2 , 	0 , 	1 , 	1 , 	29 , 	11 , 	19 , 	8 , 	4 , 	4 , 	2 , 	2 , 	1 , 	1 , 	-   , 	0 , 	3 , 	9 , 	0 , 	1 , 	14 , 	0 , 	-   , 	3 , 	-   , 	2 , 	1 , 	3 , 	6 , 	166 ,,,,,,,,,,,
WP, 	3 , 	4 , 	3 , 	1 , 	5 , 	2 , 	11 , 	6 , 	10 , 	4 , 	8 , 	5 , 	3 , 	3 , 	2 , 	1 , 	1 , 	2 , 	54 , 	13 , 	40 , 	9 , 	2 , 	11 , 	3 , 	62 , 	28 , 	69 , 	21 , 	10 , 	15 , 	7 , 	5 , 	8 , 	3 , 	1 , 	1 , 	9 , 	12 , 	3 , 	3 , 	30 , 	2 , 	0 , 	9 , 	1 , 	4 , 	5 , 	6 , 	7 , 	526 ,,,,,,,,,,,
SS, 	6 , 	3 , 	1 , 	1 , 	6 , 	1 , 	2 , 	5 , 	9 , 	2 , 	4 , 	2 , 	2 , 	2 , 	1 , 	0 , 	2 , 	1 , 	3 , 	1 , 	4 , 	1 , 	0 , 	2 , 	5 , 	51 , 	25 , 	80 , 	52 , 	30 , 	29 , 	12 , 	18 , 	24 , 	5 , 	-   , 	2 , 	1 , 	4 , 	4 , 	10 , 	33 , 	9 , 	0 , 	1 , 	1 , 	1 , 	1 , 	0 , 	3 , 	463 ,,,,,,,,,,,
SB, 	8 , 	7 , 	4 , 	3 , 	8 , 	4 , 	5 , 	4 , 	11 , 	3 , 	6 , 	5 , 	4 , 	3 , 	3 , 	1 , 	1 , 	1 , 	4 , 	7 , 	5 , 	2 , 	2 , 	4 , 	8 , 	55 , 	31 , 	122 , 	70 , 	40 , 	47 , 	20 , 	37 , 	38 , 	14 , 	1 , 	2 , 	2 , 	2 , 	10 , 	8 , 	72 , 	9 , 	1 , 	2 , 	1 , 	2 , 	2 , 	1 , 	3 , 	702 ,,,,,,,,,,,
SO, 	36 , 	34 , 	24 , 	36 , 	87 , 	21 , 	43 , 	32 , 	59 , 	7 , 	16 , 	7 , 	11 , 	7 , 	6 , 	3 , 	7 , 	4 , 	22 , 	57 , 	77 , 	42 , 	26 , 	43 , 	43 , 	178 , 	156 , 	638 , 	140 , 	97 , 	57 , 	33 , 	36 , 	74 , 	24 , 	4 , 	39 , 	8 , 	25 , 	15 , 	27 , 	64 , 	103 , 	8 , 	9 , 	2 , 	4 , 	3 , 	5 , 	24 ," 	2,526 ",,,,,,,,,,,
MB, 	10 , 	10 , 	4 , 	10 , 	39 , 	7 , 	7 , 	11 , 	10 , 	4 , 	4 , 	2 , 	2 , 	2 , 	1 , 	1 , 	1 , 	1 , 	3 , 	2 , 	5 , 	1 , 	1 , 	4 , 	8 , 	146 , 	63 , 	167 , 	122 , 	89 , 	56 , 	28 , 	22 , 	47 , 	11 , 	1 , 	4 , 	2 , 	2 , 	8 , 	10 , 	262 , 	30 , 	1 , 	3 , 	-   , 	1 , 	-   , 	1 , 	1 ," 	1,225 ",,,,,,,,,,,
WD, 	2 , 	3 , 	2 , 	1 , 	11 , 	2 , 	6 , 	2 , 	3 , 	10 , 	21 , 	13 , 	16 , 	19 , 	15 , 	8 , 	6 , 	5 , 	1 , 	1 , 	-   , 	1 , 	0 , 	1 , 	3 , 	92 , 	34 , 	52 , 	33 , 	9 , 	7 , 	6 , 	5 , 	4 , 	1 , 	26 , 	12 , 	0 , 	1 , 	0 , 	0 , 	19 , 	1 , 	6 , 	14 , 	1 , 	7 , 	6 , 	2 , 	1 , 	490 ,,,,,,,,,,,
OA, 	3 , 	8 , 	5 , 	10 , 	63 , 	5 , 	6 , 	8 , 	14 , 	7 , 	4 , 	10 , 	2 , 	2 , 	4 , 	1 , 	2 , 	5 , 	5 , 	13 , 	11 , 	4 , 	2 , 	3 , 	2 , 	51 , 	29 , 	60 , 	24 , 	9 , 	5 , 	5 , 	1 , 	5 , 	0 , 	2 , 	17 , 	1 , 	6 , 	0 , 	0 , 	13 , 	1 , 	6 , 	7 , 	3 , 	3 , 	3 , 	0 , 	7 , 	459 ,,,,,,,,,,,
WS, 	6 , 	6 , 	1 , 	4 , 	14 , 	1 , 	6 , 	7 , 	5 , 	14 , 	16 , 	18 , 	13 , 	8 , 	18 , 	19 , 	23 , 	17 , 	2 , 	2 , 	1 , 	0 , 	0 , 	1 , 	4 , 	45 , 	21 , 	28 , 	20 , 	11 , 	6 , 	3 , 	3 , 	2 , 	1 , 	1 , 	6 , 	1 , 	3 , 	1 , 	0 , 	6 , 	-   , 	2 , 	5 , 	5 , 	27 , 	17 , 	-   , 	1 , 	423 ,,,,,,,,,,,
ML, 	10 , 	14 , 	5 , 	11 , 	37 , 	7 , 	18 , 	15 , 	13 , 	19 , 	26 , 	13 , 	13 , 	17 , 	31 , 	22 , 	37 , 	59 , 	3 , 	7 , 	8 , 	3 , 	2 , 	4 , 	5 , 	127 , 	85 , 	223 , 	61 , 	27 , 	11 , 	9 , 	8 , 	8 , 	2 , 	3 , 	26 , 	2 , 	3 , 	1 , 	1 , 	14 , 	1 , 	8 , 	6 , 	27 , 	21 , 	19 , 	1 , 	3 ," 	1,094 ",,,,,,,,,,,
BE, 	12 , 	18 , 	7 , 	13 , 	71 , 	12 , 	21 , 	18 , 	16 , 	25 , 	29 , 	19 , 	25 , 	23 , 	30 , 	33 , 	32 , 	44 , 	5 , 	6 , 	6 , 	1 , 	3 , 	6 , 	9 , 	109 , 	54 , 	98 , 	56 , 	32 , 	19 , 	7 , 	12 , 	14 , 	0 , 	3 , 	23 , 	1 , 	5 , 	3 , 	1 , 	8 , 	0 , 	6 , 	8 , 	23 , 	14 , 	15 , 	1 , 	3 ," 	1,000 ",,,,,,,,,,,
