Exit stations,Entry stations->,,WEEKDAY,,,Oct 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	14 , 	72 , 	67 , 	41 , 	274 , 	57 , 	86 , 	66 , 	75 , 	22 , 	55 , 	36 , 	23 , 	13 , 	21 , 	9 , 	6 , 	10 , 	14 , 	6 , 	14 , 	7 , 	6 , 	10 , 	23 , 	190 , 	157 , 	241 , 	150 , 	107 , 	112 , 	32 , 	32 , 	67 , 	12 , 	3 , 	6 , 	2 , 	6 , 	8 , 	13 , 	45 , 	14 , 	3 , 	7 , 	11 , 	7 , 	10 , 	5 , 	12 ," 	2,276 ",,,,,,,,,,,,,
EN, 	73 , 	21 , 	64 , 	51 , 	447 , 	64 , 	116 , 	155 , 	205 , 	44 , 	71 , 	44 , 	41 , 	23 , 	35 , 	8 , 	15 , 	21 , 	18 , 	9 , 	19 , 	6 , 	7 , 	17 , 	22 , 	395 , 	343 , 	460 , 	309 , 	135 , 	111 , 	44 , 	44 , 	117 , 	10 , 	5 , 	11 , 	2 , 	7 , 	18 , 	18 , 	72 , 	27 , 	8 , 	23 , 	21 , 	12 , 	22 , 	3 , 	8 ," 	3,818 ",,,,,,,,,,,,,
EP, 	69 , 	62 , 	9 , 	28 , 	318 , 	48 , 	70 , 	102 , 	106 , 	30 , 	27 , 	16 , 	18 , 	12 , 	10 , 	4 , 	7 , 	9 , 	11 , 	9 , 	11 , 	7 , 	5 , 	13 , 	5 , 	240 , 	208 , 	160 , 	159 , 	53 , 	40 , 	17 , 	15 , 	33 , 	2 , 	2 , 	6 , 	2 , 	5 , 	4 , 	7 , 	49 , 	11 , 	3 , 	16 , 	8 , 	6 , 	10 , 	2 , 	4 ," 	2,071 ",,,,,,,,,,,,,
NB, 	42 , 	43 , 	31 , 	10 , 	80 , 	26 , 	46 , 	79 , 	77 , 	29 , 	39 , 	20 , 	15 , 	8 , 	12 , 	5 , 	7 , 	9 , 	12 , 	6 , 	10 , 	3 , 	3 , 	8 , 	7 , 	264 , 	208 , 	137 , 	179 , 	68 , 	41 , 	18 , 	19 , 	18 , 	4 , 	1 , 	5 , 	2 , 	4 , 	4 , 	4 , 	62 , 	13 , 	2 , 	20 , 	7 , 	6 , 	9 , 	2 , 	2 ," 	1,724 ",,,,,,,,,,,,,
BK, 	315 , 	472 , 	339 , 	93 , 	35 , 	158 , 	185 , 	231 , 	260 , 	108 , 	150 , 	89 , 	92 , 	76 , 	70 , 	46 , 	65 , 	61 , 	50 , 	48 , 	55 , 	28 , 	19 , 	18 , 	44 , 	363 , 	306 , 	304 , 	278 , 	146 , 	144 , 	77 , 	53 , 	60 , 	20 , 	19 , 	42 , 	9 , 	30 , 	18 , 	15 , 	109 , 	50 , 	15 , 	58 , 	28 , 	56 , 	85 , 	12 , 	25 ," 	5,429 ",,,,,,,,,,,,,
AS, 	61 , 	64 , 	49 , 	31 , 	154 , 	14 , 	42 , 	81 , 	89 , 	30 , 	57 , 	29 , 	25 , 	15 , 	15 , 	8 , 	10 , 	12 , 	10 , 	8 , 	7 , 	5 , 	3 , 	5 , 	13 , 	239 , 	210 , 	162 , 	184 , 	80 , 	52 , 	18 , 	19 , 	24 , 	3 , 	3 , 	6 , 	2 , 	9 , 	5 , 	7 , 	43 , 	12 , 	2 , 	14 , 	10 , 	10 , 	14 , 	4 , 	5 ," 	1,975 ",,,,,,,,,,,,,
MA, 	104 , 	112 , 	66 , 	47 , 	177 , 	41 , 	18 , 	95 , 	104 , 	32 , 	107 , 	69 , 	63 , 	35 , 	36 , 	25 , 	25 , 	30 , 	83 , 	55 , 	69 , 	27 , 	20 , 	39 , 	28 , 	422 , 	351 , 	318 , 	317 , 	182 , 	106 , 	37 , 	44 , 	43 , 	10 , 	7 , 	22 , 	16 , 	58 , 	8 , 	11 , 	77 , 	22 , 	10 , 	16 , 	19 , 	20 , 	26 , 	21 , 	69 ," 	3,740 ",,,,,,,,,,,,,
19, 	70 , 	163 , 	104 , 	82 , 	218 , 	88 , 	98 , 	19 , 	22 , 	17 , 	68 , 	67 , 	81 , 	59 , 	68 , 	38 , 	56 , 	58 , 	88 , 	89 , 	101 , 	60 , 	42 , 	68 , 	36 , 	566 , 	467 , 	372 , 	391 , 	207 , 	142 , 	68 , 	55 , 	75 , 	19 , 	14 , 	56 , 	22 , 	47 , 	24 , 	23 , 	64 , 	35 , 	23 , 	18 , 	37 , 	36 , 	47 , 	17 , 	60 ," 	4,746 ",,,,,,,,,,,,,
12, 	85 , 	206 , 	102 , 	76 , 	228 , 	86 , 	102 , 	22 , 	23 , 	15 , 	71 , 	73 , 	115 , 	95 , 	85 , 	56 , 	81 , 	72 , 	90 , 	102 , 	109 , 	50 , 	40 , 	65 , 	40 , 	508 , 	389 , 	404 , 	337 , 	164 , 	133 , 	72 , 	80 , 	86 , 	26 , 	14 , 	62 , 	27 , 	74 , 	35 , 	30 , 	87 , 	34 , 	17 , 	23 , 	28 , 	27 , 	40 , 	20 , 	86 ," 	4,893 ",,,,,,,,,,,,,
LM, 	23 , 	41 , 	27 , 	31 , 	115 , 	31 , 	30 , 	18 , 	14 , 	13 , 	99 , 	98 , 	168 , 	119 , 	85 , 	58 , 	55 , 	55 , 	11 , 	7 , 	13 , 	5 , 	3 , 	13 , 	18 , 	321 , 	285 , 	263 , 	246 , 	110 , 	77 , 	31 , 	33 , 	44 , 	6 , 	64 , 	110 , 	4 , 	10 , 	5 , 	7 , 	15 , 	6 , 	51 , 	18 , 	44 , 	26 , 	31 , 	6 , 	18 ," 	2,980 ",,,,,,,,,,,,,
FV, 	56 , 	70 , 	26 , 	33 , 	139 , 	59 , 	101 , 	76 , 	73 , 	94 , 	26 , 	127 , 	159 , 	147 , 	144 , 	60 , 	50 , 	57 , 	21 , 	10 , 	15 , 	8 , 	13 , 	26 , 	68 , 	348 , 	309 , 	357 , 	345 , 	166 , 	131 , 	37 , 	54 , 	101 , 	8 , 	35 , 	87 , 	4 , 	11 , 	8 , 	11 , 	36 , 	8 , 	34 , 	10 , 	50 , 	25 , 	36 , 	6 , 	17 ," 	3,890 ",,,,,,,,,,,,,
CL, 	48 , 	43 , 	14 , 	17 , 	77 , 	31 , 	74 , 	65 , 	76 , 	87 , 	127 , 	16 , 	81 , 	77 , 	81 , 	43 , 	36 , 	31 , 	21 , 	10 , 	11 , 	5 , 	4 , 	14 , 	39 , 	165 , 	118 , 	184 , 	161 , 	51 , 	64 , 	24 , 	27 , 	54 , 	6 , 	24 , 	59 , 	5 , 	16 , 	10 , 	8 , 	16 , 	12 , 	22 , 	11 , 	39 , 	30 , 	42 , 	9 , 	27 ," 	2,308 ",,,,,,,,,,,,,
SL, 	27 , 	39 , 	12 , 	19 , 	89 , 	25 , 	63 , 	84 , 	132 , 	172 , 	170 , 	86 , 	18 , 	87 , 	135 , 	67 , 	64 , 	87 , 	20 , 	15 , 	14 , 	3 , 	7 , 	15 , 	27 , 	336 , 	313 , 	307 , 	241 , 	84 , 	57 , 	23 , 	42 , 	61 , 	4 , 	28 , 	93 , 	3 , 	12 , 	8 , 	6 , 	27 , 	3 , 	37 , 	7 , 	54 , 	35 , 	45 , 	4 , 	13 ," 	3,317 ",,,,,,,,,,,,,
BF, 	10 , 	20 , 	10 , 	10 , 	68 , 	14 , 	37 , 	62 , 	100 , 	118 , 	153 , 	72 , 	81 , 	16 , 	64 , 	47 , 	48 , 	57 , 	12 , 	5 , 	8 , 	2 , 	2 , 	6 , 	22 , 	251 , 	233 , 	281 , 	191 , 	64 , 	40 , 	22 , 	22 , 	41 , 	4 , 	34 , 	77 , 	1 , 	4 , 	10 , 	7 , 	14 , 	7 , 	33 , 	5 , 	54 , 	23 , 	30 , 	3 , 	4 ," 	2,497 ",,,,,,,,,,,,,
HY, 	19 , 	40 , 	10 , 	13 , 	66 , 	17 , 	39 , 	69 , 	87 , 	78 , 	140 , 	84 , 	134 , 	66 , 	15 , 	55 , 	112 , 	151 , 	22 , 	8 , 	11 , 	3 , 	3 , 	5 , 	23 , 	158 , 	134 , 	123 , 	108 , 	40 , 	21 , 	12 , 	15 , 	35 , 	5 , 	11 , 	40 , 	2 , 	18 , 	6 , 	7 , 	9 , 	6 , 	22 , 	9 , 	74 , 	62 , 	68 , 	5 , 	16 ," 	2,273 ",,,,,,,,,,,,,
SH, 	10 , 	7 , 	4 , 	4 , 	44 , 	9 , 	27 , 	38 , 	50 , 	53 , 	56 , 	41 , 	61 , 	43 , 	52 , 	8 , 	42 , 	65 , 	8 , 	5 , 	5 , 	2 , 	1 , 	3 , 	9 , 	135 , 	118 , 	89 , 	91 , 	28 , 	25 , 	4 , 	10 , 	21 , 	2 , 	13 , 	22 , 	2 , 	4 , 	3 , 	2 , 	6 , 	2 , 	15 , 	7 , 	63 , 	26 , 	44 , 	2 , 	6 ," 	1,382 ",,,,,,,,,,,,,
UC, 	6 , 	16 , 	8 , 	8 , 	65 , 	10 , 	30 , 	61 , 	83 , 	55 , 	57 , 	35 , 	65 , 	56 , 	123 , 	43 , 	16 , 	65 , 	8 , 	7 , 	8 , 	1 , 	1 , 	6 , 	10 , 	226 , 	169 , 	115 , 	99 , 	37 , 	13 , 	8 , 	10 , 	32 , 	4 , 	8 , 	36 , 	1 , 	4 , 	3 , 	2 , 	12 , 	3 , 	16 , 	9 , 	70 , 	65 , 	74 , 	3 , 	4 ," 	1,862 ",,,,,,,,,,,,,
FM, 	11 , 	21 , 	10 , 	11 , 	63 , 	13 , 	33 , 	56 , 	75 , 	53 , 	61 , 	29 , 	87 , 	62 , 	157 , 	72 , 	63 , 	21 , 	9 , 	4 , 	7 , 	1 , 	2 , 	6 , 	7 , 	294 , 	208 , 	102 , 	97 , 	27 , 	13 , 	6 , 	10 , 	24 , 	2 , 	16 , 	31 , 	1 , 	4 , 	1 , 	2 , 	21 , 	2 , 	17 , 	11 , 	83 , 	82 , 	102 , 	2 , 	8 ," 	2,098 ",,,,,,,,,,,,,
CN, 	14 , 	19 , 	10 , 	9 , 	50 , 	10 , 	83 , 	87 , 	86 , 	15 , 	21 , 	21 , 	23 , 	11 , 	21 , 	9 , 	7 , 	9 , 	24 , 	60 , 	148 , 	88 , 	29 , 	53 , 	12 , 	285 , 	263 , 	218 , 	190 , 	57 , 	54 , 	23 , 	24 , 	51 , 	8 , 	2 , 	7 , 	28 , 	130 , 	9 , 	12 , 	74 , 	10 , 	3 , 	18 , 	4 , 	7 , 	10 , 	69 , 	91 ," 	2,568 ",,,,,,,,,,,,,
PH, 	7 , 	9 , 	9 , 	6 , 	52 , 	10 , 	60 , 	88 , 	99 , 	7 , 	12 , 	12 , 	12 , 	5 , 	8 , 	6 , 	5 , 	5 , 	60 , 	16 , 	54 , 	27 , 	18 , 	57 , 	7 , 	460 , 	397 , 	215 , 	184 , 	59 , 	32 , 	24 , 	19 , 	37 , 	4 , 	1 , 	4 , 	12 , 	39 , 	7 , 	10 , 	95 , 	7 , 	2 , 	24 , 	6 , 	6 , 	7 , 	22 , 	45 ," 	2,365 ",,,,,,,,,,,,,
WC, 	14 , 	20 , 	11 , 	11 , 	60 , 	8 , 	75 , 	105 , 	113 , 	14 , 	14 , 	12 , 	13 , 	10 , 	8 , 	5 , 	6 , 	7 , 	155 , 	58 , 	18 , 	43 , 	22 , 	74 , 	9 , 	493 , 	385 , 	196 , 	176 , 	59 , 	31 , 	19 , 	16 , 	26 , 	8 , 	3 , 	3 , 	25 , 	82 , 	10 , 	12 , 	120 , 	8 , 	2 , 	21 , 	2 , 	5 , 	6 , 	36 , 	62 ," 	2,685 ",,,,,,,,,,,,,
LF, 	8 , 	5 , 	6 , 	4 , 	27 , 	5 , 	26 , 	59 , 	54 , 	4 , 	8 , 	4 , 	3 , 	2 , 	3 , 	2 , 	1 , 	1 , 	103 , 	31 , 	42 , 	9 , 	12 , 	41 , 	2 , 	380 , 	288 , 	97 , 	89 , 	29 , 	18 , 	8 , 	11 , 	7 , 	1 , 	0 , 	1 , 	5 , 	18 , 	3 , 	6 , 	72 , 	4 , 	0 , 	13 , 	2 , 	1 , 	3 , 	9 , 	14 ," 	1,539 ",,,,,,,,,,,,,
OR, 	6 , 	6 , 	3 , 	4 , 	16 , 	3 , 	21 , 	40 , 	44 , 	3 , 	8 , 	5 , 	6 , 	2 , 	3 , 	0 , 	1 , 	2 , 	26 , 	14 , 	21 , 	10 , 	9 , 	37 , 	3 , 	327 , 	246 , 	80 , 	79 , 	28 , 	9 , 	11 , 	9 , 	17 , 	1 , 	2 , 	1 , 	1 , 	10 , 	2 , 	2 , 	54 , 	1 , 	1 , 	7 , 	1 , 	3 , 	2 , 	7 , 	7 ," 	1,199 ",,,,,,,,,,,,,
RR, 	14 , 	17 , 	16 , 	10 , 	21 , 	7 , 	37 , 	79 , 	72 , 	13 , 	25 , 	11 , 	15 , 	7 , 	6 , 	3 , 	7 , 	6 , 	54 , 	59 , 	75 , 	36 , 	36 , 	11 , 	14 , 	481 , 	375 , 	199 , 	225 , 	92 , 	56 , 	29 , 	34 , 	25 , 	5 , 	2 , 	4 , 	9 , 	32 , 	9 , 	6 , 	93 , 	6 , 	2 , 	9 , 	5 , 	4 , 	5 , 	12 , 	28 ," 	2,397 ",,,,,,,,,,,,,
OW, 	24 , 	17 , 	5 , 	7 , 	44 , 	13 , 	27 , 	32 , 	43 , 	18 , 	66 , 	39 , 	25 , 	25 , 	26 , 	8 , 	9 , 	8 , 	10 , 	7 , 	9 , 	1 , 	3 , 	12 , 	17 , 	719 , 	503 , 	479 , 	399 , 	188 , 	114 , 	33 , 	45 , 	31 , 	5 , 	7 , 	17 , 	2 , 	12 , 	10 , 	15 , 	72 , 	14 , 	6 , 	7 , 	6 , 	3 , 	4 , 	6 , 	12 ," 	3,202 ",,,,,,,,,,,,,
EM, 	235 , 	441 , 	267 , 	314 , 	402 , 	285 , 	489 , 	687 , 	620 , 	381 , 	414 , 	197 , 	402 , 	299 , 	198 , 	163 , 	259 , 	325 , 	340 , 	544 , 	558 , 	443 , 	374 , 	527 , 	857 , 	90 , 	28 , 	154 , 	220 , 	460 , 	713 , 	472 , 	528 , 	551 , 	219 , 	241 , 	708 , 	101 , 	258 , 	186 , 	157 , 	245 , 	213 , 	296 , 	60 , 	105 , 	139 , 	145 , 	40 , 	253 ," 	16,603 ",,,,,,,,,,,,,
MT, 	216 , 	378 , 	226 , 	229 , 	325 , 	242 , 	407 , 	521 , 	450 , 	304 , 	348 , 	154 , 	343 , 	282 , 	168 , 	133 , 	181 , 	212 , 	285 , 	413 , 	386 , 	281 , 	239 , 	374 , 	596 , 	36 , 	53 , 	50 , 	161 , 	465 , 	772 , 	538 , 	716 , 	684 , 	241 , 	178 , 	469 , 	72 , 	230 , 	218 , 	200 , 	262 , 	242 , 	172 , 	39 , 	81 , 	118 , 	110 , 	42 , 	212 ," 	14,052 ",,,,,,,,,,,,,
PL, 	206 , 	358 , 	138 , 	125 , 	293 , 	146 , 	297 , 	346 , 	362 , 	228 , 	334 , 	171 , 	253 , 	225 , 	108 , 	85 , 	105 , 	95 , 	201 , 	185 , 	176 , 	89 , 	78 , 	177 , 	485 , 	186 , 	57 , 	91 , 	119 , 	477 , 	624 , 	434 , 	817 , 	557 , 	193 , 	96 , 	239 , 	50 , 	234 , 	162 , 	140 , 	670 , 	151 , 	85 , 	41 , 	44 , 	49 , 	63 , 	53 , 	159 ," 	11,057 ",,,,,,,,,,,,,
CC, 	148 , 	264 , 	142 , 	168 , 	228 , 	186 , 	308 , 	360 , 	311 , 	213 , 	324 , 	148 , 	215 , 	160 , 	99 , 	82 , 	87 , 	85 , 	163 , 	153 , 	147 , 	80 , 	72 , 	196 , 	407 , 	190 , 	137 , 	117 , 	72 , 	243 , 	404 , 	316 , 	487 , 	423 , 	175 , 	95 , 	188 , 	55 , 	133 , 	157 , 	152 , 	242 , 	155 , 	71 , 	21 , 	38 , 	50 , 	53 , 	34 , 	164 ," 	8,918 ",,,,,,,,,,,,,
16, 	102 , 	122 , 	48 , 	70 , 	131 , 	86 , 	176 , 	214 , 	160 , 	109 , 	155 , 	55 , 	79 , 	62 , 	40 , 	28 , 	36 , 	29 , 	55 , 	57 , 	52 , 	27 , 	26 , 	81 , 	205 , 	451 , 	458 , 	544 , 	291 , 	22 , 	102 , 	200 , 	312 , 	253 , 	101 , 	34 , 	59 , 	18 , 	72 , 	78 , 	75 , 	175 , 	94 , 	26 , 	11 , 	19 , 	11 , 	21 , 	13 , 	61 ," 	5,702 ",,,,,,,,,,,,,
24, 	109 , 	101 , 	39 , 	40 , 	129 , 	51 , 	114 , 	133 , 	124 , 	74 , 	120 , 	56 , 	54 , 	41 , 	20 , 	27 , 	11 , 	14 , 	50 , 	31 , 	28 , 	21 , 	10 , 	48 , 	125 , 	631 , 	652 , 	739 , 	454 , 	99 , 	22 , 	170 , 	232 , 	210 , 	96 , 	15 , 	34 , 	15 , 	62 , 	60 , 	69 , 	112 , 	81 , 	14 , 	9 , 	11 , 	10 , 	10 , 	9 , 	41 ," 	5,426 ",,,,,,,,,,,,,
GP, 	28 , 	37 , 	15 , 	17 , 	70 , 	16 , 	37 , 	67 , 	64 , 	29 , 	37 , 	21 , 	19 , 	21 , 	12 , 	4 , 	8 , 	7 , 	20 , 	18 , 	14 , 	7 , 	8 , 	30 , 	41 , 	451 , 	483 , 	460 , 	307 , 	200 , 	171 , 	15 , 	58 , 	55 , 	39 , 	7 , 	21 , 	3 , 	18 , 	26 , 	35 , 	81 , 	51 , 	8 , 	7 , 	6 , 	3 , 	5 , 	5 , 	23 ," 	3,185 ",,,,,,,,,,,,,
BP, 	36 , 	47 , 	14 , 	15 , 	47 , 	19 , 	41 , 	51 , 	76 , 	34 , 	53 , 	31 , 	41 , 	22 , 	15 , 	10 , 	9 , 	8 , 	22 , 	18 , 	17 , 	11 , 	9 , 	30 , 	54 , 	447 , 	491 , 	921 , 	457 , 	267 , 	234 , 	57 , 	15 , 	71 , 	54 , 	10 , 	24 , 	7 , 	20 , 	47 , 	56 , 	62 , 	69 , 	9 , 	3 , 	7 , 	7 , 	8 , 	7 , 	23 ," 	4,102 ",,,,,,,,,,,,,
DC, 	70 , 	116 , 	32 , 	18 , 	56 , 	25 , 	44 , 	72 , 	79 , 	42 , 	97 , 	56 , 	66 , 	38 , 	36 , 	21 , 	32 , 	23 , 	49 , 	36 , 	26 , 	8 , 	17 , 	22 , 	38 , 	532 , 	615 , 	644 , 	445 , 	262 , 	229 , 	60 , 	86 , 	21 , 	27 , 	21 , 	48 , 	14 , 	41 , 	69 , 	87 , 	138 , 	162 , 	19 , 	6 , 	9 , 	16 , 	16 , 	16 , 	47 ," 	4,748 ",,,,,,,,,,,,,
CM, 	9 , 	10 , 	4 , 	5 , 	19 , 	3 , 	8 , 	17 , 	26 , 	5 , 	6 , 	5 , 	4 , 	3 , 	5 , 	2 , 	2 , 	2 , 	8 , 	4 , 	7 , 	2 , 	1 , 	4 , 	6 , 	214 , 	213 , 	237 , 	174 , 	93 , 	95 , 	36 , 	53 , 	21 , 	9 , 	2 , 	5 , 	2 , 	6 , 	13 , 	29 , 	49 , 	54 , 	0 , 	1 , 	1 , 	1 , 	1 , 	3 , 	14 ," 	1,491 ",,,,,,,,,,,,,
CV, 	4 , 	4 , 	3 , 	1 , 	19 , 	3 , 	7 , 	19 , 	16 , 	61 , 	36 , 	24 , 	31 , 	30 , 	12 , 	13 , 	9 , 	13 , 	3 , 	2 , 	3 , 	1 , 	1 , 	3 , 	7 , 	217 , 	165 , 	109 , 	103 , 	34 , 	17 , 	6 , 	12 , 	24 , 	1 , 	7 , 	81 , 	0 , 	2 , 	2 , 	2 , 	12 , 	2 , 	48 , 	4 , 	8 , 	5 , 	6 , 	0 , 	1 ," 	1,192 ",,,,,,,,,,,,,
ED, 	8 , 	12 , 	6 , 	5 , 	48 , 	8 , 	26 , 	57 , 	77 , 	87 , 	92 , 	60 , 	92 , 	69 , 	37 , 	25 , 	35 , 	31 , 	8 , 	3 , 	4 , 	0 , 	1 , 	3 , 	16 , 	632 , 	451 , 	263 , 	206 , 	62 , 	34 , 	22 , 	24 , 	49 , 	4 , 	83 , 	22 , 	1 , 	3 , 	6 , 	7 , 	81 , 	9 , 	21 , 	38 , 	13 , 	21 , 	30 , 	1 , 	2 ," 	2,893 ",,,,,,,,,,,,,
NC, 	3 , 	2 , 	2 , 	2 , 	10 , 	2 , 	15 , 	20 , 	26 , 	5 , 	5 , 	5 , 	5 , 	1 , 	2 , 	2 , 	1 , 	2 , 	27 , 	12 , 	19 , 	4 , 	2 , 	7 , 	2 , 	78 , 	66 , 	56 , 	62 , 	19 , 	19 , 	4 , 	8 , 	15 , 	1 , 	0 , 	1 , 	5 , 	27 , 	4 , 	4 , 	25 , 	2 , 	0 , 	6 , 	2 , 	1 , 	2 , 	17 , 	16 , 	620 ,,,,,,,,,,,,,
WP, 	7 , 	10 , 	5 , 	5 , 	33 , 	9 , 	63 , 	47 , 	77 , 	9 , 	12 , 	12 , 	11 , 	5 , 	16 , 	3 , 	4 , 	6 , 	138 , 	46 , 	84 , 	20 , 	11 , 	31 , 	10 , 	209 , 	203 , 	281 , 	195 , 	79 , 	61 , 	24 , 	27 , 	42 , 	7 , 	1 , 	4 , 	23 , 	14 , 	6 , 	10 , 	66 , 	7 , 	1 , 	12 , 	5 , 	3 , 	4 , 	8 , 	17 ," 	1,982 ",,,,,,,,,,,,,
