Exit stations,Entry stations->,,SATURDAY,,,Oct 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	15 , 	42 , 	50 , 	21 , 	178 , 	38 , 	57 , 	31 , 	40 , 	8 , 	39 , 	34 , 	16 , 	9 , 	12 , 	5 , 	3 , 	6 , 	5 , 	5 , 	10 , 	7 , 	5 , 	8 , 	17 , 	94 , 	53 , 	164 , 	72 , 	68 , 	72 , 	14 , 	22 , 	20 , 	6 , 	6 , 	4 , 	0 , 	3 , 	8 , 	10 , 	38 , 	5 , 	2 , 	4 , 	9 , 	7 , 	8 , 	4 , 	3 ," 	1,347 ",,,,,,,,,,
EN, 	54 , 	12 , 	38 , 	28 , 	250 , 	48 , 	72 , 	57 , 	69 , 	21 , 	43 , 	24 , 	15 , 	20 , 	17 , 	6 , 	9 , 	8 , 	6 , 	10 , 	9 , 	3 , 	2 , 	10 , 	13 , 	170 , 	128 , 	283 , 	117 , 	80 , 	69 , 	19 , 	25 , 	24 , 	11 , 	5 , 	10 , 	-   , 	9 , 	6 , 	15 , 	51 , 	14 , 	2 , 	15 , 	11 , 	14 , 	15 , 	1 , 	4 ," 	1,936 ",,,,,,,,,,
EP, 	53 , 	43 , 	11 , 	24 , 	242 , 	37 , 	41 , 	56 , 	45 , 	15 , 	20 , 	6 , 	9 , 	6 , 	5 , 	5 , 	4 , 	9 , 	3 , 	4 , 	10 , 	5 , 	1 , 	10 , 	5 , 	136 , 	83 , 	126 , 	80 , 	40 , 	31 , 	14 , 	9 , 	11 , 	2 , 	3 , 	5 , 	1 , 	3 , 	2 , 	4 , 	41 , 	4 , 	2 , 	11 , 	3 , 	3 , 	5 , 	1 , 	1 ," 	1,283 ",,,,,,,,,,
NB, 	25 , 	27 , 	28 , 	9 , 	91 , 	24 , 	35 , 	48 , 	29 , 	12 , 	21 , 	11 , 	10 , 	6 , 	9 , 	4 , 	4 , 	5 , 	3 , 	6 , 	6 , 	4 , 	4 , 	8 , 	7 , 	154 , 	101 , 	143 , 	103 , 	75 , 	50 , 	17 , 	9 , 	14 , 	3 , 	1 , 	4 , 	1 , 	3 , 	2 , 	1 , 	60 , 	9 , 	1 , 	13 , 	4 , 	7 , 	8 , 	0 , 	2 ," 	1,219 ",,,,,,,,,,
BK, 	199 , 	261 , 	255 , 	97 , 	42 , 	112 , 	126 , 	149 , 	170 , 	49 , 	104 , 	43 , 	52 , 	50 , 	45 , 	26 , 	52 , 	61 , 	17 , 	38 , 	57 , 	42 , 	34 , 	20 , 	32 , 	473 , 	370 , 	534 , 	278 , 	173 , 	118 , 	83 , 	36 , 	72 , 	10 , 	19 , 	67 , 	5 , 	8 , 	12 , 	17 , 	91 , 	66 , 	21 , 	34 , 	22 , 	69 , 	127 , 	6 , 	15 ," 	4,852 ",,,,,,,,,,
AS, 	44 , 	40 , 	27 , 	24 , 	103 , 	9 , 	29 , 	55 , 	44 , 	17 , 	34 , 	14 , 	10 , 	10 , 	10 , 	3 , 	5 , 	7 , 	4 , 	6 , 	8 , 	2 , 	1 , 	4 , 	9 , 	154 , 	105 , 	151 , 	110 , 	93 , 	58 , 	14 , 	11 , 	14 , 	3 , 	3 , 	6 , 	1 , 	3 , 	4 , 	3 , 	40 , 	8 , 	3 , 	11 , 	4 , 	9 , 	17 , 	0 , 	2 ," 	1,341 ",,,,,,,,,,
MA, 	65 , 	55 , 	46 , 	31 , 	114 , 	35 , 	19 , 	59 , 	59 , 	13 , 	60 , 	33 , 	27 , 	21 , 	16 , 	10 , 	10 , 	10 , 	20 , 	25 , 	40 , 	13 , 	13 , 	32 , 	24 , 	270 , 	165 , 	261 , 	185 , 	158 , 	96 , 	26 , 	17 , 	18 , 	5 , 	5 , 	9 , 	4 , 	19 , 	4 , 	5 , 	60 , 	13 , 	6 , 	10 , 	8 , 	15 , 	26 , 	7 , 	17 ," 	2,255 ",,,,,,,,,,
19, 	30 , 	67 , 	57 , 	53 , 	153 , 	66 , 	66 , 	19 , 	11 , 	12 , 	41 , 	31 , 	39 , 	25 , 	35 , 	12 , 	17 , 	21 , 	17 , 	35 , 	49 , 	23 , 	16 , 	55 , 	19 , 	283 , 	219 , 	305 , 	225 , 	177 , 	122 , 	43 , 	24 , 	33 , 	10 , 	10 , 	16 , 	7 , 	11 , 	8 , 	11 , 	43 , 	12 , 	9 , 	12 , 	13 , 	18 , 	27 , 	5 , 	12 ," 	2,619 ",,,,,,,,,,
12, 	50 , 	58 , 	45 , 	31 , 	167 , 	46 , 	50 , 	11 , 	17 , 	6 , 	32 , 	29 , 	41 , 	30 , 	25 , 	18 , 	16 , 	17 , 	14 , 	24 , 	29 , 	12 , 	16 , 	39 , 	29 , 	282 , 	190 , 	317 , 	174 , 	131 , 	84 , 	26 , 	26 , 	23 , 	10 , 	3 , 	10 , 	2 , 	11 , 	9 , 	14 , 	74 , 	19 , 	4 , 	12 , 	7 , 	15 , 	21 , 	3 , 	9 ," 	2,321 ",,,,,,,,,,
LM, 	7 , 	17 , 	14 , 	10 , 	42 , 	13 , 	14 , 	11 , 	4 , 	10 , 	42 , 	39 , 	66 , 	70 , 	35 , 	18 , 	18 , 	25 , 	4 , 	4 , 	3 , 	1 , 	2 , 	5 , 	10 , 	208 , 	146 , 	207 , 	148 , 	99 , 	68 , 	23 , 	21 , 	20 , 	4 , 	31 , 	42 , 	2 , 	4 , 	2 , 	3 , 	15 , 	3 , 	16 , 	12 , 	13 , 	13 , 	21 , 	1 , 	2 ," 	1,600 ",,,,,,,,,,
FV, 	34 , 	40 , 	18 , 	18 , 	97 , 	33 , 	50 , 	42 , 	32 , 	35 , 	24 , 	75 , 	77 , 	88 , 	74 , 	33 , 	25 , 	25 , 	9 , 	7 , 	10 , 	6 , 	6 , 	19 , 	49 , 	172 , 	124 , 	258 , 	181 , 	114 , 	96 , 	27 , 	25 , 	28 , 	5 , 	24 , 	44 , 	0 , 	8 , 	4 , 	3 , 	27 , 	6 , 	27 , 	7 , 	28 , 	25 , 	30 , 	2 , 	6 ," 	2,195 ",,,,,,,,,,
