Exit stations,Entry stations->,,SUNDAY,,,Apr 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	11 , 	13 , 	4 , 	5 , 	13 , 	9 , 	16 , 	7 , 	8 , 	12 , 	10 , 	22 , 	25 , 	23 , 	17 , 	12 , 	6 , 	4 , 	5 , 	3 , 	2 , 	1 , 	1 , 	4 , 	12 , 	19 , 	15 , 	37 , 	44 , 	14 , 	11 , 	1 , 	3 , 	3 , 	-   , 	7 , 	10 , 	1 , 	5 , 	1 , 	2 , 	5 , 	1 , 	2 , 	2 , 	2 , 	-   , 	-   , 	2 , 	2 , 	428 ,,,,,,,,,,,
CL, 	9 , 	9 , 	4 , 	2 , 	6 , 	5 , 	12 , 	11 , 	10 , 	9 , 	17 , 	3 , 	16 , 	16 , 	12 , 	5 , 	8 , 	2 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	13 , 	12 , 	14 , 	21 , 	25 , 	7 , 	7 , 	1 , 	2 , 	1 , 	2 , 	2 , 	6 , 	-   , 	3 , 	2 , 	2 , 	2 , 	1 , 	3 , 	2 , 	2 , 	-   , 	-   , 	2 , 	2 , 	287 ,,,,,,,,,,,
SL, 	6 , 	3 , 	4 , 	3 , 	4 , 	3 , 	6 , 	12 , 	8 , 	8 , 	25 , 	13 , 	3 , 	14 , 	13 , 	4 , 	4 , 	5 , 	2 , 	1 , 	1 , 	-   , 	0 , 	3 , 	3 , 	9 , 	11 , 	12 , 	13 , 	7 , 	4 , 	2 , 	3 , 	2 , 	2 , 	4 , 	6 , 	1 , 	2 , 	1 , 	1 , 	6 , 	1 , 	1 , 	1 , 	3 , 	-   , 	-   , 	1 , 	1 , 	237 ,,,,,,,,,,,
BF, 	2 , 	3 , 	1 , 	0 , 	4 , 	3 , 	7 , 	5 , 	8 , 	11 , 	23 , 	16 , 	10 , 	2 , 	8 , 	9 , 	5 , 	6 , 	4 , 	1 , 	1 , 	-   , 	2 , 	1 , 	5 , 	12 , 	9 , 	15 , 	12 , 	6 , 	4 , 	2 , 	3 , 	4 , 	0 , 	4 , 	9 , 	0 , 	1 , 	-   , 	0 , 	4 , 	-   , 	3 , 	1 , 	2 , 	-   , 	-   , 	1 , 	1 , 	225 ,,,,,,,,,,,
HY, 	4 , 	2 , 	-   , 	1 , 	4 , 	2 , 	3 , 	9 , 	5 , 	5 , 	20 , 	7 , 	11 , 	9 , 	1 , 	7 , 	11 , 	10 , 	1 , 	1 , 	0 , 	1 , 	-   , 	2 , 	1 , 	2 , 	3 , 	5 , 	4 , 	3 , 	2 , 	-   , 	2 , 	1 , 	-   , 	1 , 	4 , 	-   , 	1 , 	-   , 	1 , 	0 , 	0 , 	1 , 	1 , 	3 , 	-   , 	-   , 	-   , 	1 , 	147 ,,,,,,,,,,,
SH, 	1 , 	1 , 	1 , 	1 , 	1 , 	2 , 	1 , 	1 , 	2 , 	4 , 	9 , 	5 , 	3 , 	7 , 	10 , 	1 , 	3 , 	6 , 	1 , 	0 , 	-   , 	-   , 	-   , 	-   , 	2 , 	3 , 	3 , 	3 , 	4 , 	2 , 	2 , 	0 , 	1 , 	0 , 	-   , 	2 , 	1 , 	0 , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	-   , 	3 , 	-   , 	-   , 	1 , 	1 , 	91 ,,,,,,,,,,,
UC, 	1 , 	1 , 	1 , 	1 , 	1 , 	2 , 	1 , 	2 , 	2 , 	2 , 	9 , 	9 , 	5 , 	6 , 	5 , 	4 , 	1 , 	10 , 	2 , 	-   , 	0 , 	-   , 	-   , 	1 , 	1 , 	4 , 	3 , 	3 , 	3 , 	3 , 	1 , 	0 , 	0 , 	0 , 	1 , 	1 , 	1 , 	-   , 	-   , 	0 , 	-   , 	1 , 	-   , 	-   , 	1 , 	4 , 	-   , 	-   , 	1 , 	0 , 	91 ,,,,,,,,,,,
FM, 	3 , 	2 , 	-   , 	-   , 	1 , 	0 , 	2 , 	2 , 	1 , 	4 , 	6 , 	3 , 	5 , 	5 , 	12 , 	6 , 	5 , 	2 , 	1 , 	1 , 	-   , 	-   , 	-   , 	0 , 	1 , 	1 , 	1 , 	2 , 	3 , 	1 , 	0 , 	-   , 	1 , 	1 , 	1 , 	3 , 	3 , 	-   , 	1 , 	-   , 	-   , 	1 , 	0 , 	0 , 	0 , 	3 , 	-   , 	-   , 	-   , 	0 , 	81 ,,,,,,,,,,,
CN, 	1 , 	2 , 	2 , 	-   , 	2 , 	1 , 	6 , 	3 , 	5 , 	0 , 	4 , 	0 , 	3 , 	3 , 	1 , 	2 , 	1 , 	1 , 	1 , 	8 , 	16 , 	10 , 	2 , 	3 , 	2 , 	9 , 	4 , 	12 , 	9 , 	3 , 	4 , 	2 , 	1 , 	1 , 	0 , 	-   , 	1 , 	4 , 	11 , 	1 , 	1 , 	3 , 	1 , 	1 , 	1 , 	1 , 	-   , 	-   , 	10 , 	8 , 	161 ,,,,,,,,,,,
PH, 	-   , 	3 , 	1 , 	1 , 	2 , 	1 , 	3 , 	3 , 	5 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	-   , 	-   , 	1 , 	7 , 	2 , 	8 , 	3 , 	3 , 	2 , 	1 , 	4 , 	4 , 	6 , 	3 , 	3 , 	2 , 	1 , 	1 , 	0 , 	0 , 	-   , 	1 , 	2 , 	6 , 	1 , 	1 , 	1 , 	0 , 	-   , 	1 , 	1 , 	-   , 	-   , 	2 , 	2 , 	87 ,,,,,,,,,,,
WC, 	0 , 	2 , 	1 , 	-   , 	-   , 	-   , 	3 , 	2 , 	5 , 	1 , 	3 , 	1 , 	0 , 	1 , 	1 , 	-   , 	1 , 	-   , 	21 , 	8 , 	2 , 	3 , 	2 , 	1 , 	0 , 	4 , 	3 , 	4 , 	4 , 	2 , 	2 , 	0 , 	1 , 	1 , 	1 , 	0 , 	1 , 	2 , 	8 , 	0 , 	1 , 	2 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	3 , 	4 , 	96 ,,,,,,,,,,,
LF, 	1 , 	1 , 	0 , 	-   , 	1 , 	1 , 	4 , 	0 , 	1 , 	-   , 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	11 , 	3 , 	1 , 	0 , 	1 , 	2 , 	0 , 	1 , 	1 , 	-   , 	2 , 	-   , 	-   , 	1 , 	0 , 	1 , 	0 , 	-   , 	1 , 	1 , 	4 , 	-   , 	-   , 	-   , 	-   , 	-   , 	0 , 	-   , 	-   , 	-   , 	1 , 	0 , 	40 ,,,,,,,,,,,
OR, 	1 , 	1 , 	1 , 	-   , 	1 , 	1 , 	0 , 	1 , 	2 , 	-   , 	1 , 	-   , 	-   , 	1 , 	0 , 	0 , 	-   , 	-   , 	2 , 	2 , 	3 , 	1 , 	1 , 	2 , 	0 , 	3 , 	1 , 	2 , 	1 , 	1 , 	-   , 	0 , 	0 , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	29 ,,,,,,,,,,,
RR, 	0 , 	3 , 	2 , 	-   , 	1 , 	0 , 	4 , 	5 , 	5 , 	2 , 	4 , 	1 , 	3 , 	2 , 	1 , 	-   , 	0 , 	-   , 	4 , 	3 , 	3 , 	2 , 	5 , 	2 , 	3 , 	6 , 	3 , 	5 , 	6 , 	3 , 	2 , 	2 , 	1 , 	1 , 	1 , 	0 , 	0 , 	-   , 	1 , 	1 , 	-   , 	1 , 	1 , 	-   , 	0 , 	-   , 	-   , 	-   , 	1 , 	2 , 	88 ,,,,,,,,,,,
OW, 	3 , 	2 , 	1 , 	1 , 	3 , 	1 , 	7 , 	5 , 	8 , 	2 , 	10 , 	9 , 	4 , 	5 , 	1 , 	2 , 	2 , 	-   , 	3 , 	1 , 	0 , 	0 , 	-   , 	3 , 	3 , 	30 , 	9 , 	38 , 	33 , 	19 , 	7 , 	3 , 	3 , 	5 , 	2 , 	1 , 	2 , 	-   , 	2 , 	1 , 	2 , 	4 , 	2 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	236 ,,,,,,,,,,,
EM, 	13 , 	17 , 	4 , 	5 , 	9 , 	4 , 	12 , 	14 , 	14 , 	10 , 	21 , 	9 , 	8 , 	10 , 	3 , 	3 , 	4 , 	2 , 	7 , 	6 , 	4 , 	2 , 	3 , 	7 , 	27 , 	5 , 	2 , 	5 , 	5 , 	6 , 	9 , 	5 , 	9 , 	6 , 	6 , 	1 , 	3 , 	4 , 	7 , 	2 , 	1 , 	3 , 	1 , 	1 , 	2 , 	1 , 	-   , 	-   , 	3 , 	3 , 	302 ,,,,,,,,,,,
MT, 	18 , 	15 , 	4 , 	2 , 	5 , 	2 , 	6 , 	10 , 	14 , 	16 , 	51 , 	24 , 	23 , 	21 , 	7 , 	3 , 	3 , 	3 , 	6 , 	4 , 	4 , 	1 , 	2 , 	1 , 	27 , 	3 , 	2 , 	6 , 	4 , 	11 , 	14 , 	8 , 	21 , 	15 , 	2 , 	7 , 	8 , 	2 , 	7 , 	1 , 	1 , 	6 , 	2 , 	2 , 	2 , 	2 , 	-   , 	-   , 	3 , 	5 , 	398 ,,,,,,,,,,,
PL, 	18 , 	19 , 	7 , 	2 , 	8 , 	7 , 	16 , 	9 , 	28 , 	6 , 	17 , 	10 , 	7 , 	7 , 	6 , 	1 , 	1 , 	2 , 	13 , 	6 , 	6 , 	-   , 	1 , 	2 , 	24 , 	6 , 	2 , 	9 , 	5 , 	33 , 	32 , 	19 , 	36 , 	35 , 	9 , 	1 , 	4 , 	2 , 	7 , 	4 , 	10 , 	11 , 	3 , 	1 , 	1 , 	1 , 	-   , 	-   , 	2 , 	7 , 	456 ,,,,,,,,,,,
CC, 	19 , 	17 , 	2 , 	4 , 	12 , 	7 , 	19 , 	16 , 	27 , 	7 , 	34 , 	17 , 	8 , 	5 , 	4 , 	3 , 	1 , 	2 , 	5 , 	4 , 	5 , 	1 , 	1 , 	4 , 	31 , 	5 , 	3 , 	7 , 	14 , 	34 , 	32 , 	20 , 	37 , 	27 , 	9 , 	2 , 	3 , 	1 , 	6 , 	6 , 	8 , 	12 , 	6 , 	0 , 	1 , 	1 , 	-   , 	-   , 	4 , 	7 , 	492 ,,,,,,,,,,,
16, 	11 , 	11 , 	3 , 	3 , 	5 , 	4 , 	7 , 	6 , 	11 , 	5 , 	12 , 	8 , 	6 , 	4 , 	1 , 	2 , 	3 , 	2 , 	5 , 	4 , 	1 , 	1 , 	3 , 	2 , 	18 , 	4 , 	10 , 	32 , 	39 , 	9 , 	8 , 	9 , 	34 , 	30 , 	8 , 	1 , 	2 , 	1 , 	5 , 	7 , 	7 , 	6 , 	3 , 	-   , 	1 , 	0 , 	-   , 	-   , 	2 , 	4 , 	351 ,,,,,,,,,,,
24, 	8 , 	7 , 	2 , 	1 , 	2 , 	3 , 	6 , 	5 , 	8 , 	3 , 	11 , 	5 , 	2 , 	3 , 	2 , 	2 , 	2 , 	1 , 	5 , 	2 , 	3 , 	0 , 	-   , 	5 , 	13 , 	10 , 	11 , 	46 , 	46 , 	7 , 	8 , 	7 , 	20 , 	21 , 	10 , 	-   , 	1 , 	1 , 	6 , 	7 , 	7 , 	5 , 	4 , 	0 , 	1 , 	1 , 	-   , 	-   , 	1 , 	1 , 	313 ,,,,,,,,,,,
GP, 	5 , 	7 , 	1 , 	-   , 	2 , 	0 , 	3 , 	2 , 	4 , 	0 , 	2 , 	1 , 	1 , 	2 , 	1 , 	-   , 	1 , 	0 , 	2 , 	0 , 	1 , 	0 , 	-   , 	2 , 	3 , 	6 , 	5 , 	25 , 	16 , 	7 , 	7 , 	4 , 	5 , 	4 , 	5 , 	-   , 	1 , 	-   , 	2 , 	1 , 	3 , 	3 , 	3 , 	0 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	134 ,,,,,,,,,,,
BP, 	2 , 	5 , 	1 , 	-   , 	1 , 	1 , 	3 , 	1 , 	3 , 	2 , 	3 , 	3 , 	4 , 	5 , 	-   , 	1 , 	-   , 	0 , 	1 , 	1 , 	2 , 	-   , 	-   , 	1 , 	5 , 	8 , 	13 , 	58 , 	38 , 	33 , 	21 , 	5 , 	4 , 	8 , 	3 , 	1 , 	2 , 	-   , 	2 , 	4 , 	5 , 	11 , 	3 , 	1 , 	0 , 	1 , 	-   , 	-   , 	-   , 	1 , 	262 ,,,,,,,,,,,
DC, 	3 , 	1 , 	1 , 	1 , 	1 , 	-   , 	2 , 	3 , 	4 , 	3 , 	5 , 	1 , 	2 , 	2 , 	1 , 	0 , 	1 , 	-   , 	0 , 	1 , 	1 , 	0 , 	0 , 	0 , 	4 , 	9 , 	7 , 	41 , 	31 , 	23 , 	20 , 	4 , 	6 , 	3 , 	3 , 	0 , 	1 , 	1 , 	3 , 	2 , 	5 , 	16 , 	6 , 	-   , 	1 , 	0 , 	-   , 	-   , 	1 , 	3 , 	219 ,,,,,,,,,,,
CM, 	1 , 	2 , 	0 , 	-   , 	0 , 	0 , 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	1 , 	1 , 	1 , 	-   , 	0 , 	1 , 	-   , 	1 , 	2 , 	3 , 	1 , 	12 , 	8 , 	11 , 	13 , 	4 , 	2 , 	2 , 	0 , 	-   , 	0 , 	1 , 	2 , 	1 , 	3 , 	16 , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	0 , 	1 , 	97 ,,,,,,,,,,,
CV, 	-   , 	0 , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	1 , 	2 , 	7 , 	4 , 	6 , 	6 , 	1 , 	0 , 	2 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	0 , 	0 , 	2 , 	6 , 	4 , 	2 , 	1 , 	-   , 	0 , 	1 , 	1 , 	-   , 	2 , 	9 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	8 , 	-   , 	0 , 	-   , 	-   , 	-   , 	0 , 	70 ,,,,,,,,,,,
ED, 	1 , 	1 , 	0 , 	-   , 	1 , 	0 , 	2 , 	0 , 	2 , 	2 , 	9 , 	3 , 	5 , 	9 , 	4 , 	3 , 	2 , 	4 , 	-   , 	1 , 	1 , 	0 , 	-   , 	0 , 	3 , 	4 , 	2 , 	4 , 	4 , 	1 , 	1 , 	1 , 	2 , 	1 , 	1 , 	7 , 	1 , 	0 , 	-   , 	-   , 	-   , 	2 , 	1 , 	2 , 	1 , 	2 , 	-   , 	-   , 	0 , 	1 , 	87 ,,,,,,,,,,,
NC, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	1 , 	0 , 	0 , 	0 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	3 , 	2 , 	2 , 	0 , 	-   , 	0 , 	-   , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	-   , 	0 , 	1 , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	2 , 	1 , 	0 , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	27 ,,,,,,,,,,,
WP, 	0 , 	2 , 	1 , 	2 , 	2 , 	1 , 	3 , 	4 , 	2 , 	1 , 	4 , 	1 , 	2 , 	0 , 	-   , 	2 , 	1 , 	1 , 	13 , 	6 , 	4 , 	4 , 	1 , 	3 , 	4 , 	6 , 	6 , 	11 , 	6 , 	3 , 	5 , 	2 , 	3 , 	2 , 	1 , 	-   , 	0 , 	3 , 	1 , 	1 , 	1 , 	4 , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	2 , 	3 , 	117 ,,,,,,,,,,,
SS, 	2 , 	1 , 	1 , 	-   , 	1 , 	-   , 	1 , 	2 , 	-   , 	0 , 	1 , 	0 , 	1 , 	0 , 	-   , 	-   , 	0 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	0 , 	1 , 	4 , 	1 , 	7 , 	6 , 	6 , 	6 , 	1 , 	3 , 	2 , 	2 , 	-   , 	-   , 	0 , 	2 , 	0 , 	2 , 	2 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	56 ,,,,,,,,,,,
SB, 	2 , 	1 , 	0 , 	-   , 	1 , 	1 , 	1 , 	-   , 	2 , 	1 , 	0 , 	1 , 	1 , 	1 , 	1 , 	2 , 	0 , 	-   , 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	1 , 	2 , 	4 , 	7 , 	7 , 	7 , 	7 , 	2 , 	4 , 	5 , 	3 , 	-   , 	-   , 	-   , 	1 , 	5 , 	2 , 	4 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	1 , 	1 , 	80 ,,,,,,,,,,,
SO, 	4 , 	4 , 	0 , 	1 , 	2 , 	-   , 	5 , 	2 , 	3 , 	1 , 	0 , 	2 , 	4 , 	4 , 	-   , 	0 , 	1 , 	-   , 	4 , 	1 , 	-   , 	0 , 	1 , 	-   , 	5 , 	1 , 	3 , 	11 , 	9 , 	4 , 	3 , 	2 , 	9 , 	17 , 	11 , 	0 , 	2 , 	2 , 	9 , 	4 , 	2 , 	2 , 	8 , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	8 , 	148 ,,,,,,,,,,,
MB, 	0 , 	1 , 	-   , 	-   , 	1 , 	0 , 	-   , 	1 , 	2 , 	0 , 	2 , 	1 , 	1 , 	1 , 	-   , 	-   , 	0 , 	-   , 	1 , 	1 , 	0 , 	-   , 	-   , 	0 , 	1 , 	1 , 	2 , 	4 , 	5 , 	2 , 	3 , 	1 , 	3 , 	5 , 	2 , 	-   , 	1 , 	-   , 	-   , 	2 , 	1 , 	5 , 	1 , 	0 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	48 ,,,,,,,,,,,
WD, 	-   , 	-   , 	0 , 	-   , 	0 , 	1 , 	1 , 	0 , 	0 , 	3 , 	2 , 	4 , 	1 , 	4 , 	3 , 	0 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	-   , 	0 , 	-   , 	-   , 	-   , 	7 , 	3 , 	-   , 	1 , 	-   , 	-   , 	1 , 	1 , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	37 ,,,,,,,,,,,
OA, 	-   , 	1 , 	-   , 	0 , 	0 , 	1 , 	1 , 	0 , 	1 , 	0 , 	1 , 	1 , 	0 , 	-   , 	-   , 	0 , 	1 , 	-   , 	0 , 	2 , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	0 , 	2 , 	1 , 	0 , 	1 , 	-   , 	1 , 	-   , 	-   , 	0 , 	1 , 	-   , 	1 , 	-   , 	-   , 	2 , 	-   , 	0 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	20 ,,,,,,,,,,,
WS, 	1 , 	2 , 	-   , 	2 , 	1 , 	1 , 	1 , 	0 , 	2 , 	0 , 	3 , 	3 , 	3 , 	3 , 	3 , 	3 , 	5 , 	2 , 	1 , 	0 , 	1 , 	-   , 	1 , 	-   , 	0 , 	0 , 	1 , 	1 , 	2 , 	0 , 	2 , 	0 , 	1 , 	1 , 	0 , 	1 , 	1 , 	0 , 	1 , 	-   , 	0 , 	0 , 	-   , 	1 , 	0 , 	1 , 	-   , 	-   , 	1 , 	0 , 	51 ,,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	2 , 	1 , 	-   , 	-   , 	-   , 	-   , 	5 , 	2 , 	1 , 	1 , 	2 , 	2 , 	1 , 	1 , 	-   , 	0 , 	0 , 	-   , 	11 , 	2 , 	3 , 	1 , 	1 , 	1 , 	1 , 	4 , 	4 , 	5 , 	3 , 	1 , 	1 , 	-   , 	1 , 	1 , 	1 , 	-   , 	-   , 	0 , 	2 , 	1 , 	0 , 	2 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	0 , 	3 , 	64 ,,,,,,,,,,,
AN, 	2 , 	3 , 	1 , 	-   , 	2 , 	1 , 	4 , 	3 , 	3 , 	1 , 	2 , 	2 , 	1 , 	2 , 	2 , 	1 , 	-   , 	1 , 	9 , 	4 , 	4 , 	1 , 	1 , 	4 , 	2 , 	4 , 	3 , 	9 , 	6 , 	5 , 	2 , 	2 , 	2 , 	2 , 	1 , 	-   , 	0 , 	1 , 	5 , 	2 , 	2 , 	4 , 	1 , 	-   , 	1 , 	1 , 	-   , 	-   , 	2 , 	2 , 	105 ,,,,,,,,,,,
