Exit stations,Entry stations->,,WEEKDAY,,,Apr 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	6 , 	26 , 	17 , 	18 , 	39 , 	19 , 	30 , 	16 , 	26 , 	8 , 	22 , 	22 , 	9 , 	3 , 	5 , 	6 , 	3 , 	5 , 	6 , 	1 , 	3 , 	0 , 	1 , 	2 , 	8 , 	52 , 	51 , 	65 , 	72 , 	37 , 	34 , 	12 , 	9 , 	6 , 	1 , 	1 , 	2 , 	2 , 	4 , 	3 , 	6 , 	5 , 	4 , 	1 , 	1 , 	2 , 	-   , 	-   , 	4 , 	2 , 	678 ,,,,,,,,,,,,,
EN, 	26 , 	6 , 	14 , 	12 , 	58 , 	26 , 	38 , 	27 , 	35 , 	13 , 	25 , 	22 , 	11 , 	10 , 	5 , 	7 , 	4 , 	9 , 	3 , 	3 , 	6 , 	1 , 	2 , 	3 , 	10 , 	76 , 	68 , 	86 , 	98 , 	40 , 	29 , 	11 , 	15 , 	9 , 	3 , 	1 , 	3 , 	2 , 	3 , 	7 , 	6 , 	11 , 	5 , 	2 , 	2 , 	3 , 	-   , 	-   , 	2 , 	3 , 	858 ,,,,,,,,,,,,,
EP, 	18 , 	14 , 	3 , 	6 , 	35 , 	10 , 	15 , 	14 , 	18 , 	3 , 	9 , 	6 , 	5 , 	4 , 	2 , 	2 , 	4 , 	1 , 	2 , 	1 , 	1 , 	0 , 	0 , 	2 , 	3 , 	16 , 	16 , 	18 , 	20 , 	12 , 	5 , 	2 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	2 , 	0 , 	1 , 	3 , 	2 , 	0 , 	0 , 	1 , 	-   , 	-   , 	1 , 	1 , 	283 ,,,,,,,,,,,,,
NB, 	16 , 	13 , 	7 , 	1 , 	7 , 	4 , 	6 , 	8 , 	7 , 	5 , 	15 , 	5 , 	5 , 	3 , 	2 , 	1 , 	1 , 	2 , 	1 , 	2 , 	1 , 	0 , 	1 , 	1 , 	2 , 	8 , 	9 , 	9 , 	13 , 	5 , 	4 , 	1 , 	2 , 	2 , 	1 , 	2 , 	1 , 	0 , 	3 , 	0 , 	1 , 	1 , 	0 , 	0 , 	0 , 	1 , 	-   , 	-   , 	0 , 	0 , 	175 ,,,,,,,,,,,,,
BK, 	47 , 	61 , 	36 , 	8 , 	7 , 	24 , 	27 , 	23 , 	41 , 	10 , 	28 , 	19 , 	13 , 	9 , 	8 , 	5 , 	3 , 	2 , 	3 , 	2 , 	2 , 	2 , 	1 , 	2 , 	7 , 	17 , 	14 , 	16 , 	31 , 	9 , 	8 , 	2 , 	4 , 	4 , 	2 , 	1 , 	3 , 	1 , 	4 , 	0 , 	2 , 	2 , 	2 , 	1 , 	1 , 	3 , 	-   , 	-   , 	2 , 	4 , 	522 ,,,,,,,,,,,,,
AS, 	17 , 	25 , 	10 , 	4 , 	18 , 	2 , 	12 , 	13 , 	17 , 	4 , 	16 , 	12 , 	9 , 	5 , 	5 , 	4 , 	5 , 	1 , 	4 , 	1 , 	2 , 	0 , 	1 , 	1 , 	6 , 	16 , 	15 , 	19 , 	22 , 	10 , 	7 , 	2 , 	4 , 	0 , 	0 , 	1 , 	1 , 	1 , 	2 , 	0 , 	4 , 	1 , 	1 , 	0 , 	0 , 	1 , 	-   , 	-   , 	1 , 	2 , 	306 ,,,,,,,,,,,,,
MA, 	33 , 	39 , 	15 , 	7 , 	21 , 	13 , 	7 , 	14 , 	25 , 	7 , 	30 , 	26 , 	17 , 	18 , 	11 , 	9 , 	8 , 	7 , 	16 , 	10 , 	12 , 	5 , 	3 , 	5 , 	12 , 	36 , 	28 , 	41 , 	60 , 	22 , 	15 , 	10 , 	4 , 	8 , 	3 , 	3 , 	8 , 	5 , 	22 , 	2 , 	3 , 	5 , 	2 , 	3 , 	1 , 	5 , 	-   , 	-   , 	12 , 	18 , 	685 ,,,,,,,,,,,,,
19, 	19 , 	29 , 	12 , 	6 , 	19 , 	14 , 	13 , 	4 , 	5 , 	2 , 	17 , 	27 , 	21 , 	19 , 	13 , 	9 , 	7 , 	4 , 	14 , 	12 , 	8 , 	3 , 	2 , 	6 , 	9 , 	31 , 	29 , 	41 , 	43 , 	20 , 	10 , 	7 , 	6 , 	6 , 	4 , 	2 , 	5 , 	6 , 	13 , 	5 , 	4 , 	2 , 	2 , 	2 , 	1 , 	6 , 	-   , 	-   , 	4 , 	12 , 	553 ,,,,,,,,,,,,,
12, 	27 , 	39 , 	15 , 	6 , 	31 , 	15 , 	19 , 	5 , 	7 , 	4 , 	26 , 	25 , 	31 , 	26 , 	19 , 	8 , 	12 , 	10 , 	17 , 	19 , 	10 , 	2 , 	2 , 	5 , 	19 , 	37 , 	33 , 	58 , 	60 , 	27 , 	20 , 	10 , 	15 , 	14 , 	7 , 	2 , 	5 , 	3 , 	17 , 	5 , 	4 , 	5 , 	3 , 	1 , 	1 , 	6 , 	-   , 	-   , 	6 , 	13 , 	748 ,,,,,,,,,,,,,
LM, 	8 , 	10 , 	2 , 	4 , 	7 , 	5 , 	5 , 	3 , 	4 , 	3 , 	31 , 	40 , 	30 , 	29 , 	20 , 	14 , 	10 , 	11 , 	3 , 	3 , 	3 , 	0 , 	1 , 	2 , 	9 , 	28 , 	28 , 	45 , 	52 , 	15 , 	14 , 	4 , 	5 , 	5 , 	1 , 	10 , 	21 , 	1 , 	3 , 	1 , 	1 , 	2 , 	0 , 	6 , 	1 , 	5 , 	-   , 	-   , 	2 , 	3 , 	509 ,,,,,,,,,,,,,
FV, 	24 , 	22 , 	8 , 	13 , 	26 , 	19 , 	27 , 	21 , 	30 , 	25 , 	7 , 	54 , 	63 , 	50 , 	41 , 	24 , 	18 , 	19 , 	7 , 	6 , 	5 , 	3 , 	3 , 	10 , 	28 , 	64 , 	63 , 	97 , 	131 , 	42 , 	37 , 	9 , 	13 , 	11 , 	2 , 	16 , 	32 , 	1 , 	3 , 	1 , 	4 , 	4 , 	2 , 	7 , 	2 , 	11 , 	-   , 	-   , 	3 , 	3 ," 	1,111 ",,,,,,,,,,,,,
CL, 	23 , 	22 , 	7 , 	4 , 	17 , 	12 , 	30 , 	29 , 	41 , 	28 , 	52 , 	6 , 	36 , 	38 , 	32 , 	23 , 	13 , 	11 , 	4 , 	3 , 	3 , 	1 , 	1 , 	4 , 	28 , 	41 , 	49 , 	44 , 	66 , 	30 , 	21 , 	8 , 	9 , 	8 , 	2 , 	10 , 	18 , 	3 , 	5 , 	5 , 	3 , 	4 , 	3 , 	6 , 	2 , 	8 , 	-   , 	-   , 	3 , 	7 , 	823 ,,,,,,,,,,,,,
SL, 	8 , 	12 , 	5 , 	5 , 	11 , 	12 , 	20 , 	23 , 	37 , 	27 , 	67 , 	40 , 	2 , 	24 , 	29 , 	28 , 	15 , 	13 , 	2 , 	1 , 	1 , 	1 , 	1 , 	3 , 	13 , 	42 , 	53 , 	50 , 	59 , 	21 , 	11 , 	5 , 	6 , 	6 , 	0 , 	12 , 	20 , 	0 , 	2 , 	2 , 	2 , 	7 , 	1 , 	6 , 	0 , 	8 , 	-   , 	-   , 	3 , 	5 , 	723 ,,,,,,,,,,,,,
BF, 	4 , 	9 , 	2 , 	4 , 	7 , 	6 , 	18 , 	19 , 	34 , 	27 , 	43 , 	36 , 	25 , 	4 , 	18 , 	19 , 	15 , 	19 , 	4 , 	1 , 	2 , 	1 , 	1 , 	3 , 	10 , 	32 , 	37 , 	45 , 	63 , 	19 , 	12 , 	6 , 	7 , 	6 , 	2 , 	10 , 	25 , 	1 , 	1 , 	2 , 	1 , 	4 , 	1 , 	6 , 	1 , 	8 , 	-   , 	-   , 	1 , 	3 , 	624 ,,,,,,,,,,,,,
HY, 	5 , 	6 , 	2 , 	3 , 	7 , 	5 , 	14 , 	13 , 	20 , 	17 , 	41 , 	30 , 	35 , 	21 , 	3 , 	20 , 	27 , 	29 , 	3 , 	1 , 	2 , 	1 , 	1 , 	2 , 	7 , 	23 , 	15 , 	21 , 	34 , 	9 , 	8 , 	6 , 	3 , 	4 , 	1 , 	3 , 	16 , 	1 , 	1 , 	1 , 	3 , 	3 , 	2 , 	4 , 	0 , 	12 , 	-   , 	-   , 	2 , 	3 , 	489 ,,,,,,,,,,,,,
SH, 	5 , 	7 , 	2 , 	1 , 	5 , 	2 , 	10 , 	8 , 	7 , 	15 , 	22 , 	22 , 	20 , 	18 , 	12 , 	3 , 	12 , 	18 , 	2 , 	1 , 	2 , 	0 , 	0 , 	1 , 	6 , 	17 , 	20 , 	19 , 	28 , 	7 , 	7 , 	2 , 	2 , 	2 , 	2 , 	6 , 	4 , 	0 , 	2 , 	2 , 	2 , 	2 , 	1 , 	5 , 	1 , 	12 , 	-   , 	-   , 	1 , 	1 , 	345 ,,,,,,,,,,,,,
UC, 	3 , 	5 , 	3 , 	1 , 	3 , 	4 , 	8 , 	6 , 	15 , 	9 , 	21 , 	14 , 	15 , 	19 , 	24 , 	10 , 	2 , 	18 , 	3 , 	1 , 	1 , 	0 , 	0 , 	1 , 	2 , 	10 , 	15 , 	11 , 	22 , 	7 , 	8 , 	1 , 	1 , 	2 , 	2 , 	2 , 	9 , 	0 , 	1 , 	1 , 	0 , 	1 , 	0 , 	4 , 	1 , 	12 , 	-   , 	-   , 	1 , 	1 , 	298 ,,,,,,,,,,,,,
FM, 	6 , 	7 , 	1 , 	2 , 	1 , 	1 , 	7 , 	6 , 	10 , 	10 , 	20 , 	12 , 	15 , 	17 , 	29 , 	17 , 	61 , 	2 , 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	2 , 	8 , 	12 , 	14 , 	16 , 	6 , 	4 , 	3 , 	1 , 	2 , 	1 , 	3 , 	7 , 	0 , 	1 , 	0 , 	0 , 	1 , 	1 , 	1 , 	1 , 	15 , 	-   , 	-   , 	1 , 	1 , 	328 ,,,,,,,,,,,,,
CN, 	7 , 	4 , 	2 , 	2 , 	4 , 	3 , 	16 , 	13 , 	17 , 	3 , 	8 , 	5 , 	3 , 	4 , 	3 , 	2 , 	2 , 	1 , 	4 , 	16 , 	28 , 	16 , 	6 , 	6 , 	7 , 	31 , 	36 , 	36 , 	50 , 	13 , 	13 , 	7 , 	6 , 	5 , 	2 , 	0 , 	1 , 	13 , 	32 , 	2 , 	4 , 	10 , 	3 , 	1 , 	1 , 	2 , 	-   , 	-   , 	18 , 	17 , 	484 ,,,,,,,,,,,,,
PH, 	2 , 	4 , 	2 , 	2 , 	2 , 	1 , 	13 , 	13 , 	18 , 	3 , 	4 , 	3 , 	1 , 	1 , 	1 , 	0 , 	2 , 	1 , 	16 , 	3 , 	9 , 	5 , 	6 , 	7 , 	3 , 	24 , 	25 , 	21 , 	37 , 	10 , 	5 , 	3 , 	3 , 	4 , 	1 , 	0 , 	1 , 	6 , 	13 , 	2 , 	3 , 	4 , 	0 , 	-   , 	1 , 	1 , 	-   , 	-   , 	6 , 	6 , 	297 ,,,,,,,,,,,,,
