Exit stations,Entry stations->,,SATURDAY,,,May 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	66 , 	84 , 	40 , 	196 , 	76 , 	68 , 	37 , 	51 , 	16 , 	70 , 	63 , 	19 , 	24 , 	17 , 	10 , 	8 , 	17 , 	18 , 	8 , 	8 , 	5 , 	7 , 	14 , 	15 , 	112 , 	65 , 	218 , 	103 , 	74 , 	95 , 	18 , 	37 , 	20 , 	5 , 	4 , 	12 , 	4 , 	26 , 	8 , 	10 , 	19 , 	10 ," 	1,781 ",,,Eastbay," 	36,642 ",,SF CBD," 	106,501 ",61.8%,,,
EN, 	81 , 	11 , 	71 , 	60 , 	382 , 	107 , 	121 , 	69 , 	132 , 	26 , 	103 , 	121 , 	32 , 	51 , 	41 , 	19 , 	22 , 	47 , 	23 , 	12 , 	24 , 	8 , 	8 , 	19 , 	33 , 	288 , 	186 , 	591 , 	210 , 	83 , 	119 , 	33 , 	67 , 	52 , 	20 , 	7 , 	19 , 	5 , 	34 , 	13 , 	11 , 	55 , 	21 ," 	3,437 ",,,Westbay," 	58,623 ",,non-CBD," 	60,732 ",35.2%,,,
EP, 	93 , 	71 , 	8 , 	52 , 	370 , 	71 , 	61 , 	58 , 	98 , 	24 , 	41 , 	51 , 	14 , 	16 , 	17 , 	8 , 	8 , 	24 , 	12 , 	11 , 	14 , 	7 , 	7 , 	21 , 	10 , 	170 , 	119 , 	343 , 	144 , 	47 , 	39 , 	11 , 	17 , 	17 , 	3 , 	4 , 	14 , 	2 , 	8 , 	3 , 	5 , 	43 , 	9 ," 	2,163 ",,,Transbay," 	77,075 ",,,,,,,
NB, 	44 , 	61 , 	50 , 	6 , 	117 , 	48 , 	56 , 	53 , 	85 , 	31 , 	56 , 	57 , 	14 , 	17 , 	13 , 	7 , 	12 , 	25 , 	12 , 	13 , 	13 , 	6 , 	5 , 	12 , 	8 , 	237 , 	182 , 	423 , 	237 , 	104 , 	101 , 	23 , 	23 , 	21 , 	4 , 	7 , 	12 , 	2 , 	10 , 	8 , 	4 , 	48 , 	20 ," 	2,284 ",,,,,,,,,,,
BK, 	199 , 	367 , 	367 , 	124 , 	21 , 	226 , 	239 , 	202 , 	252 , 	119 , 	148 , 	159 , 	79 , 	81 , 	67 , 	31 , 	62 , 	182 , 	51 , 	59 , 	80 , 	57 , 	30 , 	39 , 	49 , 	432 , 	317 ," 	1,030 ", 	447 , 	210 , 	178 , 	72 , 	56 , 	79 , 	16 , 	32 , 	84 , 	11 , 	33 , 	13 , 	16 , 	137 , 	75 ," 	6,528 ",,,,,,,,,,,
AS, 	85 , 	102 , 	69 , 	44 , 	181 , 	6 , 	89 , 	93 , 	99 , 	41 , 	99 , 	76 , 	27 , 	34 , 	28 , 	9 , 	16 , 	30 , 	12 , 	8 , 	15 , 	7 , 	4 , 	17 , 	35 , 	162 , 	130 , 	293 , 	207 , 	134 , 	103 , 	23 , 	15 , 	20 , 	3 , 	6 , 	20 , 	3 , 	22 , 	3 , 	5 , 	40 , 	19 ," 	2,434 ",,,,,,,,,,,
MA, 	78 , 	116 , 	63 , 	50 , 	209 , 	93 , 	11 , 	62 , 	78 , 	39 , 	103 , 	126 , 	41 , 	68 , 	51 , 	17 , 	22 , 	39 , 	43 , 	30 , 	42 , 	15 , 	16 , 	33 , 	53 , 	321 , 	249 , 	607 , 	374 , 	217 , 	144 , 	36 , 	45 , 	30 , 	5 , 	10 , 	20 , 	15 , 	77 , 	6 , 	7 , 	61 , 	18 ," 	3,739 ",,,,,,,,,,,
19, 	34 , 	67 , 	58 , 	55 , 	183 , 	98 , 	62 , 	5 , 	21 , 	17 , 	62 , 	69 , 	36 , 	49 , 	39 , 	16 , 	25 , 	46 , 	29 , 	27 , 	40 , 	22 , 	18 , 	60 , 	31 , 	200 , 	141 , 	377 , 	266 , 	150 , 	103 , 	30 , 	33 , 	25 , 	4 , 	7 , 	25 , 	6 , 	32 , 	7 , 	7 , 	27 , 	17 ," 	2,628 ",,,,,,,,,,,
12, 	59 , 	122 , 	91 , 	78 , 	208 , 	97 , 	79 , 	16 , 	9 , 	15 , 	90 , 	124 , 	82 , 	111 , 	66 , 	28 , 	47 , 	85 , 	57 , 	42 , 	62 , 	26 , 	29 , 	61 , 	61 , 	238 , 	204 , 	559 , 	263 , 	100 , 	85 , 	44 , 	51 , 	39 , 	19 , 	8 , 	33 , 	11 , 	60 , 	10 , 	13 , 	61 , 	22 ," 	3,565 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	11 , 	28 , 	27 , 	34 , 	115 , 	43 , 	37 , 	15 , 	11 , 	6 , 	69 , 	116 , 	109 , 	108 , 	49 , 	28 , 	46 , 	63 , 	9 , 	5 , 	13 , 	7 , 	8 , 	16 , 	25 , 	232 , 	176 , 	530 , 	226 , 	102 , 	87 , 	24 , 	35 , 	34 , 	7 , 	49 , 	76 , 	4 , 	12 , 	6 , 	7 , 	19 , 	18 ," 	2,642 ",,,Dtwn SF," 	2,648 "," 	6,843 "," 	17,590 "," 	6,831 "," 	7,519 "," 	8,793 "," 	5,116 "," 	55,341 "
