Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Oct 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	9 , 	59 , 	63 , 	39 , 	134 , 	67 , 	59 , 	22 , 	51 , 	26 , 	77 , 	101 , 	16 , 	17 , 	16 , 	8 , 	8 , 	20 , 	16 , 	5 , 	5 , 	5 , 	1 , 	6 , 	13 , 	49 , 	44 , 	146 , 	79 , 	55 , 	70 , 	12 , 	34 , 	15 , 	5 , 	2 , 	8 , 	3 , 	21 , 	7 , 	4 , 	16 , 	10 ," 	1,425 ",,,Eastbay," 	34,467 ",,SF CBD," 	62,343 ",56.2%,,,
EN, 	71 , 	12 , 	44 , 	39 , 	209 , 	79 , 	67 , 	41 , 	97 , 	27 , 	74 , 	327 , 	15 , 	19 , 	23 , 	11 , 	14 , 	34 , 	13 , 	6 , 	13 , 	3 , 	6 , 	12 , 	12 , 	108 , 	106 , 	276 , 	146 , 	56 , 	59 , 	17 , 	44 , 	26 , 	15 , 	4 , 	12 , 	3 , 	23 , 	4 , 	5 , 	43 , 	12 ," 	2,230 ",,,Westbay," 	33,337 ",,non-CBD," 	51,001 ",46.0%,,,
EP, 	68 , 	41 , 	3 , 	29 , 	203 , 	46 , 	36 , 	23 , 	54 , 	24 , 	37 , 	128 , 	9 , 	9 , 	4 , 	6 , 	6 , 	21 , 	7 , 	5 , 	13 , 	6 , 	3 , 	10 , 	5 , 	72 , 	66 , 	164 , 	141 , 	44 , 	22 , 	9 , 	8 , 	10 , 	3 , 	1 , 	7 , 	1 , 	4 , 	2 , 	1 , 	34 , 	9 ," 	1,394 ",,,Transbay," 	49,012 ",,,,,,,
NB, 	36 , 	30 , 	30 , 	4 , 	55 , 	34 , 	35 , 	25 , 	48 , 	21 , 	55 , 	103 , 	6 , 	9 , 	7 , 	5 , 	7 , 	17 , 	9 , 	5 , 	5 , 	4 , 	5 , 	8 , 	2 , 	96 , 	82 , 	184 , 	187 , 	76 , 	39 , 	10 , 	7 , 	10 , 	2 , 	2 , 	6 , 	2 , 	6 , 	1 , 	2 , 	47 , 	8 ," 	1,331 ",,,SFO Ext," 	10,488 ",,,,,,,
BK, 	171 , 	194 , 	210 , 	54 , 	40 , 	131 , 	112 , 	114 , 	171 , 	83 , 	125 , 	296 , 	46 , 	44 , 	45 , 	21 , 	36 , 	191 , 	30 , 	32 , 	45 , 	21 , 	16 , 	17 , 	22 , 	243 , 	181 , 	558 , 	456 , 	359 , 	99 , 	41 , 	33 , 	42 , 	9 , 	11 , 	44 , 	5 , 	15 , 	4 , 	5 , 	100 , 	65 ," 	4,537 ",,,Extensions," 	13,796 ",,,,,,,
AS, 	75 , 	70 , 	49 , 	37 , 	120 , 	11 , 	68 , 	48 , 	66 , 	36 , 	94 , 	116 , 	21 , 	20 , 	15 , 	12 , 	17 , 	23 , 	6 , 	4 , 	9 , 	4 , 	3 , 	6 , 	23 , 	93 , 	80 , 	185 , 	186 , 	106 , 	70 , 	15 , 	12 , 	10 , 	2 , 	5 , 	11 , 	2 , 	10 , 	1 , 	2 , 	31 , 	9 ," 	1,784 ",,,,,,,,,,,
MA, 	62 , 	62 , 	30 , 	31 , 	113 , 	59 , 	8 , 	26 , 	43 , 	27 , 	95 , 	178 , 	27 , 	41 , 	28 , 	19 , 	19 , 	23 , 	27 , 	14 , 	19 , 	9 , 	7 , 	22 , 	29 , 	143 , 	133 , 	292 , 	245 , 	144 , 	80 , 	21 , 	21 , 	16 , 	5 , 	5 , 	12 , 	7 , 	48 , 	3 , 	3 , 	48 , 	10 ," 	2,255 ",,,,,,,,,,,
19, 	27 , 	39 , 	26 , 	29 , 	113 , 	50 , 	27 , 	4 , 	18 , 	12 , 	60 , 	90 , 	24 , 	30 , 	19 , 	7 , 	13 , 	20 , 	17 , 	9 , 	16 , 	6 , 	5 , 	27 , 	17 , 	80 , 	80 , 	182 , 	148 , 	75 , 	57 , 	12 , 	11 , 	14 , 	4 , 	3 , 	10 , 	2 , 	19 , 	3 , 	1 , 	26 , 	7 ," 	1,441 ",,,,,,,,,,,
12, 	44 , 	76 , 	43 , 	41 , 	156 , 	79 , 	47 , 	16 , 	10 , 	13 , 	83 , 	169 , 	65 , 	62 , 	44 , 	21 , 	40 , 	57 , 	30 , 	32 , 	39 , 	18 , 	17 , 	37 , 	37 , 	154 , 	159 , 	444 , 	231 , 	84 , 	58 , 	28 , 	37 , 	34 , 	23 , 	4 , 	18 , 	10 , 	41 , 	5 , 	5 , 	60 , 	19 ," 	2,693 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	22 , 	26 , 	28 , 	23 , 	91 , 	38 , 	23 , 	8 , 	18 , 	5 , 	138 , 	178 , 	83 , 	81 , 	33 , 	21 , 	27 , 	58 , 	9 , 	9 , 	12 , 	4 , 	2 , 	11 , 	24 , 	112 , 	112 , 	289 , 	192 , 	90 , 	47 , 	21 , 	36 , 	19 , 	4 , 	39 , 	45 , 	3 , 	13 , 	1 , 	1 , 	18 , 	3 ," 	2,015 ",,,Dtwn SF," 	1,258 "," 	3,989 "," 	10,269 "," 	3,997 "," 	3,931 "," 	6,205 "," 	2,486 "," 	29,649 "
FV, 	82 , 	73 , 	38 , 	62 , 	126 , 	92 , 	99 , 	63 , 	80 , 	123 , 	14 , 	317 , 	157 , 	198 , 	115 , 	76 , 	61 , 	75 , 	34 , 	22 , 	23 , 	15 , 	14 , 	38 , 	67 , 	138 , 	126 , 	343 , 	217 , 	133 , 	143 , 	22 , 	47 , 	36 , 	11 , 	31 , 	79 , 	6 , 	37 , 	4 , 	5 , 	32 , 	10 ," 	3,486 ",,,OAK," 	3,787 ", 	537 ," 	1,120 "," 	1,390 ", 	577 ," 	2,208 ", 	246 ," 	9,620 "
CL, 	109 , 	332 , 	123 , 	93 , 	183 , 	96 , 	172 , 	77 , 	161 , 	163 , 	326 , 	13 , 	416 , 	403 , 	234 , 	145 , 	236 , 	625 , 	132 , 	153 , 	168 , 	118 , 	108 , 	82 , 	74 , 	398 , 	216 , 	650 , 	346 , 	108 , 	128 , 	60 , 	43 , 	90 , 	15 , 	233 ," 	1,337 ", 	74 , 	184 , 	17 , 	22 , 	56 , 	43 ," 	8,761 ",,,CM line," 	10,349 "," 	1,115 "," 	3,813 "," 	1,499 ", 	916 ," 	1,788 "," 	1,304 "," 	19,479 "
SL, 	16 , 	14 , 	8 , 	10 , 	49 , 	20 , 	28 , 	28 , 	65 , 	79 , 	162 , 	390 , 	3 , 	69 , 	62 , 	27 , 	25 , 	41 , 	9 , 	8 , 	12 , 	2 , 	4 , 	10 , 	19 , 	94 , 	75 , 	180 , 	114 , 	26 , 	35 , 	12 , 	16 , 	17 , 	9 , 	18 , 	30 , 	1 , 	13 , 	2 , 	3 , 	23 , 	5 ," 	1,834 ",,,RM line," 	3,927 "," 	1,433 "," 	1,446 "," 	2,567 ", 	458 ," 	2,448 ", 	423 ," 	12,278 "
BF, 	16 , 	23 , 	8 , 	9 , 	40 , 	22 , 	41 , 	31 , 	70 , 	80 , 	209 , 	388 , 	78 , 	8 , 	77 , 	74 , 	62 , 	98 , 	16 , 	5 , 	5 , 	3 , 	4 , 	7 , 	22 , 	69 , 	62 , 	178 , 	95 , 	34 , 	26 , 	12 , 	14 , 	22 , 	5 , 	35 , 	89 , 	3 , 	12 , 	3 , 	3 , 	14 , 	2 ," 	2,073 ",,,WP line," 	3,761 ", 	632 , 	941 , 	465 ," 	2,060 "," 	1,546 ", 	560 ," 	9,405 "
HY, 	17 , 	23 , 	7 , 	9 , 	48 , 	17 , 	28 , 	24 , 	49 , 	38 , 	115 , 	230 , 	67 , 	81 , 	6 , 	55 , 	62 , 	109 , 	13 , 	4 , 	7 , 	3 , 	1 , 	8 , 	13 , 	49 , 	30 , 	107 , 	74 , 	31 , 	18 , 	5 , 	9 , 	13 , 	4 , 	11 , 	28 , 	3 , 	14 , 	3 , 	4 , 	13 , 	2 ," 	1,455 ",,,FT/ED line," 	6,040 "," 	2,215 "," 	1,709 "," 	2,247 "," 	1,575 "," 	12,110 ", 	454 ," 	25,897 "
SH, 	10 , 	8 , 	7 , 	5 , 	20 , 	10 , 	19 , 	11 , 	20 , 	21 , 	77 , 	133 , 	28 , 	73 , 	58 , 	5 , 	29 , 	60 , 	6 , 	2 , 	5 , 	1 , 	1 , 	5 , 	5 , 	38 , 	32 , 	76 , 	38 , 	19 , 	26 , 	7 , 	7 , 	8 , 	6 , 	8 , 	20 , 	1 , 	9 , 	1 , 	2 , 	5 , 	2 , 	925 ,,,SFIA," 	2,343 ", 	178 ," 	1,028 ", 	279 , 	393 , 	309 , 	486 ," 	4,530 "
UC, 	6 , 	17 , 	11 , 	5 , 	30 , 	15 , 	14 , 	16 , 	38 , 	28 , 	57 , 	226 , 	31 , 	62 , 	68 , 	35 , 	7 , 	71 , 	9 , 	5 , 	5 , 	2 , 	1 , 	4 , 	5 , 	55 , 	53 , 	118 , 	61 , 	22 , 	13 , 	9 , 	9 , 	15 , 	6 , 	4 , 	24 , 	2 , 	15 , 	2 , 	1 , 	13 , 	2 ," 	1,191 ",,,Entries," 	31,466 "," 	10,098 "," 	20,327 "," 	12,444 "," 	9,909 "," 	26,614 "," 	5,959 "," 	110,857 "
FM, 	15 , 	33 , 	22 , 	19 , 	113 , 	21 , 	30 , 	26 , 	64 , 	58 , 	78 , 	628 , 	50 , 	113 , 	115 , 	61 , 	73 , 	13 , 	17 , 	14 , 	9 , 	3 , 	3 , 	10 , 	8 , 	131 , 	88 , 	251 , 	140 , 	69 , 	22 , 	12 , 	16 , 	24 , 	6 , 	9 , 	34 , 	3 , 	23 , 	1 , 	3 , 	35 , 	3 ," 	2,466 ",,,,,,,,,,,
