Exit stations,Entry stations->,,SATURDAY,,,Dec 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	4 , 	54 , 	75 , 	35 , 	177 , 	50 , 	74 , 	39 , 	68 , 	15 , 	64 , 	45 , 	25 , 	22 , 	22 , 	10 , 	7 , 	22 , 	15 , 	6 , 	9 , 	5 , 	3 , 	14 , 	19 , 	71 , 	54 , 	248 , 	89 , 	65 , 	82 , 	17 , 	33 , 	23 , 	10 , 	5 , 	12 , 	2 , 	25 , 	7 , 	11 , 	21 , 	11 ," 	1,657 ",,,Eastbay," 	32,336 ",,SF CBD," 	106,926 ",64.6%,,,
EN, 	65 , 	9 , 	62 , 	49 , 	281 , 	77 , 	106 , 	74 , 	143 , 	30 , 	90 , 	93 , 	26 , 	40 , 	36 , 	17 , 	15 , 	34 , 	20 , 	10 , 	17 , 	8 , 	9 , 	22 , 	25 , 	209 , 	182 , 	726 , 	193 , 	69 , 	98 , 	40 , 	56 , 	47 , 	20 , 	9 , 	19 , 	5 , 	32 , 	10 , 	14 , 	47 , 	22 ," 	3,149 ",,,Westbay," 	55,656 ",,non-CBD," 	53,957 ",32.6%,,,
EP, 	84 , 	56 , 	7 , 	38 , 	307 , 	58 , 	55 , 	53 , 	84 , 	24 , 	36 , 	44 , 	11 , 	14 , 	11 , 	5 , 	8 , 	21 , 	14 , 	5 , 	18 , 	7 , 	6 , 	29 , 	7 , 	149 , 	127 , 	466 , 	132 , 	34 , 	38 , 	18 , 	13 , 	16 , 	3 , 	3 , 	9 , 	2 , 	9 , 	2 , 	4 , 	40 , 	13 ," 	2,075 ",,,Transbay," 	77,434 ",,,,,,,
NB, 	35 , 	47 , 	44 , 	5 , 	91 , 	35 , 	42 , 	55 , 	79 , 	19 , 	40 , 	38 , 	16 , 	17 , 	12 , 	6 , 	7 , 	22 , 	10 , 	7 , 	10 , 	8 , 	4 , 	11 , 	9 , 	161 , 	166 , 	499 , 	220 , 	78 , 	72 , 	22 , 	16 , 	11 , 	5 , 	5 , 	11 , 	3 , 	11 , 	7 , 	5 , 	55 , 	10 ," 	2,020 ",,,,,,,,,,,
BK, 	179 , 	287 , 	311 , 	95 , 	14 , 	183 , 	227 , 	181 , 	232 , 	79 , 	123 , 	126 , 	71 , 	71 , 	56 , 	27 , 	65 , 	126 , 	34 , 	43 , 	68 , 	32 , 	25 , 	26 , 	53 , 	310 , 	253 , 	969 , 	355 , 	161 , 	152 , 	73 , 	40 , 	57 , 	11 , 	19 , 	50 , 	14 , 	29 , 	8 , 	24 , 	102 , 	58 ," 	5,414 ",,,,,,,,,,,
AS, 	50 , 	73 , 	59 , 	30 , 	149 , 	7 , 	64 , 	91 , 	93 , 	30 , 	80 , 	63 , 	24 , 	41 , 	18 , 	10 , 	10 , 	24 , 	12 , 	10 , 	17 , 	4 , 	5 , 	13 , 	45 , 	126 , 	96 , 	323 , 	186 , 	118 , 	86 , 	18 , 	19 , 	14 , 	4 , 	7 , 	15 , 	5 , 	16 , 	2 , 	2 , 	30 , 	14 ," 	2,096 ",,,,,,,,,,,
MA, 	73 , 	100 , 	55 , 	42 , 	200 , 	64 , 	13 , 	71 , 	93 , 	27 , 	100 , 	97 , 	35 , 	70 , 	49 , 	24 , 	18 , 	39 , 	48 , 	18 , 	42 , 	13 , 	19 , 	35 , 	44 , 	258 , 	215 , 	735 , 	301 , 	190 , 	133 , 	36 , 	33 , 	27 , 	7 , 	10 , 	26 , 	6 , 	77 , 	4 , 	8 , 	61 , 	24 ," 	3,534 ",,,,,,,,,,,
19, 	35 , 	71 , 	50 , 	55 , 	158 , 	90 , 	65 , 	9 , 	23 , 	10 , 	75 , 	63 , 	46 , 	52 , 	33 , 	19 , 	16 , 	42 , 	31 , 	26 , 	47 , 	18 , 	22 , 	55 , 	34 , 	132 , 	117 , 	386 , 	192 , 	108 , 	84 , 	32 , 	26 , 	19 , 	7 , 	10 , 	23 , 	9 , 	36 , 	7 , 	6 , 	24 , 	14 ," 	2,371 ",,,,,,,,,,,
12, 	66 , 	131 , 	76 , 	80 , 	192 , 	90 , 	88 , 	18 , 	9 , 	16 , 	112 , 	125 , 	105 , 	121 , 	92 , 	38 , 	72 , 	131 , 	63 , 	41 , 	54 , 	20 , 	33 , 	62 , 	58 , 	174 , 	176 , 	601 , 	238 , 	91 , 	71 , 	37 , 	48 , 	48 , 	24 , 	12 , 	34 , 	10 , 	67 , 	13 , 	15 , 	59 , 	31 ," 	3,636 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	11 , 	30 , 	22 , 	18 , 	76 , 	27 , 	21 , 	12 , 	19 , 	8 , 	55 , 	88 , 	98 , 	120 , 	43 , 	24 , 	32 , 	52 , 	7 , 	4 , 	11 , 	5 , 	8 , 	17 , 	19 , 	159 , 	172 , 	611 , 	194 , 	88 , 	62 , 	28 , 	28 , 	23 , 	4 , 	38 , 	58 , 	2 , 	11 , 	4 , 	2 , 	20 , 	7 ," 	2,333 ",,,Dtwn SF," 	2,912 "," 	6,821 "," 	17,025 "," 	6,489 "," 	8,028 "," 	9,896 "," 	5,029 "," 	56,200 "
