Exit stations,Entry stations->,,SUNDAY,,,Dec 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	5 , 	42 , 	53 , 	29 , 	114 , 	44 , 	49 , 	18 , 	37 , 	14 , 	49 , 	58 , 	12 , 	20 , 	17 , 	6 , 	11 , 	13 , 	12 , 	1 , 	4 , 	2 , 	2 , 	8 , 	15 , 	62 , 	41 , 	153 , 	66 , 	47 , 	51 , 	14 , 	15 , 	19 , 	5 , 	5 , 	7 , 	1 , 	21 , 	4 , 	6 , 	17 , 	12 ," 	1,177 ",,,Eastbay," 	25,546 ",,SF CBD," 	72,186 ",60.8%,,,
EN, 	47 , 	9 , 	41 , 	39 , 	155 , 	53 , 	80 , 	36 , 	72 , 	26 , 	62 , 	157 , 	21 , 	27 , 	23 , 	12 , 	20 , 	27 , 	17 , 	6 , 	15 , 	4 , 	5 , 	13 , 	16 , 	117 , 	88 , 	434 , 	113 , 	46 , 	62 , 	26 , 	48 , 	25 , 	11 , 	5 , 	12 , 	2 , 	29 , 	8 , 	13 , 	49 , 	21 ," 	2,085 ",,,Westbay," 	40,466 ",,non-CBD," 	42,045 ",35.4%,,,
EP, 	55 , 	40 , 	6 , 	33 , 	228 , 	47 , 	51 , 	41 , 	41 , 	22 , 	26 , 	66 , 	13 , 	13 , 	8 , 	5 , 	7 , 	20 , 	9 , 	8 , 	13 , 	4 , 	7 , 	20 , 	7 , 	85 , 	67 , 	286 , 	102 , 	26 , 	25 , 	19 , 	12 , 	15 , 	1 , 	3 , 	10 , 	2 , 	7 , 	2 , 	2 , 	43 , 	11 ," 	1,501 ",,,Transbay," 	52,643 ",,,,,,,
NB, 	35 , 	38 , 	30 , 	5 , 	59 , 	35 , 	42 , 	46 , 	55 , 	20 , 	38 , 	60 , 	11 , 	17 , 	8 , 	3 , 	8 , 	21 , 	9 , 	7 , 	9 , 	3 , 	2 , 	9 , 	6 , 	105 , 	102 , 	367 , 	150 , 	69 , 	61 , 	27 , 	14 , 	14 , 	2 , 	3 , 	6 , 	1 , 	10 , 	2 , 	3 , 	61 , 	14 ," 	1,577 ",,,,,,,,,,,
BK, 	123 , 	160 , 	214 , 	56 , 	13 , 	110 , 	143 , 	108 , 	154 , 	61 , 	81 , 	113 , 	41 , 	40 , 	37 , 	11 , 	32 , 	107 , 	20 , 	22 , 	41 , 	26 , 	19 , 	20 , 	47 , 	196 , 	150 , 	664 , 	275 , 	133 , 	111 , 	45 , 	23 , 	52 , 	6 , 	17 , 	35 , 	10 , 	14 , 	6 , 	11 , 	122 , 	42 ," 	3,708 ",,,,,,,,,,,
AS, 	38 , 	50 , 	49 , 	32 , 	90 , 	4 , 	51 , 	57 , 	55 , 	30 , 	58 , 	74 , 	20 , 	24 , 	15 , 	9 , 	10 , 	27 , 	10 , 	8 , 	18 , 	5 , 	2 , 	8 , 	28 , 	80 , 	65 , 	248 , 	151 , 	77 , 	74 , 	24 , 	17 , 	11 , 	3 , 	3 , 	12 , 	2 , 	13 , 	2 , 	2 , 	48 , 	7 ," 	1,606 ",,,,,,,,,,,
MA, 	58 , 	77 , 	39 , 	41 , 	135 , 	52 , 	7 , 	39 , 	55 , 	19 , 	59 , 	125 , 	29 , 	49 , 	28 , 	13 , 	14 , 	31 , 	35 , 	27 , 	32 , 	12 , 	8 , 	30 , 	30 , 	158 , 	133 , 	504 , 	252 , 	129 , 	104 , 	35 , 	27 , 	23 , 	6 , 	8 , 	19 , 	7 , 	50 , 	3 , 	6 , 	84 , 	14 ," 	2,604 ",,,,,,,,,,,
19, 	19 , 	37 , 	37 , 	38 , 	99 , 	51 , 	36 , 	5 , 	11 , 	10 , 	41 , 	56 , 	33 , 	29 , 	27 , 	15 , 	14 , 	29 , 	21 , 	25 , 	26 , 	16 , 	15 , 	27 , 	20 , 	98 , 	67 , 	290 , 	151 , 	83 , 	67 , 	22 , 	19 , 	20 , 	3 , 	8 , 	14 , 	6 , 	28 , 	5 , 	6 , 	37 , 	12 ," 	1,666 ",,,,,,,,,,,
12, 	42 , 	56 , 	41 , 	43 , 	114 , 	47 , 	56 , 	9 , 	9 , 	16 , 	51 , 	101 , 	57 , 	69 , 	41 , 	18 , 	25 , 	42 , 	30 , 	16 , 	32 , 	11 , 	19 , 	37 , 	30 , 	139 , 	119 , 	409 , 	168 , 	62 , 	54 , 	30 , 	35 , 	29 , 	16 , 	4 , 	14 , 	3 , 	39 , 	7 , 	11 , 	83 , 	23 ," 	2,252 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	21 , 	29 , 	28 , 	23 , 	63 , 	32 , 	20 , 	10 , 	12 , 	6 , 	83 , 	104 , 	66 , 	75 , 	31 , 	21 , 	23 , 	45 , 	8 , 	3 , 	9 , 	3 , 	8 , 	15 , 	21 , 	108 , 	122 , 	459 , 	168 , 	82 , 	70 , 	27 , 	33 , 	23 , 	4 , 	32 , 	46 , 	1 , 	9 , 	2 , 	3 , 	29 , 	6 ," 	1,980 ",,,Dtwn SF," 	1,840 "," 	4,571 "," 	11,440 "," 	4,077 "," 	4,598 "," 	6,115 "," 	4,254 "," 	36,895 "
