Exit stations,Entry stations->,,SATURDAY,,,Apr 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	76 , 	76 , 	57 , 	265 , 	90 , 	99 , 	55 , 	72 , 	20 , 	85 , 	67 , 	26 , 	23 , 	22 , 	11 , 	13 , 	26 , 	18 , 	10 , 	10 , 	8 , 	7 , 	18 , 	29 , 	137 , 	109 , 	314 , 	117 , 	98 , 	100 , 	24 , 	36 , 	33 , 	12 , 	7 , 	6 , 	3 , 	29 , 	11 , 	17 , 	27 , 	13 , 	4 ," 	2,283 ",,,Eastbay," 	48,676 ",,SF CBD," 	116,920 ",58.6%,,,
EN, 	78 , 	12 , 	86 , 	74 , 	536 , 	114 , 	134 , 	125 , 	164 , 	44 , 	103 , 	174 , 	41 , 	46 , 	42 , 	14 , 	21 , 	43 , 	25 , 	11 , 	26 , 	7 , 	8 , 	21 , 	33 , 	315 , 	276 , 	715 , 	226 , 	107 , 	119 , 	36 , 	63 , 	56 , 	25 , 	6 , 	18 , 	5 , 	34 , 	12 , 	18 , 	55 , 	18 , 	6 ," 	4,083 ",,,Westbay," 	57,812 ",,non-CBD," 	76,755 ",38.5%,,,
EP, 	81 , 	85 , 	11 , 	52 , 	444 , 	75 , 	65 , 	87 , 	106 , 	26 , 	47 , 	87 , 	18 , 	15 , 	11 , 	3 , 	10 , 	26 , 	7 , 	12 , 	15 , 	7 , 	5 , 	22 , 	14 , 	167 , 	140 , 	338 , 	173 , 	61 , 	58 , 	18 , 	14 , 	19 , 	7 , 	7 , 	9 , 	4 , 	10 , 	5 , 	5 , 	53 , 	21 , 	4 ," 	2,435 ",,,Transbay," 	96,145 ",,,,,,,
NB, 	61 , 	78 , 	59 , 	8 , 	163 , 	59 , 	74 , 	99 , 	111 , 	31 , 	60 , 	101 , 	20 , 	19 , 	18 , 	8 , 	12 , 	33 , 	14 , 	12 , 	19 , 	9 , 	8 , 	20 , 	16 , 	275 , 	188 , 	375 , 	264 , 	125 , 	109 , 	27 , 	23 , 	22 , 	5 , 	9 , 	6 , 	5 , 	11 , 	3 , 	5 , 	67 , 	17 , 	5 ," 	2,650 ",,,,,,,,,,,
BK, 	282 , 	541 , 	477 , 	183 , 	37 , 	316 , 	351 , 	405 , 	361 , 	143 , 	248 , 	241 , 	121 , 	125 , 	104 , 	43 , 	114 , 	331 , 	85 , 	99 , 	125 , 	72 , 	59 , 	65 , 	97 , 	786 , 	513 ," 	1,269 ", 	838 , 	423 , 	322 , 	137 , 	102 , 	148 , 	25 , 	34 , 	107 , 	25 , 	57 , 	20 , 	44 , 	129 , 	130 , 	30 ," 	10,156 ",,,,,,,,,,,
AS, 	90 , 	121 , 	62 , 	63 , 	266 , 	13 , 	100 , 	153 , 	153 , 	49 , 	103 , 	97 , 	33 , 	31 , 	32 , 	18 , 	14 , 	28 , 	13 , 	11 , 	17 , 	11 , 	6 , 	13 , 	50 , 	241 , 	181 , 	366 , 	301 , 	198 , 	133 , 	30 , 	22 , 	27 , 	4 , 	6 , 	11 , 	5 , 	24 , 	5 , 	3 , 	43 , 	16 , 	8 ," 	3,166 ",,,,,,,,,,,
MA, 	100 , 	126 , 	69 , 	60 , 	317 , 	104 , 	17 , 	100 , 	131 , 	46 , 	133 , 	186 , 	46 , 	61 , 	45 , 	22 , 	21 , 	47 , 	53 , 	31 , 	58 , 	22 , 	23 , 	46 , 	60 , 	360 , 	294 , 	618 , 	424 , 	302 , 	213 , 	37 , 	52 , 	33 , 	11 , 	13 , 	19 , 	14 , 	81 , 	6 , 	11 , 	65 , 	19 , 	13 ," 	4,502 ",,,,,,,,,,,
19, 	58 , 	128 , 	80 , 	96 , 	367 , 	171 , 	104 , 	19 , 	29 , 	17 , 	93 , 	136 , 	66 , 	76 , 	57 , 	23 , 	31 , 	63 , 	48 , 	50 , 	72 , 	42 , 	35 , 	130 , 	54 , 	378 , 	314 , 	571 , 	478 , 	285 , 	223 , 	55 , 	61 , 	52 , 	15 , 	16 , 	31 , 	18 , 	50 , 	5 , 	13 , 	48 , 	28 , 	15 ," 	4,696 ",,,,,,,,,,,
12, 	79 , 	153 , 	106 , 	108 , 	319 , 	154 , 	130 , 	24 , 	24 , 	19 , 	110 , 	170 , 	88 , 	106 , 	78 , 	39 , 	50 , 	88 , 	71 , 	47 , 	68 , 	38 , 	26 , 	74 , 	90 , 	370 , 	310 , 	691 , 	396 , 	179 , 	163 , 	52 , 	77 , 	53 , 	25 , 	16 , 	22 , 	24 , 	71 , 	14 , 	24 , 	74 , 	49 , 	14 ," 	4,877 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	21 , 	39 , 	33 , 	30 , 	138 , 	47 , 	43 , 	14 , 	16 , 	11 , 	130 , 	183 , 	147 , 	162 , 	67 , 	30 , 	50 , 	67 , 	11 , 	10 , 	14 , 	7 , 	6 , 	21 , 	26 , 	295 , 	274 , 	602 , 	309 , 	178 , 	125 , 	30 , 	57 , 	38 , 	4 , 	59 , 	72 , 	3 , 	14 , 	3 , 	6 , 	19 , 	10 , 	41 ," 	3,455 ",,,Dtwn SF," 	2,316 "," 	9,405 "," 	17,061 "," 	8,985 "," 	7,330 "," 	10,192 "," 	5,373 "," 	60,660 "
